quarter,dong_code,dong_name,store_total,store_normal,store_franchise,industry_code,industry_name
20201,11440740,상암동,46.0,30.0,16.0,CS100008,분식
20194,11440740,상암동,47.0,31.0,16.0,CS100008,분식
20202,11440555,아현동,28.0,26.0,2.0,CS100009,호프
20201,11440555,아현동,28.0,26.0,2.0,CS100009,호프
20194,11440555,아현동,30.0,28.0,2.0,CS100009,호프
20202,11440565,공덕동,67.0,67.0,0.0,CS100009,호프
20201,11440565,공덕동,67.0,67.0,0.0,CS100009,호프
20194,11440565,공덕동,68.0,68.0,0.0,CS100009,호프
20202,11440585,도화동,78.0,69.0,9.0,CS100009,호프
20201,11440585,도화동,75.0,68.0,7.0,CS100009,호프
20194,11440585,도화동,77.0,69.0,8.0,CS100009,호프
20202,11440590,용강동,59.0,54.0,5.0,CS100009,호프
20201,11440590,용강동,57.0,52.0,5.0,CS100009,호프
20194,11440590,용강동,57.0,52.0,5.0,CS100009,호프
20202,11440600,대흥동,35.0,30.0,5.0,CS100009,호프
20201,11440600,대흥동,36.0,31.0,5.0,CS100009,호프
20194,11440600,대흥동,35.0,31.0,4.0,CS100009,호프
20202,11440610,염리동,21.0,16.0,5.0,CS100009,호프
20201,11440610,염리동,22.0,17.0,5.0,CS100009,호프
20194,11440610,염리동,25.0,20.0,5.0,CS100009,호프
20202,11440630,신수동,17.0,14.0,3.0,CS100009,호프
20201,11440630,신수동,18.0,15.0,3.0,CS100009,호프
20194,11440630,신수동,18.0,15.0,3.0,CS100009,호프
20202,11440655,서강동,90.0,81.0,9.0,CS100009,호프
20201,11440655,서강동,83.0,74.0,9.0,CS100009,호프
20194,11440655,서강동,84.0,75.0,9.0,CS100009,호프
20202,11440660,서교동,564.0,509.0,55.0,CS100009,호프
20201,11440660,서교동,556.0,500.0,56.0,CS100009,호프
20194,11440660,서교동,551.0,496.0,55.0,CS100009,호프
20202,11440680,합정동,106.0,94.0,12.0,CS100009,호프
20201,11440680,합정동,102.0,90.0,12.0,CS100009,호프
20194,11440680,합정동,101.0,90.0,11.0,CS100009,호프
20202,11440690,망원1동,48.0,46.0,2.0,CS100009,호프
20201,11440690,망원1동,48.0,46.0,2.0,CS100009,호프
20194,11440690,망원1동,54.0,52.0,2.0,CS100009,호프
20202,11440700,망원2동,30.0,26.0,4.0,CS100009,호프
20201,11440700,망원2동,28.0,24.0,4.0,CS100009,호프
20194,11440700,망원2동,27.0,23.0,4.0,CS100009,호프
20202,11440710,연남동,135.0,130.0,5.0,CS100009,호프
20201,11440710,연남동,131.0,126.0,5.0,CS100009,호프
20194,11440710,연남동,133.0,128.0,5.0,CS100009,호프
20202,11440720,성산1동,23.0,19.0,4.0,CS100009,호프
20201,11440720,성산1동,22.0,18.0,4.0,CS100009,호프
20194,11440720,성산1동,22.0,18.0,4.0,CS100009,호프
20202,11440730,성산2동,22.0,21.0,1.0,CS100009,호프
20201,11440730,성산2동,25.0,21.0,4.0,CS100009,호프
20194,11440730,성산2동,25.0,21.0,4.0,CS100009,호프
20202,11440740,상암동,59.0,52.0,7.0,CS100009,호프
20201,11440740,상암동,57.0,50.0,7.0,CS100009,호프
20194,11440740,상암동,60.0,53.0,7.0,CS100009,호프
20202,11440555,아현동,34.0,25.0,9.0,CS100010,커피
20201,11440555,아현동,35.0,26.0,9.0,CS100010,커피
20194,11440555,아현동,39.0,26.0,13.0,CS100010,커피
20202,11440565,공덕동,58.0,45.0,13.0,CS100010,커피
20201,11440565,공덕동,59.0,46.0,13.0,CS100010,커피
20194,11440565,공덕동,63.0,50.0,13.0,CS100010,커피
20202,11440585,도화동,57.0,34.0,23.0,CS100010,커피
20201,11440585,도화동,58.0,35.0,23.0,CS100010,커피
20194,11440585,도화동,59.0,36.0,23.0,CS100010,커피
20202,11440590,용강동,58.0,47.0,11.0,CS100010,커피
20201,11440590,용강동,57.0,47.0,10.0,CS100010,커피
20194,11440590,용강동,57.0,47.0,10.0,CS100010,커피
20202,11440600,대흥동,67.0,52.0,15.0,CS100010,커피
20201,11440600,대흥동,69.0,51.0,18.0,CS100010,커피
20194,11440600,대흥동,71.0,52.0,19.0,CS100010,커피
20202,11440610,염리동,38.0,27.0,11.0,CS100010,커피
20201,11440610,염리동,40.0,30.0,10.0,CS100010,커피
20194,11440610,염리동,43.0,30.0,13.0,CS100010,커피
20202,11440630,신수동,40.0,39.0,1.0,CS100010,커피
20201,11440630,신수동,39.0,38.0,1.0,CS100010,커피
20194,11440630,신수동,39.0,38.0,1.0,CS100010,커피
20202,11440655,서강동,111.0,97.0,14.0,CS100010,커피
20201,11440655,서강동,114.0,100.0,14.0,CS100010,커피
20194,11440655,서강동,121.0,103.0,18.0,CS100010,커피
20202,11440660,서교동,586.0,500.0,86.0,CS100010,커피
20201,11440660,서교동,595.0,507.0,88.0,CS100010,커피
20194,11440660,서교동,616.0,523.0,93.0,CS100010,커피
20202,11440680,합정동,143.0,119.0,24.0,CS100010,커피
20201,11440680,합정동,143.0,119.0,24.0,CS100010,커피
20194,11440680,합정동,145.0,120.0,25.0,CS100010,커피
20202,11440690,망원1동,106.0,101.0,5.0,CS100010,커피
20201,11440690,망원1동,106.0,101.0,5.0,CS100010,커피
20194,11440690,망원1동,118.0,113.0,5.0,CS100010,커피
20202,11440700,망원2동,56.0,51.0,5.0,CS100010,커피
20201,11440700,망원2동,56.0,52.0,4.0,CS100010,커피
20194,11440700,망원2동,58.0,54.0,4.0,CS100010,커피
20202,11440710,연남동,223.0,218.0,5.0,CS100010,커피
20201,11440710,연남동,226.0,221.0,5.0,CS100010,커피
20194,11440710,연남동,234.0,227.0,7.0,CS100010,커피
20202,11440720,성산1동,51.0,47.0,4.0,CS100010,커피
20201,11440720,성산1동,51.0,47.0,4.0,CS100010,커피
20194,11440720,성산1동,56.0,52.0,4.0,CS100010,커피
20202,11440730,성산2동,49.0,42.0,7.0,CS100010,커피
20201,11440730,성산2동,47.0,40.0,7.0,CS100010,커피
20194,11440730,성산2동,48.0,42.0,6.0,CS100010,커피
20202,11440740,상암동,153.0,113.0,40.0,CS100010,커피
20201,11440740,상암동,162.0,116.0,46.0,CS100010,커피
20194,11440740,상암동,168.0,121.0,47.0,CS100010,커피
20204,11440555,아현동,111.0,97.0,14.0,CS100001,한식
20203,11440555,아현동,111.0,98.0,13.0,CS100001,한식
20204,11440565,공덕동,229.0,214.0,15.0,CS100001,한식
20203,11440565,공덕동,229.0,214.0,15.0,CS100001,한식
20204,11440585,도화동,164.0,149.0,15.0,CS100001,한식
20203,11440585,도화동,166.0,151.0,15.0,CS100001,한식
20204,11440590,용강동,194.0,167.0,27.0,CS100001,한식
20203,11440590,용강동,203.0,174.0,29.0,CS100001,한식
20204,11440600,대흥동,135.0,123.0,12.0,CS100001,한식
20203,11440600,대흥동,134.0,122.0,12.0,CS100001,한식
20204,11440610,염리동,71.0,61.0,10.0,CS100001,한식
20203,11440610,염리동,71.0,61.0,10.0,CS100001,한식
20204,11440630,신수동,78.0,71.0,7.0,CS100001,한식
20203,11440630,신수동,75.0,68.0,7.0,CS100001,한식
20204,11440655,서강동,150.0,133.0,17.0,CS100001,한식
20203,11440655,서강동,154.0,138.0,16.0,CS100001,한식
20204,11440660,서교동,792.0,683.0,109.0,CS100001,한식
20203,11440660,서교동,794.0,685.0,109.0,CS100001,한식
20204,11440680,합정동,182.0,153.0,29.0,CS100001,한식
20203,11440680,합정동,179.0,152.0,27.0,CS100001,한식
20204,11440690,망원1동,137.0,132.0,5.0,CS100001,한식
20203,11440690,망원1동,147.0,143.0,4.0,CS100001,한식
20204,11440700,망원2동,106.0,91.0,15.0,CS100001,한식
20203,11440700,망원2동,104.0,89.0,15.0,CS100001,한식
20204,11440710,연남동,134.0,130.0,4.0,CS100001,한식
20203,11440710,연남동,129.0,124.0,5.0,CS100001,한식
20204,11440720,성산1동,90.0,81.0,9.0,CS100001,한식
20203,11440720,성산1동,92.0,83.0,9.0,CS100001,한식
20204,11440730,성산2동,104.0,92.0,12.0,CS100001,한식
20203,11440730,성산2동,102.0,90.0,12.0,CS100001,한식
20204,11440740,상암동,305.0,247.0,58.0,CS100001,한식
20203,11440740,상암동,310.0,246.0,64.0,CS100001,한식
20204,11440555,아현동,6.0,6.0,0.0,CS100002,중식
20203,11440555,아현동,6.0,6.0,0.0,CS100002,중식
20204,11440565,공덕동,18.0,18.0,0.0,CS100002,중식
20203,11440565,공덕동,16.0,16.0,0.0,CS100002,중식
20204,11440585,도화동,17.0,15.0,2.0,CS100002,중식
20203,11440585,도화동,18.0,16.0,2.0,CS100002,중식
20204,11440590,용강동,13.0,12.0,1.0,CS100002,중식
20203,11440590,용강동,16.0,14.0,2.0,CS100002,중식
20204,11440600,대흥동,13.0,13.0,0.0,CS100002,중식
20203,11440600,대흥동,13.0,13.0,0.0,CS100002,중식
20204,11440610,염리동,4.0,3.0,1.0,CS100002,중식
20203,11440610,염리동,4.0,3.0,1.0,CS100002,중식
20204,11440630,신수동,9.0,9.0,0.0,CS100002,중식
20203,11440630,신수동,9.0,9.0,0.0,CS100002,중식
20204,11440655,서강동,19.0,19.0,0.0,CS100002,중식
20203,11440655,서강동,22.0,22.0,0.0,CS100002,중식
20204,11440660,서교동,105.0,89.0,16.0,CS100002,중식
20203,11440660,서교동,106.0,90.0,16.0,CS100002,중식
20204,11440680,합정동,18.0,15.0,3.0,CS100002,중식
20203,11440680,합정동,17.0,14.0,3.0,CS100002,중식
20204,11440690,망원1동,14.0,13.0,1.0,CS100002,중식
20203,11440690,망원1동,14.0,13.0,1.0,CS100002,중식
20204,11440700,망원2동,13.0,13.0,0.0,CS100002,중식
20203,11440700,망원2동,13.0,13.0,0.0,CS100002,중식
20204,11440710,연남동,31.0,31.0,0.0,CS100002,중식
20203,11440710,연남동,30.0,30.0,0.0,CS100002,중식
20204,11440720,성산1동,10.0,10.0,0.0,CS100002,중식
20203,11440720,성산1동,9.0,9.0,0.0,CS100002,중식
20204,11440730,성산2동,11.0,9.0,2.0,CS100002,중식
20203,11440730,성산2동,11.0,9.0,2.0,CS100002,중식
20204,11440740,상암동,38.0,31.0,7.0,CS100002,중식
20203,11440740,상암동,36.0,29.0,7.0,CS100002,중식
20204,11440555,아현동,14.0,9.0,5.0,CS100003,일식
20203,11440555,아현동,13.0,9.0,4.0,CS100003,일식
20204,11440565,공덕동,20.0,16.0,4.0,CS100003,일식
20203,11440565,공덕동,21.0,17.0,4.0,CS100003,일식
20204,11440585,도화동,19.0,16.0,3.0,CS100003,일식
20203,11440585,도화동,18.0,15.0,3.0,CS100003,일식
20204,11440590,용강동,24.0,20.0,4.0,CS100003,일식
20203,11440590,용강동,24.0,21.0,3.0,CS100003,일식
20204,11440600,대흥동,7.0,6.0,1.0,CS100003,일식
20203,11440600,대흥동,7.0,6.0,1.0,CS100003,일식
20204,11440610,염리동,11.0,9.0,2.0,CS100003,일식
20203,11440610,염리동,9.0,8.0,1.0,CS100003,일식
20204,11440630,신수동,1.0,1.0,0.0,CS100003,일식
20203,11440630,신수동,3.0,2.0,1.0,CS100003,일식
20204,11440655,서강동,43.0,38.0,5.0,CS100003,일식
20203,11440655,서강동,42.0,37.0,5.0,CS100003,일식
20204,11440660,서교동,199.0,162.0,37.0,CS100003,일식
20203,11440660,서교동,195.0,159.0,36.0,CS100003,일식
20204,11440680,합정동,43.0,38.0,5.0,CS100003,일식
20203,11440680,합정동,40.0,37.0,3.0,CS100003,일식
20204,11440690,망원1동,28.0,27.0,1.0,CS100003,일식
20203,11440690,망원1동,26.0,26.0,0.0,CS100003,일식
20204,11440700,망원2동,5.0,5.0,0.0,CS100003,일식
20203,11440700,망원2동,5.0,5.0,0.0,CS100003,일식
20204,11440710,연남동,60.0,53.0,7.0,CS100003,일식
20203,11440710,연남동,64.0,57.0,7.0,CS100003,일식
20204,11440720,성산1동,11.0,9.0,2.0,CS100003,일식
20203,11440720,성산1동,11.0,9.0,2.0,CS100003,일식
20204,11440730,성산2동,12.0,10.0,2.0,CS100003,일식
20203,11440730,성산2동,12.0,10.0,2.0,CS100003,일식
20204,11440740,상암동,62.0,53.0,9.0,CS100003,일식
20203,11440740,상암동,63.0,54.0,9.0,CS100003,일식
20204,11440555,아현동,6.0,6.0,0.0,CS100004,양식
20203,11440555,아현동,6.0,6.0,0.0,CS100004,양식
20204,11440565,공덕동,16.0,13.0,3.0,CS100004,양식
20203,11440565,공덕동,15.0,12.0,3.0,CS100004,양식
20204,11440585,도화동,17.0,14.0,3.0,CS100004,양식
20203,11440585,도화동,18.0,15.0,3.0,CS100004,양식
20204,11440590,용강동,18.0,15.0,3.0,CS100004,양식
20203,11440590,용강동,19.0,17.0,2.0,CS100004,양식
20204,11440600,대흥동,16.0,14.0,2.0,CS100004,양식
20203,11440600,대흥동,15.0,13.0,2.0,CS100004,양식
20204,11440610,염리동,11.0,10.0,1.0,CS100004,양식
20203,11440610,염리동,11.0,10.0,1.0,CS100004,양식
20204,11440630,신수동,10.0,10.0,0.0,CS100004,양식
20203,11440630,신수동,12.0,11.0,1.0,CS100004,양식
20204,11440655,서강동,52.0,52.0,0.0,CS100004,양식
20203,11440655,서강동,55.0,55.0,0.0,CS100004,양식
20204,11440660,서교동,284.0,249.0,35.0,CS100004,양식
20203,11440660,서교동,270.0,236.0,34.0,CS100004,양식
20204,11440680,합정동,60.0,55.0,5.0,CS100004,양식
20203,11440680,합정동,58.0,53.0,5.0,CS100004,양식
20204,11440690,망원1동,48.0,46.0,2.0,CS100004,양식
20203,11440690,망원1동,48.0,46.0,2.0,CS100004,양식
20204,11440700,망원2동,4.0,4.0,0.0,CS100004,양식
20203,11440700,망원2동,5.0,5.0,0.0,CS100004,양식
20204,11440710,연남동,129.0,121.0,8.0,CS100004,양식
20203,11440710,연남동,129.0,122.0,7.0,CS100004,양식
20204,11440720,성산1동,16.0,14.0,2.0,CS100004,양식
20203,11440720,성산1동,14.0,14.0,0.0,CS100004,양식
20204,11440730,성산2동,7.0,6.0,1.0,CS100004,양식
20203,11440730,성산2동,8.0,7.0,1.0,CS100004,양식
20204,11440740,상암동,37.0,32.0,5.0,CS100004,양식
20203,11440740,상암동,37.0,33.0,4.0,CS100004,양식
20204,11440555,아현동,13.0,7.0,6.0,CS100005,제과
20203,11440555,아현동,13.0,7.0,6.0,CS100005,제과
20204,11440565,공덕동,17.0,12.0,5.0,CS100005,제과
20203,11440565,공덕동,17.0,12.0,5.0,CS100005,제과
20204,11440585,도화동,20.0,13.0,7.0,CS100005,제과
20203,11440585,도화동,20.0,13.0,7.0,CS100005,제과
20204,11440590,용강동,12.0,6.0,6.0,CS100005,제과
20203,11440590,용강동,11.0,6.0,5.0,CS100005,제과
20204,11440600,대흥동,17.0,13.0,4.0,CS100005,제과
20203,11440600,대흥동,15.0,11.0,4.0,CS100005,제과
20204,11440610,염리동,16.0,15.0,1.0,CS100005,제과
20203,11440610,염리동,16.0,14.0,2.0,CS100005,제과
20204,11440630,신수동,11.0,9.0,2.0,CS100005,제과
20203,11440630,신수동,12.0,10.0,2.0,CS100005,제과
20204,11440655,서강동,29.0,23.0,6.0,CS100005,제과
20203,11440655,서강동,28.0,22.0,6.0,CS100005,제과
20204,11440660,서교동,114.0,87.0,27.0,CS100005,제과
20203,11440660,서교동,114.0,86.0,28.0,CS100005,제과
20204,11440680,합정동,26.0,22.0,4.0,CS100005,제과
20203,11440680,합정동,26.0,23.0,3.0,CS100005,제과
20204,11440690,망원1동,26.0,22.0,4.0,CS100005,제과
20203,11440690,망원1동,26.0,22.0,4.0,CS100005,제과
20204,11440700,망원2동,20.0,17.0,3.0,CS100005,제과
20203,11440700,망원2동,23.0,20.0,3.0,CS100005,제과
20204,11440710,연남동,53.0,48.0,5.0,CS100005,제과
20203,11440710,연남동,53.0,48.0,5.0,CS100005,제과
20204,11440720,성산1동,16.0,13.0,3.0,CS100005,제과
20203,11440720,성산1동,17.0,14.0,3.0,CS100005,제과
20204,11440730,성산2동,16.0,11.0,5.0,CS100005,제과
20203,11440730,성산2동,16.0,10.0,6.0,CS100005,제과
20204,11440740,상암동,25.0,17.0,8.0,CS100005,제과
20203,11440740,상암동,25.0,17.0,8.0,CS100005,제과
20204,11440555,아현동,5.0,2.0,3.0,CS100006,패스트푸드
20203,11440555,아현동,4.0,2.0,2.0,CS100006,패스트푸드
20204,11440565,공덕동,13.0,5.0,8.0,CS100006,패스트푸드
20203,11440565,공덕동,15.0,7.0,8.0,CS100006,패스트푸드
20204,11440585,도화동,14.0,7.0,7.0,CS100006,패스트푸드
20203,11440585,도화동,14.0,7.0,7.0,CS100006,패스트푸드
20204,11440590,용강동,11.0,3.0,8.0,CS100006,패스트푸드
20203,11440590,용강동,12.0,4.0,8.0,CS100006,패스트푸드
20204,11440600,대흥동,23.0,11.0,12.0,CS100006,패스트푸드
20203,11440600,대흥동,23.0,10.0,13.0,CS100006,패스트푸드
20204,11440610,염리동,11.0,4.0,7.0,CS100006,패스트푸드
20203,11440610,염리동,11.0,4.0,7.0,CS100006,패스트푸드
20204,11440630,신수동,7.0,2.0,5.0,CS100006,패스트푸드
20203,11440630,신수동,7.0,2.0,5.0,CS100006,패스트푸드
20204,11440655,서강동,22.0,16.0,6.0,CS100006,패스트푸드
20203,11440655,서강동,22.0,16.0,6.0,CS100006,패스트푸드
20204,11440660,서교동,110.0,70.0,40.0,CS100006,패스트푸드
20203,11440660,서교동,109.0,73.0,36.0,CS100006,패스트푸드
20204,11440680,합정동,23.0,19.0,4.0,CS100006,패스트푸드
20203,11440680,합정동,22.0,19.0,3.0,CS100006,패스트푸드
20204,11440690,망원1동,17.0,9.0,8.0,CS100006,패스트푸드
20203,11440690,망원1동,17.0,9.0,8.0,CS100006,패스트푸드
20204,11440700,망원2동,9.0,4.0,5.0,CS100006,패스트푸드
20203,11440700,망원2동,10.0,4.0,6.0,CS100006,패스트푸드
20204,11440710,연남동,26.0,22.0,4.0,CS100006,패스트푸드
20203,11440710,연남동,28.0,22.0,6.0,CS100006,패스트푸드
20204,11440720,성산1동,15.0,6.0,9.0,CS100006,패스트푸드
20203,11440720,성산1동,16.0,7.0,9.0,CS100006,패스트푸드
20204,11440730,성산2동,11.0,5.0,6.0,CS100006,패스트푸드
20203,11440730,성산2동,11.0,5.0,6.0,CS100006,패스트푸드
20204,11440740,상암동,33.0,13.0,20.0,CS100006,패스트푸드
20203,11440740,상암동,32.0,13.0,19.0,CS100006,패스트푸드
20204,11440555,아현동,18.0,8.0,10.0,CS100007,치킨
20203,11440555,아현동,17.0,8.0,9.0,CS100007,치킨
20204,11440565,공덕동,26.0,9.0,17.0,CS100007,치킨
20203,11440565,공덕동,23.0,8.0,15.0,CS100007,치킨
20204,11440585,도화동,20.0,8.0,12.0,CS100007,치킨
20203,11440585,도화동,22.0,9.0,13.0,CS100007,치킨
20204,11440590,용강동,14.0,6.0,8.0,CS100007,치킨
20203,11440590,용강동,14.0,6.0,8.0,CS100007,치킨
20204,11440600,대흥동,13.0,8.0,5.0,CS100007,치킨
20203,11440600,대흥동,14.0,9.0,5.0,CS100007,치킨
20204,11440610,염리동,6.0,4.0,2.0,CS100007,치킨
20203,11440610,염리동,7.0,4.0,3.0,CS100007,치킨
20204,11440630,신수동,14.0,4.0,10.0,CS100007,치킨
20203,11440630,신수동,14.0,4.0,10.0,CS100007,치킨
20204,11440655,서강동,18.0,5.0,13.0,CS100007,치킨
20203,11440655,서강동,16.0,4.0,12.0,CS100007,치킨
20204,11440660,서교동,58.0,22.0,36.0,CS100007,치킨
20203,11440660,서교동,59.0,23.0,36.0,CS100007,치킨
20204,11440680,합정동,10.0,3.0,7.0,CS100007,치킨
20203,11440680,합정동,11.0,2.0,9.0,CS100007,치킨
20204,11440690,망원1동,23.0,11.0,12.0,CS100007,치킨
20203,11440690,망원1동,23.0,11.0,12.0,CS100007,치킨
20204,11440700,망원2동,20.0,6.0,14.0,CS100007,치킨
20203,11440700,망원2동,24.0,6.0,18.0,CS100007,치킨
20204,11440710,연남동,12.0,4.0,8.0,CS100007,치킨
20203,11440710,연남동,13.0,5.0,8.0,CS100007,치킨
20204,11440720,성산1동,9.0,2.0,7.0,CS100007,치킨
20203,11440720,성산1동,9.0,2.0,7.0,CS100007,치킨
20204,11440730,성산2동,18.0,4.0,14.0,CS100007,치킨
20203,11440730,성산2동,19.0,4.0,15.0,CS100007,치킨
20204,11440740,상암동,28.0,13.0,15.0,CS100007,치킨
20203,11440740,상암동,28.0,13.0,15.0,CS100007,치킨
20204,11440555,아현동,28.0,19.0,9.0,CS100008,분식
20203,11440555,아현동,29.0,19.0,10.0,CS100008,분식
20204,11440565,공덕동,42.0,32.0,10.0,CS100008,분식
20203,11440565,공덕동,44.0,32.0,12.0,CS100008,분식
20204,11440585,도화동,36.0,26.0,10.0,CS100008,분식
20203,11440585,도화동,38.0,27.0,11.0,CS100008,분식
20204,11440590,용강동,23.0,17.0,6.0,CS100008,분식
20203,11440590,용강동,25.0,18.0,7.0,CS100008,분식
20204,11440600,대흥동,39.0,31.0,8.0,CS100008,분식
20203,11440600,대흥동,41.0,33.0,8.0,CS100008,분식
20204,11440610,염리동,25.0,19.0,6.0,CS100008,분식
20203,11440610,염리동,25.0,20.0,5.0,CS100008,분식
20204,11440630,신수동,24.0,21.0,3.0,CS100008,분식
20203,11440630,신수동,23.0,20.0,3.0,CS100008,분식
20204,11440655,서강동,34.0,27.0,7.0,CS100008,분식
20203,11440655,서강동,30.0,23.0,7.0,CS100008,분식
20204,11440660,서교동,148.0,117.0,31.0,CS100008,분식
20203,11440660,서교동,148.0,117.0,31.0,CS100008,분식
20204,11440680,합정동,26.0,21.0,5.0,CS100008,분식
20203,11440680,합정동,24.0,19.0,5.0,CS100008,분식
20204,11440690,망원1동,38.0,32.0,6.0,CS100008,분식
20203,11440690,망원1동,36.0,30.0,6.0,CS100008,분식
20204,11440700,망원2동,21.0,17.0,4.0,CS100008,분식
20203,11440700,망원2동,20.0,16.0,4.0,CS100008,분식
20204,11440710,연남동,29.0,26.0,3.0,CS100008,분식
20203,11440710,연남동,31.0,28.0,3.0,CS100008,분식
20204,11440720,성산1동,17.0,12.0,5.0,CS100008,분식
20203,11440720,성산1동,15.0,10.0,5.0,CS100008,분식
20204,11440730,성산2동,45.0,35.0,10.0,CS100008,분식
20203,11440730,성산2동,44.0,34.0,10.0,CS100008,분식
20204,11440740,상암동,47.0,31.0,16.0,CS100008,분식
20203,11440740,상암동,47.0,31.0,16.0,CS100008,분식
20204,11440555,아현동,30.0,28.0,2.0,CS100009,호프
20203,11440555,아현동,29.0,27.0,2.0,CS100009,호프
20204,11440565,공덕동,68.0,68.0,0.0,CS100009,호프
20203,11440565,공덕동,70.0,70.0,0.0,CS100009,호프
20204,11440585,도화동,77.0,69.0,8.0,CS100009,호프
20203,11440585,도화동,77.0,69.0,8.0,CS100009,호프
20204,11440590,용강동,57.0,52.0,5.0,CS100009,호프
20203,11440590,용강동,55.0,51.0,4.0,CS100009,호프
20204,11440600,대흥동,35.0,31.0,4.0,CS100009,호프
20203,11440600,대흥동,32.0,28.0,4.0,CS100009,호프
20204,11440610,염리동,25.0,20.0,5.0,CS100009,호프
20203,11440610,염리동,24.0,19.0,5.0,CS100009,호프
20204,11440630,신수동,18.0,15.0,3.0,CS100009,호프
20203,11440630,신수동,16.0,13.0,3.0,CS100009,호프
20204,11440655,서강동,84.0,75.0,9.0,CS100009,호프
20203,11440655,서강동,87.0,78.0,9.0,CS100009,호프
20204,11440660,서교동,551.0,496.0,55.0,CS100009,호프
20203,11440660,서교동,556.0,499.0,57.0,CS100009,호프
20204,11440680,합정동,101.0,90.0,11.0,CS100009,호프
20203,11440680,합정동,104.0,93.0,11.0,CS100009,호프
20204,11440690,망원1동,54.0,52.0,2.0,CS100009,호프
20203,11440690,망원1동,57.0,54.0,3.0,CS100009,호프
20204,11440700,망원2동,27.0,23.0,4.0,CS100009,호프
20203,11440700,망원2동,29.0,25.0,4.0,CS100009,호프
20204,11440710,연남동,133.0,128.0,5.0,CS100009,호프
20203,11440710,연남동,135.0,130.0,5.0,CS100009,호프
20204,11440720,성산1동,22.0,18.0,4.0,CS100009,호프
20203,11440720,성산1동,23.0,20.0,3.0,CS100009,호프
20204,11440730,성산2동,25.0,21.0,4.0,CS100009,호프
20203,11440730,성산2동,26.0,22.0,4.0,CS100009,호프
20204,11440740,상암동,60.0,53.0,7.0,CS100009,호프
20203,11440740,상암동,62.0,53.0,9.0,CS100009,호프
20204,11440555,아현동,39.0,26.0,13.0,CS100010,커피
20203,11440555,아현동,38.0,25.0,13.0,CS100010,커피
20204,11440565,공덕동,63.0,50.0,13.0,CS100010,커피
20203,11440565,공덕동,65.0,52.0,13.0,CS100010,커피
20204,11440585,도화동,59.0,36.0,23.0,CS100010,커피
20203,11440585,도화동,61.0,36.0,25.0,CS100010,커피
20204,11440590,용강동,57.0,47.0,10.0,CS100010,커피
20203,11440590,용강동,57.0,47.0,10.0,CS100010,커피
20204,11440600,대흥동,71.0,52.0,19.0,CS100010,커피
20203,11440600,대흥동,73.0,53.0,20.0,CS100010,커피
20204,11440610,염리동,43.0,30.0,13.0,CS100010,커피
20203,11440610,염리동,44.0,30.0,14.0,CS100010,커피
20204,11440630,신수동,39.0,38.0,1.0,CS100010,커피
20203,11440630,신수동,39.0,38.0,1.0,CS100010,커피
20204,11440655,서강동,121.0,103.0,18.0,CS100010,커피
20203,11440655,서강동,121.0,104.0,17.0,CS100010,커피
20204,11440660,서교동,616.0,523.0,93.0,CS100010,커피
20203,11440660,서교동,614.0,522.0,92.0,CS100010,커피
20204,11440680,합정동,145.0,120.0,25.0,CS100010,커피
20203,11440680,합정동,149.0,125.0,24.0,CS100010,커피
20204,11440690,망원1동,118.0,113.0,5.0,CS100010,커피
20203,11440690,망원1동,118.0,112.0,6.0,CS100010,커피
20204,11440700,망원2동,58.0,54.0,4.0,CS100010,커피
20203,11440700,망원2동,58.0,54.0,4.0,CS100010,커피
20204,11440710,연남동,234.0,227.0,7.0,CS100010,커피
20203,11440710,연남동,243.0,235.0,8.0,CS100010,커피
20204,11440720,성산1동,56.0,52.0,4.0,CS100010,커피
20203,11440720,성산1동,56.0,52.0,4.0,CS100010,커피
20204,11440730,성산2동,48.0,42.0,6.0,CS100010,커피
20203,11440730,성산2동,48.0,42.0,6.0,CS100010,커피
20204,11440740,상암동,168.0,121.0,47.0,CS100010,커피
20203,11440740,상암동,173.0,124.0,49.0,CS100010,커피
20213,11440555,아현동,108.0,95.0,13.0,CS100001,한식
20212,11440555,아현동,109.0,95.0,14.0,CS100001,한식
20211,11440555,아현동,111.0,96.0,15.0,CS100001,한식
20213,11440565,공덕동,225.0,210.0,15.0,CS100001,한식
20212,11440565,공덕동,223.0,207.0,16.0,CS100001,한식
20211,11440565,공덕동,227.0,210.0,17.0,CS100001,한식
20213,11440585,도화동,170.0,154.0,16.0,CS100001,한식
20212,11440585,도화동,170.0,155.0,15.0,CS100001,한식
20211,11440585,도화동,167.0,151.0,16.0,CS100001,한식
20213,11440590,용강동,196.0,167.0,29.0,CS100001,한식
20212,11440590,용강동,199.0,168.0,31.0,CS100001,한식
20211,11440590,용강동,199.0,166.0,33.0,CS100001,한식
20213,11440600,대흥동,128.0,115.0,13.0,CS100001,한식
20212,11440600,대흥동,126.0,114.0,12.0,CS100001,한식
20211,11440600,대흥동,124.0,112.0,12.0,CS100001,한식
20213,11440610,염리동,73.0,63.0,10.0,CS100001,한식
20212,11440610,염리동,73.0,64.0,9.0,CS100001,한식
20211,11440610,염리동,74.0,66.0,8.0,CS100001,한식
20213,11440630,신수동,76.0,69.0,7.0,CS100001,한식
20212,11440630,신수동,77.0,69.0,8.0,CS100001,한식
20211,11440630,신수동,78.0,70.0,8.0,CS100001,한식
