NO,시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,매수자,매도자,계약년월,계약일,지분구분,건축년도,해제사유발생일,거래유형,중개사소재지
490,서울특별시 마포구 도화동,집합,544,큰우물로,일반상업,제2종근린생활,25m미만,161.28, ,"103,500",3,법인,개인,202504,28,,1984,-,직거래,-
491,서울특별시 마포구 망원동,일반,5*,월드컵로13길,제2종일반주거,제1종근린생활,12m미만,199.16,108.00,"276,490",,법인,개인,202504,28,,1984,-,중개거래,서울 마포구
492,서울특별시 마포구 상수동,일반,*,독막로,제3종일반주거,업무,25m이상,1255.26,367.00,"900,000",,법인,개인,202504,25,,2003,20250903,직거래,-
493,서울특별시 마포구 서교동,집합,467-1,월드컵로10길,제2종일반주거,업무,25m미만,26.98, ,"18,000",8,개인,개인,202504,25,,2001,-,중개거래,서울 마포구
494,서울특별시 마포구 서교동,집합,354-9,홍익로5길,근린상업,제2종근린생활,12m미만,403.26, ,"354,966",,법인,법인,202504,24,,2018,-,중개거래,서울 마포구
495,서울특별시 마포구 서교동,집합,354-9,홍익로5길,근린상업,제2종근린생활,12m미만,282.96, ,"263,241",2,법인,법인,202504,24,,2018,-,중개거래,서울 마포구
496,서울특별시 마포구 서교동,집합,354-9,홍익로5길,근린상업,제2종근린생활,12m미만,181.73, ,"181,793",1,법인,법인,202504,24,,2018,-,중개거래,서울 마포구
497,서울특별시 마포구 신수동,집합,450,신수로,제2종일반주거,제2종근린생활,25m미만,33.83, ,"20,000",1,개인,개인,202504,23,,1997,-,중개거래,서울 마포구
498,서울특별시 마포구 신수동,집합,450,신수로,제2종일반주거,제2종근린생활,25m미만,33.21, ,"30,000",1,개인,개인,202504,23,,1997,-,중개거래,서울 마포구
499,서울특별시 마포구 신수동,집합,450,신수로,제2종일반주거,제2종근린생활,25m미만,351.99, ,"109,000",,개인,개인,202504,23,,1997,-,중개거래,서울 마포구
500,서울특별시 마포구 신수동,집합,450,신수로,제2종일반주거,제2종근린생활,25m미만,17.82, ,"10,000",1,개인,개인,202504,23,,1997,-,중개거래,서울 마포구
501,서울특별시 마포구 대흥동,일반,3**,대흥로,제2종일반주거,제2종근린생활,25m이상,310.86,127.00,"244,000",,개인,개인,202504,22,,1986,20250604,중개거래,서울 마포구
502,서울특별시 마포구 연남동,일반,4**,월드컵북로8길,제3종일반주거,제1종근린생활,12m미만,246.09,138.00,"230,000",,법인,개인,202504,21,,1984,-,중개거래,서울 마포구
503,서울특별시 마포구 노고산동,집합,107-17,백범로,일반상업,업무,25m이상,10.41, ,"5,300",10,개인,개인,202504,18,,2006,-,중개거래,서울 마포구
504,서울특별시 마포구 도화동,집합,544,큰우물로,일반상업,제2종근린생활,25m미만,36.05, ,"17,000",,개인,개인,202504,17,,1984,-,중개거래,서울 서대문구
505,서울특별시 마포구 연남동,일반,3**,동교로,제2종일반주거,제2종근린생활,8m미만,260.97,122.00,"320,000",,법인,개인,202504,17,,1992,-,중개거래,서울 강남구
506,서울특별시 마포구 동교동,집합,166-14,양화로,근린상업,판매,25m이상,9.12, ,"19,245",,법인,개인,202504,16,,2007,-,직거래,-
507,서울특별시 마포구 서교동,일반,3**,와우산로29바길,제2종일반주거,제2종근린생활,8m미만,85.06,147.10,"195,000",,법인,개인,202504,16,,1967,-,중개거래,서울 강남구
508,서울특별시 마포구 합정동,집합,473,월드컵로5길,준주거,판매,25m이상,88.42, ,"66,500",1,개인,개인,202504,16,지분,2016,-,중개거래,서울 마포구
509,서울특별시 마포구 상암동,집합,1601,월드컵북로,일반상업,제2종근린생활,25m미만,55.25, ,"62,405",2,개인,개인,202504,16,,2007,-,중개거래,서울 마포구
510,서울특별시 마포구 상암동,집합,1601,월드컵북로,일반상업,제2종근린생활,25m미만,65.20, ,"73,690",2,개인,개인,202504,16,,2007,-,중개거래,서울 마포구
511,서울특별시 마포구 상암동,집합,1601,월드컵북로,일반상업,제2종근린생활,25m미만,55.25, ,"62,405",2,개인,개인,202504,16,,2007,-,중개거래,서울 마포구
512,서울특별시 마포구 신공덕동,일반,*,만리재옛길,제2종일반주거,제2종근린생활,12m미만,242.27,46.00,"240,000",,법인,법인,202504,14,,2002,-,중개거래,"서울 용산구, 서울 중구"
513,서울특별시 마포구 도화동,집합,37,마포대로,일반상업,제1종근린생활,25m이상,22.93, ,"3,900",,개인,개인,202504,12,,1988,-,중개거래,서울 마포구
514,서울특별시 마포구 마포동,집합,35-1,마포대로,준주거,업무,25m이상,35.65, ,"33,500",,개인,개인,202504,11,,1986,-,중개거래,서울 마포구
515,서울특별시 마포구 마포동,집합,35-1,마포대로,준주거,업무,25m이상,29.06, ,"20,000",,개인,개인,202504,11,,1986,-,중개거래,서울 마포구
516,서울특별시 마포구 마포동,집합,136-1,마포대로,준주거,업무,25m이상,44.11, ,"25,500",,법인,개인,202504,11,,1987,-,중개거래,서울 마포구
517,서울특별시 마포구 도화동,집합,550,도화4길,제3종일반주거,제1종근린생활,12m미만,73.70, ,"90,000",,개인,개인,202504,10,,1997,-,중개거래,서울 마포구
518,서울특별시 마포구 서교동,일반,4**,와우산로17길,제2종일반주거,제2종근린생활,8m미만,1870.45,484.00,"1,700,000",,법인,개인,202504,08,,2013,-,중개거래,서울 강남구
519,서울특별시 마포구 공덕동,집합,256-13,만리재로,일반상업,기타,25m이상,37.67, ,"10,000",,개인,개인,202504,08,,1985,-,직거래,-
520,서울특별시 마포구 아현동,집합,437-3,마포대로,준주거,업무,25m이상,19.60, ,"9,500",,개인,개인,202504,07,,1987,-,중개거래,서울 마포구
521,서울특별시 마포구 공덕동,집합,456,만리재로,일반상업,업무,25m이상,45.86, ,"26,000",19,법인,개인,202504,07,,2002,-,중개거래,서울 마포구
NO,시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,매수자,매도자,계약년월,계약일,지분구분,건축년도,해제사유발생일,거래유형,중개사소재지
1,서울특별시 마포구 연남동,집합,573,연남로,제2종일반주거,제1종근린생활,25m미만,23.40, ,"42,800",1,개인,개인,202504,02,,2003,-,중개거래,서울 마포구
2,서울특별시 마포구 대흥동,집합,803,대흥로,제3종일반주거,제1종근린생활,25m이상,67.32, ,"112,000",1,개인,개인,202504,02,,2007,-,중개거래,서울 마포구
3,서울특별시 마포구 동교동,집합,166-14,양화로,근린상업,기타,25m이상,3.73, ,"1,968",,개인,개인,202504,02,,2007,-,직거래,-
4,서울특별시 마포구 연남동,집합,573,연남로,제2종일반주거,제1종근린생활,25m미만,23.40, ,"42,800",1,개인,개인,202504,02,,2003,20250513,중개거래,서울 마포구
5,서울특별시 마포구 서교동,일반,3**,양화로,준주거,업무,25m이상,13933.49,2121.10,"8,750,000",,법인,법인,202504,01,,1994,-,직거래,-
6,서울특별시 마포구 노고산동,집합,54-63,신촌로16길,준주거,제2종근린생활,8m미만,127.14, ,"21,067",,개인,개인,202504,01,지분,2003,-,중개거래,서울 은평구
7,서울특별시 마포구 노고산동,집합,54-63,신촌로16길,준주거,제2종근린생활,8m미만,127.14, ,"21,067",,개인,개인,202504,01,지분,2003,20250430,중개거래,서울 은평구
8,서울특별시 마포구 도화동,일반,2*,새창로,제2종일반주거,제2종근린생활,25m미만,192.24,89.30,"355,000",,법인,개인,202504,01,,1991,-,중개거래,서울 마포구
9,서울특별시 마포구 서교동,일반,4**,월드컵로16길,제2종일반주거,제2종근린생활,8m미만,339.07,344.10,"770,000",,법인,개인,202503,28,,1981,-,중개거래,서울 강남구
10,서울특별시 마포구 대흥동,집합,12-33,신촌로,일반상업,업무,25m이상,31.68, ,"13,000",4,법인,개인,202503,28,,2000,-,중개거래,서울 마포구
11,서울특별시 마포구 상암동,집합,1641,월드컵북로47길,제3종일반주거,기타,25m미만,84.78, ,"135,000",3,개인,개인,202503,27,,2010,-,직거래,-
12,서울특별시 마포구 도화동,집합,544,큰우물로,일반상업,기타,25m미만,23.59, ,"10,300",,개인,개인,202503,24,,1984,-,중개거래,서울 마포구
13,서울특별시 마포구 연남동,집합,487-88,성미산로17길,제2종일반주거,제2종근린생활,8m미만,85.86, ,"40,000",1,개인,개인,202503,24,,2002,-,직거래,-
14,서울특별시 마포구 서교동,일반,4**,잔다리로,제2종일반주거,제2종근린생활,25m미만,459.63,194.00,"580,000",,법인,법인,202503,24,,1984,-,중개거래,서울 강남구
15,서울특별시 마포구 상암동,집합,1601,월드컵북로,일반상업,업무,25m미만,627.22, ,"390,800",18,법인,법인,202503,24,,2007,-,직거래,-
16,서울특별시 마포구 도화동,집합,544,큰우물로,일반상업,기타,25m미만,23.59, ,"10,300",,개인,개인,202503,24,,1984,20250410,중개거래,서울 마포구
17,서울특별시 마포구 도화동,집합,544,큰우물로,일반상업,기타,25m미만,23.59, ,"10,300",,개인,개인,202503,24,,1984,20250410,중개거래,서울 마포구
18,서울특별시 마포구 도화동,집합,544,큰우물로,일반상업,기타,25m미만,23.59, ,"10,300",,개인,개인,202503,24,,1984,20250417,중개거래,서울 마포구
19,서울특별시 마포구 상수동,일반,9*,와우산로,제2종일반주거,제1종근린생활,25m미만,429.72,165.00,"716,000",,법인,개인,202503,21,,1989,-,중개거래,서울 강남구
20,서울특별시 마포구 마포동,집합,136-1,마포대로,준주거,업무,25m이상,41.66, ,"23,000",,개인,개인,202503,20,,1987,-,중개거래,서울 마포구
21,서울특별시 마포구 용강동,집합,116-9,마포대로1길,제2종일반주거,제2종근린생활,8m미만,38.08, ,"11,000",1,개인,개인,202503,19,,2007,-,직거래,-
22,서울특별시 마포구 상암동,집합,1601,월드컵북로,일반상업,제2종근린생활,25m미만,17.92, ,"42,000",1,개인,개인,202503,18,,2007,-,중개거래,서울 마포구
23,서울특별시 마포구 합정동,일반,3**,성지3길,제2종일반주거,제2종근린생활,12m미만,380.05,183.10,"475,000",,개인,법인,202503,18,,1993,-,중개거래,서울 마포구
24,서울특별시 마포구 공덕동,집합,256-5,마포대로6길,준주거,제1종근린생활,12m미만,139.67, ,"27,300",,개인,개인,202503,17,지분,1967,-,직거래,-
25,서울특별시 마포구 공덕동,집합,256-5,마포대로6길,준주거,제1종근린생활,12m미만,1706.78, ,"32,700",,개인,개인,202503,17,지분,1967,-,직거래,-
26,서울특별시 마포구 도화동,집합,571,도화길,일반상업,업무,12m미만,67.65, ,"60,000",5,법인,개인,202503,14,,2015,-,직거래,-
27,서울특별시 마포구 상암동,일반,1*,월드컵북로48길,제3종일반주거,제2종근린생활,8m미만,111.26,66.00,"95,000",,개인,개인,202503,13,,1997,20250528,중개거래,서울 강남구
28,서울특별시 마포구 도화동,집합,173,마포대로,일반상업,업무,25m미만,81.84, ,"24,600",,개인,법인,202503,12,,1987,-,중개거래,서울 마포구
29,서울특별시 마포구 아현동,집합,737,마포대로,준주거,업무,25m이상,33.45, ,"30,000",1,개인,개인,202503,11,지분,2006,-,직거래,-
30,서울특별시 마포구 상수동,일반,1**,와우산로11길,제2종일반주거,제2종근린생활,8m미만,152.16,110.00,"185,000",,법인,개인,202503,11,,1971,-,중개거래,서울 강남구
31,서울특별시 마포구 연남동,일반,3**,동교로38길,제2종일반주거,제2종근린생활,8m미만,214.92,152.00,"375,000",,법인,개인,202503,11,,1988,-,중개거래,서울 강남구
32,서울특별시 마포구 도화동,집합,544,큰우물로,일반상업,기타,25m미만,23.59, ,"10,300",,개인,개인,202503,11,,1984,-,중개거래,서울 마포구
33,서울특별시 마포구 아현동,집합,327-4,굴레방로9길,준주거,제2종근린생활,8m미만,77.10, ,"49,000",2,개인,법인,202503,11,,2019,-,중개거래,서울 마포구
34,서울특별시 마포구 마포동,집합,136-1,마포대로,준주거,업무,25m이상,37.17, ,"22,500",,개인,개인,202503,11,,1987,-,중개거래,서울 마포구
35,서울특별시 마포구 대흥동,일반,*,대흥로,제3종일반주거,제2종근린생활,25m이상,189.81,37.00,"80,000",,개인,개인,202503,10,지분,1993,-,중개거래,서울 송파구
36,서울특별시 마포구 염리동,집합,174-18,큰우물로,제3종일반주거,교육연구,25m미만,60.73, ,"29,000",,개인,기타,202503,09,,1980,-,직거래,-
37,서울특별시 마포구 동교동,집합,165-8,양화로,근린상업,기타,25m이상,79.17, ,"55,172",3,법인,개인,202503,06,,1999,-,직거래,-
38,서울특별시 마포구 동교동,집합,165-8,양화로,근린상업,기타,25m이상,79.17, ,"55,172",3,법인,개인,202503,06,,1999,-,직거래,-
39,서울특별시 마포구 동교동,집합,165-8,양화로,근린상업,기타,25m이상,75.68, ,"52,742",3,법인,개인,202503,06,,1999,-,직거래,-
40,서울특별시 마포구 동교동,집합,165-8,양화로,근린상업,기타,25m이상,111.26, ,"77,533",3,법인,개인,202503,06,,1999,-,직거래,-
41,서울특별시 마포구 동교동,집합,165-8,양화로,근린상업,기타,25m이상,79.17, ,"55,172",3,법인,개인,202503,06,,1999,-,직거래,-
42,서울특별시 마포구 동교동,집합,165-8,양화로,근린상업,기타,25m이상,79.17, ,"55,172",3,법인,개인,202503,06,,1999,-,직거래,-
43,서울특별시 마포구 동교동,집합,165-8,양화로,근린상업,기타,25m이상,124.54, ,"86,789",3,법인,개인,202503,06,,1999,-,직거래,-
44,서울특별시 마포구 아현동,집합,437-3,마포대로,준주거,업무,25m이상,23.10, ,"14,500",,개인,개인,202503,05,,1987,-,중개거래,서울 마포구
45,서울특별시 마포구 도화동,집합,555,마포대로,일반상업,제2종근린생활,25m이상,30.89, ,"27,500",,개인,개인,202503,05,,2004,-,중개거래,서울 마포구
46,서울특별시 마포구 대흥동,집합,255-1,대흥로,제3종일반주거,제2종근린생활,8m미만,46.76, ,"37,000",2,개인,개인,202503,04,,2018,-,중개거래,서울 마포구
47,서울특별시 마포구 신공덕동,일반,1*,만리재옛길,제3종일반주거,제2종근린생활,12m미만,211.69,106.00,"289,500",,법인,개인,202502,28,,1956,-,중개거래,서울 강남구
48,서울특별시 마포구 대흥동,집합,12-33,신촌로,일반상업,업무,25m이상,31.68, ,"17,000",15,개인,개인,202502,28,,2000,-,중개거래,서울 마포구
49,서울특별시 마포구 서교동,집합,328-18,와우산로29길,제2종일반주거,제1종근린생활,25m미만,40.12, ,"54,551",1,개인,법인,202502,25,,1997,-,중개거래,서울 광진구
50,서울특별시 마포구 서교동,집합,328-18,와우산로29길,제2종일반주거,제1종근린생활,25m미만,35.52, ,"48,295",1,개인,법인,202502,25,,1997,-,중개거래,서울 광진구
51,서울특별시 마포구 도화동,집합,173,마포대로,일반상업,업무,25m미만,22.53, ,"6,500",,개인,개인,202502,25,지분,1987,-,중개거래,서울 마포구
52,서울특별시 마포구 도화동,집합,173,마포대로,일반상업,업무,25m미만,24.24, ,"6,750",,개인,개인,202502,25,지분,1987,-,중개거래,서울 마포구
53,서울특별시 마포구 서교동,집합,328-18,와우산로29길,제2종일반주거,제2종근린생활,25m미만,34.68, ,"47,154",1,개인,법인,202502,25,,1997,-,중개거래,서울 광진구
54,서울특별시 마포구 도화동,집합,544,큰우물로,일반상업,제1종근린생활,25m미만,16.44, ,"7,800",,개인,개인,202502,24,,1984,-,직거래,-
55,서울특별시 마포구 동교동,집합,185-7,신촌로10길,제3종일반주거,제2종근린생활,12m미만,37.99, ,"31,700",3,개인,개인,202502,24,,2018,-,중개거래,서울 서대문구
56,서울특별시 마포구 도화동,집합,544,큰우물로,일반상업,제1종근린생활,25m미만,16.72, ,"8,000",,개인,개인,202502,22,,1984,-,중개거래,서울 마포구
57,서울특별시 마포구 상수동,일반,8*,와우산로22길,제2종일반주거,제2종근린생활,8m미만,119.74,89.00,"160,000",,법인,개인,202502,21,,1997,-,중개거래,서울 마포구
58,서울특별시 마포구 도화동,집합,550,도화4길,제3종일반주거,제1종근린생활,12m미만,43.30, ,"45,000",,개인,개인,202502,18,,1997,-,중개거래,서울 마포구
59,서울특별시 마포구 도화동,집합,550,도화4길,제3종일반주거,제1종근린생활,12m미만,33.84, ,"30,000",,개인,개인,202502,18,,1997,-,중개거래,서울 마포구
60,서울특별시 마포구 연남동,일반,5**,월드컵북로,제3종일반주거,업무,25m이상,2907.63,355.70,"3,300,000",,법인,법인,202502,18,,2023,-,중개거래,서울 강남구
61,서울특별시 마포구 염리동,집합,532,대흥로24길,제2종일반주거,제2종근린생활,25m이상,12.00, ,"22,500",,개인,개인,202502,15,,2021,20250430,중개거래,서울 마포구
62,서울특별시 마포구 마포동,집합,35-1,마포대로,준주거,업무,25m이상,29.06, ,"18,500",,개인,개인,202502,13,,1986,-,중개거래,서울 마포구
63,서울특별시 마포구 동교동,집합,165-8,양화로,근린상업,제2종근린생활,25m이상,19.11, ,"21,500",,개인,개인,202502,12,,1999,-,직거래,-
64,서울특별시 마포구 대흥동,집합,12-33,신촌로,일반상업,업무,25m이상,32.64, ,"12,800",12,법인,개인,202502,10,,2000,-,중개거래,서울 마포구
65,서울특별시 마포구 도화동,집합,37,마포대로,일반상업,제1종근린생활,25m이상,18.75, ,"5,000",,개인,개인,202502,06,,1988,-,중개거래,서울 마포구
66,서울특별시 마포구 망원동,집합,384-48,동교로,제2종일반주거,제2종근린생활,8m미만,30.40, ,"15,000",3,개인,개인,202502,05,,2008,-,중개거래,서울 마포구
67,서울특별시 마포구 연남동,일반,3**,동교로46길,제2종일반주거,제2종근린생활,8m미만,441.12,186.00,"448,000",,법인,개인,202502,05,,1994,-,중개거래,서울 강남구
68,서울특별시 마포구 노고산동,집합,107-17,백범로,일반상업,업무,25m이상,10.41, ,"5,800",10,개인,개인,202502,01,,2006,-,중개거래,서울 마포구
69,서울특별시 마포구 상암동,집합,1601,월드컵북로,일반상업,제2종근린생활,25m미만,42.84, ,"9,000",,개인,개인,202501,31,지분,2007,-,직거래,-
70,서울특별시 마포구 신수동,일반,2**,토정로,제2종일반주거,제1종근린생활,25m미만,125.16,79.00,"130,000",,법인,개인,202501,25,,1961,-,중개거래,서울 마포구
71,서울특별시 마포구 상암동,집합,1641,월드컵북로47길,제3종일반주거,기타,25m미만,139.98, ,"260,000",31,개인,개인,202501,25,,2010,-,중개거래,서울 마포구
72,서울특별시 마포구 연남동,일반,2**,성미산로29안길,제2종일반주거,제2종근린생활,8m미만,472.83,255.20,"470,000",,법인,개인,202501,24,,1971,-,중개거래,서울 서초구
73,서울특별시 마포구 공덕동,집합,476,백범로,준주거,제2종근린생활,25m이상,78.41, ,"160,000",,개인,개인,202501,23,,2015,-,직거래,-
74,서울특별시 마포구 상수동,일반,9*,와우산로11길,제2종일반주거,제2종근린생활,8m미만,489.83,241.00,"826,314",,법인,법인,202501,22,,2009,-,직거래,-
75,서울특별시 마포구 도화동,집합,544,큰우물로,일반상업,제1종근린생활,25m미만,31.35, ,"15,500",,개인,개인,202501,22,,1984,-,중개거래,서울 마포구
76,서울특별시 마포구 도화동,집합,550,도화4길,제3종일반주거,판매,12m미만,15.58, ,"20,000",,개인,개인,202501,22,,1997,-,직거래,-
77,서울특별시 마포구 아현동,집합,804,신촌로28길,제2종일반주거,제2종근린생활,-,32.14, ,"56,500",2,개인,개인,202501,21,,2022,-,직거래,-
78,서울특별시 마포구 대흥동,일반,4**,독막로40길,제2종일반주거,업무,8m미만,1961.91,1228.00,"1,600,000",,법인,개인,202501,20,,2017,-,중개거래,서울 강남구
79,서울특별시 마포구 마포동,집합,136-1,마포대로,준주거,업무,25m이상,41.66, ,"20,000",,개인,개인,202501,20,,1987,-,중개거래,서울 마포구
80,서울특별시 마포구 도화동,집합,538,큰우물로,일반상업,판매,25m미만,49.78, ,"12,000",,개인,개인,202501,20,,1984,-,중개거래,서울 마포구
81,서울특별시 마포구 신수동,일반,4**,토정로,제2종일반주거,제1종근린생활,25m미만,33.23,17.00,"18,300",,개인,개인,202501,20,,1983,-,중개거래,서울 마포구
82,서울특별시 마포구 상수동,집합,334-13,와우산로3길,제2종일반주거,제1종근린생활,12m미만,70.00, ,"86,789",2,법인,개인,202501,15,,2017,-,중개거래,서울 서초구
83,서울특별시 마포구 상수동,집합,334-13,와우산로3길,제2종일반주거,제2종근린생활,12m미만,52.50, ,"66,525",1,법인,개인,202501,15,,2017,-,중개거래,서울 서초구
84,서울특별시 마포구 상수동,집합,334-13,와우산로3길,제2종일반주거,제1종근린생활,12m미만,70.00, ,"88,698",1,법인,개인,202501,15,,2017,-,중개거래,서울 서초구
85,서울특별시 마포구 상수동,집합,334-13,와우산로3길,제2종일반주거,제2종근린생활,12m미만,70.00, ,"88,698",1,법인,개인,202501,15,,2017,-,중개거래,서울 서초구
86,서울특별시 마포구 상수동,집합,334-13,와우산로3길,제2종일반주거,제2종근린생활,12m미만,35.00, ,"44,350",1,법인,개인,202501,15,,2017,-,중개거래,서울 서초구
87,서울특별시 마포구 상수동,집합,334-13,와우산로3길,제2종일반주거,제1종근린생활,12m미만,70.00, ,"86,789",2,법인,개인,202501,15,,2017,-,중개거래,서울 서초구
88,서울특별시 마포구 상수동,집합,334-13,와우산로3길,제2종일반주거,제2종근린생활,12m미만,70.00, ,"88,698",1,법인,개인,202501,15,,2017,-,중개거래,서울 서초구
89,서울특별시 마포구 상수동,집합,334-13,와우산로3길,제2종일반주거,제2종근린생활,12m미만,121.76, ,"150,976",3,법인,개인,202501,15,,2017,-,중개거래,서울 서초구
90,서울특별시 마포구 상수동,집합,334-13,와우산로3길,제2종일반주거,제2종근린생활,12m미만,71.50, ,"88,654",3,법인,개인,202501,15,,2017,-,중개거래,서울 서초구
91,서울특별시 마포구 상수동,집합,334-13,와우산로3길,제2종일반주거,제2종근린생활,12m미만,72.10, ,"89,403",3,법인,개인,202501,15,,2017,-,중개거래,서울 서초구
92,서울특별시 마포구 상수동,집합,334-13,와우산로3길,제2종일반주거,제1종근린생활,12m미만,70.00, ,"86,789",2,법인,개인,202501,15,,2017,-,중개거래,서울 서초구
93,서울특별시 마포구 상수동,집합,334-13,와우산로3길,제2종일반주거,제1종근린생활,12m미만,105.00, ,"130,197",2,법인,개인,202501,15,,2017,-,중개거래,서울 서초구
94,서울특별시 마포구 상수동,집합,334-13,와우산로3길,제2종일반주거,제2종근린생활,12m미만,70.00, ,"86,789",2,법인,개인,202501,15,,2017,-,중개거래,서울 서초구
95,서울특별시 마포구 상수동,집합,334-13,와우산로3길,제2종일반주거,제2종근린생활,12m미만,70.00, ,"88,698",1,법인,개인,202501,15,,2017,-,중개거래,서울 서초구
96,서울특별시 마포구 상수동,집합,334-13,와우산로3길,제2종일반주거,제2종근린생활,12m미만,103.15, ,"127,945",4,법인,개인,202501,15,,2017,-,중개거래,서울 서초구
97,서울특별시 마포구 동교동,집합,166-14,양화로,근린상업,판매,25m이상,8.18, ,"12,600",,개인,법인,202501,14,,2007,-,직거래,-
98,서울특별시 마포구 신수동,일반,2*,백범로10길,제3종일반주거,제1종근린생활,8m미만,274.69,152.00,"315,000",,법인,개인,202501,13,,1989,-,중개거래,서울 강남구
99,서울특별시 마포구 서교동,집합,357-1,홍익로3길,제2종일반주거,판매,8m미만,15.48, ,"3,300",,개인,개인,202501,11,지분,1989,-,직거래,-
100,서울특별시 마포구 망원동,집합,415-57,희우정로20길,제2종일반주거,제2종근린생활,8m미만,17.94, ,"12,000",1,개인,개인,202501,10,,2008,-,중개거래,서울 마포구
101,서울특별시 마포구 연남동,일반,2**,동교로38길,제2종일반주거,제1종근린생활,8m미만,275.44,146.80,"530,000",,개인,법인,202501,09,,2021,20250429,중개거래,서울 강남구
102,서울특별시 마포구 도화동,집합,550,도화4길,제3종일반주거,제1종근린생활,12m미만,33.84, ,"30,000",,개인,개인,202501,06,,1997,-,중개거래,서울 마포구
103,서울특별시 마포구 망원동,집합,408-19,망원로4길,제2종일반주거,제1종근린생활,12m미만,26.09, ,"22,500",1,개인,개인,202501,06,,2010,-,직거래,-
104,서울특별시 마포구 도화동,집합,550,도화4길,제3종일반주거,제1종근린생활,12m미만,43.30, ,"41,000",,개인,개인,202501,06,,1997,-,중개거래,서울 마포구
105,서울특별시 마포구 노고산동,집합,57-26,서강로,일반상업,숙박,25m이상,22.12, ,"12,000",4,개인,개인,202501,06,,2006,-,중개거래,서울 마포구
106,서울특별시 마포구 상암동,집합,1680,월드컵로42길,제3종일반주거,제2종근린생활,25m미만,24.56, ,"17,250",2,개인,개인,202501,03,,2005,-,중개거래,서울 마포구
107,서울특별시 마포구 합정동,일반,4**,포은로2길,제2종일반주거,제2종근린생활,8m미만,307.00,154.00,"290,000",,법인,법인,202501,03,,2019,-,중개거래,"경기 고양시 일산동구, 서울 마포구"
108,서울특별시 마포구 노고산동,집합,107-17,백범로,일반상업,업무,25m이상,10.41, ,"5,200",6,개인,개인,202501,02,,2006,-,중개거래,서울 마포구
109,서울특별시 마포구 도화동,집합,357,새창로,제3종일반주거,제2종근린생활,25m미만,53.52, ,"20,000",,개인,개인,202501,01,,1996,-,중개거래,서울 마포구
110,서울특별시 마포구 도화동,집합,357,새창로,제3종일반주거,제2종근린생활,25m미만,53.52, ,"20,000",,개인,개인,202501,01,,1996,20250203,중개거래,서울 마포구
111,서울특별시 마포구 상암동,집합,1654,월드컵북로,일반상업,제1종근린생활,25m이상,38.22, ,"127,000",1,개인,개인,202412,31,,2007,-,중개거래,서울 마포구
112,서울특별시 마포구 상수동,일반,9*,와우산로13길,제2종일반주거,제2종근린생활,8m미만,658.62,74.40,"216,500",,법인,개인,202412,30,지분,2000,-,직거래,-
113,서울특별시 마포구 동교동,일반,1**,신촌로,준주거,제1종근린생활,25m이상,310.80,113.70,"345,000",,법인,법인,202412,30,,1986,-,중개거래,서울 강남구
114,서울특별시 마포구 상수동,일반,8*,와우산로,제2종일반주거,제1종근린생활,25m미만,273.22,65.40,"193,000",,법인,법인,202412,30,지분,1973,-,직거래,-
115,서울특별시 마포구 상수동,일반,1**,와우산로11길,제2종일반주거,제2종근린생활,8m미만,152.16,110.00,"185,000",,개인,개인,202412,27,,1971,20250311,중개거래,서울 강남구
116,서울특별시 마포구 노고산동,일반,3*,백범로1길,제2종일반주거,교육연구,8m미만,493.92,23.43,"48,000",,개인,개인,202412,27,지분,1988,-,직거래,-
117,서울특별시 마포구 아현동,집합,402,만리재옛길,제2종일반주거,제1종근린생활,12m미만,25.56, ,"22,500",1,개인,개인,202412,26,,2004,20251226,중개거래,서울 마포구
118,서울특별시 마포구 도화동,집합,36,마포대로,일반상업,업무,25m이상,23.62, ,"16,200",11,개인,개인,202412,26,,1988,-,중개거래,서울 마포구
119,서울특별시 마포구 도화동,집합,82,삼개로,제3종일반주거,판매,25m미만,15.38, ,"4,995",,개인,개인,202412,25,,1991,-,중개거래,서울 마포구
120,서울특별시 마포구 공덕동,집합,404,마포대로,준주거,제1종근린생활,25m이상,123.20, ,"72,340",,법인,법인,202412,23,,1990,-,직거래,-
121,서울특별시 마포구 공덕동,집합,404,마포대로,준주거,제1종근린생활,25m이상,22.95, ,"13,476",,법인,법인,202412,23,,1990,-,직거래,-
122,서울특별시 마포구 공덕동,집합,404,마포대로,준주거,제1종근린생활,25m이상,25.68, ,"15,064",,법인,법인,202412,23,,1990,-,직거래,-
123,서울특별시 마포구 공덕동,집합,404,마포대로,준주거,제1종근린생활,25m이상,308.55, ,"181,138",,법인,법인,202412,23,,1990,-,직거래,-
124,서울특별시 마포구 공덕동,집합,404,마포대로,준주거,제1종근린생활,25m이상,913.44, ,"536,307",,법인,법인,202412,23,,1990,-,직거래,-
125,서울특별시 마포구 공덕동,집합,404,마포대로,준주거,제1종근린생활,25m이상,51.07, ,"29,984",,법인,법인,202412,23,,1990,-,직거래,-
126,서울특별시 마포구 공덕동,집합,404,마포대로,준주거,제1종근린생활,25m이상,144.28, ,"84,716",,법인,법인,202412,23,,1990,-,직거래,-
127,서울특별시 마포구 공덕동,집합,404,마포대로,준주거,제1종근린생활,25m이상,79.98, ,"46,974",,법인,법인,202412,23,,1990,-,직거래,-
