quarter,dong_code,adstrd_flpop
20202,11740610,12065075
20202,11740620,8624095
20202,11740640,6455831
20202,11740650,9218258
20202,11740660,6825980
20202,11740685,15611214
20202,11740690,10890
20202,11740700,7665678
20203,11110515,3670575
20203,11110530,3872536
20203,11110540,862787
20203,11110550,1262176
20203,11110560,1042166
20203,11110570,1943223
20203,11110580,3210292
20203,11110600,1278240
20203,11110615,12514082
20203,11110630,6459605
20203,11110640,3677496
20203,11110650,8461025
20203,11110670,3549995
20203,11110680,5900600
20203,11110690,899504
20203,11110700,2551600
20203,11110710,5838147
20203,11140520,2391536
20203,11140540,4177854
20203,11140550,4347417
20203,11140570,1964982
20203,11140580,2041092
20203,11140590,5867432
20203,11140605,4822530
20203,11140615,5790153
20203,11140625,4545314
20203,11140635,2776374
20203,11140645,3770634
20203,11140650,4981455
20203,11140665,3106582
20203,11140670,6076198
20203,11140680,2226145
20203,11170510,4916669
20203,11170520,4895447
20203,11170530,2096761
20203,11170555,8122336
20203,11170560,5403999
20203,11170570,3637632
20203,11170580,4273241
20203,11170590,3225311
20203,11170625,4752559
20203,11170630,5389220
20203,11170640,1885304
20203,11170650,2059832
20203,11170660,3442137
20203,11170685,6302638
20203,11170690,2056834
20203,11170700,4532068
20203,11200520,5181971
20203,11200535,5395529
20203,11200540,6205209
20203,11200550,4317540
20203,11200560,4601077
20203,11200570,4457209
20203,11200580,3305654
20203,11200590,3758939
20203,11200615,6492655
20203,11200620,3580695
20203,11200645,3371687
20203,11200650,2967197
20203,11200660,6276186
20203,11200670,5654247
20203,11200690,5390059
20203,11200720,3327093
20203,11200790,3184814
20203,11215710,8520874
20203,11215730,5304791
20203,11215740,4392682
20203,11215750,5233463
20203,11215760,5230476
20203,11215770,7522511
20203,11215780,2553616
20203,11215810,6703507
20203,11215820,8478804
20203,11215830,5289607
20203,11215840,7286764
20203,11215847,8318337
20203,11215850,7948386
20203,11215860,6225374
20203,11215870,7140306
20203,11230536,14011831
20203,11230545,11950370
20203,11230560,11368931
20203,11230570,2846507
20203,11230600,7046185
20203,11230610,7783187
20203,11230650,9087210
20203,11230660,7804521
20203,11230705,6896608
20203,11230710,5199272
20203,11230720,5305258
20203,11230730,5191066
20203,11230740,9095155
20203,11230750,4876022
20203,11260520,6758429
20203,11260540,5494847
20203,11260550,2391250
20203,11260565,10921440
20203,11260570,8071654
20203,11260575,6700012
20203,11260580,5734953
20203,11260590,7124919
20203,11260600,5900115
20203,11260610,8924895
20203,11260620,7700329
20203,11260630,5784247
20203,11260655,10245366
20203,11260660,4950158
20203,11260680,5533308
20203,11260690,2114815
20203,11290525,4218348
20203,11290555,10144754
20203,11290575,8582952
20203,11290580,3273948
20203,11290590,2983116
20203,11290600,5700846
20203,11290610,5969924
20203,11290620,5540103
20203,11290630,6235187
20203,11290640,2855606
20203,11290650,3661665
20203,11290660,7069874
20203,11290685,4657661
20203,11290705,11657401
20203,11290715,7438134
20203,11290725,6458101
20203,11290760,6759061
20203,11290770,5781957
20203,11290780,3550668
20203,11290810,10889400
20203,11305534,11548716
20203,11305535,8229653
20203,11305545,12788724
20203,11305555,13081417
20203,11305575,3387980
20203,11305595,8090753
20203,11305603,3374408
20203,11305608,3894080
20203,11305615,7029614
20203,11305625,6861792
20203,11305635,10670504
20203,11305645,4354793
20203,11305660,9233721
20203,11320511,4370797
20203,11320512,9327729
20203,11320513,5216382
20203,11320514,4090556
20203,11320515,4801008
20203,11320521,3764061
20203,11320522,3216559
20203,11320660,5129749
20203,11320670,5070866
20203,11320680,5182860
20203,11320681,2919599
20203,11320690,7494935
20203,11320700,3275663
20203,11320710,4075077
20203,11350560,5790258
20203,11350570,3953230
20203,11350580,2914737
20203,11350595,11383865
20203,11350600,7929978
20203,11350611,4122686
20203,11350612,2900082
20203,11350619,5744770
20203,11350621,4279298
20203,11350624,3573160
20203,11350625,5327231
20203,11350630,8134590
20203,11350640,11589166
20203,11350665,9999392
20203,11350670,7763288
20203,11350695,5957572
20203,11350700,1095367
20203,11350710,1714268
20203,11350720,2483212
20203,11380510,7630023
20203,11380520,6987269
20203,11380530,6308032
20203,11380551,8575629
20203,11380552,6799411
20203,11380560,5816113
20203,11380570,9140535
20203,11380580,6514580
20203,11380590,4211148
20203,11380600,8039477
20203,11380625,11829881
20203,11380631,6155425
20203,11380632,4077398
20203,11380640,3345873
20203,11380650,1676067
20203,11380690,7375178
20203,11410520,4693499
20203,11410555,14005987
20203,11410565,8779297
20203,11410585,9160955
20203,11410615,9417739
20203,11410620,6033940
20203,11410640,4599872
20203,11410655,2744296
20203,11410660,3820795
20203,11410685,4675514
20203,11410690,2402499
20203,11410700,6189139
20203,11410710,3225697
20203,11410720,12397439
20203,11440555,6417995
20203,11440565,14368892
20203,11440585,5443514
20203,11440590,7083834
20203,11440600,7076500
20203,11440610,3804844
20203,11440630,5638283
20203,11440655,6317299
20203,11440660,16386677
20203,11440680,5592303
20203,11440690,6717644
20203,11440700,6723526
20203,11440710,6923665
20203,11440720,6635855
20203,11440730,7825810
20203,11440740,5504544
20203,11470510,5490755
20203,11470520,7099107
20203,11470530,5346241
20203,11470540,5781696
20203,11470550,4927734
20203,11470560,4066395
20203,11470570,4470360
20203,11470580,2717494
20203,11470590,3990375
20203,11470600,3063464
20203,11470610,1337800
20203,11470611,2464978
20203,11470620,3646758
20203,11470630,4640397
20203,11470640,6906727
20203,11470650,11040055
20203,11470670,1848074
20203,11470680,3726364
20203,11500510,8558764
20203,11500520,5037826
20203,11500530,4209715
20203,11500535,5507154
20203,11500540,17577704
20203,11500550,3690372
20203,11500560,4072831
20203,11500570,5151312
20203,11500590,9260277
20203,11500591,5559716
20203,11500593,7459946
20203,11500603,3090178
20203,11500604,2291251
20203,11500605,1745525
20203,11500611,5841237
20203,11500615,7916637
20203,11500620,6391501
20203,11500630,7777644
20203,11500640,6064740
20203,11500641,3169634
20203,11530510,6445152
20203,11530520,2368848
20203,11530530,9529286
20203,11530540,7901205
20203,11530550,6144507
20203,11530560,6634096
20203,11530595,2932766
20203,11530720,4526565
20203,11530730,6189951
20203,11530740,7336522
20203,11530750,4256129
20203,11530760,3551414
20203,11530770,3995451
20203,11530780,5804670
20203,11530790,2422016
20203,11530800,859978
20203,11545510,4337475
20203,11545610,4915731
20203,11545620,3389056
20203,11545630,5583886
20203,11545640,4771741
20203,11545670,6048611
20203,11545680,1707432
20203,11545690,1306001
20203,11545700,3113007
20203,11545710,3639397
20203,11560515,7535595
20203,11560535,10217190
20203,11560540,5484227
20203,11560550,6200864
20203,11560560,8617953
20203,11560585,5509951
20203,11560605,10477448
20203,11560610,5458309
20203,11560620,5067848
20203,11560630,5858793
20203,11560650,6742157
20203,11560660,2539114
20203,11560670,2520214
20203,11560680,5318532
20203,11560690,3381252
20203,11560700,4893627
20203,11560710,4531174
20203,11560720,7094578
20203,11590510,7598456
20203,11590520,3643679
20203,11590530,9001767
20203,11590540,5689631
20203,11590550,5591210
20203,11590560,7409548
20203,11590605,7715032
20203,11590620,7488141
20203,11590630,7817441
20203,11590640,5314326
20203,11590650,4006888
20203,11590651,3806516
20203,11590660,6809779
20203,11590670,3244290
20203,11590680,5465107
20203,11620525,4631386
20203,11620545,2732670
20203,11620565,5869542
20203,11620575,7413114
20203,11620585,6189588
20203,11620595,10902409
20203,11620605,8483773
20203,11620615,6288121
20203,11620625,6140018
20203,11620630,5372036
20203,11620645,6470344
20203,11620655,5900802
20203,11620665,5874810
20203,11620685,8267920
20203,11620695,9559590
20203,11620715,1426385
20203,11620725,6904391
20203,11620735,6565068
20203,11620745,7898803
20203,11620765,6260339
20203,11620775,6234979
20203,11650510,7182283
20203,11650520,6215312
20203,11650530,12064996
20203,11650531,6591922
20203,11650540,7204368
20203,11650550,870387
20203,11650560,7448480
20203,11650570,1478880
20203,11650580,2599867
20203,11650581,5101605
20203,11650590,5960249
20203,11650600,4731005
20203,11650610,5630019
20203,11650620,3979796
20203,11650621,6347749
20203,11650651,7967349
20203,11650652,6102926
20203,11650660,2642745
20203,11680510,7153564
20203,11680521,10621362
20203,11680531,11165118
20203,11680545,8286570
20203,11680565,10140112
20203,11680580,5007342
20203,11680590,9485309
20203,11680600,4835939
20203,11680610,6369744
20203,11680630,9779528
20203,11680640,21647617
20203,11680650,11705306
20203,11680655,5406279
20203,11680656,4188156
20203,11680660,631922
20203,11680670,1777340
20203,11680690,3485493
20203,11680700,3520367
20203,11680720,3522048
20203,11680730,3549951
20203,11680740,944114
20203,11680750,2468970
20203,11710510,5222742
20203,11710520,7338032
20203,11710531,3305319
20203,11710532,3327092
20203,11710540,4004291
20203,11710550,5804410
20203,11710561,3249401
20203,11710562,6269355
20203,11710566,770229
20203,11710570,9694512
20203,11710580,6190413
20203,11710590,3691011
20203,11710600,8195441
20203,11710610,7094959
20203,11710620,7643741
20203,11710631,841436
20203,11710632,6938037
20203,11710641,4667712
20203,11710642,3140308
20203,11710646,8265749
20203,11710647,3149022
20203,11710650,7752434
20203,11710670,2480877
20203,11710680,3264582
20203,11710690,2257769
20203,11710710,2469652
20203,11710720,978088
20203,11740515,4563889
20203,11740520,2835700
20203,11740530,6005678
20203,11740540,2229424
20203,11740550,3694520
20203,11740560,2348359
20203,11740570,8742099
20203,11740580,2725788
20203,11740590,1471235
20203,11740600,10697227
20203,11740610,11717391
20203,11740620,8489446
20203,11740640,6350021
20203,11740650,9097823
20203,11740660,6865082
20203,11740685,15965702
20203,11740690,10710
20203,11740700,7258289
20204,11110515,3649597
20204,11110530,3824609
20204,11110540,873527
20204,11110550,1295545
20204,11110560,1048445
20204,11110570,1967825
20204,11110580,3232440
20204,11110600,1270874
20204,11110615,12014425
20204,11110630,6487756
20204,11110640,3683929
20204,11110650,8403296
20204,11110670,3581560
20204,11110680,5738051
20204,11110690,892259
20204,11110700,2517996
20204,11110710,5723201
20204,11140520,2284346
20204,11140540,4024538
20204,11140550,4271006
20204,11140570,1977902
20204,11140580,2021659
20204,11140590,5919261
20204,11140605,4657252
20204,11140615,5751376
20204,11140625,4449658
20204,11140635,2653745
20204,11140645,3765743
20204,11140650,4847489
20204,11140665,2963270
20204,11140670,6000529
20204,11140680,2162498
20204,11170510,4898304
20204,11170520,4838174
20204,11170530,2086443
20204,11170555,7895988
20204,11170560,5265258
20204,11170570,3592241
20204,11170580,4286210
20204,11170590,3185611
20204,11170625,4970579
20204,11170630,5299891
20204,11170640,1609518
20204,11170650,2165338
20204,11170660,3251109
20204,11170685,6137315
20204,11170690,2013099
20204,11170700,4521692
20204,11200520,5044051
20204,11200535,5302422
20204,11200540,6056412
20204,11200550,4329465
20204,11200560,4322642
20204,11200570,4495188
20204,11200580,3257968
20204,11200590,3912815
20204,11200615,6656318
20204,11200620,3463960
20204,11200645,3312126
20204,11200650,2941758
20204,11200660,6007087
20204,11200670,5571322
20204,11200690,5308158
20204,11200720,3337221
20204,11200790,3287000
20204,11215710,8488134
20204,11215730,5278530
20204,11215740,4345561
20204,11215750,5101966
20204,11215760,5221128
20204,11215770,7490490
20204,11215780,2537231
20204,11215810,6543634
20204,11215820,8557386
20204,11215830,5121059
20204,11215840,7215615
20204,11215847,8054334
20204,11215850,8081790
20204,11215860,6206518
20204,11215870,7325639
20204,11230536,14165366
20204,11230545,11830628
20204,11230560,11553486
20204,11230570,2853012
20204,11230600,6890821
20204,11230610,7588133
20204,11230650,8968062
20204,11230660,7765970
20204,11230705,6689863
20204,11230710,5252611
20204,11230720,5179183
20204,11230730,5046462
20204,11230740,9312221
20204,11230750,4837737
20204,11260520,6787424
20204,11260540,5535704
20204,11260550,2254537
20204,11260565,10713104
20204,11260570,8105106
20204,11260575,6612988
20204,11260580,5793794
20204,11260590,7152143
20204,11260600,5885824
20204,11260610,8856470
20204,11260620,8055560
20204,11260630,5744471
20204,11260655,10856799
20204,11260660,4915445
20204,11260680,5636430
20204,11260690,2073848
20204,11290525,4124477
20204,11290555,10173329
20204,11290575,8358589
20204,11290580,3282144
20204,11290590,3097909
20204,11290600,5880741
20204,11290610,5868319
20204,11290620,5438362
20204,11290630,6271576
20204,11290640,2908079
20204,11290650,3635905
20204,11290660,7142191
20204,11290685,4604086
20204,11290705,11773634
20204,11290715,7460704
20204,11290725,6086217
20204,11290760,6832733
20204,11290770,5430488
20204,11290780,3397049
20204,11290810,11379789
20204,11305534,11659207
20204,11305535,8195925
20204,11305545,12487476
20204,11305555,12945116
20204,11305575,3617297
20204,11305595,7987367
20204,11305603,3486821
20204,11305608,3841025
20204,11305615,7141020
20204,11305625,6522903
20204,11305635,10736779
20204,11305645,4374328
20204,11305660,9247447
20204,11320511,4356409
20204,11320512,9623839
20204,11320513,4841661
20204,11320514,4031839
20204,11320515,4704380
20204,11320521,3792751
20204,11320522,3399208
20204,11320660,5179711
20204,11320670,5055989
20204,11320680,5235279
20204,11320681,2868909
20204,11320690,7406058
20204,11320700,3301090
20204,11320710,3766161
20204,11350560,6017795
20204,11350570,3898503
20204,11350580,2927892
20204,11350595,11222552
20204,11350600,8021101
20204,11350611,4203582
20204,11350612,2904691
20204,11350619,5690543
20204,11350621,4320372
20204,11350624,3551948
20204,11350625,5269685
20204,11350630,8082051
20204,11350640,11308700
20204,11350665,9938575
20204,11350670,7502306
20204,11350695,6174049
20204,11350700,1066059
20204,11350710,1729098
20204,11350720,2478280
20204,11380510,7661238
20204,11380520,6872397
20204,11380530,6178608
20204,11380551,8537359
20204,11380552,6704303
20204,11380560,5673492
20204,11380570,8714412
20204,11380580,6626119
20204,11380590,4238179
20204,11380600,7898510
20204,11380625,12334931
20204,11380631,6293493
20204,11380632,4031876
20204,11380640,3261339
20204,11380650,1726300
20204,11380690,7391354
20204,11410520,4794289
20204,11410555,15701874
20204,11410565,9212409
20204,11410585,8524868
20204,11410615,9042588
20204,11410620,5912469
20204,11410640,4509702
20204,11410655,2684868
20204,11410660,3972882
20204,11410685,4901426
20204,11410690,2265231
20204,11410700,6040038
20204,11410710,3246984
20204,11410720,12569139
20204,11440555,6534926
20204,11440565,14044484
20204,11440585,5393473
20204,11440590,6938685
20204,11440600,6892117
20204,11440610,3820324
20204,11440630,5676210
20204,11440655,6451510
20204,11440660,15519735
20204,11440680,5449608
20204,11440690,6680549
20204,11440700,6630824
20204,11440710,6646075
20204,11440720,6497973
20204,11440730,7713036
20204,11440740,5414416
20204,11470510,5332142
20204,11470520,7108092
20204,11470530,5487029
20204,11470540,5961490
20204,11470550,4909786
20204,11470560,4169782
20204,11470570,4427187
20204,11470580,2766337
20204,11470590,3927029
20204,11470600,2783927
20204,11470610,1275052
20204,11470611,2272353
20204,11470620,3591596
20204,11470630,4647542
20204,11470640,6856419
20204,11470650,10756358
20204,11470670,1897727
20204,11470680,3673837
20204,11500510,8622399
20204,11500520,5087890
20204,11500530,4047235
20204,11500535,5505602
20204,11500540,17630152
20204,11500550,3862803
20204,11500560,4060843
20204,11500570,4864279
20204,11500590,9192838
20204,11500591,5536084
20204,11500593,7449547
20204,11500603,3114078
20204,11500604,2245479
20204,11500605,1749766
20204,11500611,5869763
20204,11500615,7825895
20204,11500620,6241041
20204,11500630,7828340
20204,11500640,5959169
20204,11500641,3158919
20204,11530510,6541694
20204,11530520,2375461
20204,11530530,9251803
20204,11530540,7090658
20204,11530550,6510891
20204,11530560,6751418
20204,11530595,3048422
20204,11530720,4545313
20204,11530730,6179258
20204,11530740,7397717
20204,11530750,4115847
20204,11530760,3556902
20204,11530770,3949626
20204,11530780,5784521
20204,11530790,2445457
20204,11530800,872522
20204,11545510,4332252
20204,11545610,4951292
20204,11545620,3935713
20204,11545630,5598467
20204,11545640,4048607
20204,11545670,5982653
20204,11545680,1763207
20204,11545690,1299863
20204,11545700,3068930
20204,11545710,3775124
20204,11560515,7482844
20204,11560535,10130175
20204,11560540,5446347
20204,11560550,6221352
20204,11560560,8501426
20204,11560585,5379087
20204,11560605,10303301
20204,11560610,5260534
20204,11560620,4924683
20204,11560630,5853308
20204,11560650,6835793
20204,11560660,2699695
20204,11560670,2587616
20204,11560680,5300383
20204,11560690,3514938
20204,11560700,5224545
20204,11560710,4373401
20204,11560720,7025308
20204,11590510,7178786
20204,11590520,3715534
20204,11590530,9114593
20204,11590540,5629025
20204,11590550,5590203
20204,11590560,6929105
20204,11590605,7256254
20204,11590620,7664099
20204,11590630,7482804
20204,11590640,5147509
20204,11590650,3981090
20204,11590651,3456812
20204,11590660,6834570
20204,11590670,3221350
20204,11590680,5354590
20204,11620525,4565057
20204,11620545,2718522
20204,11620565,5758808
20204,11620575,7209140
20204,11620585,6107027
20204,11620595,10815373
20204,11620605,8583443
20204,11620615,6437929
20204,11620625,6129780
20204,11620630,5422155
20204,11620645,6029493
20204,11620655,6111122
20204,11620665,5717700
20204,11620685,7987805
20204,11620695,9261465
20204,11620715,1382106
20204,11620725,7131106
20204,11620735,6277378
20204,11620745,7723522
20204,11620765,6006243
20204,11620775,6239001
20204,11650510,6797070
20204,11650520,6377273
20204,11650530,12320564
20204,11650531,6439393
20204,11650540,6919500
20204,11650550,848583
20204,11650560,7136819
20204,11650570,1474328
20204,11650580,2537065
20204,11650581,5123902
20204,11650590,5618200
20204,11650600,4675858
20204,11650610,5483908
20204,11650620,4104081
20204,11650621,6517242
20204,11650651,7841713
20204,11650652,6039047
20204,11650660,2614982
20204,11680510,6968951
20204,11680521,10081455
20204,11680531,10887279
20204,11680545,7888249
20204,11680565,9750425
20204,11680580,4746469
20204,11680590,9310529
20204,11680600,4807976
20204,11680610,6002268
20204,11680630,9628627
20204,11680640,20382414
20204,11680650,11315519
20204,11680655,5171072
20204,11680656,4380166
20204,11680660,694340
20204,11680670,1721868
20204,11680690,3551856
20204,11680700,3557735
20204,11680720,3543852
20204,11680730,3608693
20204,11680740,938649
20204,11680750,2402828
20204,11710510,5055524
20204,11710520,7351247
20204,11710531,3183200
20204,11710532,3583544
20204,11710540,4381010
20204,11710550,5684047
20204,11710561,3317876
20204,11710562,6165562
20204,11710566,724012
20204,11710570,9871023
20204,11710580,6197415
20204,11710590,3565775
20204,11710600,8299453
20204,11710610,7012975
20204,11710620,7588257
20204,11710631,846748
20204,11710632,6675287
20204,11710641,4589861
20204,11710642,3109117
20204,11710646,8288409
20204,11710647,3188372
20204,11710650,7620797
20204,11710670,2490877
20204,11710680,2954896
20204,11710690,2229006
20204,11710710,2418937
20204,11710720,990149
20204,11740515,4608300
20204,11740520,3041879
20204,11740530,6010305
20204,11740540,2218649
20204,11740550,3688413
20204,11740560,2523373
20204,11740570,8856545
20204,11740580,2412565
20204,11740590,1642451
20204,11740600,9879312
20204,11740610,11390005
20204,11740620,8203963
20204,11740640,6277857
20204,11740650,9301142
20204,11740660,6524101
20204,11740685,16015077
20204,11740690,11347
20204,11740700,7273534
20211,11110515,3668598
20211,11110530,3686557
20211,11110540,849581
20211,11110550,1283595
20211,11110560,1041300
20211,11110570,1930634
20211,11110580,3163749
20211,11110600,1200734
20211,11110615,11529957
20211,11110630,6357599
20211,11110640,3549213
20211,11110650,7888102
20211,11110670,3447091
20211,11110680,5795279
20211,11110690,889515
20211,11110700,2543633
20211,11110710,5516829
20211,11140520,2216750
20211,11140540,3868247
20211,11140550,4090146
20211,11140570,1910698
20211,11140580,1975671
20211,11140590,5648100
20211,11140605,4539120
20211,11140615,5564426
20211,11140625,4430567
20211,11140635,2561138
20211,11140645,3785824
20211,11140650,4773473
20211,11140665,2912356
20211,11140670,6074817
20211,11140680,2149130
20211,11170510,4860459
20211,11170520,5020584
20211,11170530,2128470
20211,11170555,7536374
20211,11170560,5233852
20211,11170570,3638402
20211,11170580,4359848
20211,11170590,3248799
20211,11170625,5208918
20211,11170630,5170814
20211,11170640,1580952
20211,11170650,2201376
20211,11170660,3058790
20211,11170685,6074336
20211,11170690,1997783
20211,11170700,4585362
20211,11200520,4970209
20211,11200535,5336619
20211,11200540,6040599
20211,11200550,4005310
20211,11200560,4074871
20211,11200570,4578123
20211,11200580,3256020
20211,11200590,4092035
20211,11200615,6610625
20211,11200620,3269486
20211,11200645,3461385
20211,11200650,2994848
20211,11200660,6075555
20211,11200670,5558844
20211,11200690,5395366
20211,11200720,3303721
20211,11200790,3409092
20211,11215710,8243811
20211,11215730,5437714
20211,11215740,4402678
20211,11215750,5118917
20211,11215760,5203198
20211,11215770,7536831
20211,11215780,2505635
20211,11215810,6260194
20211,11215820,8618392
20211,11215830,5131627
20211,11215840,7208178
20211,11215847,7866172
20211,11215850,8185057
20211,11215860,6054708
20211,11215870,7460437
20211,11230536,14024191
20211,11230545,11710539
20211,11230560,11220855
20211,11230570,2851745
20211,11230600,6762066
20211,11230610,7396216
20211,11230650,9077169
20211,11230660,7604476
20211,11230705,6350338
20211,11230710,5039875
20211,11230720,5190359
20211,11230730,4875203
20211,11230740,8960935
20211,11230750,4919931
20211,11260520,6561306
20211,11260540,5682981
20211,11260550,2250665
20211,11260565,10802929
20211,11260570,8064798
20211,11260575,6583072
20211,11260580,5737549
20211,11260590,7277321
20211,11260600,5925085
20211,11260610,8881027
20211,11260620,8144443
20211,11260630,5867188
20211,11260655,11255131
20211,11260660,4734310
20211,11260680,5685797
20211,11260690,2056234
20211,11290525,4283858
20211,11290555,10277438
20211,11290575,9708263
20211,11290580,3391171
20211,11290590,3139416
20211,11290600,5688819
20211,11290610,5809676
20211,11290620,5194632
20211,11290630,6163749
20211,11290640,2810197
20211,11290650,3673667
20211,11290660,7271557
20211,11290685,4685232
20211,11290705,11803451
20211,11290715,7542799
20211,11290725,5991154
20211,11290760,6707601
20211,11290770,5203450
20211,11290780,2979533
20211,11290810,11381270
20211,11305534,12076656
20211,11305535,8389702
20211,11305545,12199326
20211,11305555,12977711
20211,11305575,3823537
20211,11305595,7939343
20211,11305603,3554893
20211,11305608,3789600
20211,11305615,7022682
20211,11305625,6365708
20211,11305635,10602694
20211,11305645,4411382
20211,11305660,9368343
20211,11320511,4302669
20211,11320512,10425677
20211,11320513,4510467
20211,11320514,3881740
20211,11320515,4701385
20211,11320521,3848925
20211,11320522,3563066
20211,11320660,5215622
20211,11320670,5043285
20211,11320680,5394161
20211,11320681,2930824
20211,11320690,7460931
20211,11320700,3791382
20211,11320710,3635608
20211,11350560,5597880
20211,11350570,3732322
20211,11350580,3008306
20211,11350595,11201342
20211,11350600,7866721
20211,11350611,4114667
20211,11350612,2971375
20211,11350619,5704560
20211,11350621,4420206
20211,11350624,3508948
20211,11350625,5053496
20211,11350630,8039313
20211,11350640,10793379
20211,11350665,9938576
20211,11350670,7526978
20211,11350695,6987890
20211,11350700,1008494
20211,11350710,1689829
20211,11350720,2481481
20211,11380510,7259258
20211,11380520,6852610
20211,11380530,6093691
20211,11380551,8517329
20211,11380552,6778787
20211,11380560,5776732
20211,11380570,8967811
20211,11380580,6666174
20211,11380590,4321886
20211,11380600,7781432
20211,11380625,12439537
20211,11380631,6475301
20211,11380632,4011844
20211,11380640,3159247
20211,11380650,1718977
20211,11380690,7378907
20211,11410520,4788204
20211,11410555,16115087
20211,11410565,9277414
20211,11410585,8489241
20211,11410615,8606905
20211,11410620,5908256
20211,11410640,4289385
20211,11410655,2840743
20211,11410660,4111832
20211,11410685,4970983
20211,11410690,2269978
20211,11410700,5776276
20211,11410710,3084397
20211,11410720,13191291
20211,11440555,6472028
20211,11440565,14194077
20211,11440585,5447873
20211,11440590,7105730
20211,11440600,6396187
20211,11440610,3635016
20211,11440630,5768360
20211,11440655,6313554
20211,11440660,14844660
20211,11440680,5496839
20211,11440690,6887240
20211,11440700,6590877
20211,11440710,6866678
20211,11440720,6456092
20211,11440730,7748487
20211,11440740,5315031
20211,11470510,5162607
20211,11470520,7233186
20211,11470530,5458863
20211,11470540,5979636
20211,11470550,5118896
20211,11470560,4225064
20211,11470570,4524167
20211,11470580,2801535
20211,11470590,3887909
20211,11470600,2795547
20211,11470610,1247121
20211,11470611,2216080
20211,11470620,3565889
20211,11470630,4691289
20211,11470640,7191670
20211,11470650,10808525
20211,11470670,2128000
20211,11470680,3670123
20211,11500510,8713046
20211,11500520,5333136
20211,11500530,3867720
20211,11500535,5479176
20211,11500540,18330920
20211,11500550,3899082
20211,11500560,4063855
20211,11500570,4912698
20211,11500590,9240937
20211,11500591,5601973
20211,11500593,8071576
20211,11500603,3072799
20211,11500604,2248528
20211,11500605,1725839
20211,11500611,5878665
20211,11500615,7710580
20211,11500620,6185410
20211,11500630,8057271
20211,11500640,5753557
20211,11500641,3122596
20211,11530510,6494229
20211,11530520,2288503
20211,11530530,9462520
20211,11530540,7219595
20211,11530550,6289989
20211,11530560,6720172
20211,11530595,3253887
20211,11530720,4537797
20211,11530730,6178478
20211,11530740,7839293
20211,11530750,4164846
20211,11530760,3626622
20211,11530770,3780869
20211,11530780,5812397
20211,11530790,2465348
20211,11530800,909350
20211,11545510,4603792
20211,11545610,4930077
20211,11545620,3871161
20211,11545630,5821769
20211,11545640,3999619
20211,11545670,5960732
20211,11545680,1853184
20211,11545690,1232318
20211,11545700,3154514
20211,11545710,3755684
20211,11560515,7616392
20211,11560535,10267744
20211,11560540,5545026
20211,11560550,6303938
20211,11560560,8436837
20211,11560585,5376822
20211,11560605,10230164
20211,11560610,5255225
20211,11560620,4837939
20211,11560630,5894730
20211,11560650,6873657
20211,11560660,2944874
20211,11560670,2739422
20211,11560680,5518124
20211,11560690,3553686
20211,11560700,5663041
20211,11560710,4528153
20211,11560720,7352263
20211,11590510,6652111
20211,11590520,3617582
20211,11590530,9032240
20211,11590540,5424050
20211,11590550,5710568
20211,11590560,7106786
20211,11590605,7168246
20211,11590620,7418479
20211,11590630,7586967
20211,11590640,5268016
20211,11590650,4040519
20211,11590651,3354207
20211,11590660,7105944
20211,11590670,3259644
20211,11590680,5247204
20211,11620525,4509430
20211,11620545,3256524
20211,11620565,5585602
20211,11620575,7423124
20211,11620585,6093352
20211,11620595,10824516
20211,11620605,8214333
20211,11620615,6531050
20211,11620625,6090204
20211,11620630,5238294
20211,11620645,5938757
20211,11620655,6333446
20211,11620665,5675338
20211,11620685,8130936
20211,11620695,9444146
20211,11620715,1390282
20211,11620725,7313049
20211,11620735,6375178
20211,11620745,7728428
20211,11620765,6109384
20211,11620775,6241321
20211,11650510,7123036
20211,11650520,6289732
20211,11650530,12076584
20211,11650531,6478817
20211,11650540,6722777
20211,11650550,845422
20211,11650560,7034185
20211,11650570,1451886
20211,11650580,2588182
20211,11650581,5242028
20211,11650590,5595578
20211,11650600,4684050
20211,11650610,5468124
20211,11650620,4187299
20211,11650621,6489945
20211,11650651,7960084
20211,11650652,6047281
20211,11650660,2604982
20211,11680510,7007734
20211,11680521,9911878
20211,11680531,11362882
20211,11680545,7663872
20211,11680565,9762282
20211,11680580,4622374
20211,11680590,9385440
20211,11680600,4741485
20211,11680610,5886605
20211,11680630,9662104
20211,11680640,20019322
20211,11680650,11359424
20211,11680655,5209619
20211,11680656,4325805
20211,11680660,724209
20211,11680670,1654712
20211,11680690,3605057
20211,11680700,3621527
20211,11680720,3548451
20211,11680730,3663208
20211,11680740,936876
20211,11680750,2316566
20211,11710510,5252868
20211,11710520,7388875
20211,11710531,3321589
20211,11710532,3662645
20211,11710540,4087700
20211,11710550,5742194
20211,11710561,3327933
20211,11710562,6164826
20211,11710566,718871
20211,11710570,9868028
20211,11710580,6475838
20211,11710590,3627445
20211,11710600,8114089
20211,11710610,7044043
20211,11710620,7680228
20211,11710631,802127
20211,11710632,6438448
20211,11710641,4587973
20211,11710642,3078617
20211,11710646,8483553
20211,11710647,3257318
20211,11710650,7609379
20211,11710670,2459725
20211,11710680,2896847
20211,11710690,2179920
20211,11710710,2423293
20211,11710720,965095
20211,11740515,4709390
20211,11740520,3306129
20211,11740530,5887022
20211,11740540,2262774
20211,11740550,3721152
20211,11740560,2651335
20211,11740570,8898390
20211,11740580,2312230
