yr,corpNm,brandNm,indutyLclasNm,indutyMlsfcNm,frcsCnt,newFrcsRgsCnt,ctrtEndCnt,ctrtCncltnCnt,nmChgCnt,avrgSlsAmt,arUnitAvrgSlsAmt
2024,(주)위대한사람들,떡볶이는 튀김빨,외식,분식,16,16,0,0,0,177816,10740
2024,(주)해랑에프엔비,김치찜은못참지,외식,한식,77,36,0,0,7,348831,33019
2024,(주)길리,김치찜와썹 ,외식,한식,10,10,0,0,0,57455,3380
2024,(주)일공공코리아,마왕,외식,기타 외국식,0,0,0,0,0,0,0
2024,더브라질,더 브라질,외식,기타 외국식,1,0,0,0,0,0,0
2024,(주)루아,더 포(THE PHO),외식,기타 외국식,19,19,0,0,0,456186,9928
2024,매일에프앤비(주),더건강한쌈,외식,기타 외국식,7,0,0,0,0,175927,13245
2024,(주)기영에프앤비,데일리사이공,외식,기타 외국식,0,0,0,0,0,0,0
2024,(주)엔씨코리아푸드,뎁짜이,외식,기타 외국식,1,1,0,0,0,0,0
2024,(주)도스마스,도스마스,외식,기타 외국식,27,3,3,0,2,186426,11124
2024,(주)도스타코스,도스타코스,외식,기타 외국식,15,1,0,0,0,432051,26072
2024,(주)호랑이푸드,돈부리 파스타,외식,기타 외국식,0,0,1,0,0,0,0
2024,골든키본,두근두근소담마루,외식,기타 외국식,0,0,0,0,0,0,0
2024,(주)드렁킨푸드,드렁킨타이,외식,기타 외국식,15,6,1,0,3,349885,26813
2024,엠피비에프앤비(MPBF&B),또띠아그램,외식,기타 외국식,60,60,0,0,0,0,0
2024,(주)더블유엔푸드,똠팔이(TOM82),외식,기타 외국식,1,0,0,0,0,540424,8578
2024,(주)띤띤,띤띤,외식,기타 외국식,2,0,0,0,0,0,0
2024,(주)라이옥푸드,라이옥베트남쌀국수,외식,기타 외국식,0,0,0,0,0,0,0
2024,엔씨제이컴퍼니,라이첸,외식,기타 외국식,1,1,0,0,0,0,0
2024,(주)제이에이치브릿지,램플러스,외식,기타 외국식,10,0,5,0,1,256195,10074
2024,(주)세연에프엔씨,레몬그라스 타이,외식,기타 외국식,7,4,0,0,0,887020,23918
2024,㈜유후컴퍼니,렛츠 와코타코,외식,기타 외국식,1,1,1,0,0,0,0
2024,(주)세지푸드,르번미(Lebunmie),외식,기타 외국식,8,0,0,3,0,430262,118322
2024,(주)글로리본,리틀하노이(LittleHANOI),외식,기타 외국식,31,3,3,4,0,125342,7323
2024,㈜하엘푸드,마녀쌀국수,외식,기타 외국식,2,0,0,0,0,283739,29867
2024,(주)캐비아에프,마담타이누들,외식,기타 외국식,0,0,0,0,0,0,0
2024,마라장룡,마라장룡,외식,기타 외국식,0,0,0,0,0,0,0
2024,(주)팀프에프앤비,마라탕집이야,외식,기타 외국식,0,0,0,0,0,0,0
2024,바른원웨이(주),마마램,외식,기타 외국식,0,0,0,0,0,0,0
2024,굿웰푸드(세븐치킨),찐이야숯불두마리치킨,외식,치킨,47,27,10,0,0,177380,14716
2024,찐불이찐숯불두마리치킨,찐불이 찐숯불 두마리 치킨,외식,치킨,0,0,0,0,0,0,0
2024,제이와이컴퍼니,찐도리도리닭도리,외식,치킨,5,0,0,3,0,160363,11136
2024,웅스키친,찌웅이네숯불두마리치킨,외식,치킨,28,23,5,0,0,349501,23752
2024,(주)푸드지니어스,짱닭치킨,외식,치킨,43,6,9,0,2,239095,15780
2024,(자)징기스칸,징기스칸치킨,외식,치킨,20,0,0,0,0,36638,2442
2024,베스트프랜차이즈컨설팅,진미대왕통닭,외식,치킨,27,2,8,4,0,237758,15357
2024,진강정,진강정,외식,치킨,14,7,0,2,0,243909,21293
2024,리치애프앤비,직화불패 바베큐치킨,외식,치킨,6,6,0,0,0,0,0
2024,(주)주완푸드,직화계,외식,치킨,0,0,0,0,0,0,0
2024,(주)지코바,지코바양념치킨,외식,치킨,736,16,0,13,123,244473,19496
2024,(주)하나로에프앤씨,임서방쪼림닭,외식,치킨,0,0,0,0,0,0,0
2024,(주)웰빙푸드,자담치킨,외식,치킨,686,48,17,61,125,347508,20637
2024,(주)인피트리,자미원,외식,치킨,0,0,0,0,0,0,0
2024,(주)봄날푸드,장혁민의 부대찌개,외식,기타 외식,31,2,3,0,5,314156,7009
2024,(주)가온지앤에프,장호짤라집,외식,기타 외식,0,0,0,0,0,0,0
2024,(주)두레에프앤비,잭아저씨족발&보쌈,외식,기타 외식,28,1,8,0,1,399285,18119
2024,신한비즈넷,쟌(ZYAN),외식,기타 외식,0,0,0,0,0,0,0
2024,에프디에프(주),저스트프레시(JUST FRESH),외식,기타 외식,0,0,0,0,0,0,0
2024,만돈창업컨설팅,저팔돼지,외식,기타 외식,0,0,0,0,0,0,0
2024,전원숯불갈비,전원숯불,외식,기타 외식,22,1,0,1,0,1313742,9257
2024,(주)정다함,정다함 행복하족,외식,기타 외식,0,0,0,0,0,0,0
2024,(주)정다함,정다함돈가스,외식,기타 외식,7,0,3,0,2,171938,12937
2024,(주)정다함,정다함돈가스 푸드트럭,외식,기타 외식,5,1,2,0,0,104475,38307
2024,정담은보쌈(주),정담은보쌈,외식,기타 외식,2,0,0,0,0,833348,51307
2024,감동집,정동진칼국수,외식,기타 외식,50,50,0,0,0,0,0
2024,(주)정든,정든닭발,외식,기타 외식,22,0,3,0,0,391088,11856
2024,(주)안다에프엔비,정성찬,외식,기타 외식,12,2,29,0,3,0,0
2024,더플레이팅,정우의 도시락,외식,기타 외식,33,32,0,0,0,0,0
2024,정정아푸드(주),정정아식당,외식,기타 외식,25,5,0,3,0,341291,8495
2024,어메이징스토리(주),제갈덮밥&짜글이,외식,기타 외식,0,0,0,0,0,0,0
2024,(주)대가패밀리,제육대가,외식,기타 외식,105,11,0,17,10,314265,25811
2024,(주)신라외식개발,제육시대,외식,기타 외식,0,0,0,0,0,0,0
2024,(주)제이포크축산명품대패,제이포크축산명품대패,외식,기타 외식,0,0,0,0,0,0,0
2024,망고트리,제일교동짬뽕,외식,기타 외식,0,0,0,0,0,0,0
2024,인생요리,김치찜맛있찜,외식,한식,0,0,0,0,0,0,0
2024,(주)우버금,김치찜 참 잘하는 집,외식,한식,1,2,1,0,0,33730,2409
2024,(주)미화에프앤비,김치찌개미화식당,외식,한식,0,0,0,0,0,0,0
2024,(주)고반홀딩스,김치옥,외식,한식,6,6,0,0,0,548759,12438
2024,(주)봄의바람,김치부루스,외식,한식,3,1,0,1,0,539683,17125
2024,(주)청우에프앤비,김치볶음밥잘볶는집,외식,한식,78,78,0,0,0,58963,4446
2024,(주)아이언가이즈,김치백서,외식,한식,40,8,33,0,1,20875,1085
2024,(주)제이더블유,김치도가,외식,한식,11,0,0,0,2,375405,9811
2024,로드다이닝(주),김충기꽃삼겹,외식,한식,74,15,17,2,13,165164,10110
2024,태일푸드,김사또산더미오리&탕,외식,한식,0,0,0,0,0,0,0
2024,더심컴퍼니(주),김사부 닭도리탕&찜닭,외식,한식,0,0,0,0,0,0,0
2024,더심컴퍼니(주),김사부 본가 갈비찜,외식,한식,0,0,0,0,0,0,0
2024,더심컴퍼니(주),김사부의곱창명가,외식,한식,84,79,3,0,0,215416,59929
2024,(주)산들그린,김삼구 ,외식,한식,68,67,0,0,0,30191,2033
2024,김서영완도맛집,김서영 완도맛집,외식,한식,0,0,0,0,0,0,0
2024,김선돼지국밥,김선돼지국밥,외식,한식,0,0,0,0,0,0,0
2024,더심컴퍼니(주),김선생불닭발,외식,한식,84,75,3,0,2,123522,33181
2024,김선하의닭갈비,김선하의 닭갈비 궁중누룽지탕,외식,한식,2,0,0,0,0,0,0
2024,(주)케이에스에스윗유,김숙성,외식,한식,0,0,0,0,0,0,0
2024,(주)해피푸드,김영희강남동태찜,외식,한식,40,0,8,0,2,256897,6119
2024,리처스코리아,김용덕의 소문난 부자국밥,외식,한식,36,3,0,3,0,299972,9783
2024,센텀F&C,김윤미전복삼계탕,외식,한식,5,0,0,0,0,312245,6291
2024,㈜스위트피플,김장순 食堂,외식,한식,0,0,0,0,0,0,0
2024,(주)행복한사람들,김장하는 고깃집 향산리,외식,한식,5,5,0,0,0,0,0
2024,김재성의사천형제국밥,김재성의 사천형제국밥,외식,한식,9,2,2,0,1,276928,7385
2024,(주)김종구참푸드,김종구 닭요리맛집,외식,한식,1,1,0,0,0,0,0
2024,(주)케이제이지푸드,김종구굴보쌈&국밥,외식,한식,0,0,0,0,0,0,0
2024,(주)케이제이지푸드,김종구만원순살족볶이,외식,한식,0,0,0,0,0,0,0
2024,(주)김종구참푸드,김종구반닭칼국수& 왕돈까스,외식,한식,0,0,1,0,0,0,0
2024,(주)케이제이지푸드,김종구부산막곱창,외식,한식,0,0,0,0,0,0,0
2024,서남시장김실장왕족발,김진오 김실장왕족발,외식,한식,2,1,0,0,0,0,0
2024,월넛에프앤비,김촌,외식,한식,0,0,0,0,0,0,0
2024,해물찜달인(해달),김춘화인 해물찜달인,외식,한식,2,0,0,0,0,0,0
2024,㈜조은컴퍼니,월등한만두,외식,한식,0,0,0,0,0,0,0
2024,㈜조은컴퍼니,월등한떡볶이,외식,한식,0,0,0,0,0,0,0
2024,월드와이드푸드,월드와이드해장국,외식,한식,0,0,0,0,0,0,0
2024,원앤원(주),원할머니,외식,한식,295,10,2,36,24,490637,18763
2024,떡볶이농장,떡볶이농장,외식,분식,3,3,0,0,0,332136,14622
2024,(주)기영에프앤비,"떡볶이 참 잘하는 집, 떡참",외식,분식,119,10,172,42,23,157379,11115
2024,(주)엔에이치에프,떡볶당,외식,분식,10,2,10,0,0,74709,7064
2024,탑오브킹,떡보킹,외식,분식,10,2,2,0,1,129931,0
2024,떡보라,떡보라,외식,분식,1,1,0,0,0,0,0
2024,(주)프랜차이즈벤처,떡밀밀,외식,분식,6,6,0,0,0,243345,28078
2024,(주)에이알피그룹,대림국수,외식,분식,21,17,10,0,2,630416,25453
2024,(주)대대손손,대손관,외식,분식,10,3,2,0,0,893996,11413
2024,덕자네방앗간,덕자네방앗간,외식,분식,0,0,0,0,0,0,0
2024,(주)후레쉬빌,데미그라돈까스,외식,분식,2,2,0,0,2,157976,14550
2024,(주)공감,데블덕떡볶이,외식,분식,3,0,3,0,0,21690,1968
2024,(주)기영에프앤비,데일리김밥,외식,분식,0,0,0,0,0,0,0
2024,포맨컴퍼니,델리칸,외식,분식,0,0,0,0,0,0,0
2024,도깨비푸드,도깨비꼬마김밥,외식,분식,0,0,0,0,0,0,0
2024,도리마리,도리마리,외식,분식,0,0,0,0,0,0,0
2024,독수리오형제,독수리오형제,외식,분식,4,1,0,0,0,216192,15880
2024,(주)국민키친,돈까스민족,외식,분식,0,0,0,0,0,0,0
2024,(주)멀티웨이,돈까스쿨,외식,분식,0,0,0,0,0,0,0
2024,히노아스카(주),돈페,외식,분식,4,0,0,0,0,0,0
2024,(주)동대문매운김밥,동대문매운김밥,외식,분식,0,0,0,0,0,0,0
2024,(주)동동꽈배기,동동꽈배기,외식,분식,4,4,0,0,0,0,0
2024,(주)동산만두,동산만두,외식,분식,16,5,0,2,1,213161,19699
2024,(주)대환피엔에프디,두떡분식 - 떡볶이와치킨&강정,외식,분식,0,0,0,0,0,0,0
2024,(주)더블피그,디디떡볶이,외식,분식,0,0,0,0,0,0,0
2024,(주)해오름에프앤비,땡큐꼬마김밥,외식,분식,15,0,2,0,1,202224,15614
2024,(주)웰빙을만드는사람들,떡가계,외식,분식,0,0,0,0,0,0,0
2024,(주)감칠맛,제주도그릴,외식,기타 외식,7,0,1,0,0,461720,11799
2024,(주)떡파는사람들,떡보의하루,도소매,기타도소매,154,8,8,0,5,159601,13882
2024,제이디아이엔씨(주),딩동,도소매,기타도소매,3,0,0,0,0,795854,9323
2024,(주)씨아이테크,든든한家,도소매,기타도소매,0,0,0,0,0,0,0
2024,(주)드림오피스,드림오피스,도소매,기타도소매,83,3,9,0,1,484564,9787
2024,(주)드림디포,드림디포,도소매,기타도소매,315,4,10,0,0,539273,7341
2024,듀펫러브도그본사,듀펫러브도그,도소매,기타도소매,0,0,0,0,0,0,0
2024,(주)두투미에프앤비,두툼이생고기,도소매,기타도소매,5,0,0,0,0,251930,5778
2024,(주)유아이글라스,두쏠아이(dusol eye),도소매,기타도소매,13,0,1,0,0,245845,17361
2024,큐포아이(Q4i),두부생활,도소매,기타도소매,0,0,0,0,0,0,0
2024,두가지컴퍼니,두가지떡볶이,도소매,기타도소매,34,15,18,5,0,145386,13850
2024,동풍낚시,동풍낚시,도소매,기타도소매,0,0,0,0,0,0,0
2024,날라리맘마,날라리맘마,도소매,기타도소매,3,1,0,1,0,0,0
2024,(주)트러스트,날아라 슈퍼문구,도소매,기타도소매,0,0,0,0,0,0,0
2024,(주)정준,노란마켓,도소매,기타도소매,0,0,0,0,0,0,0
2024,노마진유통,노마진아이스크림할인점,도소매,기타도소매,23,0,7,2,0,63119,5354
2024,논개한우식육식당,논개한우 직영판매장,도소매,기타도소매,0,0,0,0,0,0,0
2024,농해협동조합,농부야부탁해,도소매,기타도소매,0,0,0,0,0,0,0
2024,(주)다비농업회사법인,다비프레시(DAVI FRESH),도소매,기타도소매,3,0,2,0,0,986919,35247
2024,달달상자,달달상자,도소매,기타도소매,3,1,1,0,0,225499,18003
2024,(주)왕손,잘튀기는집,외식,치킨,0,0,0,0,0,0,0
2024,장모육계유통,장모님치킨,외식,치킨,105,4,7,0,8,84369,5386
2024,엘케이(LK)푸드,장수치킨맥주,외식,치킨,12,12,0,0,0,0,0
2024,(주)계주,장터옛날통닭,외식,치킨,19,1,2,0,2,192343,11387
2024,한량통닭보라본점,전기구이 이한량통닭,외식,치킨,16,10,6,0,0,138619,14405
2024,전기구이7호,전기구이7호,외식,치킨,3,0,0,0,0,0,0
2024,(주)시원전설의푸드,전설의치킨,외식,치킨,53,9,0,13,10,138868,8809
2024,(주)다이닝팩토리,전설의켄터키,외식,치킨,0,0,0,0,0,0,0
2024,(주)정성앤푸드,정성숯불두마리치킨,외식,치킨,12,10,0,0,0,447000,32807
2024,(주)케이비엠,정월당치킨,외식,치킨,0,0,0,1,0,0,0
2024,남문숯불바베큐앤치킨본점,제주남문숯불치킨,외식,치킨,0,0,0,0,0,0,0
2024,먹스타브라더스,젠틀닭,외식,치킨,4,0,1,0,0,104277,7821
2024,(주)씨에스,조선CH.S치킨,외식,치킨,23,3,2,0,1,129983,5821
2024,제이에이치푸드,조선숯불두마리치킨,외식,치킨,0,0,0,0,0,0,0
2024,제이에프앤씨,조선의 옛날통닭,외식,치킨,21,3,0,13,3,108331,6551
2024,(주)코코브릿지,조커닭 (Jokerdark),외식,치킨,8,2,0,0,1,0,0
2024,제이에프앤씨,조통치킨,외식,치킨,0,0,0,0,0,0,0
2024,(주)비브라더스,존슨켄터키,외식,치킨,16,0,0,0,0,0,0
2024,종국이두마리치킨체인본부,종국이두마리치킨,외식,치킨,39,0,3,1,0,154102,11940
2024,종로정진미통닭,종로 정진미통닭,외식,치킨,0,0,0,0,0,0,0
2024,세아씨앤푸드,중앙시장통닭,외식,치킨,1,0,0,0,0,0,0
2024,(주)더기푸드,지랄닭발,외식,치킨,32,0,0,7,1,435324,32321
2024,지원푸드,지붕위에,외식,치킨,8,0,1,0,0,74775,5000
2024,(주)능수제과옛날호두과자,천안옛날호두과자,외식,제과제빵,28,2,0,0,0,290001,5891
2024,(주)하나유통,천안당 호두과자,외식,제과제빵,13,10,0,0,0,132357,6345
2024,참새제과,참새제과,외식,제과제빵,0,0,0,0,0,0,0
2024,(주)드림필드코리아,짬푸짬푸,외식,제과제빵,0,0,0,0,0,0,0
2024,(주)아팅,젠젠,외식,제과제빵,0,0,0,0,0,0,0
2024,엘제이에스컴퍼니,제이델링,외식,제과제빵,36,26,0,0,0,28980,1819
2024,농업회사법인(주)정담,정도너츠,외식,제과제빵,10,2,0,0,0,65551,2132
2024,(주)피쉐프코리아,쟈빠따,외식,제과제빵,1,0,0,5,0,0,0
2024,(주)엘에이치지,이화당,외식,제과제빵,0,0,0,0,0,0,0
2024,(주)이지바이플러스,이앤바이(이n바이),외식,제과제빵,0,0,0,0,0,0,0
2024,(주)이뮨베이커리,이뮨베이커리카페,외식,제과제빵,0,0,0,0,0,0,0
2024,이다크로플,이다크로플,외식,제과제빵,0,0,0,0,0,0,0
2024,(주)푸드웍스(FoodWorks),압구정샌드위치,외식,제과제빵,13,12,0,0,0,345959,42357
2024,살림F&B,앙트레,외식,제과제빵,0,0,0,0,0,0,0
2024,앙호두,앙호두,외식,제과제빵,3,3,0,0,0,0,0
2024,(주)재원푸드,앤티앤스,외식,제과제빵,213,15,21,0,18,276741,35110
2024,어나더도넛,어나더도넛,외식,제과제빵,1,1,0,0,0,0,0
2024,(주)레드타이,에그서울,외식,제과제빵,0,0,0,0,0,0,0
2024,(주)에그홀릭에프앤비,에그홀릭(EGG HOLIC),외식,제과제빵,6,1,2,0,0,115841,10799
2024,연쭈,연쭈,외식,한식,2,0,0,0,0,0,0
2024,(주)디딤이앤에프,연안해물칼국수,외식,한식,0,0,0,0,0,0,0
2024,(주)디딤이앤에프,연안식당,외식,한식,33,0,36,0,0,434931,10990
2024,(주)에스에이치컴퍼니,연스지,외식,한식,0,0,0,0,0,0,0
2024,푸드피알,연성갈비,외식,한식,0,0,0,0,0,0,0
2024,(주)얼돈,얼돈오뚜기식당,외식,한식,0,0,0,0,0,0,0
2024,㈜딜리버링,얼죽냉,외식,한식,0,0,0,0,0,0,0
2024,에프씨(FC)브릿지,얼크니닭도리탕,외식,한식,0,0,0,0,0,0,0
2024,(주)글로벌스페이스,엄격국밥,외식,한식,0,0,0,0,0,0,0
2024,(주)울림푸드,엄니도시락 한식뷔페,외식,한식,0,0,0,0,0,0,0
2024,온누리유통컴퍼니,엄마한우소머리국밥,외식,한식,0,0,0,0,0,0,0
2024,(주)투빅컴퍼니,엄지척닭도리,외식,한식,13,0,4,5,1,206846,10303
2024,프렌드푸드컴퍼니(FRIENDFOODCOMPANY),엄청큰조선의갈비탕&냉면,외식,한식,0,0,0,0,0,0,0
2024,(주)엉터리,엉터리 무한대패,외식,한식,0,0,0,0,0,0,0
2024,(주)엉터리,엉터리 해장국,외식,한식,42,7,5,2,1,278222,9532
2024,(주)엉터리,엉터리묵은지김치찜,외식,한식,0,0,0,0,0,0,0
2024,(주)엉터리,엉터리생고기세번째이야기프리미엄코리안비비큐,외식,한식,0,0,0,0,0,0,0
2024,(주)엉터리,엉터리집,외식,한식,0,0,0,0,0,0,0
2024,(주)산들그린,에그폭탄덮밥 ,외식,한식,106,24,10,0,0,37743,2708
2024,(주)아이언가이즈,에월국밥 ,외식,한식,5,7,2,0,0,18372,1702
2024,에이플러스국내산아구찜,에이플러스 아구찜·알찜,외식,한식,0,0,0,0,0,0,0
2024,(주)대가야,대가야삼계탕,외식,한식,3,0,1,0,0,357264,5516
2024,(주)미트더석세스,대가압력솥김치찜,외식,한식,0,0,0,0,0,0,0
2024,야당집,당당부대찌개.볶음,외식,한식,0,0,0,0,0,0,0
2024,이청년에프앤비(주),담솥,외식,한식,21,21,0,0,0,842998,27549
2024,팔도에프앤비,닭플릭스,외식,한식,0,0,0,0,0,0,0
2024,(주)아이언가이즈,닭터케이,외식,한식,3,0,7,0,0,2818,352
2024,㈜솔선수범에프앤비,닭치고찜닭,외식,한식,0,0,0,0,0,0,0
2024,세실리아(주),닭찌,외식,한식,12,4,6,0,0,402541,31404
2024,다온낙곱새,다온낙곱새,외식,한식,0,0,3,0,0,0,0
2024,다왕푸드컨설팅,다왕갈비탕,외식,한식,2,2,0,0,0,0,0
2024,베스트프랜차이즈컨설팅,다원옥,외식,한식,0,0,0,0,0,0,0
2024,(주)다원정에프앤비,다원정 소고기국밥,외식,한식,0,0,0,0,0,0,0
2024,(주)다이닝갈비,다이닝갈비,외식,한식,0,0,0,0,0,0,0
2024,골든코리아,다하연,외식,한식,0,0,0,0,0,0,0
2024,(주)단골손님,단골손님,외식,한식,12,0,0,11,0,286689,8754
2024,씨지에프(주),단막,외식,한식,0,0,0,0,0,0,0
2024,단물곤물,단물곤물,외식,한식,4,0,0,4,0,0,0
2024,(주)메종이츠,단비옥,외식,한식,10,2,2,0,0,0,0
2024,(주)선호에프엔비,단천제일육개장,외식,한식,0,0,0,0,0,0,0
2024,(주)달래에프앤비,달래해장,외식,한식,49,27,22,0,0,800379,20778
2024,엠엠컴퍼니,달려라촌닭,외식,한식,0,0,0,0,0,0,0
2024,(주)오직코리아,달인대보칼국수,외식,한식,7,6,0,0,0,240383,10763
2024,제이엔제이에프앤비(주),달쭈꾸미,외식,한식,1,0,0,0,0,0,0
2024,(주)닭인푸드,닭갈비제작소,외식,한식,11,2,1,0,0,427464,9499
2024,(주)큐도원,닭곰탱이,외식,한식,5,1,2,0,1,383648,10550
2024,케이앤케이컴퍼니(knkcompany),닭나무집,외식,한식,0,0,0,0,0,0,0
2024,㈜원팀,닭동가리,외식,한식,3,3,0,0,0,0,0
2024,닭발공작소,닭발공작소,외식,한식,4,4,0,0,0,0,0
2024,(주)코리아델로스케이디,닭발매니아,외식,한식,0,0,0,0,0,0,0
2024,닭발먹은새우직영본점,닭발먹은새우,외식,한식,1,0,0,0,0,141527,12973
2024,맛있는이야기,닭발싸롱,외식,한식,7,0,0,2,0,227575,9661
2024,(주)국민키친,닭슐랭,외식,한식,0,0,0,0,0,0,0
2024,디제이(주),닭으로매운탕,외식,한식,0,0,0,0,0,0,0
2024,(주)소울마켓,여의나룻,외식,한식,0,0,0,0,0,0,0
2024,(주)아람푸드,여장군,외식,한식,8,1,0,0,0,205057,9676
2024,작품하나,역북집,외식,한식,25,14,0,0,0,481638,17625
2024,(주)역전푸드,역전국밥,외식,한식,16,5,0,2,0,502603,24010
2024,(주)큐아이그룹(Qi-group),역전의 찜닭,외식,한식,0,0,0,0,0,0,0
2024,연고기,연고기,외식,한식,0,0,0,0,0,0,0
2024,(주)티에스케이패밀리,연남물갈비,외식,한식,51,17,21,0,3,230013,6563
2024,(주)디딤이앤에프,연남숯불닭갈비,외식,한식,0,0,0,0,0,0,0
2024,(주)연남족발1987,연남족발1987,외식,한식,0,0,0,0,0,0,0
2024,대풍족,대풍족,외식,한식,0,0,0,0,0,0,0
2024,㈜아이센스에프앤비,떡나라볶이,외식,분식,0,0,0,0,0,0,0
2024,(주)팔미식품,떡두껍집,외식,분식,1,1,0,0,0,240000,16000
2024,(주)도사정일면,도사정일면,외식,일식,0,0,0,0,0,0,0
2024,일레이트푸드,도로이,외식,일식,0,0,0,0,0,0,0
2024,뎅과꼬치로,뎅과꼬치로,외식,일식,0,0,0,0,0,0,0
2024,(주)기영에프앤비,데일리카츠,외식,일식,0,0,0,0,0,0,0
2024,(주)하율홀딩스,데일리오,외식,일식,0,0,0,0,0,0,0
2024,(주)테이스티브라더스,덮밥장사장,외식,일식,34,15,5,0,0,348668,25930
2024,(주)대한푸드,대한일식,외식,일식,0,0,0,0,0,0,0
2024,(주)엠피에이치파트너스,대담히,외식,일식,5,5,0,0,0,353772,9978
2024,에스엠푸드(주),다이닝타몽,외식,일식,2,1,1,0,0,138319,6013
2024,(주)다이닝원,다이닝원,외식,일식,16,16,0,0,2,0,0
2024,낭만참치,낭만참치,외식,일식,2,2,0,0,0,0,0
2024,(주)국민키친,낭만스시,외식,일식,0,0,0,0,0,0,0
2024,원사이드컴퍼니,원탁,외식,한식,0,0,0,0,0,0,0
2024,(주)원프두,원청담면옥,외식,한식,4,0,0,0,0,0,0
2024,(주)세븐하베스트,원조전통명가 통큰할매순대국,외식,한식,14,0,5,0,0,147136,6091
2024,(주)의령소바,원조의령소바,외식,한식,26,4,9,0,1,265836,6544
2024,(주)골든박스에프앤비(goldenboxf&b),원조서울88해장국,외식,한식,0,0,0,0,0,0,0
2024,(주)엠케이브릿지,원무삼,외식,한식,2,2,0,0,0,1009675,35997
2024,원&amp;푸드,원만두&amp;도시락,외식,한식,0,0,0,0,0,0,0
2024,(주)우성에프앤비,우성회관,외식,한식,4,1,0,0,0,342000,8825
2024,우수갈비찜&김치찜,우수갈비찜&김치찜,외식,한식,3,3,0,0,0,0,0
2024,(주)엘에이치지,우스타,외식,한식,0,0,0,0,0,0,0
2024,우슴,우슴,외식,한식,0,0,0,0,0,0,0
2024,우아한도시락,우아한 도시락,외식,한식,1,1,0,0,0,0,0
2024,우아한아구찜해물찜,우아한 아구찜 ,외식,한식,0,0,0,0,0,0,0
2024,㈜조은컴퍼니,우아한 주모국밥,외식,한식,7,2,0,0,0,64705,5795
2024,(주)대환피엔에프디,우아한닭도리,외식,한식,0,0,0,0,0,0,0
2024,(주)그로잉푸드,우월소곱창,외식,한식,0,0,0,0,0,0,0
2024,(주)비비프로젝트,우이락,외식,한식,31,15,3,0,2,506616,42069
2024,우정한우곱창,우정한우곱창,외식,한식,0,0,0,0,0,0,0
2024,(주)팔자마켓,우진해장국,외식,한식,0,0,0,0,0,0,0
2024,(주)식도락연구소,우짱베기,외식,한식,8,6,0,0,0,345000,33396
2024,(주)와이에스푸드랩,우창해장국,외식,한식,0,0,0,0,0,0,0
2024,(주)우천에프앤비,우천식육식당,외식,한식,0,0,0,0,0,0,0
2024,(주)엘림코아퍼레이션,우판집,외식,한식,0,0,3,0,0,0,0
2024,나우앤,우화한닭삼계,외식,한식,0,0,0,0,0,0,0
2024,더드림,우화한식당,외식,한식,2,2,0,0,0,0,0
2024,(주)대환피엔에프디,욱이국밥,외식,한식,0,0,0,0,0,0,0
2024,(주)정연에프앤비,울엄마 양평해장국,외식,한식,39,1,1,4,3,341515,8004
2024,제이앤푸드,울타리없는만두집,외식,한식,12,0,0,3,0,77416,6781
2024,씨푸드꼼장어,울트라꼼장어,외식,한식,0,0,0,0,0,0,0
2024,웍쟁이,웍쟁이,외식,한식,6,6,0,0,0,0,0
2024,(HG)푸드,육만사,외식,한식,76,27,30,0,1,63903,3147
2024,육마니(주),육마니 옛날전통육개장,외식,한식,15,0,0,0,3,166729,4015
2024,육도락,육도락,외식,한식,0,0,0,0,0,0,0
2024,육도담,육도담,외식,한식,1,0,0,0,0,0,0
2024,육더미샤브&amp;국밥본점,육더미샤브앤국밥,외식,한식,9,3,4,0,0,209129,5691
2024,길컴퍼니,육대빵,외식,한식,0,0,0,0,0,0,0
2024,(주)청돈고기나라,육국,외식,한식,0,0,0,0,0,0,0
2024,피씨에스코리아,육구운본부,외식,한식,0,0,0,0,0,0,0
2024,육거리소문난만두,육거리소문난만두,외식,한식,0,0,0,0,0,0,0
2024,육거리소문난만두,육거리만두,외식,한식,0,0,0,0,0,0,0
2024,육개장인,육개장인,외식,한식,4,0,1,0,0,0,0
2024,(주)보금,육개장명인육선생,외식,한식,0,0,0,0,0,0,0
2024,나베야돈까스,나베야,외식,일식,3,0,0,0,0,0,0
2024,겸손돈가스,겸손돈가스,외식,일식,3,1,0,0,0,241519,8981
2024,피에스피에프앤디㈜,경성카츠,외식,일식,0,0,0,0,0,0,0
2024,(주)빌리어네어스토어즈,경양카츠,외식,일식,48,1,4,8,0,382025,16809
2024,계단FNB,계단라멘,외식,일식,2,0,0,0,0,300000,12245
2024,(주)소디프비앤에프,고고(Gogo)돈가스,외식,일식,3,0,0,0,0,435619,62231
2024,(주)고레코리아,고레카레,외식,일식,5,2,3,0,1,225871,13658
2024,(주)고메코리아,고메스퀘어,외식,일식,1,1,0,0,0,0,0
2024,(주)팀씨,고씨네,외식,일식,66,9,1,0,0,175050,8066
2024,고운라멘(LouelyCloud),고운라멘 (Louely Cloud),외식,일식,9,0,0,0,0,166611,13099
2024,동건에프앤비,고칸,외식,일식,13,3,0,0,0,301115,18819
2024,(주)월평대포조개,대포조개전골,외식,한식,0,0,0,0,0,0,0
2024,초가네장어구이,대패싸롱,외식,한식,0,0,0,0,0,0,0
2024,(주)달구지푸드,대패막창,외식,한식,0,0,0,0,0,0,0
