quarter,dong_code,dong_name,survival_1y,survival_3y,survival_5y,survival_1y_num,survival_1y_den,survival_3y_num,survival_3y_den,survival_5y_num,survival_5y_den,industry_code,industry_name
20201,11440565,공덕동,57.1,87.5,18.2,4.0,7.0,7.0,8.0,2.0,11.0,CS100009,호프
20194,11440565,공덕동,50.0,58.3,37.5,4.0,8.0,7.0,12.0,3.0,8.0,CS100009,호프
20202,11440585,도화동,95.0,58.3,26.7,19.0,20.0,7.0,12.0,4.0,15.0,CS100009,호프
20201,11440585,도화동,94.4,58.3,33.3,17.0,18.0,7.0,12.0,4.0,12.0,CS100009,호프
20194,11440585,도화동,90.0,77.8,35.7,9.0,10.0,7.0,9.0,5.0,14.0,CS100009,호프
20202,11440590,용강동,61.5,25.0,60.0,8.0,13.0,4.0,16.0,3.0,5.0,CS100009,호프
20201,11440590,용강동,66.7,26.3,60.0,8.0,12.0,5.0,19.0,3.0,5.0,CS100009,호프
20194,11440590,용강동,75.0,28.6,50.0,9.0,12.0,4.0,14.0,4.0,8.0,CS100009,호프
20202,11440600,대흥동,100.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,6.0,CS100009,호프
20201,11440600,대흥동,100.0,40.0,0.0,3.0,3.0,2.0,5.0,0.0,6.0,CS100009,호프
20194,11440600,대흥동,100.0,50.0,0.0,1.0,1.0,3.0,6.0,0.0,5.0,CS100009,호프
20202,11440610,염리동,66.7,0.0,25.0,4.0,6.0,0.0,2.0,1.0,4.0,CS100009,호프
20201,11440610,염리동,75.0,0.0,20.0,6.0,8.0,0.0,1.0,1.0,5.0,CS100009,호프
20194,11440610,염리동,77.8,33.3,25.0,7.0,9.0,1.0,3.0,2.0,8.0,CS100009,호프
20202,11440630,신수동,0.0,50.0,40.0,0.0,2.0,1.0,2.0,2.0,5.0,CS100009,호프
20201,11440630,신수동,0.0,66.7,40.0,0.0,2.0,2.0,3.0,2.0,5.0,CS100009,호프
20194,11440630,신수동,0.0,66.7,40.0,0.0,2.0,2.0,3.0,2.0,5.0,CS100009,호프
20202,11440655,서강동,83.3,37.0,28.6,15.0,18.0,10.0,27.0,4.0,14.0,CS100009,호프
20201,11440655,서강동,60.0,41.7,25.0,12.0,20.0,10.0,24.0,4.0,16.0,CS100009,호프
20194,11440655,서강동,60.9,43.3,23.5,14.0,23.0,13.0,30.0,4.0,17.0,CS100009,호프
20202,11440660,서교동,75.6,46.3,24.3,90.0,119.0,69.0,149.0,37.0,152.0,CS100009,호프
20201,11440660,서교동,75.2,41.0,24.8,91.0,121.0,64.0,156.0,38.0,153.0,CS100009,호프
20194,11440660,서교동,76.6,34.2,26.8,85.0,111.0,50.0,146.0,37.0,138.0,CS100009,호프
20202,11440680,합정동,82.6,33.3,34.8,19.0,23.0,7.0,21.0,8.0,23.0,CS100009,호프
20201,11440680,합정동,80.8,38.1,29.6,21.0,26.0,8.0,21.0,8.0,27.0,CS100009,호프
20194,11440680,합정동,81.0,33.3,42.3,17.0,21.0,6.0,18.0,11.0,26.0,CS100009,호프
20202,11440690,망원1동,72.7,29.4,16.7,8.0,11.0,5.0,17.0,1.0,6.0,CS100009,호프
20201,11440690,망원1동,80.0,25.0,25.0,8.0,10.0,3.0,12.0,2.0,8.0,CS100009,호프
20194,11440690,망원1동,90.9,37.5,14.3,10.0,11.0,3.0,8.0,1.0,7.0,CS100009,호프
20202,11440700,망원2동,66.7,33.3,14.3,6.0,9.0,2.0,6.0,2.0,14.0,CS100009,호프
20201,11440700,망원2동,75.0,20.0,11.8,6.0,8.0,1.0,5.0,2.0,17.0,CS100009,호프
20194,11440700,망원2동,60.0,20.0,5.6,3.0,5.0,1.0,5.0,1.0,18.0,CS100009,호프
20202,11440710,연남동,88.1,48.0,28.6,37.0,42.0,12.0,25.0,6.0,21.0,CS100009,호프
20201,11440710,연남동,70.5,56.5,21.7,31.0,44.0,13.0,23.0,5.0,23.0,CS100009,호프
20194,11440710,연남동,60.0,51.7,33.3,21.0,35.0,15.0,29.0,9.0,27.0,CS100009,호프
20202,11440720,성산1동,50.0,60.0,25.0,3.0,6.0,3.0,5.0,2.0,8.0,CS100009,호프
20201,11440720,성산1동,66.7,80.0,25.0,4.0,6.0,4.0,5.0,2.0,8.0,CS100009,호프
20194,11440720,성산1동,100.0,83.3,40.0,5.0,5.0,5.0,6.0,2.0,5.0,CS100009,호프
20202,11440730,성산2동,75.0,50.0,33.3,3.0,4.0,1.0,2.0,1.0,3.0,CS100009,호프
20201,11440730,성산2동,100.0,66.7,33.3,3.0,3.0,2.0,3.0,1.0,3.0,CS100009,호프
20194,11440730,성산2동,100.0,50.0,50.0,3.0,3.0,2.0,4.0,2.0,4.0,CS100009,호프
20202,11440740,상암동,70.0,73.3,42.9,7.0,10.0,11.0,15.0,6.0,14.0,CS100009,호프
20201,11440740,상암동,70.0,72.7,40.0,7.0,10.0,8.0,11.0,4.0,10.0,CS100009,호프
20194,11440740,상암동,81.8,57.1,62.5,9.0,11.0,4.0,7.0,10.0,16.0,CS100009,호프
20202,11440555,아현동,100.0,50.0,37.5,10.0,10.0,1.0,2.0,3.0,8.0,CS100010,커피
20201,11440555,아현동,90.9,0.0,36.4,10.0,11.0,0.0,3.0,4.0,11.0,CS100010,커피
20194,11440555,아현동,80.0,66.7,50.0,8.0,10.0,4.0,6.0,6.0,12.0,CS100010,커피
20202,11440565,공덕동,78.9,30.8,42.9,15.0,19.0,4.0,13.0,3.0,7.0,CS100010,커피
20201,11440565,공덕동,73.3,46.7,40.0,11.0,15.0,7.0,15.0,4.0,10.0,CS100010,커피
20194,11440565,공덕동,70.6,46.7,30.0,12.0,17.0,7.0,15.0,3.0,10.0,CS100010,커피
20202,11440585,도화동,85.7,57.1,42.9,12.0,14.0,4.0,7.0,3.0,7.0,CS100010,커피
20201,11440585,도화동,91.7,66.7,33.3,11.0,12.0,6.0,9.0,2.0,6.0,CS100010,커피
20194,11440585,도화동,76.9,38.5,57.1,10.0,13.0,5.0,13.0,4.0,7.0,CS100010,커피
20202,11440590,용강동,77.8,58.3,18.2,14.0,18.0,7.0,12.0,2.0,11.0,CS100010,커피
20201,11440590,용강동,81.3,40.0,30.8,13.0,16.0,4.0,10.0,4.0,13.0,CS100010,커피
20194,11440590,용강동,80.0,44.4,36.4,12.0,15.0,4.0,9.0,4.0,11.0,CS100010,커피
20202,11440600,대흥동,78.6,61.5,38.5,11.0,14.0,8.0,13.0,5.0,13.0,CS100010,커피
20201,11440600,대흥동,81.3,42.9,33.3,13.0,16.0,6.0,14.0,4.0,12.0,CS100010,커피
20194,11440600,대흥동,77.8,40.0,50.0,14.0,18.0,6.0,15.0,6.0,12.0,CS100010,커피
20202,11440610,염리동,84.6,50.0,0.0,11.0,13.0,2.0,4.0,0.0,2.0,CS100010,커피
20201,11440610,염리동,78.6,33.3,33.3,11.0,14.0,2.0,6.0,1.0,3.0,CS100010,커피
20194,11440610,염리동,83.3,28.6,33.3,10.0,12.0,2.0,7.0,1.0,3.0,CS100010,커피
20202,11440630,신수동,100.0,57.1,50.0,7.0,7.0,4.0,7.0,3.0,6.0,CS100010,커피
20201,11440630,신수동,100.0,50.0,50.0,8.0,8.0,5.0,10.0,3.0,6.0,CS100010,커피
20194,11440630,신수동,100.0,30.0,83.3,5.0,5.0,3.0,10.0,5.0,6.0,CS100010,커피
20202,11440655,서강동,80.0,45.8,28.6,24.0,30.0,11.0,24.0,6.0,21.0,CS100010,커피
20201,11440655,서강동,84.6,40.6,26.3,22.0,26.0,13.0,32.0,5.0,19.0,CS100010,커피
20194,11440655,서강동,88.5,41.9,21.1,23.0,26.0,13.0,31.0,4.0,19.0,CS100010,커피
20202,11440660,서교동,81.4,48.6,29.2,118.0,145.0,52.0,107.0,28.0,96.0,CS100010,커피
20201,11440660,서교동,77.4,45.0,32.6,123.0,159.0,49.0,109.0,29.0,89.0,CS100010,커피
20194,11440660,서교동,76.7,49.5,38.6,122.0,159.0,55.0,111.0,32.0,83.0,CS100010,커피
20202,11440680,합정동,85.3,82.1,66.7,29.0,34.0,23.0,28.0,12.0,18.0,CS100010,커피
20201,11440680,합정동,81.3,66.7,68.8,26.0,32.0,24.0,36.0,11.0,16.0,CS100010,커피
20194,11440680,합정동,92.6,55.1,58.3,25.0,27.0,27.0,49.0,7.0,12.0,CS100010,커피
20202,11440690,망원1동,80.0,50.0,75.0,20.0,25.0,11.0,22.0,3.0,4.0,CS100010,커피
20201,11440690,망원1동,80.6,42.9,55.6,25.0,31.0,12.0,28.0,5.0,9.0,CS100010,커피
20194,11440690,망원1동,81.6,50.0,66.7,31.0,38.0,13.0,26.0,8.0,12.0,CS100010,커피
20202,11440700,망원2동,82.4,55.0,12.5,14.0,17.0,11.0,20.0,1.0,8.0,CS100010,커피
20201,11440700,망원2동,87.5,57.1,33.3,14.0,16.0,12.0,21.0,3.0,9.0,CS100010,커피
20194,11440700,망원2동,91.7,47.6,25.0,11.0,12.0,10.0,21.0,3.0,12.0,CS100010,커피
20202,11440710,연남동,72.1,55.0,61.1,49.0,68.0,22.0,40.0,11.0,18.0,CS100010,커피
20201,11440710,연남동,77.0,47.6,47.4,47.0,61.0,20.0,42.0,9.0,19.0,CS100010,커피
20194,11440710,연남동,80.9,49.0,43.8,55.0,68.0,25.0,51.0,7.0,16.0,CS100010,커피
20202,11440720,성산1동,88.9,83.3,50.0,8.0,9.0,5.0,6.0,2.0,4.0,CS100010,커피
20201,11440720,성산1동,80.0,87.5,20.0,8.0,10.0,7.0,8.0,1.0,5.0,CS100010,커피
20194,11440720,성산1동,77.8,88.9,20.0,7.0,9.0,8.0,9.0,1.0,5.0,CS100010,커피
20202,11440730,성산2동,91.7,66.7,75.0,11.0,12.0,6.0,9.0,3.0,4.0,CS100010,커피
20201,11440730,성산2동,100.0,85.7,62.5,12.0,12.0,6.0,7.0,5.0,8.0,CS100010,커피
20194,11440730,성산2동,92.3,66.7,66.7,12.0,13.0,4.0,6.0,6.0,9.0,CS100010,커피
20202,11440740,상암동,78.4,48.6,44.1,40.0,51.0,18.0,37.0,15.0,34.0,CS100010,커피
20201,11440740,상암동,86.0,48.6,48.5,37.0,43.0,17.0,35.0,16.0,33.0,CS100010,커피
20194,11440740,상암동,83.7,53.3,46.2,36.0,43.0,16.0,30.0,12.0,26.0,CS100010,커피
20204,11440555,아현동,78.6,46.9,25.0,11.0,14.0,15.0,32.0,5.0,20.0,CS100001,한식
20203,11440555,아현동,83.3,50.0,21.1,10.0,12.0,13.0,26.0,4.0,19.0,CS100001,한식
20204,11440565,공덕동,73.5,50.0,27.3,25.0,34.0,18.0,36.0,9.0,33.0,CS100001,한식
20203,11440565,공덕동,72.7,51.4,42.4,24.0,33.0,19.0,37.0,14.0,33.0,CS100001,한식
20204,11440585,도화동,80.0,29.2,26.3,20.0,25.0,7.0,24.0,10.0,38.0,CS100001,한식
20203,11440585,도화동,88.5,40.7,27.9,23.0,26.0,11.0,27.0,12.0,43.0,CS100001,한식
20204,11440590,용강동,69.4,36.1,7.9,25.0,36.0,13.0,36.0,3.0,38.0,CS100001,한식
20203,11440590,용강동,71.9,35.7,11.4,23.0,32.0,10.0,28.0,4.0,35.0,CS100001,한식
20204,11440600,대흥동,88.9,35.3,21.7,16.0,18.0,6.0,17.0,5.0,23.0,CS100001,한식
20203,11440600,대흥동,83.3,35.0,13.8,15.0,18.0,7.0,20.0,4.0,29.0,CS100001,한식
20204,11440610,염리동,60.0,44.4,0.0,9.0,15.0,8.0,18.0,0.0,13.0,CS100001,한식
20203,11440610,염리동,63.6,44.4,8.3,7.0,11.0,8.0,18.0,1.0,12.0,CS100001,한식
20204,11440630,신수동,100.0,25.0,30.0,9.0,9.0,4.0,16.0,3.0,10.0,CS100001,한식
20203,11440630,신수동,100.0,22.2,7.1,9.0,9.0,4.0,18.0,1.0,14.0,CS100001,한식
20204,11440655,서강동,63.6,22.4,19.7,14.0,22.0,11.0,49.0,12.0,61.0,CS100001,한식
20203,11440655,서강동,65.0,26.4,26.2,13.0,20.0,14.0,53.0,16.0,61.0,CS100001,한식
20204,11440660,서교동,68.4,26.1,16.0,121.0,177.0,64.0,245.0,53.0,332.0,CS100001,한식
20203,11440660,서교동,64.5,28.7,16.7,118.0,183.0,64.0,223.0,57.0,342.0,CS100001,한식
20204,11440680,합정동,80.0,30.8,17.0,28.0,35.0,16.0,52.0,8.0,47.0,CS100001,한식
20203,11440680,합정동,71.4,25.0,21.7,25.0,35.0,13.0,52.0,10.0,46.0,CS100001,한식
20204,11440690,망원1동,85.7,36.2,24.3,24.0,28.0,17.0,47.0,9.0,37.0,CS100001,한식
20203,11440690,망원1동,75.8,39.5,23.7,25.0,33.0,17.0,43.0,9.0,38.0,CS100001,한식
20204,11440700,망원2동,90.5,38.1,25.0,19.0,21.0,8.0,21.0,6.0,24.0,CS100001,한식
20203,11440700,망원2동,75.0,45.8,17.9,15.0,20.0,11.0,24.0,5.0,28.0,CS100001,한식
20204,11440710,연남동,66.7,23.1,12.2,18.0,27.0,12.0,52.0,6.0,49.0,CS100001,한식
20203,11440710,연남동,75.0,34.0,8.9,18.0,24.0,18.0,53.0,4.0,45.0,CS100001,한식
20204,11440720,성산1동,65.0,29.4,24.0,13.0,20.0,5.0,17.0,6.0,25.0,CS100001,한식
20203,11440720,성산1동,65.2,35.0,25.0,15.0,23.0,7.0,20.0,6.0,24.0,CS100001,한식
20204,11440730,성산2동,93.8,44.4,22.7,15.0,16.0,8.0,18.0,5.0,22.0,CS100001,한식
20203,11440730,성산2동,92.9,57.1,29.2,13.0,14.0,8.0,14.0,7.0,24.0,CS100001,한식
20204,11440740,상암동,69.3,27.8,21.0,52.0,75.0,27.0,97.0,21.0,100.0,CS100001,한식
20203,11440740,상암동,63.4,23.3,21.3,45.0,71.0,17.0,73.0,20.0,94.0,CS100001,한식
20204,11440555,아현동,100.0,50.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,CS100002,중식
20203,11440555,아현동,100.0,50.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,CS100002,중식
20204,11440565,공덕동,100.0,66.7,0.0,3.0,3.0,4.0,6.0,0.0,2.0,CS100002,중식
20203,11440565,공덕동,100.0,60.0,0.0,2.0,2.0,3.0,5.0,0.0,2.0,CS100002,중식
20204,11440585,도화동,100.0,57.1,,3.0,3.0,4.0,7.0,0.0,0.0,CS100002,중식
20203,11440585,도화동,100.0,100.0,50.0,3.0,3.0,4.0,4.0,1.0,2.0,CS100002,중식
20204,11440590,용강동,100.0,66.7,0.0,1.0,1.0,4.0,6.0,0.0,2.0,CS100002,중식
20203,11440590,용강동,100.0,83.3,0.0,1.0,1.0,5.0,6.0,0.0,5.0,CS100002,중식
20204,11440600,대흥동,100.0,0.0,100.0,4.0,4.0,0.0,1.0,1.0,1.0,CS100002,중식
20203,11440600,대흥동,100.0,100.0,100.0,2.0,2.0,2.0,2.0,1.0,1.0,CS100002,중식
20204,11440610,염리동,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CS100002,중식
20203,11440610,염리동,100.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,CS100002,중식
20204,11440630,신수동,100.0,0.0,50.0,2.0,2.0,0.0,1.0,1.0,2.0,CS100002,중식
20203,11440630,신수동,100.0,100.0,50.0,1.0,1.0,1.0,1.0,1.0,2.0,CS100002,중식
20204,11440655,서강동,90.0,0.0,20.0,9.0,10.0,0.0,2.0,1.0,5.0,CS100002,중식
20203,11440655,서강동,90.9,50.0,28.6,10.0,11.0,1.0,2.0,2.0,7.0,CS100002,중식
20204,11440660,서교동,83.3,40.7,33.3,30.0,36.0,11.0,27.0,4.0,12.0,CS100002,중식
20203,11440660,서교동,81.0,48.4,20.0,34.0,42.0,15.0,31.0,2.0,10.0,CS100002,중식
20204,11440680,합정동,100.0,100.0,66.7,4.0,4.0,5.0,5.0,2.0,3.0,CS100002,중식
20203,11440680,합정동,100.0,100.0,50.0,3.0,3.0,4.0,4.0,1.0,2.0,CS100002,중식
20204,11440690,망원1동,100.0,66.7,0.0,3.0,3.0,4.0,6.0,0.0,1.0,CS100002,중식
20203,11440690,망원1동,100.0,80.0,0.0,3.0,3.0,4.0,5.0,0.0,1.0,CS100002,중식
20204,11440700,망원2동,50.0,60.0,100.0,1.0,2.0,3.0,5.0,2.0,2.0,CS100002,중식
20203,11440700,망원2동,75.0,75.0,75.0,3.0,4.0,3.0,4.0,3.0,4.0,CS100002,중식
20204,11440710,연남동,57.1,42.9,100.0,4.0,7.0,3.0,7.0,1.0,1.0,CS100002,중식
20203,11440710,연남동,75.0,28.6,50.0,6.0,8.0,2.0,7.0,1.0,2.0,CS100002,중식
20204,11440720,성산1동,50.0,,0.0,1.0,2.0,0.0,0.0,0.0,1.0,CS100002,중식
20203,11440720,성산1동,100.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,CS100002,중식
20204,11440730,성산2동,66.7,100.0,75.0,2.0,3.0,1.0,1.0,3.0,4.0,CS100002,중식
20203,11440730,성산2동,50.0,100.0,75.0,1.0,2.0,1.0,1.0,3.0,4.0,CS100002,중식
20204,11440740,상암동,75.0,50.0,33.3,9.0,12.0,2.0,4.0,1.0,3.0,CS100002,중식
20203,11440740,상암동,61.5,33.3,0.0,8.0,13.0,1.0,3.0,0.0,2.0,CS100002,중식
20204,11440555,아현동,100.0,100.0,50.0,2.0,2.0,1.0,1.0,1.0,2.0,CS100003,일식
20203,11440555,아현동,100.0,100.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,CS100003,일식
20204,11440565,공덕동,100.0,87.5,0.0,3.0,3.0,7.0,8.0,0.0,4.0,CS100003,일식
20203,11440565,공덕동,100.0,83.3,25.0,1.0,1.0,5.0,6.0,1.0,4.0,CS100003,일식
20204,11440585,도화동,100.0,50.0,50.0,3.0,3.0,2.0,4.0,1.0,2.0,CS100003,일식
20203,11440585,도화동,100.0,57.1,25.0,4.0,4.0,4.0,7.0,1.0,4.0,CS100003,일식
20204,11440590,용강동,33.3,50.0,33.3,3.0,9.0,1.0,2.0,2.0,6.0,CS100003,일식
20203,11440590,용강동,27.3,50.0,25.0,3.0,11.0,1.0,2.0,1.0,4.0,CS100003,일식
20204,11440600,대흥동,75.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,2.0,CS100003,일식
20203,11440600,대흥동,75.0,,0.0,3.0,4.0,0.0,0.0,0.0,2.0,CS100003,일식
20204,11440610,염리동,100.0,25.0,100.0,3.0,3.0,1.0,4.0,1.0,1.0,CS100003,일식
20203,11440610,염리동,66.7,14.3,100.0,2.0,3.0,1.0,7.0,1.0,1.0,CS100003,일식
20204,11440630,신수동,,100.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,CS100003,일식
20203,11440630,신수동,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CS100003,일식
20204,11440655,서강동,76.9,22.2,12.5,10.0,13.0,2.0,9.0,1.0,8.0,CS100003,일식
20203,11440655,서강동,66.7,27.3,16.7,8.0,12.0,3.0,11.0,1.0,6.0,CS100003,일식
20204,11440660,서교동,69.0,36.9,34.8,29.0,42.0,24.0,65.0,16.0,46.0,CS100003,일식
20203,11440660,서교동,62.2,39.7,24.5,23.0,37.0,25.0,63.0,12.0,49.0,CS100003,일식
20204,11440680,합정동,100.0,53.3,20.0,14.0,14.0,8.0,15.0,1.0,5.0,CS100003,일식
20203,11440680,합정동,100.0,30.8,40.0,13.0,13.0,4.0,13.0,2.0,5.0,CS100003,일식
20204,11440690,망원1동,76.9,60.0,20.0,10.0,13.0,3.0,5.0,1.0,5.0,CS100003,일식
20203,11440690,망원1동,88.9,66.7,16.7,8.0,9.0,6.0,9.0,1.0,6.0,CS100003,일식
20204,11440700,망원2동,100.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,2.0,CS100003,일식
20203,11440700,망원2동,50.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,CS100003,일식
20204,11440710,연남동,61.9,61.1,38.5,13.0,21.0,11.0,18.0,5.0,13.0,CS100003,일식
20203,11440710,연남동,66.7,63.2,36.4,12.0,18.0,12.0,19.0,4.0,11.0,CS100003,일식
20204,11440720,성산1동,50.0,60.0,0.0,1.0,2.0,3.0,5.0,0.0,1.0,CS100003,일식
20203,11440720,성산1동,33.3,50.0,0.0,1.0,3.0,2.0,4.0,0.0,2.0,CS100003,일식
20204,11440730,성산2동,87.5,,100.0,7.0,8.0,0.0,0.0,1.0,1.0,CS100003,일식
20203,11440730,성산2동,75.0,0.0,,3.0,4.0,0.0,1.0,0.0,0.0,CS100003,일식
20204,11440740,상암동,68.4,15.8,47.4,13.0,19.0,3.0,19.0,9.0,19.0,CS100003,일식
20203,11440740,상암동,78.9,17.6,37.5,15.0,19.0,3.0,17.0,6.0,16.0,CS100003,일식
20204,11440555,아현동,75.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,1.0,CS100004,양식
20203,11440555,아현동,66.7,,0.0,2.0,3.0,0.0,0.0,0.0,1.0,CS100004,양식
20204,11440565,공덕동,100.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,CS100004,양식
20203,11440565,공덕동,100.0,50.0,50.0,1.0,1.0,1.0,2.0,1.0,2.0,CS100004,양식
20204,11440585,도화동,,60.0,20.0,0.0,0.0,3.0,5.0,1.0,5.0,CS100004,양식
20203,11440585,도화동,100.0,50.0,25.0,1.0,1.0,3.0,6.0,1.0,4.0,CS100004,양식
20204,11440590,용강동,80.0,33.3,0.0,4.0,5.0,2.0,6.0,0.0,2.0,CS100004,양식
20203,11440590,용강동,100.0,33.3,0.0,3.0,3.0,2.0,6.0,0.0,1.0,CS100004,양식
20204,11440600,대흥동,100.0,50.0,25.0,5.0,5.0,1.0,2.0,1.0,4.0,CS100004,양식
20203,11440600,대흥동,100.0,100.0,50.0,5.0,5.0,1.0,1.0,1.0,2.0,CS100004,양식
20204,11440610,염리동,75.0,66.7,0.0,3.0,4.0,2.0,3.0,0.0,1.0,CS100004,양식
20203,11440610,염리동,100.0,50.0,50.0,2.0,2.0,1.0,2.0,1.0,2.0,CS100004,양식
20204,11440630,신수동,100.0,0.0,,3.0,3.0,0.0,1.0,0.0,0.0,CS100004,양식
20203,11440630,신수동,100.0,0.0,,3.0,3.0,0.0,1.0,0.0,0.0,CS100004,양식
20204,11440655,서강동,62.5,50.0,33.3,10.0,16.0,8.0,16.0,7.0,21.0,CS100004,양식
20203,11440655,서강동,72.2,50.0,35.0,13.0,18.0,5.0,10.0,7.0,20.0,CS100004,양식
20204,11440660,서교동,81.3,34.4,23.5,74.0,91.0,31.0,90.0,16.0,68.0,CS100004,양식
20203,11440660,서교동,77.1,33.8,17.4,64.0,83.0,26.0,77.0,12.0,69.0,CS100004,양식
20204,11440680,합정동,81.8,56.0,33.3,9.0,11.0,14.0,25.0,3.0,9.0,CS100004,양식
20203,11440680,합정동,87.5,66.7,30.0,7.0,8.0,14.0,21.0,3.0,10.0,CS100004,양식
20204,11440690,망원1동,75.0,56.3,100.0,9.0,12.0,9.0,16.0,3.0,3.0,CS100004,양식
20203,11440690,망원1동,45.5,46.7,100.0,5.0,11.0,7.0,15.0,4.0,4.0,CS100004,양식
20204,11440700,망원2동,100.0,33.3,,1.0,1.0,1.0,3.0,0.0,0.0,CS100004,양식
20203,11440700,망원2동,,33.3,,0.0,0.0,1.0,3.0,0.0,0.0,CS100004,양식
20204,11440710,연남동,89.3,39.4,35.0,25.0,28.0,13.0,33.0,7.0,20.0,CS100004,양식
20203,11440710,연남동,80.0,42.1,42.1,24.0,30.0,16.0,38.0,8.0,19.0,CS100004,양식
20204,11440720,성산1동,60.0,33.3,33.3,3.0,5.0,1.0,3.0,1.0,3.0,CS100004,양식
20203,11440720,성산1동,75.0,50.0,50.0,3.0,4.0,2.0,4.0,2.0,4.0,CS100004,양식
20204,11440730,성산2동,0.0,0.0,100.0,0.0,1.0,0.0,2.0,1.0,1.0,CS100004,양식
20203,11440730,성산2동,50.0,0.0,,1.0,2.0,0.0,2.0,0.0,0.0,CS100004,양식
20204,11440740,상암동,63.6,35.7,20.0,7.0,11.0,5.0,14.0,2.0,10.0,CS100004,양식
20203,11440740,상암동,80.0,25.0,14.3,8.0,10.0,2.0,8.0,1.0,7.0,CS100004,양식
20204,11440555,아현동,75.0,100.0,66.7,3.0,4.0,1.0,1.0,4.0,6.0,CS100005,제과
20203,11440555,아현동,75.0,,57.1,3.0,4.0,0.0,0.0,4.0,7.0,CS100005,제과
20204,11440565,공덕동,66.7,0.0,100.0,4.0,6.0,0.0,3.0,2.0,2.0,CS100005,제과
20203,11440565,공덕동,60.0,0.0,50.0,3.0,5.0,0.0,2.0,1.0,2.0,CS100005,제과
20204,11440585,도화동,100.0,100.0,0.0,5.0,5.0,5.0,5.0,0.0,1.0,CS100005,제과
20203,11440585,도화동,100.0,100.0,50.0,4.0,4.0,5.0,5.0,1.0,2.0,CS100005,제과
20204,11440590,용강동,25.0,66.7,100.0,1.0,4.0,2.0,3.0,1.0,1.0,CS100005,제과
20203,11440590,용강동,0.0,100.0,100.0,0.0,2.0,2.0,2.0,1.0,1.0,CS100005,제과
20204,11440600,대흥동,100.0,60.0,,3.0,3.0,3.0,5.0,0.0,0.0,CS100005,제과
20203,11440600,대흥동,80.0,25.0,,4.0,5.0,1.0,4.0,0.0,0.0,CS100005,제과
20204,11440610,염리동,100.0,100.0,50.0,6.0,6.0,1.0,1.0,1.0,2.0,CS100005,제과
20203,11440610,염리동,83.3,100.0,0.0,5.0,6.0,1.0,1.0,0.0,1.0,CS100005,제과
20204,11440630,신수동,66.7,0.0,,2.0,3.0,0.0,2.0,0.0,0.0,CS100005,제과
20203,11440630,신수동,100.0,,,1.0,1.0,0.0,0.0,0.0,0.0,CS100005,제과
20204,11440655,서강동,100.0,37.5,66.7,5.0,5.0,3.0,8.0,2.0,3.0,CS100005,제과
20203,11440655,서강동,100.0,25.0,0.0,4.0,4.0,2.0,8.0,0.0,2.0,CS100005,제과
20204,11440660,서교동,95.7,25.0,27.8,22.0,23.0,9.0,36.0,5.0,18.0,CS100005,제과
20203,11440660,서교동,89.5,28.2,28.6,17.0,19.0,11.0,39.0,6.0,21.0,CS100005,제과
20204,11440680,합정동,,50.0,25.0,0.0,0.0,2.0,4.0,1.0,4.0,CS100005,제과
20203,11440680,합정동,0.0,42.9,20.0,0.0,1.0,3.0,7.0,1.0,5.0,CS100005,제과
20204,11440690,망원1동,33.3,50.0,0.0,2.0,6.0,4.0,8.0,0.0,2.0,CS100005,제과
20203,11440690,망원1동,50.0,37.5,0.0,4.0,8.0,3.0,8.0,0.0,1.0,CS100005,제과
20204,11440700,망원2동,100.0,66.7,50.0,8.0,8.0,2.0,3.0,1.0,2.0,CS100005,제과
20203,11440700,망원2동,83.3,66.7,66.7,5.0,6.0,2.0,3.0,2.0,3.0,CS100005,제과
20204,11440710,연남동,92.9,100.0,75.0,13.0,14.0,12.0,12.0,3.0,4.0,CS100005,제과
20203,11440710,연남동,88.9,100.0,25.0,8.0,9.0,10.0,10.0,1.0,4.0,CS100005,제과
20204,11440720,성산1동,100.0,100.0,,3.0,3.0,1.0,1.0,0.0,0.0,CS100005,제과
20203,11440720,성산1동,100.0,100.0,100.0,4.0,4.0,2.0,2.0,1.0,1.0,CS100005,제과
20204,11440730,성산2동,50.0,0.0,100.0,2.0,4.0,0.0,1.0,2.0,2.0,CS100005,제과
20203,11440730,성산2동,40.0,60.0,100.0,2.0,5.0,3.0,5.0,2.0,2.0,CS100005,제과
20204,11440740,상암동,66.7,66.7,60.0,8.0,12.0,2.0,3.0,3.0,5.0,CS100005,제과
20203,11440740,상암동,80.0,60.0,50.0,8.0,10.0,3.0,5.0,3.0,6.0,CS100005,제과
