quarter,dong_name,trend_score
20201,방이1동,4.46
20201,방이2동,22.83
20201,방학1동,10.87
20201,방학2동,11.52
20201,방학3동,16.5
20201,방화1동,10.0
20201,방화3동,37.5
20201,번1동,15.22
20201,번2동,10.87
20201,번3동,45.65
20201,보광동,38.42
20201,보라매동,1.08
20201,보문동,29.45
20201,부암동,48.6
20201,북가좌1동,0.02
20201,북가좌2동,0.55
20201,북아현동,28.17
20201,불광2동,0.89
20201,사근동,14.97
20201,사당1동,46.15
20201,사당2동,46.15
20201,사직동,20.7
20201,삼각산동,0.27
20201,삼선동,18.97
20201,삼성1동,5.32
20201,삼성2동,7.09
20201,삼성동,41.88
20201,삼양동,2.97
20201,삼전동,10.15
20201,삼청동,28.02
20201,상계1동,26.32
20201,상계5동,28.33
20201,상도1동,41.05
20201,상도3동,40.0
20201,상도4동,7.35
20201,상봉2동,5.67
20201,상암동,28.84
20201,상일동,9.19
20201,서교동,57.65
20201,서림동,5.64
20201,서빙고동,5.22
20201,서원동,2.35
20201,서초1동,6.62
20201,서초2동,4.53
20201,서초3동,33.21
20201,서초4동,0.34
20201,석관동,32.25
20201,석촌동,35.24
20201,성내1동,0.13
20201,성내2동,0.08
20201,성내3동,0.07
20201,성북동,48.05
20201,성산2동,28.85
20201,성수2가1동,18.84
20201,성수2가3동,0.07
20201,성현동,0.18
20201,세곡동,39.04
20201,소공동,6.13
20201,송정동,12.31
20201,송중동,0.06
20201,송천동,18.01
20201,송파1동,1.51
20201,송파2동,9.06
20201,수궁동,18.42
20201,수색동,0.88
20201,수서동,7.55
20201,수유1동,0.17
20201,수유2동,10.58
20201,수유3동,42.31
20201,시흥1동,17.24
20201,시흥2동,9.09
20201,시흥3동,24.24
20201,시흥4동,7.58
20201,시흥5동,19.7
20201,신길1동,9.09
20201,신길3동,71.43
20201,신길5동,15.15
20201,신길6동,26.52
20201,신길7동,44.44
20201,신당동,23.35
20201,신대방2동,1.79
20201,신도림동,51.21
20201,신림동,38.97
20201,신사1동,0.04
20201,신사2동,0.05
20201,신사동,47.86
20201,신수동,1.78
20201,신원동,22.17
20201,신월1동,0.96
20201,신월2동,1.06
20201,신월3동,10.95
20201,신월4동,13.59
20201,신월5동,4.37
20201,신월6동,2.91
20201,신월7동,40.93
20201,신정1동,7.95
20201,신정2동,12.44
20201,신정3동,12.04
20201,신정4동,8.8
20201,신정7동,7.64
20201,신촌동,10.97
20201,쌍문2동,19.67
20201,쌍문3동,8.2
20201,쌍문4동,0.24
20201,아현동,22.44
20201,안암동,35.68
20201,암사1동,0.21
20201,암사3동,0.13
20201,압구정동,19.88
20201,약수동,38.07
20201,양재2동,2.77
20201,양평1동,42.11
20201,여의동,10.22
20201,역삼1동,5.58
20201,역삼2동,7.86
20201,역촌동,0.66
20201,연남동,50.52
20201,연희동,32.27
20201,염리동,0.41
20201,염창동,18.14
20201,영등포동,2.26
20201,영등포본동,0.67
20201,오금동,36.45
20201,오류1동,0.2
20201,오류2동,0.44
20201,오륜동,1.22
20201,옥수동,39.67
20201,왕십리도선동,0.12
20201,용강동,13.7
20201,용답동,16.52
20201,용문동,23.38
20201,용산2가동,0.03
20201,용신동,0.14
20201,우이동,21.31
20201,우장산동,0.07
20201,위례동,34.61
20201,은천동,23.57
20201,을지로동,0.85
20201,응봉동,34.69
20201,응암2동,50.0
20201,응암3동,37.88
20201,이태원2동,0.52
20201,이화동,19.54
20201,인수동,9.07
20201,인헌동,8.4
20201,일원1동,19.6
20201,일원본동,27.08
20201,자양1동,13.61
20201,자양2동,15.65
20201,자양3동,14.33
20201,자양4동,18.97
20201,잠실6동,33.33
20201,잠실본동,27.15
20201,잠원동,30.08
20201,장안1동,0.2
20201,장안2동,0.48
20201,장위2동,35.71
20201,장지동,36.95
20201,장충동,31.37
20201,전농1동,0.27
20201,정릉1동,12.5
20201,정릉2동,15.83
20201,정릉3동,19.19
20201,정릉4동,0.41
20201,제기동,39.85
20201,조원동,43.31
20201,종암동,42.09
20201,중계본동,22.73
20201,중곡1동,11.24
20201,중곡2동,7.75
20201,중곡3동,0.27
20201,중곡4동,0.27
20201,중림동,23.82
20201,중앙동,16.66
20201,중화2동,0.18
20201,증산동,14.64
20201,진관동,31.51
20201,창2동,1.47
20201,창3동,17.59
20201,창4동,11.11
20201,창5동,6.02
20201,창신1동,45.45
20201,천연동,50.0
20201,천호1동,19.23
20201,천호2동,18.52
20201,천호3동,20.37
20201,청구동,0.04
20201,청담동,44.0
20201,청룡동,25.47
20201,청림동,5.65
20201,청운효자동,0.17
20201,청파동,17.7
20201,충현동,0.21
20201,평창동,55.07
20201,풍납2동,0.41
20201,필동,25.33
20201,하계2동,3.21
20201,한강로동,3.44
20201,한남동,43.19
20201,합정동,2.71
20201,항동,3.77
20201,행운동,0.77
20201,혜화동,26.79
20201,홍은1동,0.05
20201,홍은2동,46.67
20201,화곡1동,36.68
20201,화곡2동,19.23
20201,화곡3동,34.62
20201,화곡4동,29.06
20201,화곡6동,6.41
20201,화곡본동,2.54
20201,화양동,20.44
20201,황학동,23.44
20201,회기동,14.6
20201,회현동,10.32
20201,효창동,1.66
20201,후암동,52.64
20201,흑석동,65.35
20202,가락2동,8.71
20202,가락본동,57.88
20202,가리봉동,4.58
20202,가산동,37.68
20202,가양1동,41.18
20202,가양2동,29.41
20202,가회동,19.63
20202,갈현1동,0.27
20202,갈현2동,0.3
20202,강일동,48.99
20202,개봉1동,2.01
20202,개봉2동,21.9
20202,개봉3동,38.84
20202,개포1동,1.86
20202,개포4동,28.75
20202,거여2동,21.74
20202,고덕1동,25.0
20202,고덕2동,25.0
20202,고척1동,23.04
20202,고척2동,0.46
20202,공덕동,30.65
20202,공릉1동,0.67
20202,공릉2동,0.5
20202,공항동,30.25
20202,광장동,41.05
20202,광희동,1.98
20202,교남동,18.98
20202,구로1동,48.09
20202,구로2동,5.21
20202,구로3동,52.71
20202,구로4동,5.98
20202,구로5동,1.95
20202,구산동,40.76
20202,구의1동,0.17
20202,구의2동,5.77
20202,구의3동,24.45
20202,군자동,37.57
20202,길동,47.06
20202,낙성대동,0.8
20202,난곡동,43.05
20202,난향동,4.75
20202,남가좌2동,0.06
20202,남영동,23.36
20202,남현동,16.16
20202,내곡동,63.28
20202,노량진2동,0.27
20202,녹번동,68.89
20202,논현1동,9.41
20202,논현2동,15.74
20202,능동,11.05
20202,다산동,34.03
20202,답십리1동,0.04
20202,답십리2동,100.0
20202,대림1동,79.17
20202,대림2동,20.83
20202,대림3동,0.77
20202,대방동,33.38
20202,대조동,10.67
20202,대치1동,0.24
20202,대치2동,0.56
20202,대치4동,0.61
20202,대학동,50.9
20202,대흥동,17.98
20202,도곡1동,0.02
20202,도곡2동,0.01
20202,도림동,47.57
20202,도봉1동,0.28
20202,도봉2동,0.12
20202,도화동,22.25
20202,독산1동,0.33
20202,독산2동,14.0
20202,독산3동,32.0
20202,독산4동,51.11
20202,동선동,10.47
20202,둔촌2동,48.65
20202,등촌1동,45.95
20202,등촌2동,20.27
20202,등촌3동,1.01
20202,마장동,47.59
20202,망우3동,37.5
20202,망우본동,21.74
20202,망원1동,23.91
20202,망원2동,12.71
20202,면목2동,54.8
20202,면목4동,33.7
20202,면목5동,22.46
20202,명동,16.36
20202,명일2동,0.01
20202,목1동,1.14
20202,목2동,44.24
20202,목3동,30.27
20202,목4동,37.43
20202,목5동,35.14
20202,무악동,29.25
20202,묵1동,19.39
20202,묵2동,7.49
20202,문래동,23.59
20202,문정2동,0.84
20202,미성동,5.06
20202,미아동,56.94
20202,반포1동,2.12
20202,반포3동,20.0
20202,반포4동,36.0
20202,방배1동,53.85
20202,방배2동,27.88
20202,방배3동,19.23
20202,방배4동,38.46
20202,방배본동,17.25
20202,방이1동,11.05
20202,방이2동,26.09
20202,방학1동,35.87
20202,방학2동,10.65
20202,방학3동,32.5
20202,번3동,21.74
20202,보광동,38.94
20202,보라매동,1.28
20202,보문동,37.86
20202,부암동,64.31
20202,북가좌1동,0.02
20202,북가좌2동,0.95
20202,북아현동,29.76
20202,불광1동,0.6
20202,불광2동,0.52
20202,사근동,25.61
20202,사당1동,69.23
20202,사당3동,65.38
20202,사당4동,45.45
20202,사당5동,45.45
20202,사직동,30.07
20202,삼각산동,0.46
20202,삼선동,15.39
20202,삼성1동,5.32
20202,삼성2동,5.32
20202,삼성동,36.42
20202,삼양동,3.31
20202,삼전동,10.68
20202,삼청동,38.48
20202,상계1동,39.47
20202,상계2동,52.63
20202,상계5동,32.5
20202,상도1동,77.11
20202,상도2동,46.67
20202,상도3동,53.33
20202,상도4동,19.46
20202,상봉2동,2.58
20202,상암동,30.93
20202,상일동,12.55
20202,서강동,0.26
20202,서교동,47.8
20202,서림동,5.26
20202,서빙고동,3.94
20202,서원동,4.48
20202,서초1동,2.11
20202,서초2동,6.43
20202,서초3동,39.38
20202,서초4동,0.58
20202,석관동,40.19
20202,석촌동,39.66
20202,성내1동,0.11
20202,성내2동,0.16
20202,성내3동,0.1
20202,성북동,64.14
20202,성산1동,21.15
20202,성산2동,48.08
20202,성수1가2동,31.88
20202,성수2가1동,28.26
20202,성수2가3동,0.07
20202,성현동,0.24
20202,세곡동,50.69
20202,소공동,6.75
20202,송정동,16.75
20202,송중동,0.04
20202,송천동,20.64
20202,송파1동,0.08
20202,송파2동,11.84
20202,수궁동,28.36
20202,수색동,1.95
20202,수서동,9.44
20202,수유1동,0.28
20202,수유2동,60.9
20202,수유3동,48.72
20202,시흥1동,44.41
20202,시흥2동,16.36
20202,시흥3동,32.73
20202,시흥4동,7.58
20202,시흥5동,15.49
20202,신길1동,10.44
20202,신길3동,58.93
20202,신길4동,21.43
20202,신길5동,21.21
20202,신길6동,44.44
20202,신길7동,72.73
20202,신내1동,20.0
20202,신내2동,22.0
20202,신당5동,0.03
20202,신당동,23.64
20202,신대방1동,0.02
20202,신대방2동,0.89
20202,신도림동,12.39
20202,신림동,29.45
20202,신사2동,0.04
20202,신사동,42.19
20202,신수동,2.39
20202,신원동,30.99
20202,신월1동,1.31
20202,신월2동,1.23
20202,신월3동,17.16
20202,신월4동,30.51
20202,신월5동,9.23
20202,신월6동,16.51
20202,신월7동,45.93
20202,신정1동,6.91
20202,신정2동,15.36
20202,신정3동,25.93
20202,신정4동,13.89
20202,신정6동,13.43
20202,신정7동,6.83
20202,신촌동,23.19
20202,쌍문2동,31.8
20202,쌍문4동,0.26
20202,아현동,26.97
20202,안암동,41.67
20202,암사1동,0.24
20202,압구정동,19.62
20202,약수동,42.46
20202,양재1동,0.3
20202,양재2동,10.2
20202,양평1동,26.32
20202,양평2동,26.32
20202,여의동,19.42
20202,역삼1동,6.71
20202,역삼2동,9.22
20202,역촌동,0.9
20202,연남동,39.95
20202,연희동,37.07
20202,염리동,0.62
20202,염창동,23.13
20202,영등포동,2.35
20202,영등포본동,0.47
20202,오금동,43.4
20202,오류1동,0.41
20202,오류2동,1.52
20202,오륜동,3.29
20202,옥수동,49.64
20202,용강동,14.5
20202,용답동,16.71
20202,용문동,26.82
20202,용산2가동,0.02
20202,용신동,0.19
20202,우이동,33.44
20202,우장산동,0.13
20202,원효로1동,0.04
20202,월계2동,45.83
20202,월곡2동,3.03
20202,위례동,45.97
20202,은천동,36.57
20202,응봉동,33.22
20202,응암1동,22.73
20202,응암3동,41.61
20202,이촌1동,3.68
20202,이태원2동,1.25
20202,이화동,27.81
20202,인수동,11.66
20202,인헌동,14.38
20202,일원1동,0.85
20202,일원본동,52.08
20202,자양1동,13.95
20202,자양2동,34.56
20202,자양3동,23.74
20202,자양4동,26.28
20202,잠실3동,33.33
20202,잠실본동,30.43
20202,잠원동,31.86
20202,장안1동,0.12
20202,장안2동,23.32
20202,장위2동,53.57
20202,장위3동,0.07
20202,장지동,25.23
20202,장충동,34.11
20202,정릉1동,10.83
20202,정릉2동,19.44
20202,정릉3동,29.73
20202,정릉4동,0.76
20202,제기동,40.82
20202,조원동,38.21
20202,종암동,42.26
20202,중계본동,27.33
20202,중곡2동,9.82
20202,중곡3동,0.21
20202,중곡4동,0.1
20202,중림동,24.11
20202,중앙동,18.54
20202,증산동,18.09
20202,진관동,46.03
20202,창2동,2.11
20202,창3동,33.15
20202,창5동,13.27
20202,창신2동,100.0
20202,천연동,47.12
20202,천호1동,23.08
20202,천호2동,33.33
20202,천호3동,18.52
20202,청구동,0.03
20202,청담동,45.75
20202,청량리동,0.03
20202,청룡동,36.72
20202,청림동,7.12
20202,청운효자동,0.32
20202,청파동,19.21
20202,충현동,0.34
20202,평창동,82.6
20202,풍납1동,0.05
20202,풍납2동,0.54
20202,필동,31.31
20202,하계1동,0.5
20202,한강로동,4.82
20202,한남동,40.9
20202,합정동,2.94
20202,항동,7.35
20202,행운동,1.11
20202,혜화동,23.23
20202,홍은2동,100.0
20202,홍제3동,9.09
20202,화곡1동,60.72
20202,화곡2동,60.26
20202,화곡3동,34.62
20202,화곡4동,54.7
20202,화곡6동,7.12
20202,화곡8동,6.84
20202,화곡본동,3.31
20202,화양동,22.91
20202,황학동,26.15
20202,회기동,16.04
20202,회현동,11.75
20202,효창동,2.18
20202,후암동,66.57
20202,휘경2동,0.07
20202,흑석동,76.89
20203,가락2동,6.07
20203,가락본동,39.89
20203,가리봉동,4.59
20203,가산동,35.24
20203,가양1동,32.35
20203,가양2동,29.41
20203,가회동,21.63
20203,강일동,37.86
20203,개봉1동,3.2
20203,개봉2동,5.17
20203,개봉3동,31.2
20203,개포4동,29.37
20203,고덕1동,20.83
20203,고덕2동,20.83
20203,고척1동,91.67
20203,고척2동,0.27
20203,공덕동,28.03
20203,공릉2동,0.19
20203,공항동,26.39
20203,광장동,38.15
20203,광희동,2.47
20203,교남동,11.57
20203,구로1동,18.58
20203,구로2동,4.17
20203,구로3동,49.29
20203,구로4동,7.69
20203,구로5동,1.03
20203,구산동,38.56
20203,구의2동,12.09
20203,구의3동,36.63
20203,군자동,33.22
20203,길동,45.06
20203,난곡동,33.66
20203,난향동,2.92
20203,남가좌1동,0.06
20203,남영동,20.5
20203,남현동,13.38
20203,내곡동,58.28
20203,녹번동,63.07
20203,논현1동,9.71
20203,논현2동,19.02
20203,능동,10.0
20203,다산동,30.42
20203,답십리2동,90.91
20203,당산1동,45.45
20203,당산2동,50.0
20203,대림1동,44.79
20203,대림2동,25.0
20203,대림3동,0.62
20203,대방동,30.89
20203,대조동,8.69
20203,대치4동,0.75
20203,대학동,46.09
20203,대흥동,16.44
20203,도곡1동,0.02
20203,도곡2동,0.16
20203,도림동,42.31
20203,도봉1동,0.22
20203,도봉2동,0.14
20203,도화동,18.39
20203,독산1동,0.24
20203,독산2동,8.89
20203,독산3동,48.0
20203,독산4동,40.42
20203,동선동,8.12
20203,동화동,0.64
20203,둔촌2동,67.57
20203,등촌1동,30.41
20203,등촌2동,15.58
20203,등촌3동,0.73
20203,마장동,40.3
20203,망우3동,37.5
20203,망우본동,23.91
20203,망원1동,21.74
20203,면목2동,38.98
20203,면목4동,16.67
20203,면목5동,28.26
20203,면목7동,0.0
20203,면목본동,0.0
20203,명동,17.8
20203,명일1동,0.01
20203,명일2동,0.01
20203,목1동,1.14
20203,목2동,45.73
20203,목3동,20.95
20203,목4동,27.16
20203,목5동,32.66
20203,무악동,44.9
20203,묵1동,16.33
20203,묵2동,11.22
20203,문래동,21.48
20203,문정2동,0.25
20203,미성동,4.2
20203,미아동,52.43
20203,반포1동,3.28
20203,반포4동,70.0
20203,방배1동,38.46
20203,방배2동,32.69
20203,방배3동,19.23
20203,방배4동,19.23
20203,방배본동,20.74
20203,방이1동,4.65
20203,방이2동,30.43
20203,방학2동,15.22
20203,방학3동,29.33
20203,방화2동,37.5
20203,방화3동,31.25
20203,번2동,15.22
20203,번3동,10.87
20203,보광동,36.69
20203,보라매동,0.99
20203,보문동,34.19
20203,부암동,48.08
20203,북가좌1동,0.02
20203,북가좌2동,0.66
20203,북아현동,30.28
20203,불광2동,0.73
20203,사근동,19.16
20203,사당1동,46.15
20203,사당2동,61.54
20203,사당3동,38.46
20203,사당5동,54.55
20203,사직동,46.15
20203,삼각산동,0.32
20203,삼선동,22.0
20203,삼성1동,11.17
20203,삼성2동,7.45
20203,삼성동,36.12
20203,삼양동,2.9
20203,삼전동,9.92
20203,삼청동,31.69
20203,상계1동,50.88
20203,상계2동,52.63
20203,상계5동,55.0
20203,상계9동,8.77
20203,상도1동,50.26
20203,상도2동,37.78
20203,상도3동,40.0
20203,상도4동,5.67
20203,상암동,28.9
20203,상일동,10.42
20203,서강동,0.08
20203,서교동,40.68
20203,서림동,2.93
20203,서빙고동,2.29
20203,서원동,3.41
20203,서초1동,3.92
20203,서초2동,10.66
20203,서초3동,26.93
20203,서초4동,0.4
20203,석관동,31.53
20203,석촌동,36.47
20203,성내2동,0.2
20203,성내3동,0.08
20203,성북동,52.89
20203,성산1동,9.62
20203,성산2동,43.75
20203,성수1가2동,11.59
20203,성수2가1동,58.94
20203,성현동,0.15
20203,세곡동,46.61
20203,소공동,9.15
20203,송정동,14.83
20203,송중동,0.09
20203,송천동,18.47
20203,송파1동,1.48
20203,송파2동,4.39
20203,수궁동,39.47
20203,수색동,1.71
20203,수서동,10.07
20203,수유1동,0.24
20203,수유2동,20.19
20203,수유3동,19.23
20203,시흥1동,9.09
20203,시흥2동,20.0
20203,시흥3동,23.03
20203,시흥4동,13.8
20203,신길1동,15.49
20203,신길3동,48.21
20203,신길4동,17.86
20203,신길6동,51.52
20203,신길7동,27.27
20203,신내1동,22.0
20203,신당동,22.58
20203,신대방1동,0.03
20203,신도림동,11.87
20203,신림동,25.89
20203,신사1동,0.06
20203,신사2동,0.04
20203,신사동,39.02
20203,신수동,1.87
20203,신원동,22.59
20203,신월1동,0.9
20203,신월2동,1.48
20203,신월3동,18.0
20203,신월4동,24.75
20203,신월5동,6.92
20203,신월6동,21.5
20203,신월7동,67.0
20203,신정1동,6.45
20203,신정2동,12.67
20203,신정3동,30.79
20203,신정4동,12.73
20203,신정6동,4.63
20203,신정7동,9.72
20203,신촌동,20.14
20203,쌍문1동,8.74
20203,쌍문2동,21.86
20203,쌍문4동,0.13
20203,아현동,25.14
20203,안암동,33.66
20203,암사1동,0.17
20203,암사2동,0.21
20203,압구정동,20.21
20203,약수동,38.6
20203,양재1동,0.21
20203,양재2동,14.67
20203,양평2동,28.95
20203,여의동,7.74
20203,역삼1동,6.92
20203,역삼2동,10.69
20203,역촌동,0.64
20203,연남동,48.77
20203,연희동,32.41
20203,염리동,0.47
20203,염창동,22.51
20203,영등포동,2.47
20203,영등포본동,0.63
20203,오금동,36.18
20203,오류1동,0.1
20203,오류2동,1.08
20203,오륜동,2.78
20203,옥수동,42.66
20203,왕십리2동,0.1
20203,용강동,13.37
20203,용답동,14.67
20203,용문동,22.05
20203,용신동,0.12
20203,우이동,30.26
20203,우장산동,0.06
20203,위례동,42.83
20203,은천동,17.72
20203,응봉동,25.09
20203,응암1동,25.0
20203,응암2동,31.82
20203,응암3동,25.0
20203,이태원2동,0.55
20203,이화동,25.03
20203,인수동,8.99
20203,인헌동,10.37
20203,일원1동,0.85
20203,일원본동,45.83
20203,자양1동,6.8
20203,자양2동,29.39
20203,자양3동,13.15
20203,자양4동,26.92
20203,잠실3동,40.0
20203,잠실본동,26.11
20203,잠원동,25.77
20203,장안1동,0.1
20203,장안2동,29.98
20203,장위1동,50.0
20203,장위2동,42.86
20203,장위3동,0.06
20203,장지동,22.5
20203,장충동,37.85
20203,전농1동,0.62
20203,전농2동,0.32
20203,정릉1동,17.5
20203,정릉2동,16.67
20203,정릉3동,46.67
20203,정릉4동,0.55
20203,제기동,36.68
20203,조원동,27.27
20203,종암동,35.0
20203,중계4동,1.74
20203,중계본동,21.75
20203,중곡1동,4.65
20203,중곡2동,3.88
20203,중곡3동,0.3
20203,중곡4동,0.21
20203,중림동,22.58
20203,중앙동,18.16
20203,증산동,15.43
20203,진관동,38.02
20203,창1동,0.3
20203,창2동,1.28
20203,창3동,28.94
20203,창4동,5.56
20203,창5동,10.19
20203,천연동,46.15
20203,천호1동,30.34
20203,천호2동,39.81
20203,천호3동,40.74
20203,청구동,0.02
20203,청담동,44.56
20203,청량리동,0.04
20203,청룡동,33.07
20203,청림동,7.36
20203,청운효자동,0.41
20203,청파동,16.09
20203,충현동,0.2
20203,평창동,76.69
20203,풍납1동,0.05
20203,풍납2동,0.47
20203,필동,26.2
20203,한강로동,2.75
20203,한남동,45.78
20203,합정동,2.61
20203,항동,12.14
20203,행당1동,0.19
20203,행운동,1.01
20203,혜화동,23.12
20203,홍은1동,0.11
20203,홍제2동,5.45
20203,홍제3동,4.55
20203,화곡1동,43.64
20203,화곡2동,32.69
20203,화곡3동,42.31
20203,화곡4동,23.72
20203,화곡6동,10.26
20203,화곡8동,4.27
20203,화곡본동,4.15
20203,화양동,21.79
20203,황학동,21.98
20203,회기동,14.21
20203,회현동,13.45
20203,효창동,2.53
20203,후암동,58.36
20203,흑석동,71.09
20204,가락2동,5.36
20204,가락본동,30.48
20204,가리봉동,4.59
20204,가산동,32.12
20204,가회동,23.61
20204,강일동,31.69
20204,개봉1동,2.63
20204,개봉2동,5.79
20204,개봉3동,12.4
20204,개포1동,3.35
20204,개포4동,39.74
20204,고덕1동,29.17
20204,고덕2동,20.83
20204,고척1동,25.0
20204,고척2동,0.21
20204,공덕동,25.09
20204,공릉2동,0.34
20204,공항동,21.83
20204,광장동,31.65
20204,광희동,1.99
20204,교남동,8.8
20204,구로1동,25.23
20204,구로2동,7.64
20204,구로3동,23.93
20204,구로4동,4.84
20204,구로5동,1.24
20204,구산동,28.25
20204,구의1동,6.68
20204,구의2동,5.49
20204,구의3동,23.08
20204,군자동,28.63
20204,길동,36.78
20204,길음2동,37.5
20204,난곡동,32.51
20204,난향동,1.73
20204,남가좌1동,0.11
20204,남가좌2동,0.12
20204,남영동,18.78
20204,남현동,10.91
20204,내곡동,38.7
20204,노량진1동,0.27
20204,노량진2동,0.32
20204,녹번동,56.33
20204,논현1동,3.53
20204,논현2동,12.55
20204,능동,8.87
20204,다산동,26.66
20204,대림1동,41.67
20204,대림2동,20.83
20204,대림3동,0.53
20204,대방동,23.95
20204,대조동,9.63
20204,대치2동,0.83
20204,대치4동,0.28
20204,대학동,36.56
20204,대흥동,15.46
20204,도곡1동,0.04
20204,도림동,32.7
20204,도봉1동,0.6
20204,도봉2동,0.11
20204,도화동,17.04
20204,독산1동,0.25
20204,독산2동,10.67
20204,독산3동,15.33
20204,독산4동,29.17
20204,동선동,5.49
20204,동화동,1.41
20204,둔촌2동,32.43
20204,등촌1동,18.92
20204,등촌2동,13.51
20204,등촌3동,0.63
20204,마장동,28.32
20204,망우3동,26.09
20204,망우본동,30.43
20204,망원2동,11.86
20204,면목2동,37.29
20204,면목4동,10.87
20204,면목5동,15.22
20204,면목7동,0.0
20204,명동,16.54
20204,목1동,1.14
20204,목2동,35.89
20204,목3동,16.87
20204,목4동,20.27
20204,목5동,16.62
20204,무악동,26.53
20204,묵1동,10.2
20204,묵2동,10.2
20204,문래동,17.82
20204,미성동,3.56
20204,미아동,37.04
20204,반포1동,1.45
20204,반포4동,40.0
20204,반포본동,20.0
20204,방배2동,26.92
20204,방배3동,19.23
20204,방배4동,28.85
20204,방배본동,24.13
20204,방이1동,6.98
20204,방이2동,27.17
20204,방학1동,32.61
20204,방학2동,11.96
20204,방학3동,54.0
20204,방화1동,10.0
20204,번3동,15.22
20204,보광동,31.48
20204,보라매동,0.47
20204,보문동,27.18
20204,부암동,47.74
20204,북가좌2동,0.88
20204,북아현동,26.94
20204,불광2동,0.63
20204,사근동,21.19
20204,사직동,34.77
20204,삼각산동,0.17
20204,삼선동,9.88
20204,삼성2동,5.32
20204,삼성동,32.27
20204,삼양동,2.33
20204,삼전동,7.75
20204,삼청동,31.56
20204,상계10동,0.01
20204,상계1동,26.32
20204,상계2동,31.58
20204,상계9동,9.65
20204,상도1동,46.49
20204,상도2동,33.33
20204,상도3동,33.33
20204,상도4동,6.53
20204,상암동,23.84
20204,상일동,8.17
20204,서강동,0.09
20204,서교동,33.99
20204,서림동,2.96
20204,서빙고동,2.99
20204,서원동,1.35
20204,서초1동,1.84
20204,서초2동,20.22
20204,서초3동,46.94
20204,서초4동,0.26
20204,석관동,30.96
20204,석촌동,29.91
20204,성내1동,0.24
20204,성내2동,0.16
20204,성내3동,0.07
20204,성북동,38.88
20204,성산2동,16.83
20204,성수2가1동,26.57
20204,성현동,0.15
20204,세곡동,33.48
20204,소공동,10.5
20204,송정동,13.51
20204,송중동,0.04
20204,송천동,14.19
20204,송파1동,0.07
20204,송파2동,7.46
20204,수궁동,21.49
20204,수색동,1.44
20204,수서동,7.61
20204,수유1동,0.21
20204,수유2동,16.35
20204,수유3동,13.46
20204,숭인2동,20.69
20204,시흥1동,37.93
20204,시흥2동,25.45
20204,시흥3동,11.82
20204,시흥4동,11.62
20204,시흥5동,13.13
20204,신길1동,5.05
20204,신길3동,22.62
20204,신길4동,17.86
20204,신길5동,15.15
20204,신길6동,15.15
20204,신길7동,15.15
20204,신내1동,60.0
20204,신당5동,0.03
20204,신당동,18.32
20204,신대방2동,0.89
20204,신도림동,12.56
20204,신림동,22.24
20204,신사동,37.59
20204,신수동,1.6
20204,신원동,26.77
20204,신월1동,0.82
20204,신월2동,0.67
20204,신월3동,9.58
20204,신월4동,21.38
20204,신월5동,6.58
20204,신월6동,10.8
20204,신월7동,46.39
20204,신정1동,5.22
20204,신정2동,7.37
20204,신정3동,21.53
20204,신정4동,7.22
20204,신정6동,5.56
20204,신정7동,7.12
20204,신촌동,8.68
20204,쌍문2동,26.78
20204,쌍문4동,0.15
20204,아현동,20.43
20204,안암동,31.15
20204,압구정동,18.29
20204,약수동,32.52
20204,양재1동,0.25
20204,양재2동,12.91
20204,양평1동,31.58
20204,양평2동,26.32
20204,여의동,9.98
20204,역삼1동,5.87
20204,역삼2동,12.79
20204,역촌동,0.51
20204,연남동,37.75
20204,연희동,25.75
20204,염리동,0.36
20204,염창동,14.64
20204,영등포동,3.23
20204,영등포본동,0.63
20204,오금동,28.83
20204,오류1동,0.16
20204,오류2동,0.62
20204,오륜동,4.43
20204,옥수동,40.7
20204,용강동,13.17
20204,용답동,16.25
20204,용문동,21.66
20204,용신동,0.09
20204,우이동,27.19
20204,우장산동,0.05
20204,월계2동,91.67
20204,월곡1동,83.33
20204,위례동,23.73
20204,은천동,15.18
20204,응봉동,25.78
20204,응암1동,22.73
20204,응암3동,48.48
20204,이촌1동,3.07
20204,이태원1동,0.52
20204,이태원2동,1.25
20204,이화동,26.51
20204,인수동,5.36
20204,인헌동,6.57
20204,자양1동,3.4
20204,자양2동,20.24
20204,자양3동,13.15
20204,자양4동,36.75
20204,잠실본동,23.75
20204,잠원동,21.38
20204,장안1동,0.08
20204,장안2동,10.88
20204,장위1동,47.62
20204,장지동,15.72
20204,장충동,31.21
20204,정릉1동,8.33
20204,정릉2동,27.5
20204,정릉3동,36.67
20204,정릉4동,0.4
20204,제기동,32.17
20204,조원동,22.83
20204,종암동,26.64
20204,중계1동,0.06
20204,중계본동,17.95
20204,중곡1동,17.83
20204,중곡2동,5.43
20204,중곡3동,0.22
20204,중곡4동,0.13
20204,중림동,18.89
20204,중앙동,15.29
20204,중화2동,0.22
20204,증산동,16.08
20204,진관동,29.48
20204,창2동,1.34
20204,창3동,13.58
20204,창5동,10.49
20204,천연동,61.54
20204,천호1동,23.08
20204,천호2동,18.52
20204,천호3동,25.93
20204,청담동,40.05
20204,청량리동,0.03
20204,청룡동,30.17
20204,청림동,3.81
20204,청운효자동,1.1
20204,청파동,16.39
20204,충현동,0.24
20204,평창동,52.27
20204,풍납2동,0.32
20204,필동,22.91
20204,한강로동,5.5
20204,한남동,40.04
20204,합정동,2.27
20204,항동,10.46
