quarter,dong_code,dong_name,store_total,store_normal,store_franchise,industry_code,industry_name,survival_1y,survival_3y,survival_5y,survival_1y_num,survival_1y_den,survival_3y_num,survival_3y_den,survival_5y_num,survival_5y_den,surv2_1y,surv2_3y,surv2_5y,avg_oper_period,avg_oper_period_90,open_count,close_count,open_rate,close_rate,golmok_avg_sales,income_level,income_raw,household_count,floating_pop,building_pop,resident_pop_api,worker_pop
20233,11440555,아현동,27.0,24.0,3.0,CS100009,호프,,100.0,50.0,0.0,0.0,1.0,1.0,1.0,2.0,66.7,66.7,66.7,3.275,4.325,0.0,1.0,0.0,3.7,19420086.814814813,9,"9분위:4,890,362~6,945,811원",10610.0,90084.91940085837,123669.32722292094,288.8243588185553,56.78949505656495
20234,11440555,아현동,29.0,25.0,4.0,CS100009,호프,100.0,100.0,66.7,3.0,3.0,2.0,2.0,2.0,3.0,100.0,100.0,100.0,3.675,4.366666666666666,0.0,0.0,0.0,0.0,11111128.068965517,9,"9분위:4,890,362~6,945,811원",11924.0,101808.1144544207,152877.86117994404,380.6790495452491,59.301828999214024
20241,11440555,아현동,29.0,25.0,4.0,CS100009,호프,100.0,100.0,66.7,3.0,3.0,4.0,4.0,2.0,3.0,100.0,100.0,100.0,3.441666666666667,4.35,0.0,1.0,0.0,3.4,8351051.586206896,9,"9분위:4,890,362~6,945,811원",11924.0,100514.35651854253,147661.2417113183,380.6790495452491,59.301828999214024
20242,11440555,아현동,30.0,26.0,4.0,CS100009,호프,100.0,100.0,66.7,3.0,3.0,4.0,4.0,2.0,3.0,66.7,66.7,66.7,3.4,4.333333333333333,2.0,0.0,6.7,0.0,13573990.433333334,9,"9분위:4,890,362~6,945,811원",11924.0,95099.37673109549,141385.5732612071,380.6790495452491,59.301828999214024
20243,11440555,아현동,28.0,24.0,4.0,CS100009,호프,100.0,100.0,50.0,3.0,3.0,2.0,2.0,1.0,2.0,100.0,100.0,100.0,3.775,4.383333333333334,0.0,1.0,0.0,3.6,7545295.928571428,9,"9분위:4,890,362~6,945,811원",11924.0,100915.55072279593,141493.93022415353,380.6790495452491,59.301828999214024
20244,11440555,아현동,29.0,25.0,4.0,CS100009,호프,100.0,100.0,66.7,3.0,3.0,2.0,2.0,2.0,3.0,100.0,100.0,100.0,3.675,4.366666666666666,0.0,0.0,0.0,0.0,11111128.068965517,9,"9분위:4,890,362~6,945,811원",11924.0,101808.1144544207,152877.86117994404,380.6790495452491,59.301828999214024
20191,11440555,아현동,34.0,25.0,9.0,CS100010,커피,85.7,50.0,0.0,6.0,7.0,1.0,2.0,0.0,2.0,87.5,62.5,37.5,3.0083333333333333,3.3833333333333333,3.0,2.0,8.8,5.9,10238164.875,9,"9분위:4,890,362~6,945,811원",11321.0,89742.91954607722,181905.94375434305,367.5934171380822,76.95534130210646
20192,11440555,아현동,33.0,25.0,8.0,CS100010,커피,77.8,33.3,0.0,7.0,9.0,2.0,6.0,0.0,2.0,87.5,62.5,37.5,3.0083333333333333,3.408333333333333,2.0,2.0,6.1,6.1,1750352.2702702703,9,"9분위:4,890,362~6,945,811원",11321.0,85809.15542446442,179251.35790132603,367.5934171380822,76.95534130210646
20193,11440555,아현동,33.0,24.0,9.0,CS100010,커피,80.0,50.0,50.0,8.0,10.0,4.0,8.0,1.0,2.0,87.5,62.5,37.5,3.15,3.441666666666667,1.0,1.0,3.0,3.0,1819255.7837837837,9,"9분위:4,890,362~6,945,811원",11177.0,84604.10840314941,176287.28505877827,360.23106954144214,76.95534130210646
20194,11440555,아현동,39.0,26.0,13.0,CS100010,커피,80.0,66.7,50.0,8.0,10.0,4.0,6.0,6.0,12.0,100.0,50.0,40.0,2.875,3.2416666666666667,7.0,3.0,17.9,7.7,27825760.622222222,9,"9분위:4,890,362~6,945,811원",10034.0,86870.47544835453,178307.19949003326,322.65353992866426,76.95534130210646
20201,11440555,아현동,35.0,26.0,9.0,CS100010,커피,90.9,0.0,36.4,10.0,11.0,0.0,3.0,4.0,11.0,100.0,50.0,40.0,2.975,3.35,3.0,2.0,8.6,5.7,24784909.772727273,9,"9분위:4,890,362~6,945,811원",10034.0,87222.52463890627,179654.044645062,322.65353992866426,76.95534130210646
20202,11440555,아현동,34.0,25.0,9.0,CS100010,커피,100.0,50.0,37.5,10.0,10.0,1.0,2.0,3.0,8.0,87.5,62.5,37.5,3.033333333333333,3.425,0.0,0.0,0.0,0.0,29817213.097560976,9,"9분위:4,890,362~6,945,811원",10034.0,88633.945786922,181044.49149768276,322.65353992866426,76.95534130210646
20203,11440555,아현동,38.0,25.0,13.0,CS100010,커피,72.7,60.0,43.8,8.0,11.0,6.0,10.0,7.0,16.0,100.0,50.0,40.0,2.941666666666667,3.2916666666666665,1.0,1.0,2.6,2.6,20313363.260869566,9,"9분위:4,890,362~6,945,811원",10034.0,86225.38332755111,181683.88516559562,322.65353992866426,76.95534130210646
20204,11440555,아현동,39.0,26.0,13.0,CS100010,커피,80.0,66.7,50.0,8.0,10.0,4.0,6.0,6.0,12.0,100.0,50.0,40.0,2.875,3.2416666666666667,7.0,3.0,17.9,7.7,27825760.622222222,9,"9분위:4,890,362~6,945,811원",10034.0,86870.47544835453,178307.19949003326,322.65353992866426,76.95534130210646
20211,11440555,아현동,50.0,32.0,18.0,CS100010,커피,80.0,57.1,50.0,8.0,10.0,4.0,7.0,1.0,2.0,50.0,50.0,50.0,2.816666666666667,3.175,1.0,2.0,2.0,4.0,27098083.3,9,"9분위:4,890,362~6,945,811원",10610.0,84804.36963175437,165424.6825054988,346.24529609599995,76.32389908122676
20212,11440555,아현동,51.0,33.0,18.0,CS100010,커피,76.9,33.3,33.3,10.0,13.0,3.0,9.0,2.0,6.0,50.0,50.0,50.0,2.7333333333333334,3.1333333333333333,4.0,3.0,7.8,5.9,15811990.176470589,9,"9분위:4,890,362~6,945,811원",10610.0,87804.67406173475,175235.44142560975,346.24529609599995,76.32389908122676
20213,11440555,아현동,50.0,33.0,17.0,CS100010,커피,75.0,60.0,50.0,6.0,8.0,6.0,10.0,4.0,8.0,50.0,50.0,50.0,2.7666666666666666,3.1416666666666666,6.0,1.0,12.0,2.0,8825216.68,9,"9분위:4,890,362~6,945,811원",10610.0,86951.313487568,0.0,346.24529609599995,76.32389908122676
20214,11440555,아현동,53.0,36.0,17.0,CS100010,커피,90.0,50.0,50.0,18.0,20.0,5.0,10.0,3.0,6.0,66.7,50.0,33.3,2.841666666666667,3.2666666666666666,3.0,3.0,5.7,5.7,24231307.188679244,9,"9분위:4,890,362~6,945,811원",10610.0,83044.11024405477,127767.83384732009,346.24529609599995,75.42375804295142
20221,11440555,아현동,53.0,35.0,18.0,CS100010,커피,95.7,45.5,0.0,22.0,23.0,5.0,11.0,0.0,3.0,66.7,50.0,33.3,2.825,3.2666666666666666,0.0,0.0,0.0,0.0,23998220.566037737,9,"9분위:4,890,362~6,945,811원",10610.0,81613.04721248742,126289.8239810715,346.24529609599995,75.42375804295142
20222,11440555,아현동,53.0,35.0,18.0,CS100010,커피,90.0,50.0,50.0,18.0,20.0,5.0,10.0,1.0,2.0,50.0,50.0,50.0,2.7916666666666665,3.2083333333333335,3.0,0.0,5.7,0.0,25360637.0,9,"9분위:4,890,362~6,945,811원",10610.0,82201.2423587073,164759.82197106743,346.24529609599995,75.42375804295142
20223,11440555,아현동,51.0,35.0,16.0,CS100010,커피,85.7,36.4,40.0,18.0,21.0,4.0,11.0,4.0,10.0,66.7,50.0,33.3,2.8666666666666667,3.275,2.0,4.0,3.9,7.8,25335770.39215686,9,"9분위:4,890,362~6,945,811원",10610.0,80475.12115575782,122540.86361260904,346.24529609599995,75.42375804295142
20224,11440555,아현동,53.0,36.0,17.0,CS100010,커피,90.0,50.0,50.0,18.0,20.0,5.0,10.0,3.0,6.0,66.7,50.0,33.3,2.841666666666667,3.2666666666666666,3.0,3.0,5.7,5.7,24231307.188679244,9,"9분위:4,890,362~6,945,811원",10610.0,83044.11024405477,127767.83384732009,346.24529609599995,75.42375804295142
20231,11440555,아현동,56.0,38.0,18.0,CS100010,커피,100.0,60.0,28.6,8.0,8.0,6.0,10.0,2.0,7.0,100.0,50.0,30.0,2.7333333333333334,3.1666666666666665,6.0,6.0,10.7,10.7,24590804.01785714,9,"9분위:4,890,362~6,945,811원",10610.0,95352.5581917865,144301.96627490062,288.8243588185553,56.78949505656495
20232,11440555,아현동,56.0,37.0,19.0,CS100010,커피,100.0,53.8,22.2,7.0,7.0,7.0,13.0,2.0,9.0,100.0,50.0,30.0,2.7916666666666665,3.2333333333333334,6.0,0.0,10.7,0.0,22790864.42857143,9,"9분위:4,890,362~6,945,811원",10610.0,94411.44058385833,142432.53751338017,288.8243588185553,56.78949505656495
20233,11440555,아현동,50.0,35.0,15.0,CS100010,커피,87.5,50.0,40.0,7.0,8.0,4.0,8.0,4.0,10.0,100.0,50.0,30.0,2.933333333333333,3.308333333333333,3.0,2.0,6.0,4.0,24951866.78,9,"9분위:4,890,362~6,945,811원",10610.0,90084.91940085837,123669.32722292094,288.8243588185553,56.78949505656495
20234,11440555,아현동,58.0,39.0,19.0,CS100010,커피,100.0,40.0,30.0,12.0,12.0,8.0,20.0,3.0,10.0,66.7,33.3,33.3,2.8333333333333335,3.25,4.0,4.0,6.9,6.9,23891527.98275862,9,"9분위:4,890,362~6,945,811원",11924.0,101808.1144544207,152877.86117994404,380.6790495452491,59.301828999214024
20241,11440555,아현동,58.0,39.0,19.0,CS100010,커피,100.0,52.2,27.3,9.0,9.0,12.0,23.0,3.0,11.0,66.7,33.3,33.3,2.841666666666667,3.25,3.0,0.0,5.2,0.0,21440381.413793102,9,"9분위:4,890,362~6,945,811원",11924.0,100514.35651854253,147661.2417113183,380.6790495452491,59.301828999214024
20242,11440555,아현동,55.0,37.0,18.0,CS100010,커피,100.0,55.0,30.0,6.0,6.0,11.0,20.0,3.0,10.0,100.0,50.0,30.0,2.816666666666667,3.2333333333333334,1.0,2.0,1.8,3.6,24085942.472727273,9,"9분위:4,890,362~6,945,811원",11924.0,95099.37673109549,141385.5732612071,380.6790495452491,59.301828999214024
20243,11440555,아현동,60.0,39.0,21.0,CS100010,커피,87.5,38.1,27.3,14.0,16.0,8.0,21.0,3.0,11.0,66.7,33.3,33.3,2.825,3.225,5.0,3.0,8.3,5.0,23088627.8,9,"9분위:4,890,362~6,945,811원",11924.0,100915.55072279593,141493.93022415353,380.6790495452491,59.301828999214024
20244,11440555,아현동,58.0,39.0,19.0,CS100010,커피,100.0,40.0,30.0,12.0,12.0,8.0,20.0,3.0,10.0,66.7,33.3,33.3,2.8333333333333335,3.25,4.0,4.0,6.9,6.9,23891527.98275862,9,"9분위:4,890,362~6,945,811원",11924.0,101808.1144544207,152877.86117994404,380.6790495452491,59.301828999214024
20191,11440565,공덕동,222.0,207.0,15.0,CS100001,한식,77.8,31.0,30.0,28.0,36.0,13.0,42.0,12.0,40.0,72.7,45.5,33.3,3.175,4.566666666666666,7.0,11.0,3.2,5.0,41017168.8583691,8,"8분위:3,741,083~4,890,361원",17548.0,135958.12573004805,186018.82902888098,374.7654725024452,90.20823526514508
20192,11440565,공덕동,226.0,210.0,16.0,CS100001,한식,78.4,48.8,31.0,29.0,37.0,21.0,43.0,13.0,42.0,72.7,45.5,33.3,3.2,4.566666666666666,13.0,7.0,5.8,3.1,41858347.58050848,8,"8분위:3,741,083~4,890,361원",17548.0,139080.25885154208,187437.78530064216,374.7654725024452,90.20823526514508
20193,11440565,공덕동,220.0,205.0,15.0,CS100001,한식,77.8,48.8,29.3,28.0,36.0,20.0,41.0,12.0,41.0,72.7,45.5,33.3,3.2583333333333333,4.575,3.0,7.0,1.4,3.2,43094222.7112069,8,"8분위:3,741,083~4,890,361원",17352.0,143264.276536669,195792.8007908358,372.82276741407253,90.20823526514508
20194,11440565,공덕동,229.0,214.0,15.0,CS100001,한식,73.5,50.0,27.3,25.0,34.0,18.0,36.0,9.0,33.0,66.7,44.4,30.6,3.0833333333333335,4.575,9.0,8.0,3.9,3.5,39010242.50833333,8,"8분위:3,741,083~4,890,361원",15722.0,143439.9245492551,196309.51235905383,331.0742312977801,90.20823526514508
20201,11440565,공덕동,228.0,214.0,14.0,CS100001,한식,63.3,38.6,38.5,19.0,30.0,17.0,44.0,10.0,26.0,66.7,44.4,30.6,3.125,4.575,5.0,4.0,2.2,1.8,35674293.55416667,8,"8분위:3,741,083~4,890,361원",15722.0,145607.80681832557,199602.8015875064,331.0742312977801,90.20823526514508
20202,11440565,공덕동,227.0,214.0,13.0,CS100001,한식,64.7,38.0,33.3,22.0,34.0,19.0,50.0,11.0,33.0,72.7,45.5,33.3,3.1,4.558333333333334,11.0,6.0,4.8,2.6,44578115.462184876,8,"8분위:3,741,083~4,890,361원",15722.0,141870.75847815227,193517.95437433867,331.0742312977801,90.20823526514508
20203,11440565,공덕동,229.0,214.0,15.0,CS100001,한식,72.7,51.4,42.4,24.0,33.0,19.0,37.0,14.0,33.0,66.7,44.4,30.6,3.1333333333333333,4.583333333333333,9.0,8.0,3.9,3.5,37365321.820083685,8,"8분위:3,741,083~4,890,361원",15722.0,140982.42223574733,192726.8074043238,331.0742312977801,90.20823526514508
20204,11440565,공덕동,229.0,214.0,15.0,CS100001,한식,73.5,50.0,27.3,25.0,34.0,18.0,36.0,9.0,33.0,66.7,44.4,30.6,3.0833333333333335,4.575,9.0,8.0,3.9,3.5,39010242.50833333,8,"8분위:3,741,083~4,890,361원",15722.0,143439.9245492551,196309.51235905383,331.0742312977801,90.20823526514508
20211,11440565,공덕동,227.0,210.0,17.0,CS100001,한식,87.5,47.2,26.2,28.0,32.0,17.0,36.0,11.0,42.0,68.0,38.0,30.0,3.0083333333333333,4.625,5.0,1.0,2.2,0.4,33610605.2907489,8,"8분위:3,741,083~4,890,361원",18628.0,136184.33313314116,197401.0306224466,372.4891715908166,90.50258452095913
20212,11440565,공덕동,223.0,207.0,16.0,CS100001,한식,87.5,45.9,34.9,28.0,32.0,17.0,37.0,15.0,43.0,68.0,38.0,30.0,2.975,4.608333333333333,8.0,10.0,3.6,4.5,43679421.237668164,8,"8분위:3,741,083~4,890,361원",18628.0,137716.66630069978,192230.0958585472,372.4891715908166,90.50258452095913
20213,11440565,공덕동,225.0,210.0,15.0,CS100001,한식,86.1,55.6,34.1,31.0,36.0,20.0,36.0,14.0,41.0,68.0,38.0,30.0,3.0083333333333333,4.6,9.0,9.0,4.0,4.0,37194321.41777778,8,"8분위:3,741,083~4,890,361원",18628.0,139267.20006390958,0.0,372.4891715908166,90.50258452095913
20214,11440565,공덕동,225.0,203.0,22.0,CS100001,한식,58.1,61.8,36.1,18.0,31.0,21.0,34.0,13.0,36.0,71.9,59.4,43.8,3.033333333333333,4.658333333333333,8.0,5.0,3.6,2.2,48878708.74222222,8,"8분위:3,741,083~4,890,361원",18628.0,138501.20518386282,191811.02838952478,372.4891715908166,99.63722309305507
20221,11440565,공덕동,222.0,203.0,19.0,CS100001,한식,65.6,50.0,29.5,21.0,32.0,15.0,30.0,13.0,44.0,71.9,59.4,43.8,3.033333333333333,4.65,4.0,8.0,1.8,3.6,35967569.076576576,8,"8분위:3,741,083~4,890,361원",18628.0,137912.77158656495,190588.80891014342,372.4891715908166,99.63722309305507
20222,11440565,공덕동,226.0,208.0,18.0,CS100001,한식,64.3,41.2,30.0,18.0,28.0,14.0,34.0,15.0,50.0,68.0,38.0,30.0,3.0416666666666665,4.633333333333334,8.0,9.0,3.5,4.0,44247199.703539826,8,"8분위:3,741,083~4,890,361원",18628.0,137656.6975456486,201476.56082916577,372.4891715908166,99.63722309305507
20223,11440565,공덕동,221.0,200.0,21.0,CS100001,한식,51.7,66.7,40.5,15.0,29.0,22.0,33.0,15.0,37.0,71.9,59.4,43.8,3.058333333333333,4.675,5.0,9.0,2.3,4.1,49472782.50678733,8,"8분위:3,741,083~4,890,361원",18628.0,141068.27410202642,194186.26708213225,372.4891715908166,99.63722309305507
20224,11440565,공덕동,225.0,203.0,22.0,CS100001,한식,58.1,61.8,36.1,18.0,31.0,21.0,34.0,13.0,36.0,71.9,59.4,43.8,3.033333333333333,4.658333333333333,8.0,5.0,3.6,2.2,48878708.74222222,8,"8분위:3,741,083~4,890,361원",18628.0,138501.20518386282,191811.02838952478,372.4891715908166,99.63722309305507
20231,11440565,공덕동,223.0,203.0,20.0,CS100001,한식,68.0,59.4,36.1,17.0,25.0,19.0,32.0,13.0,36.0,64.7,41.2,38.2,2.95,4.725,5.0,8.0,2.2,3.6,55601627.79820628,8,"8분위:3,741,083~4,890,361원",18628.0,134021.30762679162,161709.0340124876,364.3356972047675,84.2721919395618
20232,11440565,공덕동,226.0,206.0,20.0,CS100001,한식,76.0,65.6,35.1,19.0,25.0,21.0,32.0,13.0,37.0,64.7,41.2,38.2,2.95,4.708333333333333,6.0,7.0,2.7,3.1,57575383.04424779,8,"8분위:3,741,083~4,890,361원",18628.0,142374.26250350592,168233.54841584063,364.3356972047675,84.2721919395618
20233,11440565,공덕동,227.0,204.0,23.0,CS100001,한식,64.0,66.7,38.9,16.0,25.0,24.0,36.0,14.0,36.0,64.7,41.2,38.2,2.941666666666667,4.691666666666666,3.0,5.0,1.3,2.2,55602697.33039647,8,"8분위:3,741,083~4,890,361원",18628.0,149163.702814829,201422.3257395291,364.3356972047675,84.2721919395618
20234,11440565,공덕동,231.0,210.0,21.0,CS100001,한식,69.0,41.9,50.0,20.0,29.0,13.0,31.0,17.0,34.0,82.4,67.6,64.7,2.925,4.75,6.0,6.0,2.6,2.6,58736634.0,8,"8분위:3,741,083~4,890,361원",18559.0,131282.37798980006,160009.00134153044,357.3988664094164,125.81468357678436
20241,11440565,공덕동,231.0,212.0,19.0,CS100001,한식,67.7,43.8,46.7,21.0,31.0,14.0,32.0,14.0,30.0,82.4,67.6,64.7,2.8916666666666666,4.733333333333333,11.0,6.0,4.8,2.6,59037850.88744589,8,"8분위:3,741,083~4,890,361원",18559.0,131995.4292503677,161811.6744810377,357.3988664094164,125.81468357678436
20242,11440565,공덕동,226.0,206.0,20.0,CS100001,한식,78.1,35.7,38.2,25.0,32.0,10.0,28.0,13.0,34.0,64.7,41.2,38.2,2.9,4.733333333333333,9.0,6.0,4.0,2.7,61832348.154867254,8,"8분위:3,741,083~4,890,361원",18559.0,133772.08211189386,164432.5872368211,357.3988664094164,125.81468357678436
20243,11440565,공덕동,230.0,209.0,21.0,CS100001,한식,62.1,41.4,51.5,18.0,29.0,12.0,29.0,17.0,33.0,82.4,67.6,64.7,2.941666666666667,4.766666666666667,6.0,7.0,2.6,3.0,55789120.07826087,8,"8분위:3,741,083~4,890,361원",18559.0,126916.43284129634,152397.67697767855,357.3988664094164,125.81468357678436
20244,11440565,공덕동,231.0,210.0,21.0,CS100001,한식,69.0,41.9,50.0,20.0,29.0,13.0,31.0,17.0,34.0,82.4,67.6,64.7,2.925,4.75,6.0,6.0,2.6,2.6,58736634.0,8,"8분위:3,741,083~4,890,361원",18559.0,131282.37798980006,160009.00134153044,357.3988664094164,125.81468357678436
20191,11440565,공덕동,18.0,18.0,0.0,CS100002,중식,66.7,50.0,33.3,2.0,3.0,3.0,6.0,1.0,3.0,33.3,33.3,0.0,2.925,5.0,0.0,1.0,0.0,5.6,3641414.1428571427,8,"8분위:3,741,083~4,890,361원",17548.0,135958.12573004805,186018.82902888098,374.7654725024452,90.20823526514508
20192,11440565,공덕동,19.0,19.0,0.0,CS100002,중식,100.0,25.0,33.3,3.0,3.0,1.0,4.0,1.0,3.0,33.3,33.3,0.0,3.058333333333333,4.983333333333333,2.0,0.0,10.5,0.0,4534089.5,8,"8분위:3,741,083~4,890,361원",17548.0,139080.25885154208,187437.78530064216,374.7654725024452,90.20823526514508
20193,11440565,공덕동,17.0,17.0,0.0,CS100002,중식,100.0,33.3,50.0,5.0,5.0,1.0,3.0,1.0,2.0,33.3,33.3,0.0,3.225,5.0,0.0,0.0,0.0,0.0,7462769.2,8,"8분위:3,741,083~4,890,361원",17352.0,143264.276536669,195792.8007908358,372.82276741407253,90.20823526514508
20194,11440565,공덕동,18.0,18.0,0.0,CS100002,중식,100.0,66.7,0.0,3.0,3.0,4.0,6.0,0.0,2.0,33.3,33.3,0.0,2.875,4.95,0.0,0.0,0.0,0.0,4373916.238095238,8,"8분위:3,741,083~4,890,361원",15722.0,143439.9245492551,196309.51235905383,331.0742312977801,90.20823526514508
20201,11440565,공덕동,18.0,18.0,0.0,CS100002,중식,100.0,40.0,0.0,1.0,1.0,2.0,5.0,0.0,3.0,33.3,33.3,0.0,2.841666666666667,4.933333333333334,1.0,2.0,5.6,11.1,3910893.238095238,8,"8분위:3,741,083~4,890,361원",15722.0,145607.80681832557,199602.8015875064,331.0742312977801,90.20823526514508
20202,11440565,공덕동,19.0,19.0,0.0,CS100002,중식,66.7,60.0,0.0,2.0,3.0,3.0,5.0,0.0,3.0,33.3,33.3,0.0,2.8583333333333334,4.958333333333333,1.0,0.0,5.3,0.0,3795854.6818181816,8,"8분위:3,741,083~4,890,361원",15722.0,141870.75847815227,193517.95437433867,331.0742312977801,90.20823526514508
20203,11440565,공덕동,16.0,16.0,0.0,CS100002,중식,100.0,60.0,0.0,2.0,2.0,3.0,5.0,0.0,2.0,33.3,33.3,0.0,2.9916666666666667,4.975,0.0,2.0,0.0,12.5,3902754.4,8,"8분위:3,741,083~4,890,361원",15722.0,140982.42223574733,192726.8074043238,331.0742312977801,90.20823526514508
20204,11440565,공덕동,18.0,18.0,0.0,CS100002,중식,100.0,66.7,0.0,3.0,3.0,4.0,6.0,0.0,2.0,33.3,33.3,0.0,2.875,4.95,0.0,0.0,0.0,0.0,4373916.238095238,8,"8분위:3,741,083~4,890,361원",15722.0,143439.9245492551,196309.51235905383,331.0742312977801,90.20823526514508
20211,11440565,공덕동,16.0,16.0,0.0,CS100002,중식,50.0,66.7,0.0,1.0,2.0,2.0,3.0,0.0,6.0,60.0,60.0,20.0,3.0083333333333333,4.85,0.0,0.0,0.0,0.0,19954829.9375,8,"8분위:3,741,083~4,890,361원",18628.0,136184.33313314116,197401.0306224466,372.4891715908166,90.50258452095913
20212,11440565,공덕동,16.0,16.0,0.0,CS100002,중식,50.0,33.3,0.0,1.0,2.0,1.0,3.0,0.0,4.0,60.0,60.0,20.0,2.875,4.825,0.0,2.0,0.0,12.5,17131235.375,8,"8분위:3,741,083~4,890,361원",18628.0,137716.66630069978,192230.0958585472,372.4891715908166,90.50258452095913
20213,11440565,공덕동,18.0,18.0,0.0,CS100002,중식,75.0,60.0,0.0,3.0,4.0,3.0,5.0,0.0,3.0,60.0,60.0,20.0,2.8333333333333335,4.8,3.0,2.0,16.7,11.1,14509184.888888888,8,"8분위:3,741,083~4,890,361원",18628.0,139267.20006390958,0.0,372.4891715908166,90.50258452095913
20214,11440565,공덕동,18.0,18.0,0.0,CS100002,중식,80.0,66.7,50.0,4.0,5.0,2.0,3.0,3.0,6.0,75.0,50.0,25.0,2.6166666666666667,4.666666666666667,3.0,2.0,16.7,11.1,7815766.722222222,8,"8분위:3,741,083~4,890,361원",18628.0,138501.20518386282,191811.02838952478,372.4891715908166,99.63722309305507
20221,11440565,공덕동,17.0,17.0,0.0,CS100002,중식,100.0,100.0,20.0,5.0,5.0,1.0,1.0,1.0,5.0,75.0,50.0,25.0,3.0,4.791666666666667,1.0,0.0,5.9,0.0,20841851.29411765,8,"8분위:3,741,083~4,890,361원",18628.0,137912.77158656495,190588.80891014342,372.4891715908166,99.63722309305507
20222,11440565,공덕동,16.0,16.0,0.0,CS100002,중식,66.7,66.7,20.0,2.0,3.0,2.0,3.0,1.0,5.0,60.0,60.0,20.0,3.05,4.816666666666666,1.0,1.0,6.3,6.3,22143238.25,8,"8분위:3,741,083~4,890,361원",18628.0,137656.6975456486,201476.56082916577,372.4891715908166,99.63722309305507
20223,11440565,공덕동,15.0,15.0,0.0,CS100002,중식,20.0,50.0,60.0,1.0,5.0,1.0,2.0,3.0,5.0,75.0,50.0,25.0,2.691666666666667,4.7,0.0,3.0,0.0,20.0,24380143.866666667,8,"8분위:3,741,083~4,890,361원",18628.0,141068.27410202642,194186.26708213225,372.4891715908166,99.63722309305507
20224,11440565,공덕동,18.0,18.0,0.0,CS100002,중식,80.0,66.7,50.0,4.0,5.0,2.0,3.0,3.0,6.0,75.0,50.0,25.0,2.6166666666666667,4.666666666666667,3.0,2.0,16.7,11.1,7815766.722222222,8,"8분위:3,741,083~4,890,361원",18628.0,138501.20518386282,191811.02838952478,372.4891715908166,99.63722309305507
20231,11440565,공덕동,15.0,15.0,0.0,CS100002,중식,80.0,50.0,66.7,4.0,5.0,1.0,2.0,2.0,3.0,66.7,66.7,66.7,2.6166666666666667,4.733333333333333,1.0,1.0,6.7,6.7,25301008.333333332,8,"8분위:3,741,083~4,890,361원",18628.0,134021.30762679162,161709.0340124876,364.3356972047675,84.2721919395618
20232,11440565,공덕동,15.0,15.0,0.0,CS100002,중식,80.0,50.0,33.3,4.0,5.0,1.0,2.0,1.0,3.0,66.7,66.7,66.7,2.6083333333333334,4.75,0.0,0.0,0.0,0.0,22662238.533333335,8,"8분위:3,741,083~4,890,361원",18628.0,142374.26250350592,168233.54841584063,364.3356972047675,84.2721919395618
20233,11440565,공덕동,15.0,15.0,0.0,CS100002,중식,50.0,50.0,40.0,1.0,2.0,2.0,4.0,2.0,5.0,66.7,66.7,66.7,2.533333333333333,4.716666666666667,0.0,0.0,0.0,0.0,24076762.533333335,8,"8분위:3,741,083~4,890,361원",18628.0,149163.702814829,201422.3257395291,364.3356972047675,84.2721919395618
20234,11440565,공덕동,14.0,14.0,0.0,CS100002,중식,100.0,20.0,33.3,1.0,1.0,1.0,5.0,1.0,3.0,100.0,66.7,33.3,2.8833333333333333,4.841666666666667,0.0,0.0,0.0,0.0,24522055.285714287,8,"8분위:3,741,083~4,890,361원",18559.0,131282.37798980006,160009.00134153044,357.3988664094164,125.81468357678436
20241,11440565,공덕동,14.0,14.0,0.0,CS100002,중식,100.0,20.0,100.0,4.0,4.0,1.0,5.0,1.0,1.0,100.0,66.7,33.3,2.7333333333333334,4.808333333333334,0.0,1.0,0.0,7.1,28078016.92857143,8,"8분위:3,741,083~4,890,361원",18559.0,131995.4292503677,161811.6744810377,357.3988664094164,125.81468357678436
20242,11440565,공덕동,15.0,15.0,0.0,CS100002,중식,100.0,0.0,66.7,5.0,5.0,0.0,3.0,2.0,3.0,66.7,66.7,66.7,2.591666666666667,4.766666666666667,0.0,0.0,0.0,0.0,26061221.933333334,8,"8분위:3,741,083~4,890,361원",18559.0,133772.08211189386,164432.5872368211,357.3988664094164,125.81468357678436
20243,11440565,공덕동,15.0,15.0,0.0,CS100002,중식,100.0,20.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,100.0,66.7,33.3,2.8916666666666666,4.825,1.0,0.0,6.7,0.0,21083058.0,8,"8분위:3,741,083~4,890,361원",18559.0,126916.43284129634,152397.67697767855,357.3988664094164,125.81468357678436
20244,11440565,공덕동,14.0,14.0,0.0,CS100002,중식,100.0,20.0,33.3,1.0,1.0,1.0,5.0,1.0,3.0,100.0,66.7,33.3,2.8833333333333333,4.841666666666667,0.0,0.0,0.0,0.0,24522055.285714287,8,"8분위:3,741,083~4,890,361원",18559.0,131282.37798980006,160009.00134153044,357.3988664094164,125.81468357678436
20191,11440565,공덕동,20.0,15.0,5.0,CS100003,일식,100.0,100.0,20.0,3.0,3.0,3.0,3.0,1.0,5.0,71.4,28.6,14.3,3.9833333333333334,4.833333333333333,0.0,0.0,0.0,0.0,26665054.32,8,"8분위:3,741,083~4,890,361원",17548.0,135958.12573004805,186018.82902888098,374.7654725024452,90.20823526514508
