quarter,dong_code,industry_code,dong_name,industry_name,monthly_sales,monthly_count,weekday_sales,weekend_sales,mon_sales,tue_sales,wed_sales,thu_sales,fri_sales,sat_sales,sun_sales,time_00_06_sales,time_06_11_sales,time_11_14_sales,time_14_17_sales,time_17_21_sales,time_21_24_sales,male_sales,female_sales,age_10_sales,age_20_sales,age_30_sales,age_40_sales,age_50_sales,age_60_above_sales,weekday_count,weekend_count,mon_count,tue_count,wed_count,thu_count,fri_count,sat_count,sun_count,time_00_06_count,time_06_11_count,time_11_14_count,time_14_17_count,time_17_21_count,time_21_24_count,male_count,female_count,age_10_count,age_20_count,age_30_count,age_40_count,age_50_count,age_60_above_count
20201,11440555,CS100002,아현동,중식음식점,73427972,3143,43928005,29499967,8720511,10361732,9472885,6725853,8647024,14547018,14952949,0,2012156,32614437,14277564,23816936,706879,38307964,29650441,115480,13619676,13175251,16394703,14980944,9672349,1883,1260,378,427,385,301,392,630,630,0,98,1344,686,966,49,1666,1295,7,574,595,721,581,483
20201,11440555,CS100001,아현동,한식음식점,2819054520,84733,2306672088,512382432,399803610,430955631,483077906,508379306,484455635,332032451,180349981,18148607,59584012,951763481,287635141,1105960749,395962530,1165653698,799279842,2157443,235902724,437282960,493816930,488622069,307151416,71362,13371,13419,14550,13825,14471,15097,9225,4146,398,1705,34885,11164,30253,6328,39257,30938,191,10080,16278,18213,15787,9646
20201,11440555,CS100007,아현동,치킨전문점,155229917,5867,118587350,36642567,17733509,22886716,24825399,20578876,32562850,19853257,16789310,17827173,0,922506,8225171,66544294,61710773,88093012,56986514,537269,15054311,36415227,40954893,38712711,13405113,4399,1468,698,853,887,807,1154,801,667,525,0,47,347,2655,2293,3215,2340,24,626,1409,1498,1394,602
20201,11440565,CS100008,공덕동,분식전문점,500222199,42834,411188107,89034092,55545208,75560560,78974979,77720483,123386877,47589331,41444761,13528615,67008528,180633247,95678589,112940458,30432762,215405624,198478820,3813439,72996469,89088165,98474851,104560375,44951141,35876,6958,6203,7197,6755,7831,7890,3950,3008,1248,5626,16152,6467,11139,2202,20370,20225,636,8838,10214,9523,8241,3146
20201,11440565,CS100001,공덕동,한식음식점,8561830453,222157,6816496860,1745333593,1180692871,1326578433,1370578419,1402111160,1536535977,1079372889,665960704,246439367,105759603,2301715701,745409333,3610076218,1552430231,4271853747,2269553755,12754347,861298700,1474775429,1513525767,1674118390,1004934880,181331,40826,33952,35883,35973,37039,38484,24823,16003,5355,5024,91565,21724,73755,24734,118682,72010,523,28708,41557,40955,47501,31440
20201,11440565,CS100002,공덕동,중식음식점,82128758,3642,49764328,32364430,8450255,10005907,12067774,9291098,9949294,16164561,16199869,57113,787247,33779225,13579144,32353319,1572710,38466420,30601923,714296,11020078,14798883,14059342,23003117,5472624,2313,1329,402,475,509,438,489,666,663,5,45,1439,782,1347,24,1934,1360,59,603,656,698,1040,239
20201,11440565,CS100003,공덕동,일식음식점,645192378,10097,565793459,79398919,94016742,100458105,104379967,133475301,133463344,64165861,15233058,14783037,30404,128964035,24221647,223116334,254076921,250933071,137307213,395246,54893948,128634664,104692136,60318449,39305841,9156,941,1679,1791,1662,1961,2063,652,289,260,4,4436,718,2784,1895,4401,3392,46,1620,2452,1858,1048,767
20201,11440565,CS100004,공덕동,양식음식점,547840042,7676,372938697,174901345,54755566,59389305,84358898,64998813,109436115,97155904,77745441,8362334,394936,178244695,62451470,212733115,85653492,219474512,231764255,1805829,62601316,139578582,80200912,114665907,52386219,5357,2319,841,978,1140,1042,1356,1289,1030,205,22,2626,1088,3106,629,2913,3962,34,1127,2106,1196,1689,720
20201,11440565,CS100005,공덕동,제과점,397469577,20333,254436704,143032873,44278609,43654378,43733352,54498737,68271628,81511317,61521556,0,20245210,87129116,95991989,172307937,21795325,147960144,230829916,1923715,93122161,138563690,83369226,42030951,19780317,13239,7094,2529,2231,2211,2809,3459,3973,3121,0,988,4192,5158,8797,1198,7310,12367,118,5404,7228,3891,2103,933
20201,11440565,CS100006,공덕동,패스트푸드점,193626267,4675,140622912,53003355,26685903,26413354,24093227,36776748,26653680,26118482,26884873,5315100,0,66439565,23855803,83224278,14791521,71479952,85646576,392381,34567165,30878263,41632126,32134671,17521919,3360,1315,681,633,560,834,652,628,687,209,0,1438,563,1984,481,1822,2363,20,1080,929,954,806,399
20201,11440565,CS100007,공덕동,치킨전문점,210823150,7635,159842243,50980907,21618818,31655046,30230993,39814158,36523228,26810863,24170044,22796956,389858,5415132,5934494,89462400,86824310,112723649,86251136,2430700,25138961,45692136,59325209,51940956,14446822,5662,1973,734,1111,1111,1270,1436,995,978,692,5,193,278,3486,2981,4100,3265,122,1083,1584,2062,1883,629
20201,11440565,CS100009,공덕동,호프-간이주점,1119033349,22099,856175142,262858207,127921088,129827776,159854819,169945068,268626391,146689952,116168255,227565520,23033874,38001583,65167907,262180045,503084420,724399225,226956715,687279,138065085,241209908,227217033,238353277,105823359,16299,5800,2520,2710,3263,3243,4563,3210,2590,3715,503,889,1600,6405,8987,14290,5750,50,3805,5002,4687,4354,2145
20201,11440565,CS100010,공덕동,커피-음료,508360445,106672,440544831,67815614,82997697,88309674,92698150,90729471,85809839,37001070,30814544,2813294,85664661,211977465,96825196,73094178,37985651,261138445,205009641,5010869,80500992,151787526,99576542,93114376,36157778,91375,15297,17570,19315,18068,18611,17811,8284,7013,69,28376,39408,22638,13850,2331,55728,47209,1577,21693,32887,20606,18852,7324
20201,11440585,CS100003,도화동,일식음식점,832066018,19493,645401718,186664300,92622494,117651054,127225840,146241633,161660697,128227960,58436340,36776927,928620,128275049,61698148,364081793,240305481,431012474,245690138,3328221,151001267,209772542,139670140,121766826,51163615,15279,4214,2575,2249,3525,3228,3702,2660,1554,945,40,6177,1941,7001,3389,9923,7233,197,4829,4902,3187,2894,1147
20201,11440585,CS100004,도화동,양식음식점,86112329,1437,62734297,23378032,11489454,9981115,18999743,10365143,11898842,7826088,15551944,43302219,346592,0,0,3669404,38794114,61653463,14022471,0,10848198,31141321,24701600,6930626,2054190,1027,410,217,144,231,206,229,193,217,568,12,0,0,108,749,1003,290,0,302,495,338,120,36
20201,11440585,CS100005,도화동,제과점,354713806,26129,259330478,95383328,53353327,45566663,47189620,50655559,62565309,55504837,39878491,0,35365128,102377233,62824223,132110904,22036318,133453413,154308112,1235751,58137608,73813204,72189381,52845470,29540109,20698,5431,3966,4069,3725,4033,4905,2983,2448,0,8564,4469,4163,8001,932,9735,15531,204,8286,7859,4771,2722,1424
20201,11440585,CS100006,도화동,패스트푸드점,129220704,6512,89970374,39250330,16516628,16017534,21541078,18501214,17393920,18830135,20420195,0,5703448,28671552,22576754,64943553,7325397,49668524,57278112,1614952,14563688,28443876,28679638,26716405,6928078,4492,2020,745,750,958,944,1095,993,1027,0,99,1462,1390,3174,387,2924,3117,104,1051,1468,1522,1438,457
20201,11440585,CS100007,도화동,치킨전문점,882156792,31610,693565111,188591681,117745950,145114286,138555198,140315837,151833840,108420672,80171009,77408289,2560505,110138134,25224719,354828574,311996571,450356116,315975177,7662289,182657733,185826922,164468291,152728693,72987367,25062,6548,4347,5073,4898,5167,5577,3547,3001,2102,202,6676,965,12277,9388,17708,11153,338,6473,7111,6226,5532,3185
20201,11440585,CS100008,도화동,분식전문점,1363656002,140264,1098850532,264805470,208097971,224216966,216610275,223433871,226491449,180757970,84047500,46328498,135743657,385095277,217643754,387696591,191148225,616008515,590537946,16914369,244071821,363988001,332434602,172874968,76262704,115306,24958,21897,24216,22323,23854,23016,17422,7536,1353,27155,40342,21853,39811,9750,58292,75003,1751,31547,40550,32751,18917,7775
20201,11440585,CS100009,도화동,호프-간이주점,1927770052,38529,1459185968,468584084,219945118,296816177,275458941,316116511,350849221,305800182,162783902,549004228,2919869,52540847,23254559,336230484,963820065,1193543275,458742347,5073635,371545121,533634371,399175035,253079822,89777641,29716,8813,5056,5886,5549,6167,7058,5581,3232,9037,57,3934,670,7529,17302,23289,11189,164,8873,11088,7155,5147,2049
20201,11440585,CS100010,도화동,커피-음료,1988908231,208424,1486971192,501937039,276307021,292442057,297325322,303755184,317141608,292502450,209434589,26677112,196740819,623134758,418381850,520632639,203341053,786658744,942662730,15889627,513710847,541025448,321137330,234981794,102576425,156971,51453,29787,31296,30839,31971,33078,29175,22278,2244,31344,61132,44248,51081,18375,86804,106085,2635,62528,59481,34974,23983,9282
20201,11440585,CS100001,도화동,한식음식점,10754119770,275765,8640151169,2113968601,1433808799,1770113410,1699038976,1803096283,1934093701,1216342003,897626598,352073610,124837767,2093095643,594294302,4886846506,2702971942,5359724156,2701358193,14039076,1243968118,2173556011,2077618277,1671531729,880369125,226055,49710,41706,46171,43981,46904,47293,28856,20854,6490,8139,110027,22184,90260,38665,144808,91870,753,42931,64583,57654,44916,25830
20201,11440585,CS100002,도화동,중식음식점,1335226122,35733,1075780412,259445710,174777045,210896701,197152015,238431480,254523171,150834809,108610901,20475855,291042,356244689,114519604,577217193,266477739,606498955,345528497,3943692,150371628,296087023,254746038,166945399,79933674,29487,6246,5165,6094,5669,6172,6387,3680,2566,390,14,15669,4034,12032,3594,17929,12330,352,6425,8966,7297,4749,2478
20201,11440590,CS100009,용강동,호프-간이주점,1751126905,14193,1590173375,160953530,192943494,328634740,377405861,361535032,329654248,142848899,18104631,536737478,0,564315,746352,206364961,1006713799,907679114,99871532,1224093,44372472,253392323,460119979,206346621,42095159,12443,1750,1871,2823,2380,2690,2679,1448,302,2431,0,18,18,2065,9661,7648,1839,33,888,2300,3124,2591,544
20201,11440590,CS100007,용강동,치킨전문점,137124306,3658,109270884,27853422,19617107,22378185,17444613,24614109,25216870,14878107,12975315,7641742,0,0,769297,57790499,70922768,67272361,34865807,720036,22741513,26620449,28409478,20273923,3372771,2754,904,511,547,476,565,655,479,425,176,0,0,42,1727,1713,1967,1072,30,664,818,821,587,117
20201,11440590,CS100006,용강동,패스트푸드점,91824414,14159,69679377,22145037,14229058,14165848,12749619,14736502,13798350,15166698,6978339,0,12458960,25889528,24746827,27611397,1117702,38588651,51539791,376400,7595118,22426825,37501814,12895347,9332939,11041,3118,2335,2294,2102,2198,2112,2214,904,0,1751,3894,3838,4518,158,5788,8219,67,1212,3448,5842,2053,1385
20201,11440590,CS100005,용강동,제과점,174152869,28547,140582799,33570070,26845795,26707565,27949884,26696601,32382954,18599377,14970693,0,53299311,27840352,28069112,52993421,11950673,68612389,90213028,582984,29745028,48222790,39792048,25581792,14900774,24839,3708,4916,4990,4813,5027,5093,2061,1647,0,13066,3762,3425,6729,1565,10719,16927,98,6914,8922,5900,3869,1944
20201,11440590,CS100004,용강동,양식음식점,141343332,3092,103879644,37463688,23173120,21434790,15996067,25365425,17910242,20270445,17193243,0,0,36942100,16729207,62284816,25387209,64755072,40367676,0,18984666,32562708,32887043,14813387,5874945,2537,555,433,551,444,599,510,363,192,0,0,1359,428,1093,212,1477,1220,0,519,996,725,280,174
20201,11440590,CS100001,용강동,한식음식점,12723801083,267415,9984515654,2739285429,1685900441,1958178639,2024625286,2180529907,2135281381,1701324488,1037960941,314735398,167091594,2687653179,1001135342,6057912328,2495273242,5616533697,2498414467,7742521,693309633,1965954607,2166772155,2136078936,1145090311,217348,50067,41033,44181,43078,44723,44333,29421,20646,5361,8330,114177,24839,88292,26416,141591,75243,579,25389,53479,54845,48418,34131
20201,11440590,CS100002,용강동,중식음식점,312267920,7893,248244794,64023126,45292060,60228598,46655830,52127175,43941131,31424515,32598611,0,66400,110726167,31410405,129172945,40892003,119860763,60860047,850954,10678316,30815832,52531262,53392561,32451891,6378,1515,1243,1436,1190,1266,1243,753,762,0,3,4446,945,2118,381,4022,2057,49,556,1471,1533,1534,935
20201,11440590,CS100003,용강동,일식음식점,784227477,22006,641801017,142426460,99799323,123682832,136406316,141566506,140346040,114857567,27568893,27886985,431277,220127330,56938726,317246444,161596715,336392849,241753140,2475459,113383138,197755396,137139839,89146332,38245822,18057,3949,3337,3453,3654,3514,4099,2889,1060,421,30,8407,2319,8545,2284,9577,9048,148,4630,6081,4071,2565,1124
20201,11440590,CS100010,용강동,커피-음료,447440601,68902,374218194,73222407,73808913,75789113,76867411,71554366,76198391,46253960,26968447,16937,73704385,169978476,98454831,83540557,21745415,198650356,170766544,1579163,69181340,119976716,82544288,64551646,31583745,56311,12591,11260,11435,11367,10991,11258,7258,5333,5,18221,22306,13869,11255,3246,35798,27328,330,13626,21623,13652,9552,4345
20201,11440590,CS100008,용강동,분식전문점,631610616,67720,491724721,139885895,67309496,108489482,112608840,110920992,92395911,77098841,62787054,1018863,47200194,245856156,109289450,192800545,35445408,310733801,255859016,5661234,78137243,155476279,199793471,88430599,39093991,53040,14680,7916,11979,11182,11234,10729,7909,6771,182,5507,26818,10490,20856,3867,33616,31182,704,9784,18515,22002,9676,4119
20201,11440600,CS100005,대흥동,제과점,495007740,73163,364989251,130018489,73542121,72887116,71387301,72899847,74272866,80384890,49633599,698043,66618139,108234834,107534094,162551858,49370772,245070864,238342624,5983271,88804722,86474049,115274404,105908706,80968336,57065,16098,11949,11657,11320,11258,10881,10629,5469,76,10902,15529,15757,23721,7178,36283,36094,1513,15645,12959,16118,15039,11104
20201,11440600,CS100004,대흥동,양식음식점,135578057,4963,90310534,45267523,14339925,14634043,19382204,21927425,20026937,20358253,24909270,0,0,27172579,25463161,64015870,18926447,69525904,60397524,647977,64213946,38530757,11732748,13271299,1526700,3425,1538,584,698,655,710,778,691,847,0,0,1237,998,2244,484,2493,2399,39,2415,1448,418,499,73
20201,11440600,CS100003,대흥동,일식음식점,82390281,6050,73461373,8928908,14367312,14542853,17477207,14273196,12800805,8849930,78978,0,0,43534636,9957393,28775309,122943,40483040,34928715,958968,39222629,12790330,8602886,11823810,2013134,5469,581,1109,1122,1210,1053,975,572,9,0,0,3092,742,2202,14,3138,2672,77,3131,944,657,891,110
20201,11440600,CS100002,대흥동,중식음식점,145692641,9648,111343678,34348963,19482709,21611125,19885898,25973989,24389957,19031094,15317869,3261268,853422,65197661,24424927,47964191,3991172,81269786,37219015,943436,29289547,23657929,26996049,21304310,16297528,7276,2372,1408,1472,1485,1475,1436,1400,972,424,104,4023,1606,3010,481,6578,2492,115,2846,1581,1951,1640,937
20201,11440600,CS100001,대흥동,한식음식점,4107351362,192961,3054680668,1052670694,525222550,598402221,621070659,666540427,643444811,598144613,454526081,161677756,91947606,1295590925,530871130,1474731138,552532807,2293086421,1292048793,20583581,948458935,645463971,676076553,805946818,488605359,153615,39346,29702,31567,30439,32031,29876,22821,16525,5850,5907,82373,25336,57083,16412,113868,69598,1866,60338,34442,29718,36301,20800
20201,11440600,CS100010,대흥동,커피-음료,411916466,81681,320948930,90967536,72424226,66276703,60247996,61861146,60138859,56573157,34394379,1357058,84314850,131074089,100808036,74419288,19943145,176892631,204832270,2668491,167121159,83926757,55231622,57973030,14803839,65022,16659,12653,13509,12609,13486,12765,10970,5689,202,20962,24524,19082,14430,2481,36864,41265,580,38275,18562,10612,7865,2238
20201,11440600,CS100009,대흥동,호프-간이주점,164535797,2917,126063564,38472233,21359583,25349195,17850331,21731380,39773075,25664924,12807309,93491095,14775834,4101186,4556873,9227235,38383574,115275900,32023387,216585,39282399,32581573,32519809,11647656,31051264,2198,719,337,448,408,427,578,431,288,1436,192,45,36,264,944,1956,809,6,1120,703,394,151,391
20201,11440600,CS100008,대흥동,분식전문점,383737193,52190,306724800,77012393,66318909,61345974,58287733,62572058,58200126,47110491,29901902,397072,30900571,148469840,70676930,116632019,16660761,164772958,201258072,3615762,120796875,68179133,88299955,63363655,21775655,41787,10403,8687,8785,8139,8423,7753,6226,4177,44,4906,18470,9265,16779,2726,22720,28470,613,18932,10747,9781,8306,2811
20201,11440600,CS100006,대흥동,패스트푸드점,223280649,20492,153325362,69955287,30883673,27082972,30695274,32944595,31718848,39040165,30915122,9571517,6351928,42260206,38560475,98786188,27750335,115481994,95327092,5471946,71338526,42057953,44499763,35466765,11974136,14731,5761,2957,2776,2836,3055,3107,3211,2550,367,1082,4016,4191,8908,1928,10248,9919,737,7740,3945,3925,2948,872
20201,11440610,CS100007,염리동,치킨전문점,370853854,15381,278881075,91972779,48968898,53848944,50317721,58181403,67564109,49736933,42235846,37392193,0,27920836,13004778,154681538,137854509,186396488,145598130,5036773,71518886,75563743,96450416,60260243,23164555,11443,3938,2037,2285,2092,2237,2792,2166,1772,1277,0,1834,754,6676,4840,8054,6312,291,2835,3300,4136,2820,982
20201,11440610,CS100001,염리동,한식음식점,2411351521,74694,1871465712,539885809,314628298,386874769,381061131,373594271,415307243,291616532,248269277,71664195,15092817,726629781,201244973,1066446096,330273659,1182887299,713486290,14024433,284429861,435343896,460119065,441389941,261066395,61413,13281,11722,12807,11872,12440,12572,7495,5786,1559,1209,34446,6999,23732,6749,38833,27151,1257,12070,15639,15921,12850,8257
20201,11440610,CS100002,염리동,중식음식점,13569950,631,8881329,4688621,2542675,1541835,1776266,1298386,1722167,1559867,3128754,4886985,0,901658,631161,955757,6194389,7866611,4891847,0,4288818,3916894,1611724,1550062,1390962,432,199,135,81,72,63,81,72,127,225,0,36,36,27,307,366,219,0,221,164,73,55,72
20201,11440610,CS100003,염리동,일식음식점,224398857,2686,174901499,49497358,32774394,36112062,30030198,31885738,44099107,22168547,27328811,0,0,0,0,140801625,83597232,94812456,79187646,0,43782547,79070126,32364038,15842435,2940958,2049,637,406,392,368,360,523,301,336,0,0,0,0,1611,1075,1198,968,0,606,937,394,207,24
20201,11440610,CS100006,염리동,패스트푸드점,33851959,2357,25531295,8320664,5360818,7543708,2025431,5970064,4631274,3455201,4865463,117229,492431,7182058,6571868,12982195,6506178,15698642,13359351,676109,10237735,5536566,4161387,6825872,1620324,1914,443,418,472,254,396,374,208,235,5,138,858,565,567,224,1126,898,35,466,350,410,557,208
20201,11440610,CS100005,염리동,제과점,646975428,63275,451932362,195043066,85753572,73662704,86628259,120850891,85036936,96560863,98482203,0,99504526,204869979,173985347,157044283,11571293,257391953,364455461,1594679,117937047,201058728,161496322,95813458,43947176,45122,18153,8696,7872,8687,11308,8559,8968,9185,0,10911,17970,16490,16306,1598,25156,36657,269,13421,18937,15336,9339,4510
20201,11440610,CS100004,염리동,양식음식점,1656058322,22120,1256501393,399556929,185467297,226423926,265071262,226995689,352543219,387987713,11569216,1254237,39033,249506050,253001793,816245938,336011271,543020483,870646734,459642,562700720,646049818,98103665,84350228,22003141,16827,5293,2669,2979,3548,3247,4384,5042,251,12,5,4342,3882,10141,3738,7676,11873,39,7513,8957,1328,1294,418
20201,11440610,CS100010,염리동,커피-음료,434975350,56484,337394382,97580968,57043024,70886387,69126516,66793963,73544492,62294804,35286164,502047,24122021,115708346,69662610,122696553,102283773,177137033,199184431,20673513,86994717,117789850,89787011,47388523,13687854,41576,14908,8159,8594,7821,8380,8622,8446,6462,5,8142,16951,13690,13570,4126,24043,30762,5028,13736,13332,13107,7667,1932
20201,11440610,CS100009,염리동,호프-간이주점,193759958,7025,159598577,34161381,24523130,33654378,19850735,30413094,51157240,26322331,7839050,21130274,1183062,8827361,14110750,76125314,72383197,85606185,76257325,0,42928216,57759158,47432906,11752102,1991126,5716,1309,985,1287,957,1068,1419,977,332,132,247,1668,2632,1745,601,2060,4805,0,2981,1589,1842,290,161
20201,11440610,CS100008,염리동,분식전문점,299961605,23406,227193066,72768539,43033264,38575634,46893778,49590031,49100359,42972551,29795988,0,4062559,100226480,56830342,116686274,22155950,119724503,159477246,14256121,59955125,64745616,71046857,49803283,19394745,18329,5077,3634,3255,3675,3939,3826,3119,1958,0,482,8445,4374,8668,1437,9045,13127,1283,5048,4958,5624,3877,1383
20201,11440630,CS100002,신수동,중식음식점,276250876,12949,183714516,92536360,26855308,39256334,33818229,40762359,43022286,41463287,51073073,1886131,3065244,120529437,52120335,94831645,3818084,144573790,93685515,1970087,20060614,48724157,78333875,54205190,34965382,9037,3912,1339,2036,1750,1905,2007,1907,2005,35,175,5852,2787,4011,89,7228,4257,136,1127,2512,3792,2413,1505
20201,11440630,CS100008,신수동,분식전문점,112406313,8992,94041560,18364753,18816264,26081012,14015861,19937826,15190597,16473525,1891228,0,7749374,44759645,24487181,35410113,0,51794011,47914903,860744,17449890,26752704,30529438,15892314,8223824,7510,1482,1806,1598,1193,1600,1313,1233,249,0,83,3492,2526,2891,0,4265,4490,79,1864,2202,2536,1462,610
20201,11440630,CS100007,신수동,치킨전문점,66106115,2873,45854324,20251791,8284048,7931178,8045024,10009404,11584670,10190999,10060792,6989624,0,180643,2917904,28039420,27978524,43665860,17483648,1021727,11488283,11498062,14069982,14919366,8152089,2000,873,342,350,407,362,539,454,419,259,0,10,152,1319,1133,1842,893,92,501,453,648,629,413
20201,11440630,CS100006,신수동,패스트푸드점,50223326,1661,28161484,22061842,761322,3746692,9094634,6991793,7567043,13649373,8412469,0,0,9635255,9581660,27459256,3547155,19848785,20748904,582673,4280992,7228434,16090275,8571329,3843989,906,755,27,153,226,231,269,441,314,0,0,346,241,949,125,720,725,27,153,269,521,324,148
20201,11440630,CS100005,신수동,제과점,421643218,51412,309694594,111948624,49560000,53912238,69380097,75444377,61397882,56074489,55874135,2009707,61717298,91200221,94060461,125632627,47022904,190503579,222742130,1522115,72762547,82966431,105878559,103643107,46472950,37373,14039,6311,7110,8316,9245,6391,7000,7039,210,8488,10868,11123,14919,5804,23257,27437,226,11502,10432,12369,11387,4777
20201,11440630,CS100004,신수동,양식음식점,93644115,3745,71830931,21813184,10222426,21830547,17881818,10004538,11891602,11878972,9934212,20155043,0,14535638,7097586,25821228,26034620,48920119,44138793,0,39248943,16250808,9569984,11593346,16395831,3063,682,534,765,715,504,545,344,338,544,0,1173,396,960,672,2274,1461,0,1752,721,539,546,177
20201,11440630,CS100010,신수동,커피-음료,824095971,124325,624186974,199908997,109674093,128658711,129788183,130479574,125586413,111053828,88855169,0,162193681,275098408,211359488,143654478,31789916,410360061,348196570,474857,153321402,208030762,176388672,145686659,74654276,95055,29270,18067,21267,18760,19915,17046,14619,14651,0,28440,36676,31949,22547,4713,65660,52099,111,26786,35036,24676,19855,11293
20201,11440630,CS100009,신수동,호프-간이주점,42129309,1440,32497563,9631746,6757697,5968152,8568634,6467759,4735321,4721379,4910367,9513487,0,0,200685,7203696,25211441,35961194,4540743,323270,6290206,6165821,10028040,12169767,5524833,1140,300,267,213,278,231,151,167,133,305,0,0,7,284,844,1257,140,23,176,217,391,366,223
20201,11440630,CS100001,신수동,한식음식점,1483363182,67335,1198337013,285026169,186297975,254122710,255140032,255302408,247473888,172258199,112767970,34080959,18587966,573720969,133732946,491233333,232007009,720357354,429911128,5547248,150467373,222499353,310845351,283797279,177111881,55469,11866,10558,11588,11104,11194,11025,7369,4497,1490,1829,30599,7640,20243,5534,39172,21191,647,9819,12908,14758,12729,9499
20201,11440655,CS100003,서강동,일식음식점,949088272,44000,629595507,319492765,124201175,116963336,116139496,123250535,149040965,183025983,136466782,73865733,448401,212896129,121204956,378738541,161934512,522045236,391591351,7904351,460355740,275735982,91960191,60495010,17185313,30324,13676,5991,5745,5788,6063,6737,7557,6119,1158,10,13473,7046,18297,4016,23696,19511,591,22772,11675,4096,3244,827
20201,11440655,CS100004,서강동,양식음식점,1902630912,58874,1123913662,778717250,112491881,210342411,235318602,271285292,294475476,478702042,300015208,202027928,2910792,324981884,311512965,768419839,292777504,824728771,943900126,21979715,817268950,519489658,210898918,152530424,46461234,35168,23706,3554,6784,7190,8625,9015,13630,10076,5670,170,12477,12176,22864,5517,25009,32250,1361,28462,15642,5995,4652,1144
20201,11440655,CS100005,서강동,제과점,851274784,93372,575377841,275896943,102476927,110235033,107704667,114777644,140183570,153589231,122307712,442389,95388167,178277629,221054807,271463086,84648706,302972123,517134823,9949436,289865534,194199979,149111509,120655272,56325215,66949,26423,12835,13454,12722,13381,14557,14540,11883,38,14847,18385,22267,28236,9599,32536,57858,1193,30926,21091,16782,13916,6485
20201,11440655,CS100006,서강동,패스트푸드점,109622713,4292,68082822,41539891,13366997,12390507,16459924,14435887,11429507,21361526,20178365,0,0,33539569,27497781,46677076,1908287,46415070,48498816,936645,44639794,24827243,12406587,9397428,2706186,2756,1536,550,491,638,568,509,780,756,0,0,1295,1070,1844,83,1863,2064,60,1809,1017,532,408,101
20201,11440655,CS100007,서강동,치킨전문점,15649649,716,10402452,5247197,2200012,1661503,1484188,2574344,2482405,2981512,2265685,2817331,0,0,525376,8028408,4278534,8675477,5693567,148750,2606829,5332562,2699215,2067960,1513729,479,237,111,79,59,118,112,138,99,131,0,0,34,347,204,394,289,7,120,269,114,99,74
20201,11440655,CS100008,서강동,분식전문점,222537869,23712,163939680,58598189,32720097,32293689,31306179,32104021,35515694,30933965,27664224,1528333,14516405,64203790,47688597,84627900,9972844,90495647,102300251,1830264,79145556,48957477,32747421,22955001,7160182,17483,6229,3634,3418,3310,3520,3601,3275,2954,75,1936,6689,5100,8885,1027,9908,12634,258,10367,5704,3227,2229,756
20201,11440655,CS100009,서강동,호프-간이주점,1212175500,34261,805470913,406704587,127429480,140719077,150771825,181091471,205459060,268858077,137846510,372933846,3000087,10167601,8233248,262954566,554886152,681756946,459201282,2221931,515364517,384027474,130761342,86244473,22338496,24344,9917,3959,4710,4264,5453,5958,6962,2955,8120,160,1223,1130,9985,13643,19766,13804,178,15107,10258,3942,3179,905
20201,11440655,CS100010,서강동,커피-음료,1223198718,163580,896727107,326471611,163915839,182255017,174981423,184819861,190754967,192492700,133978911,26472174,51077116,361903046,320121135,337571114,126054133,518150920,628277497,13511332,539737413,300354353,144646197,114907221,33271903,125828,37752,24098,25282,24691,25796,25961,21492,16260,1439,12597,52574,44721,40442,11807,76211,84316,2002,83450,38160,18343,13947,4623
20201,11440655,CS100001,서강동,한식음식점,3783418869,126469,2596939696,1186479173,420229635,490676777,515655373,557208810,613169101,708974204,477504969,501089324,43342864,586782038,295675077,1433437510,923092056,1882994202,1428854326,31969380,1269238929,914927612,605558997,370172629,119980988,91516,34953,16559,18352,17358,19090,20157,20108,14845,11475,3727,35766,16802,41262,17437,63077,55689,1837,46842,30860,20017,14676,4542
20201,11440655,CS100002,서강동,중식음식점,348125501,9619,241360357,106765144,40250179,47033254,48815291,48935053,56326580,54534459,52230685,0,0,103122753,57156255,146519282,41327211,181818410,95678803,1165920,82040250,74651093,52056536,41624443,25958968,7243,2376,1372,1504,1497,1453,1417,1166,1210,0,0,3662,1622,3850,485,5702,2959,56,3515,2008,1271,1142,674
20201,11440660,CS100005,서교동,제과점,2978582376,333548,2058568450,920013926,354780187,396495846,408158088,418755418,480378911,529982659,390031267,2340220,265418871,571604326,778843742,1121556173,238819044,943959283,1900936825,64155483,1199659082,725112969,425963161,292111143,137894272,234590,98958,42592,45970,47196,47207,51625,56046,42912,224,36566,63355,82666,124657,26080,102276,223936,9007,146855,79758,44013,32534,14048
20201,11440660,CS100004,서교동,양식음식점,8870008505,320564,4938467273,3931541232,842741997,878742103,1031044970,933129682,1252808521,2023638887,1907902345,1294084997,55510736,1285397937,1402092210,3213410872,1619511753,3597457681,4822262902,140468021,4680000364,2134960232,744031695,559354177,160906087,176041,144523,31375,29072,37846,34295,43453,66193,78330,65082,2018,55476,53631,102813,41544,119081,194500,7919,184104,72530,24630,19969,4433
20201,11440660,CS100001,서교동,한식음식점,39310299537,1484449,27227310071,12082989466,4857225838,5005278803,5333706420,5551895509,6479203501,6923233518,5159755948,4369524411,861083032,6622997065,3484939481,14081583716,9890171832,20252172125,15053186285,581534936,15152099512,8814226462,5098132309,3786253938,1873111258,1071222,413227,196575,207254,211649,220428,235316,233332,179895,131689,49080,427237,189760,452202,234481,762232,639913,32485,613063,320754,200055,159280,76539
