quarter,dong_code,dong_name,time_zone,total_avg_pop,weekday_avg_pop,weekend_avg_pop
20231,11440590,용강동,7,26152.30466,26372.62506461539,25579.471607999996
20232,11440590,용강동,7,26168.54457912088,26405.464572307697,25576.244596153843
20233,11440590,용강동,7,24400.018598913044,24489.59961538461,24184.36059629629
20234,11440590,용강동,7,24082.18670108696,24074.531687692306,24100.615437037035
20241,11440590,용강동,7,24472.453601098907,24572.11109384616,24223.30986923077
20242,11440590,용강동,7,24551.286240659338,24423.746793846156,24870.13485769231
20243,11440590,용강동,7,24344.4151771739,24275.121610606064,24520.314230769236
20244,11440590,용강동,7,23645.17327934783,23537.628231818184,23918.172246153852
20251,11440590,용강동,7,23239.584355555555,23121.962253125,23529.115684615386
20252,11440590,용강동,7,23732.237290109886,23665.913406153846,23898.047000000002
20253,11440590,용강동,7,24070.132085555564,24049.9731921875,24119.75397692308
20254,11440590,용강동,7,23899.250434782614,23758.15376060607,24257.418915384616
20261,11440590,용강동,7,23717.074410169487,23646.866566666667,23890.52908235294
20191,11440590,용강동,8,24729.653389285715,24932.705915,24222.022075
20192,11440590,용강동,8,25461.331278021975,25941.954315384613,24259.773684615386
20193,11440590,용강동,8,25685.639590217383,26186.405231818182,24414.46526923077
20194,11440590,용강동,8,26793.4528,27161.84336060606,25858.307530769227
20201,11440590,용강동,8,29659.15432166667,30141.470778571424,28533.74925555555
20202,11440590,용강동,8,28442.497252747253,28895.53730307693,27309.89712692308
20203,11440590,용강동,8,28383.922419565213,28880.50855909091,27123.357603846154
20204,11440590,용강동,8,27439.262077173917,27809.423172727278,26499.622373076927
20211,11440590,용강동,8,28094.043833333337,28540.885575000004,26994.1257
20212,11440590,용강동,8,27908.285929670332,28280.4312723077,26977.922573076925
20213,11440590,용강동,8,30233.009434782605,30815.992074242422,28753.13042692308
20214,11440590,용강동,8,30846.29055217391,31374.556854545455,29505.30686153846
20221,11440590,용강동,8,31214.196448888895,31850.178037499998,29648.70330769231
20222,11440590,용강동,8,31100.202253846164,31638.408592307696,29754.68640769231
20223,11440590,용강동,8,29584.700989130444,30235.143530303034,27933.57761538461
20224,11440590,용강동,8,26978.51101195652,27435.339598461534,25878.738488888885
20231,11440590,용강동,8,27004.51354444444,27533.76864461539,25628.450284
20232,11440590,용강동,8,26622.115610989014,27003.355580000007,25669.01568846154
20233,11440590,용강동,8,24879.853418478255,25228.10636153846,24041.466703703703
20234,11440590,용강동,8,24505.74889021739,24772.111789230778,23864.50487407408
20241,11440590,용강동,8,24859.977214285715,25277.41855076923,23816.373873076922
20242,11440590,용강동,8,24421.340816483516,24419.273086153844,24426.510142307692
20243,11440590,용강동,8,24557.740097826085,24724.393195454548,24134.69761923077
20244,11440590,용강동,8,23637.648247826084,23634.052184848486,23646.776715384618
20251,11440590,용강동,8,23477.635440000002,23587.764037499997,23206.549661538455
20252,11440590,용강동,8,23391.17264945055,23330.65493846154,23542.466926923076
20253,11440590,용강동,8,24028.433114444444,24141.91616406251,23749.090223076924
20254,11440590,용강동,8,23969.45795543478,23921.268866666665,24091.784103846152
20261,11440590,용강동,8,24509.311091525422,24842.336176190474,23686.543235294117
20191,11440590,용강동,9,24797.376885714282,25072.657225,24109.1760375
20192,11440590,용강동,9,25846.21407802198,26519.237330769232,24163.65594615384
20193,11440590,용강동,9,26174.177258695654,26880.693339393936,24380.713361538466
20194,11440590,용강동,9,27267.244772826092,27885.79690151516,25697.073984615385
20201,11440590,용강동,9,30181.728415000012,30960.271916666683,28365.12691111111
20202,11440590,용강동,9,29008.132392307692,29693.899332307694,27293.71504230769
20203,11440590,용강동,9,29051.171883695646,29808.70982575759,27128.19095384615
20204,11440590,용강동,9,27970.016998913048,28544.91186818183,26510.668484615388
20211,11440590,용강동,9,28635.956096666672,29288.221332812514,27030.380130769234
20212,11440590,용강동,9,28378.892460439565,28919.70310461538,27026.86585
20213,11440590,용강동,9,30649.56557717392,31447.485537878783,28624.076446153846
20214,11440590,용강동,9,31356.44856956522,32137.540289393935,29373.677280769232
20221,11440590,용강동,9,31718.76880444444,32559.421629687495,29649.46954230769
20222,11440590,용강동,9,31537.75442967033,32258.38877384616,29736.168569230766
20223,11440590,용강동,9,29870.613067391292,30691.092153030302,27787.85846538462
20224,11440590,용강동,9,27151.963390217385,27773.44393538461,25655.80652222222
20231,11440590,용강동,9,27251.852268888888,27962.99489384616,25402.881444000002
20232,11440590,용강동,9,26687.15261758242,27195.40084461538,25416.53205
20233,11440590,용강동,9,24726.962959782606,25267.133155384618,23426.55322962963
20234,11440590,용강동,9,24358.091255434778,24843.729383076923,23188.96242962963
20241,11440590,용강동,9,24720.499961538466,25404.69624461539,23010.009253846154
20242,11440590,용강동,9,24134.368337362637,24406.99240153846,23452.808176923078
20243,11440590,용강동,9,24509.819572826087,24918.099739393943,23473.416073076925
20244,11440590,용강동,9,23610.754224999993,23882.794953030305,22920.189300000002
20251,11440590,용강동,9,23428.337594444438,23784.0277015625,22552.792715384618
20252,11440590,용강동,9,23273.06275604396,23476.868827692306,22763.547576923076
20253,11440590,용강동,9,24037.31929777778,24460.598487500003,22995.40129230769
20254,11440590,용강동,9,23874.69322282609,24122.15267878788,23246.52691153846
20261,11440590,용강동,9,24504.589564406782,25120.84483571428,22982.076541176473
20191,11440590,용강동,10,24622.68870714286,25003.542909999996,23670.5532
20192,11440590,용강동,10,25710.667735164843,26442.07624,23882.146473076926
20193,11440590,용강동,10,26025.91785108696,26811.224603030303,24032.446865384616
20194,11440590,용강동,10,27143.052551086956,27863.826862121212,25313.394684615385
20201,11440590,용강동,10,30299.138914999996,31257.22034999999,28063.615566666667
20202,11440590,용강동,10,29014.207482417576,29852.172549230774,26919.294815384616
20203,11440590,용강동,10,29068.739601086963,30009.582763636365,26680.445419230768
20204,11440590,용강동,10,28055.680085869568,28781.533174242424,26213.129938461534
20211,11440590,용강동,10,28795.564998888887,29569.023768749998,26891.666488461542
20212,11440590,용강동,10,28453.750317582417,29138.70773692308,26741.356769230762
20213,11440590,용강동,10,30684.364161956535,31610.122260606062,28334.362834615386
20214,11440590,용강동,10,31402.0547152174,32355.970207575767,28980.57692692308
20221,11440590,용강동,10,31818.70117000001,32830.90863593751,29327.11356153846
20222,11440590,용강동,10,31431.18617912089,32350.464721538472,29132.989823076918
20223,11440590,용강동,10,29790.546129347833,30783.509993939395,27269.945550000004
20224,11440590,용강동,10,27045.922133695647,27770.83717846153,25300.756285185184
20231,11440590,용강동,10,27241.89103222222,28081.951610769233,25057.733528
20232,11440590,용강동,10,26507.070150549447,27102.140493846153,25019.39429230769
20233,11440590,용강동,10,24488.457560869563,25200.13677538461,22775.15574814815
20234,11440590,용강동,10,24052.057896739127,24712.359643076914,22462.442581481482
20241,11440590,용강동,10,24387.12809010989,25200.74897230769,22353.075884615384
20242,11440590,용강동,10,23647.5383989011,24071.877693846156,22586.690161538463
20243,11440590,용강동,10,24149.759960869564,24801.829578787878,22494.506315384617
20244,11440590,용강동,10,23319.858110869565,23757.589251515154,22208.694446153844
20251,11440590,용강동,10,23254.66020222223,23816.077639062496,21872.709588461537
20252,11440590,용강동,10,22862.27051978022,23264.82327692308,21855.88862692308
20253,11440590,용강동,10,23747.95045333334,24391.3002109375,22164.320280769232
20254,11440590,용강동,10,23555.106502173912,24014.092422727277,22389.988396153843
20261,11440590,용강동,10,24299.32938644067,25126.551671428573,22255.60374117647
20191,11440590,용강동,11,24696.931882142864,25309.796385,23164.770625000005
20192,11440590,용강동,11,25999.16066043957,26916.470452307694,23705.88618076923
20193,11440590,용강동,11,26354.83862065217,27393.47661363636,23718.29602307692
20194,11440590,용강동,11,27540.97760978261,28479.908896969693,25157.53665
20201,11440590,용강동,11,30495.426535,31631.924897619047,27843.59702222222
20202,11440590,용강동,11,29160.338496703298,30153.144218461533,26678.324192307693
20203,11440590,용강동,11,29292.540096739125,30439.55771060606,26380.880000000005
20204,11440590,용강동,11,28267.54743478261,29185.30546666667,25937.853969230768
20211,11440590,용강동,11,28982.9957,29940.175996874998,26626.859584615388
20212,11440590,용강동,11,28696.846791208784,29607.769293846148,26419.540534615386
20213,11440590,용강동,11,31061.267422826084,32255.200672727275,28030.513788461536
20214,11440590,용강동,11,31785.813489130436,32973.795754545456,28770.1662
20221,11440590,용강동,11,32083.307946666668,33284.6297578125,29126.208103846155
20222,11440590,용강동,11,31757.043123076925,32933.68154307692,28815.44707307691
20223,11440590,용강동,11,30052.545464130442,31284.76065303031,26924.61459999999
20224,11440590,용강동,11,27239.136144565215,28157.244861538464,25028.874418518513
20231,11440590,용강동,11,27547.892791111106,28597.418607692307,24819.125668
20232,11440590,용강동,11,26770.598963736258,27556.20442153846,24806.585319230773
20233,11440590,용강동,11,24635.67227717392,25580.917929230767,22360.080892592592
20234,11440590,용강동,11,24212.19050326086,25125.668409230762,22013.07702592593
20241,11440590,용강동,11,24418.914837362638,25479.564298461537,21767.291184615387
20242,11440590,용강동,11,23688.72726813187,24372.81547692308,21978.506746153846
20243,11440590,용강동,11,24250.713638043475,25153.445869696967,21959.162588461535
20244,11440590,용강동,11,23464.523514130437,24126.61102424243,21783.83983461538
20251,11440590,용강동,11,23386.58354222222,24190.97295625,21406.548061538462
20252,11440590,용강동,11,23005.212849450545,23638.588146153845,21421.774607692307
20253,11440590,용강동,11,23804.97168111111,24712.675810937497,21570.623053846157
20254,11440590,용강동,11,23622.89734130434,24413.682403030303,21615.519876923077
20261,11440590,용강동,11,24380.6843898305,25471.041314285725,21686.8614
20191,11440590,용강동,12,24654.826171428573,25340.27673,22941.199775
20192,11440590,용강동,12,25929.448076923076,26861.614035384613,23599.033180769227
20193,11440590,용강동,12,26450.09675978261,27515.07700757576,23746.685361538464
20194,11440590,용강동,12,27695.955594565217,28688.431204545454,25176.59443076923
20201,11440590,용강동,12,30371.303233333336,31635.800476190474,27420.809666666668
20202,11440590,용강동,12,29079.6432945055,30103.86163230769,26519.09745
20203,11440590,용강동,12,29325.49831086957,30563.29077121212,26183.409757692305
20204,11440590,용강동,12,28286.61412934782,29287.16435,25746.755876923078
20211,11440590,용강동,12,29066.294452222224,30158.364859374997,26378.12114230769
20212,11440590,용강동,12,28786.692930769226,29816.916181538458,26211.134803846155
20213,11440590,용강동,12,31097.97628586958,32386.5494909091,27826.982765384615
20214,11440590,용강동,12,31945.213035869558,33264.44998636364,28596.380776923077
20221,11440590,용강동,12,32198.34267222223,33489.8092,29019.348142307696
20222,11440590,용강동,12,31886.196725274734,33146.588164615365,28735.21812692308
20223,11440590,용강동,12,30113.02245652174,31403.634900000005,26836.852407692306
20224,11440590,용강동,12,27397.19848152175,28459.27056461539,24840.35828148148
20231,11440590,용강동,12,27743.53290333333,28880.005801538453,24788.703368
20232,11440590,용강동,12,27006.660273626374,27887.088189230773,24805.59048461539
20233,11440590,용강동,12,24751.642970652174,25885.40429538461,22022.217559259254
20234,11440590,용강동,12,24398.312349999993,25544.894838461536,21638.021174074074
20241,11440590,용강동,12,24563.96649120879,25808.257084615387,21453.240007692308
20242,11440590,용강동,12,23867.81342637363,24726.11947076923,21722.048315384614
20243,11440590,용강동,12,24364.65959565217,25424.09560454545,21675.322034615387
20244,11440590,용강동,12,23609.341420652174,24462.302254545444,21444.13315
20251,11440590,용강동,12,23412.55583333334,24405.690885937496,20967.915703846156
20252,11440590,용강동,12,23111.44444065934,23942.648855384614,21033.433403846153
20253,11440590,용강동,12,23994.06087222222,25098.482990625,21275.48335
20254,11440590,용강동,12,23741.801570652173,24671.620740909093,21381.49136923077
20261,11440590,용강동,12,24303.262438983045,25590.45891190477,21123.129976470584
20191,11440590,용강동,13,24328.806235714284,25116.205815,22360.3072875
20192,11440590,용강동,13,25654.31042417583,26694.50628153846,23053.82078076923
20193,11440590,용강동,13,26208.801755434783,27329.92672424242,23362.869142307693
20194,11440590,용강동,13,27369.98824456522,28413.188425757577,24721.864707692308
20201,11440590,용강동,13,30091.089250000005,31405.783511904767,27023.469305555558
20202,11440590,용강동,13,28799.421276923076,29865.89006461539,26133.24930769231
20203,11440590,용강동,13,29047.899697826088,30311.377753030305,25840.609249999998
20204,11440590,용강동,13,27954.792722826085,28951.117915151513,25425.659542307698
20211,11440590,용강동,13,28755.451445555547,29890.397831249997,25961.737265384614
20212,11440590,용강동,13,28491.900568131863,29534.594840000005,25885.16488846153
20213,11440590,용강동,13,30749.453489130425,32133.560913636356,27235.950026923074
20214,11440590,용강동,13,31617.506672826083,33080.16749393939,27904.59843461539
20221,11440590,용강동,13,31870.018837777785,33321.7751734375,28296.464780769238
20222,11440590,용강동,13,31441.842259340643,32815.5581953846,28007.552419230768
20223,11440590,용강동,13,29717.257486956503,31130.112874242423,26130.778426923076
20224,11440590,용강동,13,26959.473341304347,28140.696270769236,24115.788511111106
20231,11440590,용강동,13,27410.75998333333,28667.780601538456,24142.506376
20232,11440590,용강동,13,26580.892364835163,27562.19071538461,24127.646488461534
20233,11440590,용강동,13,24347.371582608692,25571.851367692307,21399.549877777783
20234,11440590,용강동,13,24017.151257608704,25271.384875384614,20997.699955555556
20241,11440590,용강동,13,24205.120447252742,25530.03910153847,20892.82381153846
20242,11440590,용강동,13,23509.454998901092,24481.786044615386,21078.62738461538
20243,11440590,용강동,13,24011.88534130435,25165.029498484855,21084.67325
20244,11440590,용강동,13,23361.405757608696,24373.401459090906,20792.49359230769
20251,11440590,용강동,13,23063.873404444446,24168.975004687498,20343.62331153846
20252,11440590,용강동,13,22752.313537362636,23654.250155384612,20497.471992307692
20253,11440590,용강동,13,23609.30335888889,24836.342737500003,20588.898734615384
20254,11440590,용강동,13,23357.2604326087,24401.04355151515,20707.65713076923
20261,11440590,용강동,13,23997.009499999993,25395.48306666666,20541.957158823527
20191,11440590,용강동,14,23937.777925000002,24790.536609999996,21805.881212500004
20192,11440590,용강동,14,25341.218100000006,26490.56949230769,22467.83961923077
20193,11440590,용강동,14,25982.24014891305,27185.200780303036,22928.570853846155
20194,11440590,용강동,14,27014.98054782609,28168.464925757584,24086.904819230767
20201,11440590,용강동,14,29812.81058833334,31159.826573809532,26669.773288888882
20202,11440590,용강동,14,28572.477627472523,29733.12155230769,25670.867815384616
20203,11440590,용강동,14,28813.05998043478,30130.274959090908,25469.36041923077
20204,11440590,용강동,14,27722.2410826087,28785.205663636363,25023.94637692308
20211,11440590,용강동,14,28527.897712222224,29734.0425859375,25558.925715384616
20212,11440590,용강동,14,28263.205898901095,29387.252101538455,25453.09039230769
20213,11440590,용강동,14,30436.653589130427,31875.26549393939,26784.792600000004
20214,11440590,용강동,14,31230.321305434787,32834.6192439394,27157.87269230769
20221,11440590,용강동,14,31514.819808888908,33083.824359375,27652.654761538466
20222,11440590,용강동,14,30945.93554065935,32388.907704615383,27338.50513076924
20223,11440590,용강동,14,29232.8224597826,30684.3567530303,25548.158484615386
20224,11440590,용강동,14,26414.24818152173,27664.120341538463,23405.296685185185
20231,11440590,용강동,14,27049.165758888885,28414.947130769226,23498.134191999994
20232,11440590,용강동,14,26082.84157252747,27110.640713846155,23513.34371923077
20233,11440590,용강동,14,23825.47805543479,25091.87880769231,20776.735503703705
20234,11440590,용강동,14,23377.132931521748,24596.761543076926,20440.989977777775
20241,11440590,용강동,14,23569.72267802198,24905.265427692306,20230.865803846158
20242,11440590,용강동,14,22772.108124175826,23726.799164615393,20385.380523076925
20243,11440590,용강동,14,23376.981094565213,24555.55083333333,20385.227142307693
20244,11440590,용강동,14,22601.77635217391,23643.017298484847,19958.626257692307
20251,11440590,용강동,14,22474.265188888883,23646.617906249998,19588.47388461538
20252,11440590,용강동,14,22065.93744395605,22982.274372307693,19775.09512307692
20253,11440590,용강동,14,23055.78888555555,24330.890681250003,19917.076773076922
20254,11440590,용강동,14,22676.586445652178,23777.134234848483,19882.88821153846
20261,11440590,용강동,14,23393.91688813559,24905.43841190476,19659.56959411765
20191,11440590,용강동,15,23851.403375,24787.83569,21510.3225875
20192,11440590,용강동,15,25475.23449340659,26794.58871846154,22176.848930769233
20193,11440590,용강동,15,25977.93510869566,27278.022172727273,22677.7141
20194,11440590,용강동,15,27102.71601195652,28342.986453030306,23954.3372
20201,11440590,용강동,15,29680.58136666666,31050.48653571428,26484.135972222222
20202,11440590,용강동,15,28646.39397032968,29896.292207692317,25521.648376923073
20203,11440590,용강동,15,28885.31013804347,30261.02783939394,25393.103665384617
20204,11440590,용강동,15,27858.625015217396,29031.015272727273,24882.55743846154
20211,11440590,용강동,15,28577.99907222222,29871.083764062503,25395.021369230773
20212,11440590,용강동,15,28596.62724615384,29909.303598461534,25314.936365384616
20213,11440590,용강동,15,30523.21128913042,32070.61713787878,26595.181057692305
20214,11440590,용강동,15,31306.47666847827,33030.4565060606,26930.220157692303
20221,11440590,용강동,15,31576.78251000001,33243.87729687501,27473.164573076916
20222,11440590,용강동,15,31328.852419780225,32977.036450769236,27208.3923423077
20223,11440590,용강동,15,29468.29045108694,31149.637213636375,25200.25636153846
20224,11440590,용강동,15,26557.869498913034,27987.146818461537,23117.016692592595
20231,11440590,용강동,15,27210.007223333334,28723.729452307693,23274.329427999997
20232,11440590,용강동,15,26329.57214065934,27540.13436153846,23303.166588461536
20233,11440590,용강동,15,24120.590868478263,25583.655969230767,20598.397107407407
20234,11440590,용강동,15,23678.461500000005,25142.577795384623,20153.737085185185
20241,11440590,용강동,15,23729.489120879127,25247.933132307706,19933.37909230769
20242,11440590,용강동,15,23149.125653846153,24413.279663076926,19988.740630769233
20243,11440590,용강동,15,23619.670666304348,25077.436221212127,19919.188873076924
20244,11440590,용강동,15,22941.178790217386,24318.971703030307,19443.704473076927
20251,11440590,용강동,15,22775.918128888883,24252.5682328125,19141.087103846152
20252,11440590,용강동,15,22639.650056043953,23924.58865384615,19427.30356153846
20253,11440590,용강동,15,23426.96550666667,24993.605531250003,19570.620830769236
20254,11440590,용강동,15,23061.23429347826,24445.74478181818,19546.707669230767
20261,11440590,용강동,15,23413.28713050848,25088.959069047618,19273.391752941177
20191,11440590,용강동,16,23916.91316785714,24856.22591,21568.6313125
20192,11440590,용강동,16,25854.98003956044,27233.977355384613,22407.486750000004
20193,11440590,용강동,16,26210.259630434775,27546.051530303033,22819.40326923077
20194,11440590,용강동,16,27525.828371739128,28809.745575757566,24266.65393076923
20201,11440590,용강동,16,29871.275813333337,31245.203297619042,26665.445016666665
20202,11440590,용강동,16,28854.2712010989,30103.318847692313,25731.652084615387
20203,11440590,용강동,16,29105.59522608695,30511.67254696969,25536.322026923073
20204,11440590,용강동,16,28120.38111521739,29331.29825454546,25046.514530769233
20211,11440590,용강동,16,28847.456391111104,30145.926890625,25651.221315384613
20212,11440590,용강동,16,28996.54767362635,30413.783836923085,25453.457265384615
20213,11440590,용강동,16,30654.015466304343,32229.471901515153,26654.7799
20214,11440590,용강동,16,31740.95485434781,33520.0985030303,27224.667130769227
20221,11440590,용강동,16,31881.893060000013,33566.940945312504,27734.082880769223
20222,11440590,용강동,16,32103.1469010989,33947.788819999994,27491.542103846154
20223,11440590,용강동,16,29860.72030543478,31623.782931818183,25385.25363846154
20224,11440590,용강동,16,27030.854898913054,28538.729841538472,23400.785592592587
20231,11440590,용강동,16,27423.84703555555,28937.629418461533,23488.01284
20232,11440590,용강동,16,26996.16822307692,28409.18279538462,23463.631792307693
20233,11440590,용강동,16,24534.33754021739,26120.625949230773,20715.49507407407
20234,11440590,용강동,16,24215.64100326087,25792.481343076928,20419.543888888886
20241,11440590,용강동,16,24111.642890109895,25763.776287692304,19981.309396153847
20242,11440590,용강동,16,23867.378816483517,25360.67056615384,20134.14944230769
20243,11440590,용강동,16,24025.81299782608,25619.68317878788,19979.834846153848
20244,11440590,용강동,16,23542.845521739127,25113.370595454548,19556.12802692308
20251,11440590,용강동,16,23078.891116666666,24650.589753125,19210.094473076922
20252,11440590,용강동,16,23321.453582417584,24886.746327692304,19408.221719230773
20253,11440590,용강동,16,23872.201207777776,25585.9580078125,19653.722930769236
20254,11440590,용강동,16,23596.334692391305,25180.726378787876,19574.417334615384
20261,11440590,용강동,16,23683.439883050847,25444.620004761902,19332.288994117647
20191,11440590,용강동,17,24261.808364285713,25164.237279999998,22005.736074999997
20192,11440590,용강동,17,26299.066800000004,27652.815586153847,22914.69483461538
20193,11440590,용강동,17,26569.32120217392,27829.18216969698,23371.212592307693
20194,11440590,용강동,17,28036.52144456522,29226.187343939397,25016.600315384618
20201,11440590,용강동,17,30264.78219333334,31586.627183333338,27180.477216666666
20202,11440590,용강동,17,29298.05315494505,30526.674313846146,26226.500257692307
20203,11440590,용강동,17,29414.424,30744.23631363636,26038.74658846154
20204,11440590,용강동,17,28420.754328260875,29556.687713636366,25537.231119230764
20211,11440590,용강동,17,29225.21629666667,30433.841362499996,26250.139211538466
20212,11440590,용강동,17,29486.871614285723,30814.7645846154,26167.139188461544
20213,11440590,용강동,17,30852.149692391304,32335.855554545462,27085.819426923077
20214,11440590,용강동,17,32344.929719565214,34105.61093484849,27875.50817307692
20221,11440590,용강동,17,32415.959121111115,34044.0380453125,28408.380230769228
20222,11440590,용강동,17,32894.7726945055,34694.61117846154,28395.176484615382
20223,11440590,용강동,17,30444.725449999998,32176.933266666667,26047.58253076923
20224,11440590,용강동,17,27697.883520652176,29211.643704615384,24053.646040740743
20231,11440590,용강동,17,28057.69892444444,29612.199947692312,24015.996264000005
20232,11440590,용강동,17,27762.41346813187,29197.84229076923,24173.84141153846
20233,11440590,용강동,17,24890.53868152174,26434.67097230769,21173.183166666662
20234,11440590,용강동,17,24686.582585869568,26246.27612000001,20931.76481851852
20241,11440590,용강동,17,24464.18577142857,26070.865486153845,20447.486484615383
20242,11440590,용강동,17,24330.255143956045,25813.46607692308,20622.22781153846
20243,11440590,용강동,17,24248.66125760869,25750.76262727273,20435.634703846157
20244,11440590,용강동,17,24038.568765217387,25473.75976969697,20395.3916
20251,11440590,용강동,17,23388.524658888895,24916.314290625,19627.811719230765
20252,11440590,용강동,17,23766.378010989014,25318.12281846154,19887.01599230769
20253,11440590,용강동,17,24215.79630555556,25837.324789062495,20224.341576923074
20254,11440590,용강동,17,24061.27081956522,25691.349116666657,19923.379757692306
20261,11440590,용강동,17,23910.248000000003,25628.32942142858,19665.576252941177
20191,11440590,용강동,18,24655.655153571428,25392.081670000003,22814.588862499997
20192,11440590,용강동,18,26729.666380219787,27864.557721538462,23892.43802692308
20193,11440590,용강동,18,26944.740406521738,27987.408251515153,24297.968184615387
20194,11440590,용강동,18,28486.61893804349,29486.665225757577,25948.0399
20201,11440590,용강동,18,30381.812285000007,31479.120802380952,27821.425744444445
20202,11440590,용강동,18,29584.733394505496,30632.70546615385,26964.803215384618
20203,11440590,용강동,18,29377.557088043486,30424.315287878788,26720.40165769231
20204,11440590,용강동,18,28487.507608695654,29360.400681818184,26271.70211538461
20211,11440590,용강동,18,29236.575157777777,30211.1654078125,26837.58377307692
20212,11440590,용강동,18,29628.207579120884,30693.88204153846,26964.021423076927
20213,11440590,용강동,18,30677.38048152173,31850.961095454553,27698.291230769228
20214,11440590,용강동,18,32621.900513043474,34150.48176060605,28741.655807692307
20221,11440590,용강동,18,32433.494666666673,33778.2077203125,29123.43176538461
20222,11440590,용강동,18,33139.90333956043,34664.253975384614,29329.026750000005
20223,11440590,용강동,18,30578.05367282607,32053.535034848475,26832.600984615387
20224,11440590,용강동,18,27993.188405434772,29218.205964615383,25044.072059259255
20231,11440590,용강동,18,28258.583852222226,29612.432610769232,24738.577079999995
20232,11440590,용강동,18,28031.303170329666,29253.49815230769,24975.81571538461
20233,11440590,용강동,18,24738.25340760869,25933.169189230764,21861.60430370371
20234,11440590,용강동,18,24554.75692934782,25725.291459999993,21736.803429629632
20241,11440590,용강동,18,24102.877051648353,25377.74059076923,20915.718203846154
20242,11440590,용강동,18,24113.02770989011,25293.303590769232,21162.33800769231
20243,11440590,용강동,18,23912.080898913042,25079.93244393939,20947.534669230772
20244,11440590,용강동,18,23906.453099999995,24898.915374242417,21387.125788461537
20251,11440590,용강동,18,23069.920764444447,24262.9628234375,20133.201849999998
20252,11440590,용강동,18,23487.969865934065,24770.67022769231,20281.21896153846
20253,11440590,용강동,18,23751.966306666673,24939.368029687495,20829.131296153842
20254,11440590,용강동,18,23566.13803478261,24810.594424242427,20407.133353846155
20261,11440590,용강동,18,23301.17244576271,24643.235826190474,19985.48644705882
20191,11440590,용강동,19,24971.319910714286,25633.018170000003,23317.074262500002
20192,11440590,용강동,19,26814.400896703304,27800.39366923077,24349.41896538462
20193,11440590,용강동,19,27192.14046304348,28148.602595454548,24764.19812692308
20194,11440590,용강동,19,28718.14997282609,29677.411554545455,26283.1013423077
20201,11440590,용강동,19,30472.667498333336,31465.755449999993,28155.46227777778
20202,11440590,용강동,19,29844.833153846157,30846.96755384616,27339.497153846154
20203,11440590,용강동,19,29577.920010869562,30551.853168181813,27105.628149999997
20204,11440590,용강동,19,28683.34369782609,29496.671754545456,26618.74170769231
20211,11440590,용강동,19,29300.09569666666,30180.097259374998,27133.938003846157
20212,11440590,용강동,19,29773.57337472527,30767.677092307687,27288.31408076923
20213,11440590,용강동,19,30633.276330434794,31622.00760606061,28123.42001538462
20214,11440590,용강동,19,32499.414335869573,33788.05417272727,29228.251673076924
20221,11440590,용강동,19,32201.110978888864,33328.64762343751,29425.636161538474
20222,11440590,용강동,19,33063.58611428571,34363.754964615386,29813.163988461536
20223,11440590,용강동,19,30541.411381521742,31771.396819696976,27419.14065384615
20224,11440590,용강동,19,27888.141606521738,28853.493519999996,25564.14625925926
20231,11440590,용강동,19,28052.420377777777,29209.635555384622,25043.660916
20232,11440590,용강동,19,28000.972706593406,29025.57356923077,25439.470549999995
20233,11440590,용강동,19,24757.60885652174,25829.852736923076,22176.280996296297
20234,11440590,용강동,19,24573.561992391296,25508.73114615384,22322.228844444446
20241,11440590,용강동,19,24197.998934065938,25340.848927692306,21340.87395
20242,11440590,용강동,19,24300.37096043956,25368.64670461538,21629.681600000004
20243,11440590,용강동,19,24072.09875434783,25137.966225757573,21366.435173076927
20244,11440590,용강동,19,23938.404641304347,24799.19430606061,21753.323184615383
20251,11440590,용강동,19,23150.287474444445,24268.2674015625,20398.336884615386
20252,11440590,용강동,19,23582.482349450547,24788.766735384612,20566.77138461539
20253,11440590,용강동,19,23733.124755555553,24761.769878124996,21201.07522307693
20254,11440590,용강동,19,23456.510965217396,24564.194733333337,20644.698323076926
20261,11440590,용강동,19,23101.235537288143,24286.672252380948,20172.509535294113
20191,11440590,용강동,20,24729.693057142857,25329.33063,23230.599125
20192,11440590,용강동,20,26513.66826923077,27358.14735692308,24402.470549999995
20193,11440590,용강동,20,26903.79478478261,27767.569781818187,24711.135176923082
20194,11440590,용강동,20,28424.25467826087,29204.657668181815,26443.23170384615
20201,11440590,용강동,20,30208.365268333335,30988.018159523817,28389.17518888889
20202,11440590,용강동,20,29679.550985714286,30480.11561692308,27678.139407692306
20203,11440590,용강동,20,29330.116173913033,30131.296243939392,27296.351380769236
20204,11440590,용강동,20,28434.278753260875,29065.33658939394,26832.362707692308
20211,11440590,용강동,20,28864.995147777772,29530.34539375001,27227.20992692308
20212,11440590,용강동,20,29404.556978021985,30186.805846153846,27448.934807692312
20213,11440590,용강동,20,30486.321040217394,31227.83939242425,28604.005223076925
20214,11440590,용강동,20,32224.8064347826,33227.43942121212,29679.661161538454
20221,11440590,용강동,20,31842.620048888897,32707.7413828125,29713.09061153846
20222,11440590,용강동,20,32801.37732087913,33821.15350461539,30251.936861538466
20223,11440590,용강동,20,30297.89339239131,31291.25422575758,27776.285123076927
20224,11440590,용강동,20,27494.219671739127,28251.965353846157,25670.0171037037
20231,11440590,용강동,20,27747.92477333333,28698.180732307694,25277.259280000002
20232,11440590,용강동,20,27738.853803296708,28567.07413384615,25668.30297692308
