quarter,dong_code,total_pop
20234,11230650,36114.6
20241,11230650,36203.1
20242,11230650,35768.7
20243,11230650,35506.2
20244,11230650,35587.2
20191,11230660,28209.8
20192,11230660,26072.6
20193,11230660,25575.1
20194,11230660,25219.2
20201,11230660,26693.9
20202,11230660,27167.7
20203,11230660,28004.4
20204,11230660,27994.7
20211,11230660,27415.8
20212,11230660,26446.6
20213,11230660,27163.2
20214,11230660,27320.9
20221,11230660,27322.7
20222,11230660,27144.8
20223,11230660,26993.7
20224,11230660,27735.8
20231,11230660,27518.2
20232,11230660,27752.5
20233,11230660,28283.8
20234,11230660,29242.7
20241,11230660,29842.7
20242,11230660,28889.2
20243,11230660,28660.6
20244,11230660,29044.6
20191,11230705,19357.2
20192,11230705,18998.0
20193,11230705,18152.3
20194,11230705,19053.1
20201,11230705,19489.2
20202,11230705,18903.6
20203,11230705,18455.9
20204,11230705,17976.7
20211,11230705,17248.7
20212,11230705,16660.0
20213,11230705,17326.2
20214,11230705,17480.5
20221,11230705,17806.0
20222,11230705,17910.1
20223,11230705,18040.9
20224,11230705,18707.3
20231,11230705,18595.1
20232,11230705,18825.7
20233,11230705,18684.8
20234,11230705,19111.5
20241,11230705,19016.1
20242,11230705,19065.0
20243,11230705,17704.1
20244,11230705,17218.3
20191,11230710,20530.7
20192,11230710,22317.4
20193,11230710,19852.9
20194,11230710,23855.8
20201,11230710,19868.4
20202,11230710,20847.9
20203,11230710,19975.6
20204,11230710,20739.8
20211,11230710,20795.5
20212,11230710,21333.0
20213,11230710,17738.8
20214,11230710,18701.1
20221,11230710,17804.3
20222,11230710,20498.2
20223,11230710,19752.8
20224,11230710,21089.0
20231,11230710,19656.6
20232,11230710,21100.1
20233,11230710,18159.7
20234,11230710,19975.9
20241,11230710,17079.6
20242,11230710,18964.8
20243,11230710,16442.7
20244,11230710,18126.1
20191,11230720,15683.0
20192,11230720,15617.0
20193,11230720,16122.0
20194,11230720,16722.8
20201,11230720,16241.6
20202,11230720,16091.2
20203,11230720,15166.2
20204,11230720,14765.2
20211,11230720,14757.0
20212,11230720,15202.7
20213,11230720,15539.9
20214,11230720,16192.1
20221,11230720,16037.9
20222,11230720,16654.6
20223,11230720,16934.0
20224,11230720,17497.5
20231,11230720,16828.9
20232,11230720,17676.6
20233,11230720,16301.3
20234,11230720,16854.0
20241,11230720,15777.4
20242,11230720,17104.0
20243,11230720,15996.6
20244,11230720,16793.6
20191,11230730,22999.6
20192,11230730,23353.8
20193,11230730,24057.5
20194,11230730,24249.7
20201,11230730,23680.5
20202,11230730,24111.6
20203,11230730,23432.5
20204,11230730,22803.5
20211,11230730,22275.0
20212,11230730,22370.5
20213,11230730,22318.2
20214,11230730,23298.9
20221,11230730,23358.9
20222,11230730,23959.6
20223,11230730,22335.5
20224,11230730,22687.8
20231,11230730,22507.9
20232,11230730,23194.9
20233,11230730,21630.0
20234,11230730,22317.0
20241,11230730,21303.9
20242,11230730,20971.2
20243,11230730,19769.2
20244,11230730,20606.9
20191,11230740,25395.2
20192,11230740,25162.7
20193,11230740,22653.9
20194,11230740,26109.5
20201,11230740,22829.4
20202,11230740,24315.3
20203,11230740,23896.8
20204,11230740,24223.8
20211,11230740,23462.7
20212,11230740,24715.0
20213,11230740,23358.0
20214,11230740,25018.3
20221,11230740,23704.7
20222,11230740,25924.1
20223,11230740,23969.6
20224,11230740,25986.8
20231,11230740,24111.2
20232,11230740,26519.1
20233,11230740,23259.5
20234,11230740,25741.6
20241,11230740,23072.3
20242,11230740,24985.3
20243,11230740,21667.8
20244,11230740,23246.9
20191,11230750,22312.3
20192,11230750,22297.6
20193,11230750,21585.4
20194,11230750,21673.4
20201,11230750,20165.4
20202,11230750,19504.5
20203,11230750,19342.2
20204,11230750,19175.9
20211,11230750,20219.8
20212,11230750,19625.9
20213,11230750,18920.9
20214,11230750,18817.0
20221,11230750,18692.9
20222,11230750,18456.2
20223,11230750,17433.7
20224,11230750,17332.8
20231,11230750,17157.0
20232,11230750,17038.2
20233,11230750,16603.0
20234,11230750,16293.5
20241,11230750,15542.8
20242,11230750,16014.0
20243,11230750,16035.5
20244,11230750,15648.8
20191,11260520,24706.3
20192,11260520,24784.9
20193,11260520,24278.7
20194,11260520,27223.6
20201,11260520,26783.0
20202,11260520,26354.2
20203,11260520,26177.9
20204,11260520,26052.7
20211,11260520,25135.6
20212,11260520,24351.3
20213,11260520,23598.6
20214,11260520,23352.5
20221,11260520,23351.1
20222,11260520,23571.0
20223,11260520,24272.2
20224,11260520,24213.1
20231,11260520,24061.9
20232,11260520,23679.5
20233,11260520,23475.1
20234,11260520,23148.8
20241,11260520,22733.6
20242,11260520,22275.6
20243,11260520,21980.4
20244,11260520,21863.6
20191,11260540,21705.1
20192,11260540,21438.5
20193,11260540,21009.6
20194,11260540,22447.6
20201,11260540,22792.3
20202,11260540,20243.2
20203,11260540,18806.5
20204,11260540,18923.5
20211,11260540,19473.9
20212,11260540,19038.5
20213,11260540,18985.5
20214,11260540,19737.1
20221,11260540,20163.7
20222,11260540,19881.2
20223,11260540,19301.3
20224,11260540,19260.3
20231,11260540,19307.9
20232,11260540,18993.4
20233,11260540,18270.3
20234,11260540,18140.1
20241,11260540,18273.6
20242,11260540,18065.8
20243,11260540,17247.5
20244,11260540,16931.2
20191,11260550,11901.3
20192,11260550,11253.5
20193,11260550,10825.8
20194,11260550,10315.0
20201,11260550,10096.2
20202,11260550,9867.5
20203,11260550,10576.8
20204,11260550,10720.7
20211,11260550,11057.9
20212,11260550,10834.3
20213,11260550,11418.2
20214,11260550,13628.3
20221,11260550,13890.2
20222,11260550,13444.1
20223,11260550,12078.4
20224,11260550,12403.9
20231,11260550,12456.4
20232,11260550,12489.2
20233,11260550,12461.5
20234,11260550,12834.9
20241,11260550,12985.2
20242,11260550,12683.3
20243,11260550,12593.1
20244,11260550,12785.5
20191,11260565,35132.5
20192,11260565,34064.6
20193,11260565,33190.6
20194,11260565,33617.1
20201,11260565,33639.3
20202,11260565,35087.1
20203,11260565,33983.3
20204,11260565,32734.3
20211,11260565,32715.4
20212,11260565,32308.9
20213,11260565,30992.3
20214,11260565,30174.3
20221,11260565,30483.1
20222,11260565,30163.7
20223,11260565,29901.3
20224,11260565,29635.5
20231,11260565,29624.5
20232,11260565,29144.3
20233,11260565,29200.0
20234,11260565,30622.9
20241,11260565,31060.5
20242,11260565,30791.4
20243,11260565,30435.8
20244,11260565,30635.8
20191,11260570,21564.3
20192,11260570,20359.3
20193,11260570,21514.4
20194,11260570,21003.8
20201,11260570,22255.9
20202,11260570,22669.6
20203,11260570,23036.0
20204,11260570,23401.7
20211,11260570,22784.0
20212,11260570,22332.2
20213,11260570,22161.2
20214,11260570,21123.7
20221,11260570,21093.6
20222,11260570,20954.3
20223,11260570,20231.3
20224,11260570,19968.4
20231,11260570,20135.5
20232,11260570,19839.0
20233,11260570,19443.3
20234,11260570,19146.2
20241,11260570,18649.6
20242,11260570,17428.4
20243,11260570,17626.5
20244,11260570,17689.8
20191,11260575,24175.8
20192,11260575,22710.6
20193,11260575,21841.1
20194,11260575,23575.3
20201,11260575,23728.6
20202,11260575,23025.6
20203,11260575,22732.0
20204,11260575,22468.3
20211,11260575,22495.4
20212,11260575,22501.4
20213,11260575,22108.0
20214,11260575,20846.4
20221,11260575,20890.1
20222,11260575,21724.7
20223,11260575,21523.2
20224,11260575,22217.3
20231,11260575,22514.4
20232,11260575,22273.8
20233,11260575,22428.1
20234,11260575,23003.7
20241,11260575,23010.7
20242,11260575,21992.1
20243,11260575,21606.8
20244,11260575,20744.7
20191,11260580,23815.3
20192,11260580,22489.9
20193,11260580,21984.5
20194,11260580,22047.2
20201,11260580,22213.4
20202,11260580,22052.0
20203,11260580,21212.4
20204,11260580,20128.7
20211,11260580,19544.2
20212,11260580,19372.7
20213,11260580,19247.2
20214,11260580,18589.3
20221,11260580,18507.8
20222,11260580,17698.5
20223,11260580,17300.8
20224,11260580,17564.2
20231,11260580,18091.9
20232,11260580,17539.6
20233,11260580,16697.5
20234,11260580,16731.5
20241,11260580,16919.5
20242,11260580,15544.1
20243,11260580,15745.2
20244,11260580,15814.7
20191,11260590,25046.3
20192,11260590,23746.0
20193,11260590,25401.9
20194,11260590,23618.1
20201,11260590,23406.8
20202,11260590,22481.0
20203,11260590,21537.4
20204,11260590,21700.4
20211,11260590,23152.2
20212,11260590,23132.0
20213,11260590,23527.2
20214,11260590,24697.8
20221,11260590,25173.7
20222,11260590,26609.9
20223,11260590,25926.3
20224,11260590,26090.9
20231,11260590,25990.6
20232,11260590,25977.7
20233,11260590,26148.5
20234,11260590,25468.7
20241,11260590,25243.6
20242,11260590,24787.1
20243,11260590,24405.7
20244,11260590,24892.6
20191,11260600,19249.8
20192,11260600,18989.3
20193,11260600,19626.1
20194,11260600,19996.9
20201,11260600,20469.6
20202,11260600,20002.3
20203,11260600,19873.6
20204,11260600,19677.4
20211,11260600,19688.2
20212,11260600,19281.0
20213,11260600,19926.7
20214,11260600,20051.8
20221,11260600,19939.4
20222,11260600,19579.3
20223,11260600,19275.9
20224,11260600,17812.7
20231,11260600,16970.8
20232,11260600,16532.7
20233,11260600,16499.4
20234,11260600,16655.7
20241,11260600,18193.4
20242,11260600,18838.0
20243,11260600,18530.1
20244,11260600,18617.7
20191,11260610,30148.8
20192,11260610,29207.5
20193,11260610,29483.0
20194,11260610,29291.5
20201,11260610,30931.3
20202,11260610,29918.3
20203,11260610,29397.1
20204,11260610,29459.5
20211,11260610,29638.5
20212,11260610,28882.6
20213,11260610,27071.7
20214,11260610,26732.3
20221,11260610,26074.7
20222,11260610,26048.3
20223,11260610,25340.7
20224,11260610,26930.3
20231,11260610,27845.6
20232,11260610,26843.7
20233,11260610,26705.8
20234,11260610,26787.9
20241,11260610,26816.4
20242,11260610,26393.3
20243,11260610,25390.2
20244,11260610,25534.1
20191,11260620,33011.5
20192,11260620,31393.5
20193,11260620,30174.3
20194,11260620,31838.1
20201,11260620,30643.1
20202,11260620,29924.4
20203,11260620,29942.2
20204,11260620,30722.0
20211,11260620,30670.0
20212,11260620,30051.9
20213,11260620,29341.8
20214,11260620,29066.6
20221,11260620,29621.9
20222,11260620,29660.2
20223,11260620,28636.5
20224,11260620,28985.1
20231,11260620,29007.9
20232,11260620,28525.9
20233,11260620,28382.0
20234,11260620,28490.8
20241,11260620,28641.7
20242,11260620,27320.5
20243,11260620,27035.4
20244,11260620,27637.0
20191,11260630,22075.0
20192,11260630,20707.9
20193,11260630,19579.3
20194,11260630,20352.7
20201,11260630,20827.5
20202,11260630,20681.2
20203,11260630,20210.9
20204,11260630,19954.7
20211,11260630,19636.5
20212,11260630,19451.8
20213,11260630,19918.4
20214,11260630,19968.4
20221,11260630,20211.8
20222,11260630,20282.2
20223,11260630,20507.7
20224,11260630,20670.5
20231,11260630,20907.4
20232,11260630,20606.3
20233,11260630,20193.5
20234,11260630,20059.2
20241,11260630,20035.2
20242,11260630,20090.4
20243,11260630,18468.6
20244,11260630,18893.6
20191,11260655,30360.9
20192,11260655,29359.0
20193,11260655,29701.2
20194,11260655,31191.9
20201,11260655,31315.0
20202,11260655,30880.9
20203,11260655,32947.2
20204,11260655,34986.6
20211,11260655,36494.6
20212,11260655,36229.3
20213,11260655,35899.8
20214,11260655,36321.8
20221,11260655,38343.8
20222,11260655,40363.1
20223,11260655,39217.4
20224,11260655,39384.8
20231,11260655,39730.5
20232,11260655,39313.0
20233,11260655,40154.4
20234,11260655,40905.4
20241,11260655,40425.1
20242,11260655,41000.0
20243,11260655,41368.5
20244,11260655,41539.0
20191,11260660,16812.6
20192,11260660,15381.0
20193,11260660,14562.0
20194,11260660,15952.8
20201,11260660,16181.6
20202,11260660,15936.1
20203,11260660,15804.3
20204,11260660,15555.0
20211,11260660,15006.3
20212,11260660,14624.5
20213,11260660,14854.5
20214,11260660,14628.3
20221,11260660,14802.8
20222,11260660,14498.9
20223,11260660,14027.5
20224,11260660,13852.7
20231,11260660,13971.7
20232,11260660,14078.4
20233,11260660,14102.9
20234,11260660,12800.6
20241,11260660,12571.0
20242,11260660,12298.0
20243,11260660,12650.2
20244,11260660,12661.4
20191,11260680,35370.2
20192,11260680,34477.5
20193,11260680,36268.7
20194,11260680,37565.0
20201,11260680,38241.8
20202,11260680,37247.1
20203,11260680,36684.8
20204,11260680,37697.3
20211,11260680,38196.8
20212,11260680,37013.3
20213,11260680,36690.9
20214,11260680,37260.3
20221,11260680,37428.9
20222,11260680,37428.5
20223,11260680,36648.4
20224,11260680,36388.9
20231,11260680,36725.9
20232,11260680,35986.0
20233,11260680,35554.8
20234,11260680,36088.5
20241,11260680,36813.8
20242,11260680,37393.0
20243,11260680,34991.0
20244,11260680,35688.2
20191,11260690,21086.6
20192,11260690,20469.3
20193,11260690,21122.8
20194,11260690,20016.6
20201,11260690,20262.2
20202,11260690,20765.6
20203,11260690,20991.4
20204,11260690,20423.7
20211,11260690,20154.8
20212,11260690,19740.7
20213,11260690,19573.0
20214,11260690,19526.8
20221,11260690,19641.3
20222,11260690,19425.6
20223,11260690,18794.5
20224,11260690,18883.4
20231,11260690,19103.0
20232,11260690,18896.7
20233,11260690,19008.6
20234,11260690,18462.0
20241,11260690,17900.7
20242,11260690,17345.2
20243,11260690,17254.3
20244,11260690,16258.9
20191,11290525,20293.7
20192,11290525,19129.3
20193,11290525,19713.9
20194,11290525,21199.8
20201,11290525,21480.1
20202,11290525,21281.8
20203,11290525,20964.8
20204,11290525,20876.3
20211,11290525,21327.0
20212,11290525,21375.5
20213,11290525,21668.4
20214,11290525,22095.3
20221,11290525,21878.7
20222,11290525,21993.1
20223,11290525,21363.5
20224,11290525,21306.2
20231,11290525,20883.2
20232,11290525,21660.8
20233,11290525,20430.4
20234,11290525,20508.1
20241,11290525,20109.5
20242,11290525,20858.2
20243,11290525,20144.7
20244,11290525,20214.2
20191,11290555,29847.2
20192,11290555,29246.7
20193,11290555,27634.5
20194,11290555,27857.8
20201,11290555,26152.5
20202,11290555,25416.9
20203,11290555,24921.8
20204,11290555,24772.2
20211,11290555,25067.2
20212,11290555,25193.0
20213,11290555,23820.6
20214,11290555,24225.1
20221,11290555,24333.6
20222,11290555,25450.7
20223,11290555,24565.6
20224,11290555,25229.2
20231,11290555,25017.0
20232,11290555,25444.1
20233,11290555,24651.7
20234,11290555,24900.6
20241,11290555,23985.2
20242,11290555,24222.6
20243,11290555,23733.7
20244,11290555,24493.1
20191,11290575,25542.7
20192,11290575,26024.2
20193,11290575,26465.1
20194,11290575,24724.7
20201,11290575,23310.8
20202,11290575,23388.2
20203,11290575,22776.8
20204,11290575,21883.4
20211,11290575,24767.4
20212,11290575,24993.6
20213,11290575,22672.4
20214,11290575,23963.9
20221,11290575,22919.3
20222,11290575,24822.1
20223,11290575,23740.6
20224,11290575,24172.4
20231,11290575,23357.3
20232,11290575,24012.0
20233,11290575,23004.3
20234,11290575,24110.2
20241,11290575,23213.6
20242,11290575,24620.2
20243,11290575,21963.7
20244,11290575,22993.1
20191,11290580,20380.7
20192,11290580,19020.8
20193,11290580,18937.4
20194,11290580,16955.9
20201,11290580,17236.4
20202,11290580,17009.3
20203,11290580,16569.6
20204,11290580,16440.8
20211,11290580,16801.9
20212,11290580,16200.4
20213,11290580,15731.4
20214,11290580,15487.3
20221,11290580,14985.2
20222,11290580,15182.5
20223,11290580,14898.1
20224,11290580,14967.4
20231,11290580,15226.0
20232,11290580,14844.6
20233,11290580,14492.3
20234,11290580,14544.9
20241,11290580,14372.4
20242,11290580,13628.4
20243,11290580,13335.8
20244,11290580,12447.4
20191,11290590,15687.9
20192,11290590,15372.4
20193,11290590,15944.9
20194,11290590,19236.9
20201,11290590,19205.5
20202,11290590,18765.2
20203,11290590,18817.9
20204,11290590,19627.2
20211,11290590,20018.5
20212,11290590,19422.3
20213,11290590,17734.3
20214,11290590,17643.4
20221,11290590,17879.4
20222,11290590,17316.9
20223,11290590,16727.8
20224,11290590,17163.4
20231,11290590,17300.6
20232,11290590,16876.1
20233,11290590,16846.5
20234,11290590,16815.8
20241,11290590,16919.1
20242,11290590,16818.5
20243,11290590,16855.5
20244,11290590,16811.3
20191,11290600,22822.2
20192,11290600,24514.0
20193,11290600,22732.8
20194,11290600,24563.7
20201,11290600,20580.9
20202,11290600,22221.7
20203,11290600,21060.8
20204,11290600,21339.6
20211,11290600,20429.8
20212,11290600,22109.7
20213,11290600,19445.0
20214,11290600,21097.0
20221,11290600,19975.2
20222,11290600,23122.6
20223,11290600,20204.4
20224,11290600,22734.7
20231,11290600,20947.4
20232,11290600,23523.6
20233,11290600,20386.9
20234,11290600,23028.8
20241,11290600,20764.0
20242,11290600,23206.4
20243,11290600,19734.2
20244,11290600,21770.9
20191,11290610,18224.2
20192,11290610,17752.7
20193,11290610,17959.7
20194,11290610,20984.4
20201,11290610,19590.0
20202,11290610,18473.9
20203,11290610,18039.5
20204,11290610,17857.7
20211,11290610,17476.3
20212,11290610,17236.8
20213,11290610,17321.5
20214,11290610,17541.9
20221,11290610,16986.8
20222,11290610,17325.1
20223,11290610,17225.1
20224,11290610,17475.1
20231,11290610,17435.8
20232,11290610,17114.3
20233,11290610,16678.9
20234,11290610,16908.5
20241,11290610,16790.6
20242,11290610,16953.0
20243,11290610,15838.1
20244,11290610,17179.3
20191,11290620,17201.8
20192,11290620,16997.0
20193,11290620,16107.0
20194,11290620,16812.1
20201,11290620,17122.9
20202,11290620,17407.7
20203,11290620,17182.8
20204,11290620,16828.0
20211,11290620,16399.2
20212,11290620,16151.8
20213,11290620,15216.2
20214,11290620,15497.4
20221,11290620,15717.6
20222,11290620,15488.8
20223,11290620,15425.1
20224,11290620,15371.1
20231,11290620,15479.3
20232,11290620,15357.8
20233,11290620,15825.4
20234,11290620,15951.5
20241,11290620,15695.5
20242,11290620,14704.8
20243,11290620,14361.7
20244,11290620,14165.1
20191,11290630,26025.5
20192,11290630,24636.9
20193,11290630,24004.8
20194,11290630,23326.2
20201,11290630,23220.9
20202,11290630,23334.8
20203,11290630,23600.6
20204,11290630,23559.8
20211,11290630,23557.0
20212,11290630,23115.3
20213,11290630,22442.2
20214,11290630,21999.5
20221,11290630,21765.0
20222,11290630,22367.9
20223,11290630,22048.2
20224,11290630,21561.4
20231,11290630,21690.8
20232,11290630,21490.0
20233,11290630,21793.9
20234,11290630,22278.5
20241,11290630,22037.4
20242,11290630,22937.2
20243,11290630,23274.7
20244,11290630,21985.2
20191,11290640,16727.9
20192,11290640,18464.9
20193,11290640,16160.0
20194,11290640,18080.4
20201,11290640,15494.6
20202,11290640,16607.4
20203,11290640,16040.5
20204,11290640,16088.1
20211,11290640,14988.6
20212,11290640,15543.1
20213,11290640,14873.8
20214,11290640,15252.6
20221,11290640,14668.1
20222,11290640,16347.9
20223,11290640,15289.5
20224,11290640,16517.0
20231,11290640,15595.1
20232,11290640,16726.9
20233,11290640,14592.4
20234,11290640,15866.2
20241,11290640,14461.6
20242,11290640,16743.3
20243,11290640,14417.2
20244,11290640,15623.7
20191,11290650,24243.5
20192,11290650,22020.0
20193,11290650,21881.3
20194,11290650,23405.2
20201,11290650,22501.1
20202,11290650,22154.9
20203,11290650,21538.8
20204,11290650,21509.6
20211,11290650,21665.6
20212,11290650,21440.7
20213,11290650,20895.4
20214,11290650,21077.0
20221,11290650,20937.4
20222,11290650,21259.8
20223,11290650,20709.2
20224,11290650,20887.1
20231,11290650,20655.0
20232,11290650,20863.9
20233,11290650,20575.4
20234,11290650,21075.8
20241,11290650,20580.2
20242,11290650,20555.8
20243,11290650,20080.3
20244,11290650,21383.9
20191,11290660,38042.7
20192,11290660,36957.7
20193,11290660,36932.0
20194,11290660,39441.6
20201,11290660,40490.4
20202,11290660,40506.7
20203,11290660,40062.7
20204,11290660,40092.2
20211,11290660,40639.2
20212,11290660,39601.9
20213,11290660,39107.6
20214,11290660,39164.5
20221,11290660,38682.2
20222,11290660,40551.4
20223,11290660,38957.9
20224,11290660,40064.5
20231,11290660,41362.5
20232,11290660,41380.2
20233,11290660,39913.3
20234,11290660,40369.7
20241,11290660,40090.1
20242,11290660,40451.5
20243,11290660,40199.4
20244,11290660,40434.2
20191,11290685,11864.7
20192,11290685,13834.5
20193,11290685,16447.5
20194,11290685,17183.3
20201,11290685,17192.4
20202,11290685,17119.1
20203,11290685,16193.2
20204,11290685,15953.6
20211,11290685,15789.6
20212,11290685,15667.5
20213,11290685,14830.4
20214,11290685,15657.4
20221,11290685,16812.0
20222,11290685,19243.3
20223,11290685,19541.2
20224,11290685,19708.4
20231,11290685,18498.5
20232,11290685,18515.4
20233,11290685,18641.5
20234,11290685,18658.7
20241,11290685,18833.2
20242,11290685,19395.3
20243,11290685,18927.7
20244,11290685,19470.4
20191,11290705,43515.6
20192,11290705,42708.8
20193,11290705,39986.2
20194,11290705,44326.9
20201,11290705,43701.6
20202,11290705,42854.0
20203,11290705,43801.0
20204,11290705,44233.2
20211,11290705,43943.3
20212,11290705,43981.7
20213,11290705,41921.4
20214,11290705,41868.9
20221,11290705,40490.8
20222,11290705,39969.5
20223,11290705,40579.1
20224,11290705,42072.9
20231,11290705,41902.2
20232,11290705,42370.0
20233,11290705,41275.1
20234,11290705,42386.8
20241,11290705,41402.9
20242,11290705,41613.9
20243,11290705,40691.7
20244,11290705,42500.1
20191,11290715,24929.9
20192,11290715,24495.5
20193,11290715,24413.5
20194,11290715,25296.5
20201,11290715,25311.4
20202,11290715,24681.0
20203,11290715,25762.0
20204,11290715,25963.5
20211,11290715,26440.7
20212,11290715,26084.1
20213,11290715,24172.1
20214,11290715,23869.9
20221,11290715,24727.6
20222,11290715,28416.3
20223,11290715,25638.0
20224,11290715,25112.4
20231,11290715,25424.6
20232,11290715,25781.5
20233,11290715,26215.1
20234,11290715,26741.6
20241,11290715,26284.8
20242,11290715,26978.7
20243,11290715,28056.7
20244,11290715,29993.6
20191,11290725,26390.9
20192,11290725,25225.3
20193,11290725,24211.2
20194,11290725,25804.3
20201,11290725,25576.4
20202,11290725,26247.2
20203,11290725,23916.1
20204,11290725,22499.2
20211,11290725,21445.9
20212,11290725,21526.3
20213,11290725,22833.4
20214,11290725,23393.5
20221,11290725,22492.5
20222,11290725,22153.1
20223,11290725,22845.1
20224,11290725,23651.6
20231,11290725,23103.2
20232,11290725,22724.2
20233,11290725,21880.3
20234,11290725,21963.5
20241,11290725,21631.5
20242,11290725,22088.4
20243,11290725,21512.7
20244,11290725,21608.4
20191,11290760,21461.7
20192,11290760,21844.0
20193,11290760,20426.7
20194,11290760,19630.4
20201,11290760,19629.2
20202,11290760,19517.6
20203,11290760,19353.1
20204,11290760,19459.8
20211,11290760,19101.4
20212,11290760,19550.9
20213,11290760,24718.4
20214,11290760,25047.4
20221,11290760,24755.5
20222,11290760,24594.9
20223,11290760,24046.4
20224,11290760,24191.8
20231,11290760,24619.5
20232,11290760,24809.6
20233,11290760,24636.8
20234,11290760,24417.5
20241,11290760,24753.4
20242,11290760,24763.6
20243,11290760,23649.9
20244,11290760,23689.1
20191,11290770,14187.4
20192,11290770,13630.2
20193,11290770,13849.1
20194,11290770,14520.1
20201,11290770,15009.4
20202,11290770,15109.8
20203,11290770,14461.4
20204,11290770,13702.4
20211,11290770,13295.1
20212,11290770,13457.8
20213,11290770,12604.0
20214,11290770,12602.8
20221,11290770,12922.6
20222,11290770,13159.1
20223,11290770,12875.6
20224,11290770,12837.4
20231,11290770,12993.7
20232,11290770,12986.6
20233,11290770,12885.3
20234,11290770,13005.8
20241,11290770,12696.3
20242,11290770,10604.7
20243,11290770,11266.3
20244,11290770,11415.0
20191,11290780,8471.6
20192,11290780,7101.0
20193,11290780,7790.8
20194,11290780,9430.8
20201,11290780,10170.7
20202,11290780,10156.6
20203,11290780,9626.6
20204,11290780,9146.9
20211,11290780,8237.8
20212,11290780,8909.8
20213,11290780,7558.6
20214,11290780,7150.1
20221,11290780,7082.9
20222,11290780,8421.6
20223,11290780,8354.9
20224,11290780,8722.0
20231,11290780,8771.9
20232,11290780,8859.0
20233,11290780,8962.0
20234,11290780,9142.9
20241,11290780,9297.2
20242,11290780,8664.3
20243,11290780,8349.3
20244,11290780,8353.8
20191,11290810,31266.4
20192,11290810,30803.3
20193,11290810,30574.2
20194,11290810,31910.7
20201,11290810,31518.7
20202,11290810,31325.5
20203,11290810,30714.9
20204,11290810,31784.7
20211,11290810,32318.7
20212,11290810,31378.9
20213,11290810,29387.8
20214,11290810,29175.6
20221,11290810,28760.3
20222,11290810,29703.3
20223,11290810,29241.1
20224,11290810,29248.6
20231,11290810,29221.6
20232,11290810,28959.6
20233,11290810,28438.5
20234,11290810,28722.2
20241,11290810,28336.5
20242,11290810,29723.9
20243,11290810,28601.2
20244,11290810,29102.8
20191,11305534,27607.3
20192,11305534,27543.8
20193,11305534,27676.9
20194,11305534,27448.2
20201,11305534,27521.4
20202,11305534,27031.1
20203,11305534,26211.3
20204,11305534,26481.2
20211,11305534,27741.9
20212,11305534,27055.0
20213,11305534,26589.6
20214,11305534,26344.7
20221,11305534,26666.0
20222,11305534,26074.0
20223,11305534,25298.4
20224,11305534,25293.6
20231,11305534,26148.6
20232,11305534,25469.5
20233,11305534,24801.6
20234,11305534,24318.4
20241,11305534,24631.1
20242,11305534,24058.8
20243,11305534,24760.7
20244,11305534,25579.7
20191,11305535,24117.1
20192,11305535,23257.9
20193,11305535,22133.6
20194,11305535,24457.9
20201,11305535,24330.4
20202,11305535,24067.6
20203,11305535,23615.0
20204,11305535,23369.3
20211,11305535,23770.0
20212,11305535,23409.3
20213,11305535,21344.0
20214,11305535,20519.4
20221,11305535,20660.7
20222,11305535,22226.1
20223,11305535,22067.9
20224,11305535,22346.9
20231,11305535,22289.5
20232,11305535,22210.7
20233,11305535,21821.6
20234,11305535,21796.2
20241,11305535,21898.5
20242,11305535,22456.1
20243,11305535,21297.2
20244,11305535,21498.2
20191,11305545,35333.3
20192,11305545,33873.1
20193,11305545,34854.5
20194,11305545,35676.5
20201,11305545,36492.2
20202,11305545,36448.5
20203,11305545,36162.3
20204,11305545,35690.0
20211,11305545,35353.1
20212,11305545,34449.6
20213,11305545,35344.4
20214,11305545,35703.1
20221,11305545,35785.7
20222,11305545,35607.8
20223,11305545,35129.8
20224,11305545,35606.0
20231,11305545,35850.3
20232,11305545,34981.0
20233,11305545,34563.1
20234,11305545,34510.9
20241,11305545,34943.5
20242,11305545,34576.6
20243,11305545,33827.2
20244,11305545,34148.7
20191,11305555,28885.8
20192,11305555,29119.0
20193,11305555,28369.1
20194,11305555,30328.9
20201,11305555,30455.4
20202,11305555,29021.2
20203,11305555,27856.5
20204,11305555,27975.4
20211,11305555,28264.2
20212,11305555,28016.4
20213,11305555,28663.8
20214,11305555,28353.0
20221,11305555,28708.7
20222,11305555,28950.6
20223,11305555,28032.0
20224,11305555,27942.7
20231,11305555,27790.3
20232,11305555,27406.4
20233,11305555,27129.3
20234,11305555,27153.1
20241,11305555,26798.3
20242,11305555,26661.8
20243,11305555,26331.0
20244,11305555,25551.9
20191,11305575,26417.8
20192,11305575,25699.9
20193,11305575,26646.8
20194,11305575,28024.3
20201,11305575,28695.1
20202,11305575,28403.5
20203,11305575,28096.4
20204,11305575,27943.1
20211,11305575,27507.6
20212,11305575,27292.1
20213,11305575,27141.6
20214,11305575,27214.2
20221,11305575,27177.2
20222,11305575,25613.1
20223,11305575,25147.2
20224,11305575,25074.6
20231,11305575,24322.1
20232,11305575,23972.0
20233,11305575,23987.3
20234,11305575,23884.4
20241,11305575,23471.7
20242,11305575,22623.2
20243,11305575,22152.4
20244,11305575,22524.1
20191,11305590,22560.8
20192,11305590,21902.8
20193,11305590,20859.2
20194,11305590,22255.1
20201,11305590,21950.0
20202,11305590,21293.0
20203,11305590,21158.7
20204,11305590,20424.3
