STDR_YYQU_CD,TRDAR_SE_CD,TRDAR_SE_CD_NM,TRDAR_CD,TRDAR_CD_NM,TRDAR_CHNGE_IX,TRDAR_CHNGE_IX_NM,OPR_SALE_MT_AVRG,CLS_SALE_MT_AVRG,SU_OPR_SALE_MT_AVRG,SU_CLS_SALE_MT_AVRG
20201,A,골목상권,3110571,신수동주민센터,HH,정체,92.0,49.0,92.0,48.0
20201,A,골목상권,3110572,서강대역 1번,LH,상권확장,91.0,49.0,92.0,48.0
20201,A,골목상권,3110540,망원나들목체육관,LH,상권확장,84.0,51.0,92.0,48.0
20201,A,골목상권,3110573,신촌역 6번,HH,정체,95.0,50.0,92.0,48.0
20201,A,골목상권,3110574,서강대학교,LH,상권확장,57.0,77.0,92.0,48.0
20201,A,골목상권,3110575,대흥동주민센터,HL,상권축소,103.0,45.0,92.0,48.0
20201,A,골목상권,3110576,대흥역 3번,LL,다이나믹,80.0,47.0,92.0,48.0
20201,A,골목상권,3110559,성산중학교,LL,다이나믹,51.0,45.0,92.0,48.0
20201,A,골목상권,3110564,홍대입구역 3번,LL,다이나믹,52.0,40.0,92.0,48.0
20201,A,골목상권,3110532,아현역 2번,HH,정체,133.0,52.0,92.0,48.0
20201,A,골목상권,3110530,아현역 1번,LH,상권확장,90.0,50.0,92.0,48.0
20201,A,골목상권,3110577,용강동주민센터,HH,정체,95.0,50.0,92.0,48.0
20201,A,골목상권,3110578,대흥역 2번,HH,정체,95.0,49.0,92.0,48.0
20201,A,골목상권,3110579,마포역 4번,LH,상권확장,66.0,55.0,92.0,48.0
20201,A,골목상권,3110563,상수역 3번,LH,상권확장,90.0,50.0,92.0,48.0
20201,A,골목상권,3110754,삼성산자연공원(서울금천초등학교),HL,상권축소,109.0,42.0,92.0,48.0
20201,D,발달상권,3120100,망원역,LH,상권확장,86.0,50.0,92.0,48.0
20201,D,발달상권,3120101,합정역,LL,다이나믹,65.0,47.0,92.0,48.0
20201,D,발달상권,3120105,상수역(홍대),LL,다이나믹,56.0,39.0,92.0,48.0
20201,D,발달상권,3120102,서교동(홍대),LL,다이나믹,80.0,47.0,92.0,48.0
20201,D,발달상권,3120103,홍대입구역(홍대),LL,다이나믹,63.0,42.0,92.0,48.0
20201,D,발달상권,3120104,연남동(홍대),LL,다이나믹,58.0,43.0,92.0,48.0
20201,D,발달상권,3120106,마포역,HL,상권축소,96.0,44.0,92.0,48.0
20201,D,발달상권,3120107,공덕역(공덕오거리),LH,상권확장,83.0,50.0,92.0,48.0
20201,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",LL,다이나믹,83.0,48.0,92.0,48.0
20201,D,발달상권,3120096,"이화여대(이대역, 이대)",LL,다이나믹,76.0,46.0,92.0,48.0
20201,A,골목상권,3110144,어린이대공원역 4번,LL,다이나믹,73.0,38.0,92.0,48.0
20201,R,전통시장,3130175,신촌 상인회(신촌상점가),LH,상권확장,72.0,51.0,92.0,48.0
20201,R,전통시장,3130178,이대 앞 스타트업 상점가,LL,다이나믹,79.0,43.0,92.0,48.0
20201,R,전통시장,3130183,상암동상점가,LL,다이나믹,56.0,47.0,92.0,48.0
20201,R,전통시장,3130185,망원월드컵시장,HH,정체,101.0,52.0,92.0,48.0
20201,R,전통시장,3130186,망원시장,LL,다이나믹,86.0,48.0,92.0,48.0
20201,R,전통시장,3130188,합정시장,LH,상권확장,63.0,56.0,92.0,48.0
20201,R,전통시장,3130189,서교시장,LL,다이나믹,68.0,33.0,92.0,48.0
20201,A,골목상권,3110285,홍대부중,LL,다이나믹,82.0,44.0,92.0,48.0
20201,A,골목상권,3110583,공덕래미안3차아파트,HL,상권축소,92.0,42.0,92.0,48.0
20201,A,골목상권,3110569,홍대땡땡거리,LL,다이나믹,77.0,43.0,92.0,48.0
20201,A,골목상권,3110550,합정역 8번,LL,다이나믹,72.0,46.0,92.0,48.0
20201,A,골목상권,3110557,홍대부속여중고앞,LL,다이나믹,82.0,44.0,92.0,48.0
20201,A,골목상권,3110565,홍익대,LL,다이나믹,69.0,39.0,92.0,48.0
20201,A,골목상권,3110562,연트럴파크(연남동주민센터),LL,다이나믹,49.0,32.0,92.0,48.0
20201,R,전통시장,3130190,홍대소상공인상점가,LL,다이나믹,57.0,45.0,92.0,48.0
20201,R,전통시장,3130194,용강동 상점가,HH,정체,107.0,54.0,92.0,48.0
20201,R,전통시장,3130196,공덕시장,HH,정체,139.0,50.0,92.0,48.0
20201,R,전통시장,3130197,마포시장,HH,정체,146.0,54.0,92.0,48.0
20201,R,전통시장,3130198,아현시장,HH,정체,111.0,51.0,92.0,48.0
20201,R,전통시장,3130191,홍대 걷고싶은 거리,LL,다이나믹,62.0,47.0,92.0,48.0
20201,R,전통시장,3130193,신수시장,HL,상권축소,113.0,37.0,92.0,48.0
20201,D,발달상권,3120054,어린이대공원역,LL,다이나믹,87.0,48.0,92.0,48.0
20201,D,발달상권,3120099,월드컵경기장역(월드컵경기장),LH,상권확장,56.0,49.0,92.0,48.0
20201,R,전통시장,3130184,마포농수산물시장,HH,정체,137.0,61.0,92.0,48.0
20201,R,전통시장,3130181,아현가구거리상점가,HH,정체,147.0,83.0,92.0,48.0
20201,R,전통시장,3130195,도화동 상점가,HH,정체,94.0,52.0,92.0,48.0
20202,A,골목상권,3110148,어린이대공원역 3번,LH,상권확장,76.0,51.0,92.0,49.0
20202,A,골목상권,3110285,홍대부중,LL,다이나믹,83.0,43.0,92.0,49.0
20202,A,골목상권,3110542,마포구청역 7번,LL,다이나믹,83.0,39.0,92.0,49.0
20202,A,골목상권,3110545,마포구청역 1번,LH,상권확장,75.0,65.0,92.0,49.0
20202,A,골목상권,3110584,아현역 4번,HH,정체,135.0,59.0,92.0,49.0
20202,A,골목상권,3110554,망원역 1번,LL,다이나믹,71.0,47.0,92.0,49.0
20202,A,골목상권,3110555,홍익지구대,LL,다이나믹,88.0,46.0,92.0,49.0
20202,A,골목상권,3110581,염리초등학교,HH,정체,99.0,60.0,92.0,49.0
20202,A,골목상권,3110582,이대역 5번,HL,상권축소,110.0,44.0,92.0,49.0
20202,A,골목상권,3110585,마포경찰서,LL,다이나믹,68.0,35.0,92.0,49.0
20202,A,골목상권,3110587,공덕동주민센터,LH,상권확장,82.0,50.0,92.0,49.0
20202,A,골목상권,3110560,마포FM,LH,상권확장,74.0,53.0,92.0,49.0
20202,A,골목상권,3110561,상수역 4번,LL,다이나믹,73.0,41.0,92.0,49.0
20202,A,골목상권,3110547,KB국민은행 망원동지점,LL,다이나믹,90.0,44.0,92.0,49.0
20202,A,골목상권,3110569,홍대땡땡거리,LL,다이나믹,76.0,43.0,92.0,49.0
20202,A,골목상권,3110570,KB국민은행 서강지점,LH,상권확장,87.0,51.0,92.0,49.0
20202,A,골목상권,3110548,마포구청역 4번,LL,다이나믹,88.0,44.0,92.0,49.0
20202,A,골목상권,3110571,신수동주민센터,HH,정체,94.0,49.0,92.0,49.0
20202,A,골목상권,3110572,서강대역 1번,LH,상권확장,92.0,49.0,92.0,49.0
20202,A,골목상권,3110540,망원나들목체육관,LH,상권확장,87.0,51.0,92.0,49.0
20202,A,골목상권,3110573,신촌역 6번,HH,정체,95.0,50.0,92.0,49.0
20202,A,골목상권,3110574,서강대학교,LH,상권확장,59.0,75.0,92.0,49.0
20202,A,골목상권,3110575,대흥동주민센터,HL,상권축소,104.0,44.0,92.0,49.0
20202,A,골목상권,3110576,대흥역 3번,LL,다이나믹,80.0,47.0,92.0,49.0
20202,A,골목상권,3110559,성산중학교,LL,다이나믹,53.0,45.0,92.0,49.0
20202,A,골목상권,3110564,홍대입구역 3번,LL,다이나믹,53.0,40.0,92.0,49.0
20202,A,골목상권,3110532,아현역 2번,HH,정체,135.0,52.0,92.0,49.0
20202,A,골목상권,3110530,아현역 1번,HH,정체,92.0,50.0,92.0,49.0
20202,A,골목상권,3110577,용강동주민센터,HH,정체,94.0,50.0,92.0,49.0
20202,A,골목상권,3110578,대흥역 2번,HH,정체,96.0,49.0,92.0,49.0
20202,A,골목상권,3110579,마포역 4번,LH,상권확장,64.0,55.0,92.0,49.0
20202,A,골목상권,3110563,상수역 3번,LH,상권확장,89.0,50.0,92.0,49.0
20202,A,골목상권,3110754,삼성산자연공원(서울금천초등학교),HL,상권축소,112.0,42.0,92.0,49.0
20202,D,발달상권,3120100,망원역,LH,상권확장,86.0,50.0,92.0,49.0
20202,D,발달상권,3120101,합정역,LL,다이나믹,66.0,47.0,92.0,49.0
20202,D,발달상권,3120105,상수역(홍대),LL,다이나믹,57.0,39.0,92.0,49.0
20202,D,발달상권,3120102,서교동(홍대),LL,다이나믹,81.0,47.0,92.0,49.0
20202,D,발달상권,3120103,홍대입구역(홍대),LL,다이나믹,64.0,42.0,92.0,49.0
20202,D,발달상권,3120104,연남동(홍대),LL,다이나믹,59.0,43.0,92.0,49.0
20202,D,발달상권,3120106,마포역,HL,상권축소,98.0,44.0,92.0,49.0
20202,D,발달상권,3120107,공덕역(공덕오거리),LH,상권확장,83.0,50.0,92.0,49.0
20202,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",LL,다이나믹,83.0,48.0,92.0,49.0
20202,D,발달상권,3120096,"이화여대(이대역, 이대)",LL,다이나믹,75.0,46.0,92.0,49.0
20202,A,골목상권,3110144,어린이대공원역 4번,LL,다이나믹,76.0,38.0,92.0,49.0
20202,R,전통시장,3130175,신촌 상인회(신촌상점가),LH,상권확장,74.0,51.0,92.0,49.0
20202,R,전통시장,3130178,이대 앞 스타트업 상점가,LL,다이나믹,80.0,43.0,92.0,49.0
20202,R,전통시장,3130183,상암동상점가,LL,다이나믹,56.0,47.0,92.0,49.0
20202,R,전통시장,3130184,마포농수산물시장,HH,정체,140.0,62.0,92.0,49.0
20202,R,전통시장,3130185,망원월드컵시장,HH,정체,104.0,52.0,92.0,49.0
20202,R,전통시장,3130186,망원시장,LL,다이나믹,90.0,48.0,92.0,49.0
20202,R,전통시장,3130188,합정시장,LH,상권확장,74.0,54.0,92.0,49.0
20202,R,전통시장,3130189,서교시장,LL,다이나믹,71.0,33.0,92.0,49.0
20202,A,골목상권,3110520,경의중앙 신촌역,LL,다이나믹,91.0,46.0,92.0,49.0
20202,A,골목상권,3110583,공덕래미안3차아파트,HL,상권축소,92.0,42.0,92.0,49.0
20202,A,골목상권,3110550,합정역 8번,LL,다이나믹,73.0,46.0,92.0,49.0
20202,A,골목상권,3110557,홍대부속여중고앞,LL,다이나믹,83.0,43.0,92.0,49.0
20202,A,골목상권,3110565,홍익대,LL,다이나믹,70.0,39.0,92.0,49.0
20202,A,골목상권,3110562,연트럴파크(연남동주민센터),LL,다이나믹,51.0,32.0,92.0,49.0
20202,R,전통시장,3130190,홍대소상공인상점가,LL,다이나믹,57.0,45.0,92.0,49.0
20202,R,전통시장,3130194,용강동 상점가,HH,정체,108.0,54.0,92.0,49.0
20202,R,전통시장,3130196,공덕시장,HH,정체,141.0,50.0,92.0,49.0
20202,R,전통시장,3130197,마포시장,HH,정체,144.0,54.0,92.0,49.0
20202,R,전통시장,3130198,아현시장,HH,정체,109.0,51.0,92.0,49.0
20202,R,전통시장,3130191,홍대 걷고싶은 거리,LL,다이나믹,63.0,47.0,92.0,49.0
20202,R,전통시장,3130193,신수시장,HL,상권축소,116.0,37.0,92.0,49.0
20202,D,발달상권,3120054,어린이대공원역,LL,다이나믹,87.0,48.0,92.0,49.0
20202,D,발달상권,3120099,월드컵경기장역(월드컵경기장),LL,다이나믹,58.0,48.0,92.0,49.0
20202,R,전통시장,3130181,아현가구거리상점가,HH,정체,150.0,83.0,92.0,49.0
20202,R,전통시장,3130195,도화동 상점가,HH,정체,95.0,52.0,92.0,49.0
20203,A,골목상권,3110148,어린이대공원역 3번,LH,상권확장,77.0,51.0,93.0,49.0
20203,A,골목상권,3110285,홍대부중,LL,다이나믹,85.0,43.0,93.0,49.0
20203,A,골목상권,3110542,마포구청역 7번,LL,다이나믹,84.0,39.0,93.0,49.0
20203,A,골목상권,3110545,마포구청역 1번,LH,상권확장,74.0,65.0,93.0,49.0
20203,A,골목상권,3110584,아현역 4번,HH,정체,138.0,59.0,93.0,49.0
20203,A,골목상권,3110554,망원역 1번,LL,다이나믹,73.0,47.0,93.0,49.0
20203,A,골목상권,3110555,홍익지구대,LL,다이나믹,86.0,48.0,93.0,49.0
20203,A,골목상권,3110582,이대역 5번,HL,상권축소,111.0,45.0,93.0,49.0
20203,A,골목상권,3110585,마포경찰서,LL,다이나믹,69.0,34.0,93.0,49.0
20203,A,골목상권,3110587,공덕동주민센터,LH,상권확장,85.0,50.0,93.0,49.0
20203,A,골목상권,3110560,마포FM,LH,상권확장,75.0,53.0,93.0,49.0
20203,A,골목상권,3110561,상수역 4번,LL,다이나믹,73.0,40.0,93.0,49.0
20203,A,골목상권,3110547,KB국민은행 망원동지점,LL,다이나믹,91.0,44.0,93.0,49.0
20203,A,골목상권,3110569,홍대땡땡거리,LL,다이나믹,78.0,43.0,93.0,49.0
20203,A,골목상권,3110570,KB국민은행 서강지점,LH,상권확장,90.0,51.0,93.0,49.0
20203,A,골목상권,3110548,마포구청역 4번,LL,다이나믹,86.0,44.0,93.0,49.0
20203,A,골목상권,3110571,신수동주민센터,HH,정체,94.0,49.0,93.0,49.0
20203,A,골목상권,3110572,서강대역 1번,LH,상권확장,91.0,50.0,93.0,49.0
20203,A,골목상권,3110540,망원나들목체육관,LH,상권확장,90.0,51.0,93.0,49.0
20203,A,골목상권,3110573,신촌역 6번,HH,정체,99.0,50.0,93.0,49.0
20203,A,골목상권,3110574,서강대학교,LH,상권확장,59.0,75.0,93.0,49.0
20203,A,골목상권,3110575,대흥동주민센터,HL,상권축소,98.0,45.0,93.0,49.0
20203,A,골목상권,3110576,대흥역 3번,LL,다이나믹,78.0,47.0,93.0,49.0
20203,A,골목상권,3110559,성산중학교,LL,다이나믹,55.0,45.0,93.0,49.0
20203,A,골목상권,3110564,홍대입구역 3번,LL,다이나믹,54.0,41.0,93.0,49.0
20203,A,골목상권,3110532,아현역 2번,HH,정체,137.0,52.0,93.0,49.0
20203,A,골목상권,3110530,아현역 1번,HH,정체,95.0,50.0,93.0,49.0
20203,A,골목상권,3110577,용강동주민센터,HH,정체,96.0,50.0,93.0,49.0
20203,A,골목상권,3110578,대흥역 2번,HH,정체,95.0,49.0,93.0,49.0
20203,A,골목상권,3110579,마포역 4번,LH,상권확장,63.0,56.0,93.0,49.0
20203,A,골목상권,3110563,상수역 3번,LH,상권확장,90.0,49.0,93.0,49.0
20203,A,골목상권,3110754,삼성산자연공원(서울금천초등학교),HL,상권축소,113.0,42.0,93.0,49.0
20203,A,골목상권,3110581,염리초등학교,HH,정체,102.0,60.0,93.0,49.0
20203,D,발달상권,3120100,망원역,LH,상권확장,87.0,50.0,93.0,49.0
20203,D,발달상권,3120101,합정역,LL,다이나믹,66.0,47.0,93.0,49.0
20203,D,발달상권,3120105,상수역(홍대),LL,다이나믹,58.0,39.0,93.0,49.0
20203,D,발달상권,3120102,서교동(홍대),LL,다이나믹,81.0,48.0,93.0,49.0
20203,D,발달상권,3120103,홍대입구역(홍대),LL,다이나믹,66.0,42.0,93.0,49.0
20203,D,발달상권,3120104,연남동(홍대),LL,다이나믹,59.0,43.0,93.0,49.0
20203,D,발달상권,3120106,마포역,HL,상권축소,100.0,44.0,93.0,49.0
20203,D,발달상권,3120107,공덕역(공덕오거리),LH,상권확장,84.0,51.0,93.0,49.0
20203,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",LL,다이나믹,83.0,48.0,93.0,49.0
20203,D,발달상권,3120096,"이화여대(이대역, 이대)",LL,다이나믹,76.0,46.0,93.0,49.0
20203,D,발달상권,3120099,월드컵경기장역(월드컵경기장),LL,다이나믹,60.0,47.0,93.0,49.0
20203,A,골목상권,3110144,어린이대공원역 4번,LL,다이나믹,77.0,38.0,93.0,49.0
20203,R,전통시장,3130175,신촌 상인회(신촌상점가),LH,상권확장,76.0,51.0,93.0,49.0
20203,R,전통시장,3130178,이대 앞 스타트업 상점가,LL,다이나믹,80.0,43.0,93.0,49.0
20203,R,전통시장,3130183,상암동상점가,LL,다이나믹,57.0,47.0,93.0,49.0
20203,R,전통시장,3130184,마포농수산물시장,HH,정체,143.0,63.0,93.0,49.0
20203,R,전통시장,3130185,망원월드컵시장,HH,정체,105.0,52.0,93.0,49.0
20203,R,전통시장,3130186,망원시장,LL,다이나믹,89.0,47.0,93.0,49.0
20203,R,전통시장,3130188,합정시장,LH,상권확장,77.0,54.0,93.0,49.0
20203,R,전통시장,3130189,서교시장,LL,다이나믹,78.0,33.0,93.0,49.0
20203,A,골목상권,3110520,경의중앙 신촌역,LL,다이나믹,88.0,47.0,93.0,49.0
20203,A,골목상권,3110583,공덕래미안3차아파트,HL,상권축소,95.0,43.0,93.0,49.0
20203,A,골목상권,3110550,합정역 8번,LL,다이나믹,73.0,47.0,93.0,49.0
20203,A,골목상권,3110557,홍대부속여중고앞,LL,다이나믹,82.0,44.0,93.0,49.0
20203,A,골목상권,3110565,홍익대,LL,다이나믹,71.0,39.0,93.0,49.0
20203,A,골목상권,3110562,연트럴파크(연남동주민센터),LL,다이나믹,52.0,32.0,93.0,49.0
20203,R,전통시장,3130190,홍대소상공인상점가,LL,다이나믹,59.0,45.0,93.0,49.0
20203,R,전통시장,3130194,용강동 상점가,HH,정체,106.0,54.0,93.0,49.0
20203,R,전통시장,3130196,공덕시장,HH,정체,146.0,50.0,93.0,49.0
20203,R,전통시장,3130197,마포시장,HH,정체,145.0,55.0,93.0,49.0
20203,R,전통시장,3130198,아현시장,HH,정체,108.0,52.0,93.0,49.0
20203,R,전통시장,3130191,홍대 걷고싶은 거리,LL,다이나믹,65.0,48.0,93.0,49.0
20203,R,전통시장,3130193,신수시장,HL,상권축소,115.0,36.0,93.0,49.0
20203,D,발달상권,3120054,어린이대공원역,LL,다이나믹,86.0,48.0,93.0,49.0
20203,R,전통시장,3130181,아현가구거리상점가,HH,정체,151.0,83.0,93.0,49.0
20203,R,전통시장,3130195,도화동 상점가,HH,정체,96.0,52.0,93.0,49.0
20204,A,골목상권,3110148,어린이대공원역 3번,LH,상권확장,78.0,50.0,93.0,49.0
20204,A,골목상권,3110285,홍대부중,LL,다이나믹,85.0,48.0,93.0,49.0
20204,A,골목상권,3110542,마포구청역 7번,LL,다이나믹,82.0,41.0,93.0,49.0
20204,A,골목상권,3110545,마포구청역 1번,LH,상권확장,75.0,64.0,93.0,49.0
20204,A,골목상권,3110584,아현역 4번,HH,정체,135.0,60.0,93.0,49.0
20204,A,골목상권,3110554,망원역 1번,LL,다이나믹,74.0,47.0,93.0,49.0
20204,A,골목상권,3110555,홍익지구대,LH,상권확장,85.0,49.0,93.0,49.0
20204,A,골목상권,3110581,염리초등학교,HH,정체,101.0,60.0,93.0,49.0
20204,A,골목상권,3110582,이대역 5번,HL,상권축소,111.0,45.0,93.0,49.0
20204,A,골목상권,3110585,마포경찰서,LL,다이나믹,69.0,33.0,93.0,49.0
20204,A,골목상권,3110587,공덕동주민센터,LH,상권확장,85.0,51.0,93.0,49.0
20204,A,골목상권,3110560,마포FM,LH,상권확장,77.0,53.0,93.0,49.0
20204,A,골목상권,3110561,상수역 4번,LL,다이나믹,76.0,40.0,93.0,49.0
20204,A,골목상권,3110547,KB국민은행 망원동지점,LL,다이나믹,91.0,45.0,93.0,49.0
20204,A,골목상권,3110569,홍대땡땡거리,LL,다이나믹,79.0,43.0,93.0,49.0
20204,A,골목상권,3110570,KB국민은행 서강지점,LH,상권확장,91.0,52.0,93.0,49.0
20204,A,골목상권,3110548,마포구청역 4번,LL,다이나믹,89.0,44.0,93.0,49.0
20204,A,골목상권,3110571,신수동주민센터,HH,정체,96.0,50.0,93.0,49.0
20204,A,골목상권,3110572,서강대역 1번,LH,상권확장,92.0,50.0,93.0,49.0
20204,A,골목상권,3110540,망원나들목체육관,LH,상권확장,91.0,51.0,93.0,49.0
20204,A,골목상권,3110573,신촌역 6번,HH,정체,102.0,50.0,93.0,49.0
20204,A,골목상권,3110574,서강대학교,LH,상권확장,56.0,77.0,93.0,49.0
20204,A,골목상권,3110550,합정역 8번,LL,다이나믹,74.0,47.0,93.0,49.0
20204,A,골목상권,3110575,대흥동주민센터,HL,상권축소,94.0,45.0,93.0,49.0
20204,A,골목상권,3110576,대흥역 3번,LL,다이나믹,76.0,47.0,93.0,49.0
20204,A,골목상권,3110559,성산중학교,LL,다이나믹,56.0,45.0,93.0,49.0
20204,A,골목상권,3110564,홍대입구역 3번,LL,다이나믹,55.0,41.0,93.0,49.0
20204,A,골목상권,3110532,아현역 2번,HH,정체,140.0,54.0,93.0,49.0
20204,A,골목상권,3110530,아현역 1번,HH,정체,98.0,50.0,93.0,49.0
20204,A,골목상권,3110577,용강동주민센터,HH,정체,99.0,50.0,93.0,49.0
20204,A,골목상권,3110578,대흥역 2번,HH,정체,98.0,49.0,93.0,49.0
20204,A,골목상권,3110579,마포역 4번,LH,상권확장,66.0,56.0,93.0,49.0
20204,A,골목상권,3110562,연트럴파크(연남동주민센터),LL,다이나믹,52.0,32.0,93.0,49.0
20204,A,골목상권,3110563,상수역 3번,LH,상권확장,93.0,50.0,93.0,49.0
20204,A,골목상권,3110754,삼성산자연공원(서울금천초등학교),HL,상권축소,113.0,43.0,93.0,49.0
20204,D,발달상권,3120100,망원역,LH,상권확장,88.0,50.0,93.0,49.0
20204,D,발달상권,3120101,합정역,LL,다이나믹,67.0,47.0,93.0,49.0
20204,D,발달상권,3120105,상수역(홍대),LL,다이나믹,59.0,39.0,93.0,49.0
20204,D,발달상권,3120102,서교동(홍대),LL,다이나믹,83.0,47.0,93.0,49.0
20204,D,발달상권,3120103,홍대입구역(홍대),LL,다이나믹,66.0,42.0,93.0,49.0
20204,D,발달상권,3120104,연남동(홍대),LL,다이나믹,60.0,43.0,93.0,49.0
20204,D,발달상권,3120106,마포역,HL,상권축소,101.0,45.0,93.0,49.0
20204,D,발달상권,3120107,공덕역(공덕오거리),LH,상권확장,86.0,51.0,93.0,49.0
20204,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",LL,다이나믹,85.0,48.0,93.0,49.0
20204,D,발달상권,3120096,"이화여대(이대역, 이대)",LL,다이나믹,78.0,46.0,93.0,49.0
20204,D,발달상권,3120099,월드컵경기장역(월드컵경기장),LL,다이나믹,60.0,47.0,93.0,49.0
20204,A,골목상권,3110144,어린이대공원역 4번,LL,다이나믹,83.0,38.0,93.0,49.0
20204,R,전통시장,3130175,신촌 상인회(신촌상점가),LH,상권확장,69.0,51.0,93.0,49.0
20204,R,전통시장,3130178,이대 앞 스타트업 상점가,LL,다이나믹,80.0,43.0,93.0,49.0
20204,R,전통시장,3130183,상암동상점가,LL,다이나믹,57.0,47.0,93.0,49.0
20204,R,전통시장,3130184,마포농수산물시장,HH,정체,139.0,65.0,93.0,49.0
20204,R,전통시장,3130185,망원월드컵시장,HH,정체,108.0,52.0,93.0,49.0
20204,R,전통시장,3130186,망원시장,LL,다이나믹,91.0,47.0,93.0,49.0
20204,R,전통시장,3130188,합정시장,LH,상권확장,80.0,54.0,93.0,49.0
20204,R,전통시장,3130189,서교시장,LL,다이나믹,82.0,33.0,93.0,49.0
20204,A,골목상권,3110520,경의중앙 신촌역,LL,다이나믹,91.0,47.0,93.0,49.0
20204,A,골목상권,3110583,공덕래미안3차아파트,HL,상권축소,97.0,42.0,93.0,49.0
20204,A,골목상권,3110557,홍대부속여중고앞,LL,다이나믹,83.0,45.0,93.0,49.0
20204,A,골목상권,3110565,홍익대,LL,다이나믹,72.0,39.0,93.0,49.0
20204,R,전통시장,3130194,용강동 상점가,HH,정체,107.0,54.0,93.0,49.0
20204,R,전통시장,3130196,공덕시장,HH,정체,149.0,51.0,93.0,49.0
20204,R,전통시장,3130197,마포시장,HH,정체,147.0,55.0,93.0,49.0
20204,R,전통시장,3130198,아현시장,HH,정체,107.0,52.0,93.0,49.0
20204,R,전통시장,3130191,홍대 걷고싶은 거리,LL,다이나믹,66.0,48.0,93.0,49.0
20204,R,전통시장,3130193,신수시장,HL,상권축소,114.0,36.0,93.0,49.0
20204,D,발달상권,3120054,어린이대공원역,LL,다이나믹,85.0,48.0,93.0,49.0
20204,R,전통시장,3130190,홍대소상공인상점가,LL,다이나믹,61.0,44.0,93.0,49.0
20204,R,전통시장,3130181,아현가구거리상점가,HH,정체,154.0,83.0,93.0,49.0
20204,R,전통시장,3130195,도화동 상점가,HH,정체,96.0,52.0,93.0,49.0
20211,A,골목상권,3110148,어린이대공원역 3번,LH,상권확장,81.0,50.0,94.0,49.0
20211,A,골목상권,3110285,홍대부중,LL,다이나믹,89.0,47.0,94.0,49.0
20211,A,골목상권,3110542,마포구청역 7번,LL,다이나믹,83.0,41.0,94.0,49.0
20211,A,골목상권,3110545,마포구청역 1번,LH,상권확장,77.0,64.0,94.0,49.0
20211,A,골목상권,3110584,아현역 4번,HH,정체,121.0,63.0,94.0,49.0
20211,A,골목상권,3110554,망원역 1번,LL,다이나믹,76.0,47.0,94.0,49.0
20211,A,골목상권,3110555,홍익지구대,LL,다이나믹,89.0,49.0,94.0,49.0
20211,A,골목상권,3110581,염리초등학교,HH,정체,100.0,60.0,94.0,49.0
20211,A,골목상권,3110582,이대역 5번,HL,상권축소,111.0,47.0,94.0,49.0
20211,A,골목상권,3110585,마포경찰서,LL,다이나믹,72.0,33.0,94.0,49.0
20211,A,골목상권,3110587,공덕동주민센터,LH,상권확장,91.0,50.0,94.0,49.0
20211,A,골목상권,3110560,마포FM,LH,상권확장,79.0,52.0,94.0,49.0
20211,A,골목상권,3110561,상수역 4번,LL,다이나믹,76.0,41.0,94.0,49.0
20211,A,골목상권,3110547,KB국민은행 망원동지점,LL,다이나믹,94.0,45.0,94.0,49.0
20211,A,골목상권,3110569,홍대땡땡거리,LL,다이나믹,79.0,44.0,94.0,49.0
20211,A,골목상권,3110570,KB국민은행 서강지점,LH,상권확장,91.0,52.0,94.0,49.0
20211,A,골목상권,3110548,마포구청역 4번,LL,다이나믹,90.0,45.0,94.0,49.0
20211,A,골목상권,3110571,신수동주민센터,HH,정체,97.0,49.0,94.0,49.0
20211,A,골목상권,3110572,서강대역 1번,LH,상권확장,93.0,50.0,94.0,49.0
20211,A,골목상권,3110540,망원나들목체육관,LH,상권확장,93.0,51.0,94.0,49.0
20211,A,골목상권,3110573,신촌역 6번,HH,정체,105.0,50.0,94.0,49.0
20211,A,골목상권,3110574,서강대학교,LH,상권확장,59.0,77.0,94.0,49.0
20211,A,골목상권,3110550,합정역 8번,LL,다이나믹,77.0,47.0,94.0,49.0
20211,A,골목상권,3110575,대흥동주민센터,HL,상권축소,99.0,45.0,94.0,49.0
20211,A,골목상권,3110576,대흥역 3번,LL,다이나믹,76.0,47.0,94.0,49.0
20211,A,골목상권,3110559,성산중학교,LL,다이나믹,57.0,45.0,94.0,49.0
20211,A,골목상권,3110564,홍대입구역 3번,LL,다이나믹,55.0,41.0,94.0,49.0
20211,A,골목상권,3110532,아현역 2번,HH,정체,142.0,55.0,94.0,49.0
20211,A,골목상권,3110530,아현역 1번,HH,정체,97.0,50.0,94.0,49.0
20211,A,골목상권,3110577,용강동주민센터,HH,정체,100.0,51.0,94.0,49.0
20211,A,골목상권,3110578,대흥역 2번,HH,정체,100.0,49.0,94.0,49.0
20211,A,골목상권,3110579,마포역 4번,LH,상권확장,65.0,56.0,94.0,49.0
20211,A,골목상권,3110562,연트럴파크(연남동주민센터),LL,다이나믹,53.0,33.0,94.0,49.0
20211,A,골목상권,3110563,상수역 3번,HH,정체,98.0,50.0,94.0,49.0
20211,A,골목상권,3110754,삼성산자연공원(서울금천초등학교),HL,상권축소,115.0,43.0,94.0,49.0
