quarter,dong_code,dong_name,open_count,close_count,open_rate,close_rate,industry_code,industry_name
20202,11440730,성산2동,0.0,1.0,0.0,4.5,CS100009,호프
20201,11440730,성산2동,3.0,0.0,12.0,0.0,CS100009,호프
20194,11440730,성산2동,0.0,0.0,0.0,0.0,CS100009,호프
20202,11440740,상암동,3.0,2.0,5.1,3.4,CS100009,호프
20201,11440740,상암동,1.0,3.0,1.8,5.3,CS100009,호프
20194,11440740,상암동,3.0,0.0,5.0,0.0,CS100009,호프
20202,11440555,아현동,0.0,0.0,0.0,0.0,CS100010,커피
20201,11440555,아현동,3.0,2.0,8.6,5.7,CS100010,커피
20194,11440555,아현동,7.0,3.0,17.9,7.7,CS100010,커피
20202,11440565,공덕동,3.0,3.0,5.2,5.2,CS100010,커피
20201,11440565,공덕동,3.0,2.0,5.1,3.4,CS100010,커피
20194,11440565,공덕동,6.0,2.0,9.5,3.2,CS100010,커피
20202,11440585,도화동,7.0,7.0,12.3,12.3,CS100010,커피
20201,11440585,도화동,3.0,2.0,5.2,3.4,CS100010,커피
20194,11440585,도화동,2.0,1.0,3.4,1.7,CS100010,커피
20202,11440590,용강동,3.0,7.0,5.2,12.1,CS100010,커피
20201,11440590,용강동,3.0,4.0,5.3,7.0,CS100010,커피
20194,11440590,용강동,1.0,1.0,1.8,1.8,CS100010,커피
20202,11440600,대흥동,4.0,2.0,6.0,3.0,CS100010,커피
20201,11440600,대흥동,6.0,4.0,8.7,5.8,CS100010,커피
20194,11440600,대흥동,5.0,3.0,7.0,4.2,CS100010,커피
20202,11440610,염리동,2.0,3.0,5.3,7.9,CS100010,커피
20201,11440610,염리동,3.0,1.0,7.5,2.5,CS100010,커피
20194,11440610,염리동,5.0,2.0,11.6,4.7,CS100010,커피
20202,11440630,신수동,4.0,0.0,10.0,0.0,CS100010,커피
20201,11440630,신수동,1.0,2.0,2.6,5.1,CS100010,커피
20194,11440630,신수동,3.0,3.0,7.7,7.7,CS100010,커피
20202,11440655,서강동,6.0,8.0,5.4,7.2,CS100010,커피
20201,11440655,서강동,10.0,7.0,8.8,6.1,CS100010,커피
20194,11440655,서강동,9.0,2.0,7.4,1.7,CS100010,커피
20202,11440660,서교동,26.0,19.0,4.4,3.2,CS100010,커피
20201,11440660,서교동,44.0,35.0,7.4,5.9,CS100010,커피
20194,11440660,서교동,41.0,20.0,6.7,3.2,CS100010,커피
20202,11440680,합정동,10.0,6.0,7.0,4.2,CS100010,커피
20201,11440680,합정동,7.0,7.0,4.9,4.9,CS100010,커피
20194,11440680,합정동,9.0,7.0,6.2,4.8,CS100010,커피
20202,11440690,망원1동,8.0,6.0,7.5,5.7,CS100010,커피
20201,11440690,망원1동,8.0,8.0,7.5,7.5,CS100010,커피
20194,11440690,망원1동,18.0,6.0,15.3,5.1,CS100010,커피
20202,11440700,망원2동,2.0,2.0,3.6,3.6,CS100010,커피
20201,11440700,망원2동,1.0,1.0,1.8,1.8,CS100010,커피
20194,11440700,망원2동,3.0,1.0,5.2,1.7,CS100010,커피
20202,11440710,연남동,18.0,14.0,8.1,6.3,CS100010,커피
20201,11440710,연남동,13.0,10.0,5.8,4.4,CS100010,커피
20194,11440710,연남동,18.0,10.0,7.7,4.3,CS100010,커피
20202,11440720,성산1동,3.0,2.0,5.9,3.9,CS100010,커피
20201,11440720,성산1동,2.0,2.0,3.9,3.9,CS100010,커피
20194,11440720,성산1동,6.0,1.0,10.7,1.8,CS100010,커피
20202,11440730,성산2동,3.0,1.0,6.1,2.0,CS100010,커피
20201,11440730,성산2동,0.0,2.0,0.0,4.3,CS100010,커피
20194,11440730,성산2동,4.0,3.0,8.3,6.3,CS100010,커피
20202,11440740,상암동,10.0,7.0,6.5,4.6,CS100010,커피
20201,11440740,상암동,17.0,8.0,10.5,4.9,CS100010,커피
20194,11440740,상암동,15.0,9.0,8.9,5.4,CS100010,커피
20204,11440555,아현동,8.0,2.0,7.2,1.8,CS100001,한식
20203,11440555,아현동,3.0,2.0,2.7,1.8,CS100001,한식
20204,11440565,공덕동,9.0,8.0,3.9,3.5,CS100001,한식
20203,11440565,공덕동,9.0,8.0,3.9,3.5,CS100001,한식
20204,11440585,도화동,2.0,3.0,1.2,1.8,CS100001,한식
20203,11440585,도화동,8.0,4.0,4.8,2.4,CS100001,한식
20204,11440590,용강동,6.0,7.0,3.1,3.6,CS100001,한식
20203,11440590,용강동,12.0,5.0,5.9,2.5,CS100001,한식
20204,11440600,대흥동,5.0,8.0,3.7,5.9,CS100001,한식
20203,11440600,대흥동,4.0,7.0,3.0,5.2,CS100001,한식
20204,11440610,염리동,2.0,1.0,2.8,1.4,CS100001,한식
20203,11440610,염리동,3.0,4.0,4.2,5.6,CS100001,한식
20204,11440630,신수동,1.0,0.0,1.3,0.0,CS100001,한식
20203,11440630,신수동,5.0,6.0,6.7,8.0,CS100001,한식
20204,11440655,서강동,13.0,9.0,8.7,6.0,CS100001,한식
20203,11440655,서강동,10.0,11.0,6.5,7.1,CS100001,한식
20204,11440660,서교동,37.0,45.0,4.7,5.7,CS100001,한식
20203,11440660,서교동,56.0,39.0,7.1,4.9,CS100001,한식
20204,11440680,합정동,14.0,8.0,7.7,4.4,CS100001,한식
20203,11440680,합정동,12.0,10.0,6.7,5.6,CS100001,한식
20204,11440690,망원1동,2.0,2.0,1.5,1.5,CS100001,한식
20203,11440690,망원1동,15.0,5.0,10.2,3.4,CS100001,한식
20204,11440700,망원2동,5.0,3.0,4.7,2.8,CS100001,한식
20203,11440700,망원2동,4.0,5.0,3.8,4.8,CS100001,한식
20204,11440710,연남동,11.0,7.0,8.2,5.2,CS100001,한식
20203,11440710,연남동,9.0,12.0,7.0,9.3,CS100001,한식
20204,11440720,성산1동,4.0,3.0,4.4,3.3,CS100001,한식
20203,11440720,성산1동,6.0,4.0,6.5,4.3,CS100001,한식
20204,11440730,성산2동,3.0,2.0,2.9,1.9,CS100001,한식
20203,11440730,성산2동,4.0,5.0,3.9,4.9,CS100001,한식
20204,11440740,상암동,10.0,24.0,3.3,7.9,CS100001,한식
20203,11440740,상암동,13.0,16.0,4.2,5.2,CS100001,한식
20204,11440555,아현동,1.0,1.0,16.7,16.7,CS100002,중식
20203,11440555,아현동,0.0,0.0,0.0,0.0,CS100002,중식
20204,11440565,공덕동,0.0,0.0,0.0,0.0,CS100002,중식
20203,11440565,공덕동,0.0,2.0,0.0,12.5,CS100002,중식
20204,11440585,도화동,2.0,0.0,11.8,0.0,CS100002,중식
20203,11440585,도화동,2.0,1.0,11.1,5.6,CS100002,중식
20204,11440590,용강동,0.0,0.0,0.0,0.0,CS100002,중식
20203,11440590,용강동,3.0,0.0,18.8,0.0,CS100002,중식
20204,11440600,대흥동,0.0,0.0,0.0,0.0,CS100002,중식
20203,11440600,대흥동,0.0,0.0,0.0,0.0,CS100002,중식
20204,11440610,염리동,0.0,1.0,0.0,25.0,CS100002,중식
20203,11440610,염리동,0.0,0.0,0.0,0.0,CS100002,중식
20204,11440630,신수동,0.0,0.0,0.0,0.0,CS100002,중식
20203,11440630,신수동,0.0,0.0,0.0,0.0,CS100002,중식
20204,11440655,서강동,0.0,2.0,0.0,10.5,CS100002,중식
20203,11440655,서강동,2.0,0.0,9.1,0.0,CS100002,중식
20204,11440660,서교동,4.0,3.0,3.8,2.9,CS100002,중식
20203,11440660,서교동,4.0,3.0,3.8,2.8,CS100002,중식
20204,11440680,합정동,0.0,1.0,0.0,5.6,CS100002,중식
20203,11440680,합정동,0.0,1.0,0.0,5.9,CS100002,중식
20204,11440690,망원1동,0.0,0.0,0.0,0.0,CS100002,중식
20203,11440690,망원1동,0.0,0.0,0.0,0.0,CS100002,중식
20204,11440700,망원2동,0.0,1.0,0.0,7.7,CS100002,중식
20203,11440700,망원2동,0.0,0.0,0.0,0.0,CS100002,중식
20204,11440710,연남동,0.0,3.0,0.0,9.7,CS100002,중식
20203,11440710,연남동,3.0,3.0,10.0,10.0,CS100002,중식
20204,11440720,성산1동,1.0,2.0,10.0,20.0,CS100002,중식
20203,11440720,성산1동,2.0,3.0,22.2,33.3,CS100002,중식
20204,11440730,성산2동,1.0,0.0,9.1,0.0,CS100002,중식
20203,11440730,성산2동,0.0,0.0,0.0,0.0,CS100002,중식
20204,11440740,상암동,1.0,1.0,2.6,2.6,CS100002,중식
20203,11440740,상암동,2.0,4.0,5.6,11.1,CS100002,중식
20204,11440555,아현동,0.0,0.0,0.0,0.0,CS100003,일식
20203,11440555,아현동,1.0,2.0,7.7,15.4,CS100003,일식
20204,11440565,공덕동,0.0,1.0,0.0,5.0,CS100003,일식
20203,11440565,공덕동,2.0,2.0,9.5,9.5,CS100003,일식
20204,11440585,도화동,0.0,1.0,0.0,5.3,CS100003,일식
20203,11440585,도화동,0.0,1.0,0.0,5.6,CS100003,일식
20204,11440590,용강동,1.0,1.0,4.2,4.2,CS100003,일식
20203,11440590,용강동,1.0,1.0,4.2,4.2,CS100003,일식
20204,11440600,대흥동,0.0,0.0,0.0,0.0,CS100003,일식
20203,11440600,대흥동,0.0,0.0,0.0,0.0,CS100003,일식
20204,11440610,염리동,3.0,0.0,27.3,0.0,CS100003,일식
20203,11440610,염리동,0.0,2.0,0.0,22.2,CS100003,일식
20204,11440630,신수동,0.0,0.0,0.0,0.0,CS100003,일식
20203,11440630,신수동,2.0,0.0,66.7,0.0,CS100003,일식
20204,11440655,서강동,6.0,3.0,14.0,7.0,CS100003,일식
20203,11440655,서강동,2.0,2.0,4.8,4.8,CS100003,일식
20204,11440660,서교동,9.0,9.0,4.5,4.5,CS100003,일식
20203,11440660,서교동,7.0,16.0,3.6,8.2,CS100003,일식
20204,11440680,합정동,1.0,1.0,2.3,2.3,CS100003,일식
20203,11440680,합정동,2.0,5.0,5.0,12.5,CS100003,일식
20204,11440690,망원1동,1.0,1.0,3.6,3.6,CS100003,일식
20203,11440690,망원1동,1.0,3.0,3.8,11.5,CS100003,일식
20204,11440700,망원2동,0.0,0.0,0.0,0.0,CS100003,일식
20203,11440700,망원2동,1.0,1.0,20.0,20.0,CS100003,일식
20204,11440710,연남동,4.0,4.0,6.7,6.7,CS100003,일식
20203,11440710,연남동,7.0,5.0,10.9,7.8,CS100003,일식
20204,11440720,성산1동,0.0,0.0,0.0,0.0,CS100003,일식
20203,11440720,성산1동,2.0,2.0,18.2,18.2,CS100003,일식
20204,11440730,성산2동,2.0,2.0,16.7,16.7,CS100003,일식
20203,11440730,성산2동,1.0,1.0,8.3,8.3,CS100003,일식
20204,11440740,상암동,6.0,2.0,9.7,3.2,CS100003,일식
20203,11440740,상암동,1.0,2.0,1.6,3.2,CS100003,일식
20204,11440555,아현동,1.0,0.0,16.7,0.0,CS100004,양식
20203,11440555,아현동,0.0,0.0,0.0,0.0,CS100004,양식
20204,11440565,공덕동,0.0,0.0,0.0,0.0,CS100004,양식
20203,11440565,공덕동,0.0,2.0,0.0,13.3,CS100004,양식
20204,11440585,도화동,0.0,0.0,0.0,0.0,CS100004,양식
20203,11440585,도화동,2.0,1.0,11.1,5.6,CS100004,양식
20204,11440590,용강동,2.0,0.0,11.1,0.0,CS100004,양식
20203,11440590,용강동,1.0,0.0,5.3,0.0,CS100004,양식
20204,11440600,대흥동,0.0,1.0,0.0,6.3,CS100004,양식
20203,11440600,대흥동,0.0,1.0,0.0,6.7,CS100004,양식
20204,11440610,염리동,0.0,1.0,0.0,9.1,CS100004,양식
20203,11440610,염리동,0.0,0.0,0.0,0.0,CS100004,양식
20204,11440630,신수동,0.0,1.0,0.0,10.0,CS100004,양식
20203,11440630,신수동,2.0,0.0,16.7,0.0,CS100004,양식
20204,11440655,서강동,1.0,3.0,1.9,5.8,CS100004,양식
20203,11440655,서강동,6.0,1.0,10.9,1.8,CS100004,양식
20204,11440660,서교동,4.0,18.0,1.4,6.3,CS100004,양식
20203,11440660,서교동,9.0,22.0,3.3,8.1,CS100004,양식
20204,11440680,합정동,2.0,2.0,3.3,3.3,CS100004,양식
20203,11440680,합정동,0.0,2.0,0.0,3.4,CS100004,양식
20204,11440690,망원1동,3.0,1.0,6.3,2.1,CS100004,양식
20203,11440690,망원1동,3.0,5.0,6.3,10.4,CS100004,양식
20204,11440700,망원2동,0.0,0.0,0.0,0.0,CS100004,양식
20203,11440700,망원2동,1.0,0.0,20.0,0.0,CS100004,양식
20204,11440710,연남동,9.0,8.0,7.0,6.2,CS100004,양식
20203,11440710,연남동,15.0,10.0,11.6,7.8,CS100004,양식
20204,11440720,성산1동,1.0,1.0,6.3,6.3,CS100004,양식
20203,11440720,성산1동,2.0,2.0,14.3,14.3,CS100004,양식
20204,11440730,성산2동,0.0,0.0,0.0,0.0,CS100004,양식
20203,11440730,성산2동,1.0,0.0,12.5,0.0,CS100004,양식
20204,11440740,상암동,3.0,1.0,8.1,2.7,CS100004,양식
20203,11440740,상암동,2.0,2.0,5.4,5.4,CS100004,양식
20204,11440555,아현동,0.0,0.0,0.0,0.0,CS100005,제과
20203,11440555,아현동,1.0,1.0,7.7,7.7,CS100005,제과
20204,11440565,공덕동,1.0,1.0,5.9,5.9,CS100005,제과
20203,11440565,공덕동,0.0,1.0,0.0,5.9,CS100005,제과
20204,11440585,도화동,2.0,0.0,10.0,0.0,CS100005,제과
20203,11440585,도화동,0.0,1.0,0.0,5.0,CS100005,제과
20204,11440590,용강동,1.0,1.0,8.3,8.3,CS100005,제과
20203,11440590,용강동,0.0,0.0,0.0,0.0,CS100005,제과
20204,11440600,대흥동,0.0,0.0,0.0,0.0,CS100005,제과
20203,11440600,대흥동,0.0,3.0,0.0,20.0,CS100005,제과
20204,11440610,염리동,1.0,1.0,6.3,6.3,CS100005,제과
20203,11440610,염리동,1.0,2.0,6.3,12.5,CS100005,제과
20204,11440630,신수동,2.0,1.0,18.2,9.1,CS100005,제과
20203,11440630,신수동,1.0,0.0,8.3,0.0,CS100005,제과
20204,11440655,서강동,1.0,1.0,3.4,3.4,CS100005,제과
20203,11440655,서강동,0.0,1.0,0.0,3.6,CS100005,제과
20204,11440660,서교동,3.0,2.0,2.6,1.8,CS100005,제과
20203,11440660,서교동,6.0,4.0,5.3,3.5,CS100005,제과
20204,11440680,합정동,3.0,0.0,11.5,0.0,CS100005,제과
20203,11440680,합정동,1.0,2.0,3.8,7.7,CS100005,제과
20204,11440690,망원1동,1.0,2.0,3.8,7.7,CS100005,제과
20203,11440690,망원1동,2.0,2.0,7.7,7.7,CS100005,제과
20204,11440700,망원2동,0.0,0.0,0.0,0.0,CS100005,제과
20203,11440700,망원2동,3.0,1.0,13.0,4.3,CS100005,제과
20204,11440710,연남동,3.0,1.0,5.7,1.9,CS100005,제과
20203,11440710,연남동,4.0,3.0,7.5,5.7,CS100005,제과
20204,11440720,성산1동,0.0,0.0,0.0,0.0,CS100005,제과
20203,11440720,성산1동,0.0,0.0,0.0,0.0,CS100005,제과
20204,11440730,성산2동,1.0,1.0,6.3,6.3,CS100005,제과
20203,11440730,성산2동,1.0,1.0,6.3,6.3,CS100005,제과
20204,11440740,상암동,0.0,0.0,0.0,0.0,CS100005,제과
20203,11440740,상암동,1.0,1.0,4.0,4.0,CS100005,제과
20204,11440555,아현동,0.0,1.0,0.0,20.0,CS100006,패스트푸드
20203,11440555,아현동,0.0,1.0,0.0,25.0,CS100006,패스트푸드
20204,11440565,공덕동,1.0,2.0,7.7,15.4,CS100006,패스트푸드
20203,11440565,공덕동,3.0,0.0,20.0,0.0,CS100006,패스트푸드
20204,11440585,도화동,1.0,0.0,7.1,0.0,CS100006,패스트푸드
20203,11440585,도화동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20204,11440590,용강동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20203,11440590,용강동,0.0,1.0,0.0,8.3,CS100006,패스트푸드
20204,11440600,대흥동,1.0,1.0,4.3,4.3,CS100006,패스트푸드
20203,11440600,대흥동,3.0,2.0,13.0,8.7,CS100006,패스트푸드
20204,11440610,염리동,2.0,1.0,18.2,9.1,CS100006,패스트푸드
20203,11440610,염리동,1.0,0.0,9.1,0.0,CS100006,패스트푸드
20204,11440630,신수동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20203,11440630,신수동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20204,11440655,서강동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20203,11440655,서강동,0.0,1.0,0.0,4.5,CS100006,패스트푸드
20204,11440660,서교동,5.0,4.0,4.5,3.6,CS100006,패스트푸드
20203,11440660,서교동,5.0,7.0,4.6,6.4,CS100006,패스트푸드
20204,11440680,합정동,1.0,0.0,4.3,0.0,CS100006,패스트푸드
20203,11440680,합정동,0.0,2.0,0.0,9.1,CS100006,패스트푸드
20204,11440690,망원1동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20203,11440690,망원1동,1.0,0.0,5.9,0.0,CS100006,패스트푸드
20204,11440700,망원2동,1.0,1.0,11.1,11.1,CS100006,패스트푸드
20203,11440700,망원2동,1.0,0.0,10.0,0.0,CS100006,패스트푸드
20204,11440710,연남동,1.0,0.0,3.8,0.0,CS100006,패스트푸드
20203,11440710,연남동,2.0,2.0,7.1,7.1,CS100006,패스트푸드
20204,11440720,성산1동,1.0,0.0,6.7,0.0,CS100006,패스트푸드
20203,11440720,성산1동,1.0,1.0,6.3,6.3,CS100006,패스트푸드
20204,11440730,성산2동,1.0,0.0,9.1,0.0,CS100006,패스트푸드
20203,11440730,성산2동,0.0,0.0,0.0,0.0,CS100006,패스트푸드
20204,11440740,상암동,2.0,1.0,6.1,3.0,CS100006,패스트푸드
20203,11440740,상암동,0.0,1.0,0.0,3.1,CS100006,패스트푸드
20204,11440555,아현동,5.0,1.0,27.8,5.6,CS100007,치킨
20203,11440555,아현동,1.0,2.0,5.9,11.8,CS100007,치킨
20204,11440565,공덕동,1.0,1.0,3.8,3.8,CS100007,치킨
20203,11440565,공덕동,1.0,4.0,4.3,17.4,CS100007,치킨
20204,11440585,도화동,2.0,2.0,10.0,10.0,CS100007,치킨
20203,11440585,도화동,2.0,0.0,9.1,0.0,CS100007,치킨
20204,11440590,용강동,1.0,0.0,7.1,0.0,CS100007,치킨
20203,11440590,용강동,0.0,0.0,0.0,0.0,CS100007,치킨
20204,11440600,대흥동,2.0,0.0,15.4,0.0,CS100007,치킨
20203,11440600,대흥동,1.0,0.0,7.1,0.0,CS100007,치킨
20204,11440610,염리동,0.0,0.0,0.0,0.0,CS100007,치킨
20203,11440610,염리동,2.0,0.0,28.6,0.0,CS100007,치킨
20204,11440630,신수동,2.0,1.0,14.3,7.1,CS100007,치킨
20203,11440630,신수동,0.0,1.0,0.0,7.1,CS100007,치킨
20204,11440655,서강동,1.0,1.0,5.6,5.6,CS100007,치킨
20203,11440655,서강동,1.0,4.0,6.3,25.0,CS100007,치킨
20204,11440660,서교동,0.0,5.0,0.0,8.6,CS100007,치킨
20203,11440660,서교동,3.0,2.0,5.1,3.4,CS100007,치킨
20204,11440680,합정동,0.0,2.0,0.0,20.0,CS100007,치킨
20203,11440680,합정동,1.0,1.0,9.1,9.1,CS100007,치킨
20204,11440690,망원1동,1.0,0.0,4.3,0.0,CS100007,치킨
20203,11440690,망원1동,1.0,1.0,4.3,4.3,CS100007,치킨
20204,11440700,망원2동,0.0,0.0,0.0,0.0,CS100007,치킨
20203,11440700,망원2동,2.0,1.0,8.3,4.2,CS100007,치킨
20204,11440710,연남동,0.0,0.0,0.0,0.0,CS100007,치킨
20203,11440710,연남동,1.0,0.0,7.7,0.0,CS100007,치킨
20204,11440720,성산1동,0.0,0.0,0.0,0.0,CS100007,치킨
20203,11440720,성산1동,0.0,0.0,0.0,0.0,CS100007,치킨
20204,11440730,성산2동,1.0,0.0,5.6,0.0,CS100007,치킨
20203,11440730,성산2동,1.0,0.0,5.3,0.0,CS100007,치킨
20204,11440740,상암동,1.0,0.0,3.6,0.0,CS100007,치킨
20203,11440740,상암동,1.0,1.0,3.6,3.6,CS100007,치킨
20204,11440555,아현동,2.0,1.0,7.1,3.6,CS100008,분식
20203,11440555,아현동,1.0,0.0,3.4,0.0,CS100008,분식
20204,11440565,공덕동,1.0,2.0,2.4,4.8,CS100008,분식
20203,11440565,공덕동,4.0,3.0,9.1,6.8,CS100008,분식
20204,11440585,도화동,0.0,0.0,0.0,0.0,CS100008,분식
20203,11440585,도화동,2.0,1.0,5.3,2.6,CS100008,분식
20204,11440590,용강동,0.0,1.0,0.0,4.3,CS100008,분식
20203,11440590,용강동,4.0,1.0,16.0,4.0,CS100008,분식
20204,11440600,대흥동,3.0,2.0,7.7,5.1,CS100008,분식
20203,11440600,대흥동,2.0,0.0,4.9,0.0,CS100008,분식
20204,11440610,염리동,1.0,0.0,4.0,0.0,CS100008,분식
20203,11440610,염리동,0.0,1.0,0.0,4.0,CS100008,분식
20204,11440630,신수동,2.0,0.0,8.3,0.0,CS100008,분식
20203,11440630,신수동,1.0,1.0,4.3,4.3,CS100008,분식
20204,11440655,서강동,1.0,1.0,2.9,2.9,CS100008,분식
20203,11440655,서강동,0.0,4.0,0.0,13.3,CS100008,분식
20204,11440660,서교동,8.0,7.0,5.4,4.7,CS100008,분식
20203,11440660,서교동,9.0,11.0,6.1,7.4,CS100008,분식
20204,11440680,합정동,1.0,0.0,3.8,0.0,CS100008,분식
20203,11440680,합정동,0.0,2.0,0.0,8.3,CS100008,분식
20204,11440690,망원1동,1.0,1.0,2.6,2.6,CS100008,분식
20203,11440690,망원1동,4.0,3.0,11.1,8.3,CS100008,분식
20204,11440700,망원2동,0.0,0.0,0.0,0.0,CS100008,분식
20203,11440700,망원2동,0.0,1.0,0.0,5.0,CS100008,분식
20204,11440710,연남동,5.0,1.0,17.2,3.4,CS100008,분식
20203,11440710,연남동,4.0,0.0,12.9,0.0,CS100008,분식
20204,11440720,성산1동,1.0,0.0,5.9,0.0,CS100008,분식
20203,11440720,성산1동,0.0,2.0,0.0,13.3,CS100008,분식
20204,11440730,성산2동,5.0,0.0,11.1,0.0,CS100008,분식
20203,11440730,성산2동,1.0,1.0,2.3,2.3,CS100008,분식
20204,11440740,상암동,3.0,2.0,6.4,4.3,CS100008,분식
20203,11440740,상암동,4.0,1.0,8.5,2.1,CS100008,분식
20204,11440555,아현동,2.0,0.0,6.7,0.0,CS100009,호프
20203,11440555,아현동,0.0,1.0,0.0,3.4,CS100009,호프
20204,11440565,공덕동,5.0,4.0,7.4,5.9,CS100009,호프
20203,11440565,공덕동,2.0,1.0,2.9,1.4,CS100009,호프
20204,11440585,도화동,4.0,2.0,5.2,2.6,CS100009,호프
20203,11440585,도화동,1.0,1.0,1.3,1.3,CS100009,호프
20204,11440590,용강동,1.0,1.0,1.8,1.8,CS100009,호프
20203,11440590,용강동,2.0,4.0,3.6,7.3,CS100009,호프
20204,11440600,대흥동,2.0,3.0,5.7,8.6,CS100009,호프
20203,11440600,대흥동,0.0,4.0,0.0,12.5,CS100009,호프
20204,11440610,염리동,3.0,0.0,12.0,0.0,CS100009,호프
20203,11440610,염리동,0.0,1.0,0.0,4.2,CS100009,호프
20204,11440630,신수동,1.0,1.0,5.6,5.6,CS100009,호프
20203,11440630,신수동,0.0,2.0,0.0,12.5,CS100009,호프
20204,11440655,서강동,9.0,8.0,10.7,9.5,CS100009,호프
20203,11440655,서강동,4.0,4.0,4.6,4.6,CS100009,호프
20204,11440660,서교동,25.0,30.0,4.5,5.4,CS100009,호프
20203,11440660,서교동,18.0,23.0,3.2,4.1,CS100009,호프
20204,11440680,합정동,5.0,6.0,5.0,5.9,CS100009,호프
20203,11440680,합정동,2.0,3.0,1.9,2.9,CS100009,호프
20204,11440690,망원1동,7.0,1.0,13.0,1.9,CS100009,호프
20203,11440690,망원1동,4.0,4.0,7.0,7.0,CS100009,호프
20204,11440700,망원2동,1.0,2.0,3.7,7.4,CS100009,호프
20203,11440700,망원2동,2.0,1.0,6.9,3.4,CS100009,호프
20204,11440710,연남동,13.0,11.0,9.8,8.3,CS100009,호프
20203,11440710,연남동,8.0,9.0,5.9,6.7,CS100009,호프
20204,11440720,성산1동,1.0,1.0,4.5,4.5,CS100009,호프
20203,11440720,성산1동,1.0,0.0,4.3,0.0,CS100009,호프
20204,11440730,성산2동,0.0,0.0,0.0,0.0,CS100009,호프
20203,11440730,성산2동,0.0,1.0,0.0,3.8,CS100009,호프
20204,11440740,상암동,3.0,0.0,5.0,0.0,CS100009,호프
20203,11440740,상암동,2.0,0.0,3.2,0.0,CS100009,호프
20204,11440555,아현동,7.0,3.0,17.9,7.7,CS100010,커피
20203,11440555,아현동,1.0,1.0,2.6,2.6,CS100010,커피
20204,11440565,공덕동,6.0,2.0,9.5,3.2,CS100010,커피
20203,11440565,공덕동,5.0,3.0,7.7,4.6,CS100010,커피
20204,11440585,도화동,2.0,1.0,3.4,1.7,CS100010,커피
20203,11440585,도화동,2.0,0.0,3.3,0.0,CS100010,커피
20204,11440590,용강동,1.0,1.0,1.8,1.8,CS100010,커피
20203,11440590,용강동,1.0,2.0,1.8,3.5,CS100010,커피
20204,11440600,대흥동,5.0,3.0,7.0,4.2,CS100010,커피
20203,11440600,대흥동,5.0,3.0,6.8,4.1,CS100010,커피
20204,11440610,염리동,5.0,2.0,11.6,4.7,CS100010,커피
20203,11440610,염리동,3.0,1.0,6.8,2.3,CS100010,커피
20204,11440630,신수동,3.0,3.0,7.7,7.7,CS100010,커피
20203,11440630,신수동,3.0,3.0,7.7,7.7,CS100010,커피
20204,11440655,서강동,9.0,2.0,7.4,1.7,CS100010,커피
20203,11440655,서강동,6.0,5.0,5.0,4.1,CS100010,커피
20204,11440660,서교동,41.0,20.0,6.7,3.2,CS100010,커피
20203,11440660,서교동,23.0,28.0,3.7,4.6,CS100010,커피
20204,11440680,합정동,9.0,7.0,6.2,4.8,CS100010,커피
20203,11440680,합정동,9.0,6.0,6.0,4.0,CS100010,커피
20204,11440690,망원1동,18.0,6.0,15.3,5.1,CS100010,커피
20203,11440690,망원1동,4.0,7.0,3.4,5.9,CS100010,커피
20204,11440700,망원2동,3.0,1.0,5.2,1.7,CS100010,커피
20203,11440700,망원2동,5.0,5.0,8.6,8.6,CS100010,커피
20204,11440710,연남동,18.0,10.0,7.7,4.3,CS100010,커피
20203,11440710,연남동,16.0,11.0,6.6,4.5,CS100010,커피
20204,11440720,성산1동,6.0,1.0,10.7,1.8,CS100010,커피
20203,11440720,성산1동,5.0,5.0,8.9,8.9,CS100010,커피
20204,11440730,성산2동,4.0,3.0,8.3,6.3,CS100010,커피
20203,11440730,성산2동,0.0,1.0,0.0,2.1,CS100010,커피
20204,11440740,상암동,15.0,9.0,8.9,5.4,CS100010,커피
20203,11440740,상암동,7.0,5.0,4.0,2.9,CS100010,커피
20213,11440555,아현동,4.0,5.0,3.7,4.6,CS100001,한식
20212,11440555,아현동,4.0,3.0,3.7,2.8,CS100001,한식
20211,11440555,아현동,4.0,2.0,3.6,1.8,CS100001,한식
20213,11440565,공덕동,9.0,9.0,4.0,4.0,CS100001,한식
20212,11440565,공덕동,8.0,10.0,3.6,4.5,CS100001,한식
20211,11440565,공덕동,5.0,1.0,2.2,0.4,CS100001,한식
20213,11440585,도화동,2.0,3.0,1.2,1.8,CS100001,한식
20212,11440585,도화동,5.0,5.0,2.9,2.9,CS100001,한식
20211,11440585,도화동,4.0,7.0,2.4,4.2,CS100001,한식
20213,11440590,용강동,9.0,11.0,4.6,5.6,CS100001,한식
20212,11440590,용강동,9.0,6.0,4.5,3.0,CS100001,한식
20211,11440590,용강동,7.0,7.0,3.5,3.5,CS100001,한식
20213,11440600,대흥동,0.0,0.0,0.0,0.0,CS100001,한식
20212,11440600,대흥동,2.0,4.0,1.6,3.2,CS100001,한식
20211,11440600,대흥동,3.0,5.0,2.4,4.0,CS100001,한식
20213,11440610,염리동,1.0,0.0,1.4,0.0,CS100001,한식
