STDR_YYQU_CD,TRDAR_SE_CD,TRDAR_SE_CD_NM,TRDAR_CD,TRDAR_CD_NM,TOT_FLPOP_CO,ML_FLPOP_CO,FML_FLPOP_CO,AGRDE_10_FLPOP_CO,AGRDE_20_FLPOP_CO,AGRDE_30_FLPOP_CO,AGRDE_40_FLPOP_CO,AGRDE_50_FLPOP_CO,AGRDE_60_ABOVE_FLPOP_CO,TMZON_00_06_FLPOP_CO,TMZON_06_11_FLPOP_CO,TMZON_11_14_FLPOP_CO,TMZON_14_17_FLPOP_CO,TMZON_17_21_FLPOP_CO,TMZON_21_24_FLPOP_CO,MON_FLPOP_CO,TUES_FLPOP_CO,WED_FLPOP_CO,THUR_FLPOP_CO,FRI_FLPOP_CO,SAT_FLPOP_CO,SUN_FLPOP_CO
20201,A,골목상권,3110559,성산중학교,769587.0,363297.0,406289.0,61745.0,195375.0,195873.0,115771.0,92655.0,108167.0,190520.0,150074.0,97307.0,101604.0,133242.0,96840.0,108686.0,110587.0,111236.0,111205.0,112738.0,109052.0,106084.0
20201,A,골목상권,3110560,마포FM,932043.0,411023.0,521020.0,121323.0,190928.0,194115.0,161458.0,105462.0,158757.0,267040.0,197482.0,108962.0,104522.0,137368.0,116670.0,134791.0,134692.0,133835.0,134932.0,132529.0,130027.0,131237.0
20201,A,골목상권,3110561,상수역 4번,826665.0,388741.0,437923.0,71588.0,218849.0,185630.0,124146.0,80583.0,145867.0,234351.0,169736.0,91004.0,90583.0,128383.0,112607.0,115807.0,117871.0,120004.0,119395.0,120541.0,118200.0,114850.0
20201,A,골목상권,3110563,상수역 3번,242342.0,110668.0,131674.0,28764.0,55461.0,48671.0,39867.0,26724.0,42854.0,60285.0,48957.0,29639.0,30758.0,42286.0,30416.0,33833.0,33934.0,35059.0,34784.0,34733.0,35372.0,34627.0
20201,A,골목상권,3110564,홍대입구역 3번,692050.0,302811.0,389239.0,62398.0,250869.0,141767.0,93203.0,58765.0,85047.0,93739.0,111081.0,101783.0,120920.0,177718.0,86809.0,93120.0,95491.0,96809.0,97689.0,100785.0,108731.0,99426.0
20201,A,골목상권,3110565,홍익대,298508.0,134337.0,164171.0,43267.0,113385.0,50998.0,32191.0,25612.0,33055.0,84459.0,63607.0,35724.0,35676.0,44549.0,34492.0,42077.0,42500.0,42272.0,42190.0,42196.0,43282.0,43990.0
20201,A,골목상권,3110574,서강대학교,83888.0,43849.0,40039.0,11138.0,24950.0,12859.0,12209.0,9514.0,13216.0,11509.0,16334.0,14172.0,15605.0,17567.0,8701.0,12227.0,12529.0,12217.0,12375.0,11993.0,11372.0,11176.0
20201,A,골목상권,3110569,홍대땡땡거리,822178.0,373306.0,448873.0,92317.0,261728.0,145900.0,100435.0,93196.0,128603.0,191952.0,162882.0,109634.0,112568.0,147593.0,97550.0,115717.0,117970.0,118370.0,118175.0,117916.0,118886.0,115142.0
20201,A,골목상권,3110570,KB국민은행 서강지점,205381.0,96045.0,109335.0,36112.0,24934.0,31297.0,40020.0,29621.0,43397.0,46174.0,44027.0,27756.0,27920.0,35461.0,24043.0,29433.0,29236.0,29607.0,29830.0,29375.0,28910.0,28988.0
20201,A,골목상권,3110571,신수동주민센터,616572.0,283514.0,333058.0,108680.0,76133.0,93365.0,106579.0,85762.0,146054.0,159104.0,129869.0,75535.0,76702.0,101096.0,74267.0,86836.0,85911.0,86005.0,86203.0,85944.0,90473.0,95202.0
20201,A,골목상권,3110572,서강대역 1번,1680632.0,842593.0,838039.0,219307.0,468938.0,277142.0,233811.0,192077.0,289358.0,396762.0,350163.0,221104.0,219542.0,291088.0,201973.0,239015.0,242605.0,239841.0,240373.0,239477.0,239967.0,239353.0
20201,A,골목상권,3110573,신촌역 6번,112343.0,54817.0,57526.0,11125.0,39882.0,18681.0,14206.0,11908.0,16542.0,14676.0,21730.0,19933.0,20594.0,24512.0,10897.0,16578.0,17023.0,16745.0,16872.0,16737.0,15152.0,13237.0
20201,A,골목상권,3110575,대흥동주민센터,1553999.0,654251.0,899748.0,130300.0,558805.0,249939.0,190851.0,151303.0,272802.0,448556.0,335834.0,184944.0,169131.0,222287.0,193248.0,224246.0,230122.0,228508.0,227635.0,224420.0,213617.0,205448.0
20201,A,골목상권,3110576,대흥역 3번,1146378.0,565109.0,581269.0,213794.0,212282.0,176323.0,190987.0,144157.0,208837.0,219694.0,227836.0,163197.0,171480.0,228423.0,135748.0,166269.0,170804.0,167618.0,169422.0,166363.0,158364.0,147539.0
20201,A,골목상권,3110577,용강동주민센터,601153.0,274220.0,326934.0,155098.0,62194.0,84060.0,106679.0,74654.0,118467.0,140942.0,117267.0,74106.0,78664.0,113847.0,76327.0,85609.0,85700.0,86014.0,85838.0,84362.0,87015.0,86616.0
20201,A,골목상권,3110583,공덕래미안3차아파트,374740.0,176541.0,198198.0,44837.0,55076.0,83453.0,68602.0,55213.0,67558.0,57620.0,78089.0,65983.0,66668.0,71748.0,34632.0,58130.0,59730.0,58623.0,59560.0,57853.0,41987.0,38858.0
20201,A,골목상권,3110578,대흥역 2번,1598641.0,772161.0,826479.0,262470.0,255472.0,252886.0,295020.0,241674.0,291118.0,334635.0,327223.0,220554.0,222955.0,294547.0,198729.0,234322.0,239932.0,236610.0,239344.0,231373.0,212766.0,204295.0
20201,A,골목상권,3110579,마포역 4번,373701.0,182834.0,190867.0,37546.0,50164.0,79039.0,68865.0,57782.0,80307.0,79311.0,78261.0,51872.0,53165.0,67600.0,43494.0,55078.0,55625.0,55889.0,55598.0,55059.0,48639.0,47815.0
20201,A,골목상권,3110581,염리초등학교,155462.0,76141.0,79321.0,21430.0,23536.0,35319.0,32172.0,21158.0,21848.0,23655.0,32700.0,26828.0,26497.0,30399.0,15384.0,23280.0,24172.0,23940.0,24309.0,23695.0,18636.0,17431.0
20201,A,골목상권,3110582,이대역 5번,567570.0,241020.0,326550.0,50122.0,195680.0,78749.0,67506.0,77740.0,97772.0,152072.0,120877.0,73255.0,69331.0,84557.0,67476.0,80475.0,81886.0,81554.0,81235.0,79891.0,81264.0,81265.0
20201,A,골목상권,3110584,아현역 4번,150520.0,66177.0,84343.0,24440.0,22249.0,26648.0,23662.0,22665.0,30854.0,38330.0,31084.0,18579.0,19131.0,25325.0,18071.0,21035.0,21110.0,21215.0,21203.0,21146.0,22495.0,22317.0
20201,A,골목상권,3110585,마포경찰서,285673.0,133166.0,152507.0,39133.0,44635.0,59809.0,47660.0,41296.0,53141.0,63978.0,58395.0,37787.0,40298.0,50220.0,34995.0,42111.0,42624.0,42252.0,42341.0,41267.0,37431.0,37647.0
20201,A,골목상권,3110587,공덕동주민센터,770204.0,353505.0,416699.0,112628.0,123449.0,136285.0,125802.0,115273.0,156766.0,194967.0,164757.0,94626.0,94480.0,128456.0,92918.0,107765.0,107888.0,108022.0,108005.0,106180.0,112425.0,119919.0
20201,A,골목상권,3110754,삼성산자연공원(서울금천초등학교),1101438.0,514013.0,587424.0,148807.0,140273.0,173024.0,164319.0,187791.0,287224.0,339971.0,228108.0,111598.0,109006.0,160295.0,152458.0,156209.0,154470.0,156978.0,153905.0,154470.0,160269.0,165135.0
20201,D,발달상권,3120054,어린이대공원역,1503148.0,746241.0,756907.0,130396.0,591403.0,269437.0,155393.0,153701.0,202819.0,371858.0,307968.0,183778.0,182411.0,259441.0,197693.0,211453.0,213562.0,214496.0,212899.0,212431.0,219673.0,218633.0
20201,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",6003845.0,2817064.0,3186781.0,568717.0,2819091.0,950528.0,563511.0,505113.0,596883.0,909650.0,940534.0,895723.0,1018626.0,1487306.0,752006.0,842761.0,861274.0,861518.0,867280.0,884809.0,892624.0,793579.0
20201,D,발달상권,3120096,"이화여대(이대역, 이대)",1104197.0,424109.0,680087.0,111509.0,453869.0,162454.0,123068.0,112709.0,140588.0,241892.0,214041.0,152299.0,159995.0,204079.0,131892.0,157852.0,160684.0,159905.0,160069.0,159037.0,157307.0,149342.0
20201,D,발달상권,3120103,홍대입구역(홍대),4402811.0,2104748.0,2298063.0,555207.0,1823804.0,854869.0,503682.0,296640.0,368609.0,782518.0,602457.0,586685.0,737560.0,1084142.0,609450.0,583125.0,587933.0,607666.0,615711.0,656985.0,716468.0,634921.0
20201,D,발달상권,3120099,월드컵경기장역(월드컵경기장),10466.0,4750.0,5714.0,983.0,1601.0,1844.0,1860.0,1480.0,2698.0,1380.0,2005.0,1697.0,1963.0,2319.0,1103.0,1452.0,1485.0,1486.0,1469.0,1488.0,1608.0,1475.0
20201,D,발달상권,3120100,망원역,606469.0,267473.0,338996.0,66881.0,132228.0,131587.0,99060.0,68343.0,108370.0,124706.0,116960.0,82792.0,88762.0,118555.0,74695.0,87828.0,89219.0,88411.0,89106.0,88867.0,83616.0,79420.0
20201,D,발달상권,3120101,합정역,1750922.0,796244.0,954679.0,132224.0,451173.0,427362.0,286761.0,212000.0,241400.0,290528.0,320616.0,265737.0,280535.0,386432.0,207074.0,248856.0,255744.0,255506.0,258405.0,261637.0,242839.0,227936.0
20201,D,발달상권,3120102,서교동(홍대),2329964.0,1106009.0,1223956.0,200776.0,615620.0,521445.0,409443.0,249565.0,333115.0,400697.0,432453.0,362680.0,395473.0,479979.0,258684.0,336974.0,347934.0,344706.0,350475.0,350226.0,312706.0,286943.0
20201,D,발달상권,3120104,연남동(홍대),4340436.0,1950491.0,2389945.0,394583.0,1274215.0,940980.0,659641.0,412123.0,658894.0,889548.0,782222.0,580355.0,645023.0,896920.0,546371.0,605994.0,616392.0,620537.0,626495.0,634231.0,637889.0,598897.0
20201,D,발달상권,3120105,상수역(홍대),1233640.0,567273.0,666367.0,128646.0,442121.0,251243.0,157391.0,101042.0,153198.0,242274.0,215967.0,169378.0,182611.0,260864.0,162546.0,170299.0,175366.0,174590.0,176741.0,181133.0,182793.0,172718.0
20201,D,발달상권,3120106,마포역,911926.0,453737.0,458188.0,95845.0,131106.0,198150.0,185456.0,136597.0,164774.0,167757.0,186675.0,140075.0,139001.0,174990.0,103427.0,136713.0,141816.0,139418.0,141294.0,138647.0,111784.0,102252.0
20201,D,발달상권,3120107,공덕역(공덕오거리),1395291.0,671717.0,723574.0,150620.0,232242.0,310489.0,261648.0,211816.0,228478.0,168141.0,286469.0,254977.0,257143.0,295342.0,133217.0,213925.0,220895.0,217057.0,220348.0,216345.0,162264.0,144459.0
20201,R,전통시장,3130175,신촌 상인회(신촌상점가),80420.0,36196.0,44224.0,8290.0,41276.0,12451.0,6552.0,5868.0,5983.0,9958.0,12144.0,12996.0,15656.0,21123.0,8543.0,11392.0,11511.0,11547.0,11541.0,11586.0,12344.0,10499.0
20201,R,전통시장,3130183,상암동상점가,1508753.0,783996.0,724758.0,133219.0,331011.0,397207.0,275105.0,174175.0,198034.0,249712.0,294308.0,244432.0,242751.0,304760.0,172790.0,231767.0,242769.0,237777.0,241729.0,233363.0,167436.0,153912.0
20201,R,전통시장,3130178,이대 앞 스타트업 상점가,43392.0,14684.0,28708.0,4364.0,17228.0,6452.0,5360.0,4640.0,5348.0,6644.0,9132.0,7788.0,7980.0,7860.0,3988.0,6560.0,6740.0,6580.0,6780.0,6428.0,5308.0,4996.0
20201,R,전통시장,3130181,아현가구거리상점가,2433432.0,1193353.0,1240078.0,196530.0,384662.0,548876.0,494937.0,359425.0,449001.0,398004.0,529167.0,416251.0,437666.0,428751.0,223594.0,381732.0,400016.0,384451.0,390780.0,372814.0,255247.0,248392.0
20201,R,전통시장,3130189,서교시장,90234.0,42235.0,47998.0,14665.0,39225.0,13853.0,9399.0,6199.0,6893.0,15510.0,10670.0,11279.0,15961.0,24547.0,12268.0,11875.0,11554.0,12026.0,12096.0,12845.0,15672.0,14165.0
20201,R,전통시장,3130184,마포농수산물시장,25301.0,11936.0,13365.0,3002.0,3022.0,3798.0,4505.0,3752.0,7220.0,2450.0,4991.0,4556.0,5361.0,5704.0,2240.0,3434.0,3524.0,3517.0,3444.0,3575.0,4054.0,3751.0
20201,R,전통시장,3130185,망원월드컵시장,303938.0,135389.0,168548.0,47886.0,46760.0,55997.0,54852.0,36158.0,62284.0,68292.0,55733.0,38515.0,42348.0,59925.0,39125.0,43124.0,42746.0,42388.0,43102.0,43065.0,44939.0,44574.0
20201,R,전통시장,3130186,망원시장,332147.0,142432.0,189716.0,41910.0,57623.0,68698.0,52015.0,36132.0,75771.0,82264.0,63078.0,39409.0,42920.0,61915.0,42561.0,45894.0,45070.0,45780.0,45910.0,46077.0,51230.0,52185.0
20201,R,전통시장,3130188,합정시장,47792.0,22335.0,25459.0,3219.0,13087.0,11791.0,7559.0,5945.0,6191.0,7003.0,8311.0,8310.0,7012.0,11616.0,5540.0,6722.0,6821.0,6905.0,7019.0,7335.0,6683.0,6309.0
20201,R,전통시장,3130195,도화동 상점가,1850612.0,904763.0,945851.0,183574.0,302008.0,388199.0,335583.0,274231.0,367016.0,354506.0,357639.0,266379.0,264764.0,374051.0,233272.0,263817.0,271899.0,268508.0,271262.0,272077.0,259329.0,243719.0
20201,R,전통시장,3130190,홍대소상공인상점가,589717.0,279322.0,310395.0,94300.0,257910.0,92003.0,61445.0,39169.0,44891.0,103181.0,70627.0,74090.0,103083.0,157516.0,81221.0,77362.0,75538.0,78919.0,79409.0,84947.0,102014.0,91527.0
20201,R,전통시장,3130191,홍대 걷고싶은 거리,633399.0,285594.0,347805.0,89983.0,248188.0,113405.0,75040.0,47775.0,59007.0,74862.0,85615.0,94431.0,125571.0,173301.0,79620.0,86399.0,87406.0,88819.0,90859.0,93897.0,99735.0,86284.0
20201,R,전통시장,3130193,신수시장,64901.0,29738.0,35165.0,11545.0,8240.0,9274.0,11537.0,9089.0,15216.0,15606.0,13567.0,8416.0,8422.0,11168.0,7723.0,9156.0,9081.0,9121.0,9182.0,9078.0,9374.0,9911.0
20201,R,전통시장,3130194,용강동 상점가,529147.0,247067.0,282080.0,85258.0,58875.0,97984.0,107593.0,69449.0,109988.0,114810.0,110165.0,72756.0,71624.0,97113.0,62676.0,76737.0,77473.0,77121.0,77481.0,76648.0,72122.0,71565.0
20201,R,전통시장,3130196,공덕시장,38624.0,18385.0,20238.0,3809.0,6422.0,8213.0,7109.0,6380.0,6692.0,5598.0,8179.0,7026.0,6933.0,7379.0,3508.0,6005.0,6183.0,6118.0,6177.0,6084.0,4291.0,3765.0
20201,R,전통시장,3130197,마포시장,107691.0,51014.0,56675.0,10966.0,17766.0,22507.0,19817.0,17655.0,18979.0,13381.0,22665.0,20145.0,20049.0,21688.0,9762.0,16805.0,17314.0,17078.0,17249.0,16937.0,11790.0,10518.0
20201,R,전통시장,3130198,아현시장,534299.0,240906.0,293393.0,80169.0,72514.0,96975.0,85852.0,81114.0,117674.0,128358.0,106951.0,68418.0,72950.0,95917.0,61702.0,74391.0,75479.0,75664.0,76134.0,75607.0,79816.0,77210.0
20202,A,골목상권,3110144,어린이대공원역 4번,421114.0,195440.0,225673.0,33063.0,205420.0,70309.0,35378.0,32166.0,44777.0,119109.0,89232.0,47768.0,45593.0,65125.0,54289.0,59302.0,59770.0,60416.0,59846.0,59081.0,61598.0,61101.0
20202,A,골목상권,3110148,어린이대공원역 3번,461942.0,235341.0,226601.0,39127.0,194345.0,75851.0,48438.0,44013.0,60166.0,121275.0,94715.0,54933.0,55575.0,74568.0,60876.0,65404.0,67258.0,66728.0,66754.0,65929.0,65781.0,64087.0
20202,A,골목상권,3110285,홍대부중,193872.0,85028.0,108844.0,28685.0,26469.0,29141.0,31905.0,30806.0,46866.0,56492.0,41607.0,22699.0,20883.0,27748.0,24444.0,27503.0,27891.0,27801.0,28218.0,27447.0,27287.0,27724.0
20202,A,골목상권,3110520,경의중앙 신촌역,676134.0,268390.0,407745.0,60245.0,320645.0,102565.0,64759.0,58984.0,68936.0,145482.0,124133.0,89861.0,96079.0,137491.0,83089.0,94225.0,95669.0,95861.0,96363.0,97819.0,100465.0,95732.0
20202,A,골목상권,3110530,아현역 1번,294242.0,129196.0,165044.0,50093.0,47967.0,51731.0,45753.0,43301.0,55399.0,81336.0,61720.0,34479.0,34658.0,45949.0,36099.0,41382.0,41563.0,41800.0,41687.0,41218.0,43373.0,43217.0
20202,A,골목상권,3110532,아현역 2번,1177012.0,561399.0,615614.0,139526.0,175865.0,211592.0,212577.0,183406.0,254047.0,199734.0,240889.0,182929.0,188703.0,229221.0,135536.0,178402.0,178655.0,179038.0,177083.0,177917.0,145144.0,140772.0
20202,A,골목상권,3110540,망원나들목체육관,644269.0,311922.0,332347.0,91406.0,96170.0,118325.0,111041.0,91424.0,135904.0,200988.0,140725.0,60977.0,59162.0,90899.0,91520.0,89081.0,89340.0,90440.0,89448.0,90019.0,97026.0,98917.0
20202,A,골목상권,3110542,마포구청역 7번,1490777.0,663164.0,827614.0,213368.0,237493.0,272203.0,261218.0,192244.0,314250.0,407257.0,312662.0,166067.0,161706.0,242707.0,200376.0,208974.0,211926.0,210118.0,208819.0,209596.0,218764.0,222580.0
20202,A,골목상권,3110545,마포구청역 1번,461505.0,196793.0,264714.0,42854.0,112711.0,95876.0,78938.0,51473.0,79653.0,132323.0,102750.0,51622.0,47726.0,67318.0,59765.0,66462.0,67304.0,66422.0,66352.0,65075.0,64571.0,65319.0
20202,A,골목상권,3110547,KB국민은행 망원동지점,920622.0,417102.0,503521.0,129621.0,151492.0,170551.0,168380.0,117397.0,183181.0,224661.0,173387.0,107088.0,112732.0,173943.0,128812.0,128074.0,128432.0,129095.0,128936.0,129931.0,137813.0,138343.0
20202,A,골목상권,3110548,마포구청역 4번,1211988.0,557005.0,654983.0,137705.0,224145.0,249178.0,221648.0,153882.0,225430.0,307381.0,249492.0,141356.0,138466.0,207730.0,167563.0,170616.0,172050.0,172786.0,171327.0,172263.0,175302.0,177643.0
20202,A,골목상권,3110555,홍익지구대,216382.0,96670.0,119711.0,18002.0,52623.0,51052.0,36292.0,25567.0,32847.0,39600.0,38758.0,32188.0,34634.0,45488.0,25714.0,31293.0,31829.0,31780.0,32001.0,31974.0,30311.0,27190.0
20202,A,골목상권,3110550,합정역 8번,1928743.0,827695.0,1101049.0,208500.0,402371.0,453834.0,315843.0,225231.0,322965.0,527173.0,390536.0,220891.0,220038.0,318124.0,251978.0,273258.0,273675.0,275697.0,275712.0,277871.0,278972.0,273559.0
20202,A,골목상권,3110554,망원역 1번,1296500.0,580158.0,716342.0,123777.0,275776.0,296395.0,233576.0,150935.0,216040.0,287012.0,253437.0,173450.0,178360.0,239522.0,164720.0,190895.0,191536.0,191745.0,191677.0,190667.0,174669.0,165311.0
20202,A,골목상권,3110561,상수역 4번,872130.0,410087.0,462041.0,72317.0,238138.0,199238.0,130393.0,82493.0,149550.0,242611.0,178732.0,96741.0,96173.0,137633.0,120239.0,123188.0,125252.0,125984.0,124499.0,126308.0,125022.0,121879.0
20202,A,골목상권,3110557,홍대부속여중고앞,1049227.0,479083.0,570143.0,131447.0,199352.0,228017.0,195546.0,125623.0,169242.0,290198.0,220326.0,126224.0,123677.0,160359.0,128442.0,150329.0,151541.0,150598.0,150226.0,149410.0,147704.0,149415.0
20202,A,골목상권,3110559,성산중학교,762114.0,361758.0,400357.0,61739.0,196916.0,198403.0,118166.0,84297.0,102592.0,184157.0,147636.0,98307.0,104101.0,133072.0,94839.0,108200.0,109608.0,110866.0,109921.0,111219.0,109094.0,103205.0
20202,A,골목상권,3110560,마포FM,933901.0,414643.0,519256.0,124156.0,195919.0,195254.0,159881.0,104345.0,154343.0,266648.0,198230.0,109616.0,105029.0,137423.0,116953.0,134896.0,134774.0,134958.0,134431.0,133190.0,129871.0,131777.0
20202,A,골목상권,3110562,연트럴파크(연남동주민센터),1234632.0,535043.0,699587.0,106666.0,333158.0,281454.0,182276.0,116910.0,214167.0,312435.0,229968.0,137643.0,153360.0,232136.0,169090.0,167741.0,169306.0,170834.0,171836.0,174751.0,192437.0,187726.0
20202,A,골목상권,3110563,상수역 3번,244979.0,111284.0,133695.0,28185.0,59902.0,49663.0,40266.0,26143.0,40823.0,58074.0,48762.0,30761.0,32108.0,44505.0,30771.0,34301.0,34905.0,34837.0,34777.0,34824.0,35889.0,35446.0
20202,A,골목상권,3110564,홍대입구역 3번,674944.0,298788.0,376156.0,54854.0,242872.0,145412.0,94098.0,57945.0,79764.0,96369.0,111622.0,97959.0,114538.0,169688.0,84769.0,91612.0,93035.0,93570.0,94708.0,99315.0,107016.0,95689.0
20202,A,골목상권,3110565,홍익대,318959.0,145661.0,173298.0,45090.0,126688.0,52388.0,35559.0,25685.0,33551.0,92659.0,68276.0,37086.0,37005.0,46777.0,37155.0,44724.0,45050.0,45131.0,45053.0,44625.0,47195.0,47182.0
20202,A,골목상권,3110573,신촌역 6번,121788.0,57664.0,64125.0,11436.0,45438.0,20763.0,14623.0,12461.0,17067.0,17872.0,24015.0,20550.0,21235.0,25860.0,12256.0,17984.0,18026.0,18202.0,18015.0,18125.0,16688.0,14750.0
20202,A,골목상권,3110569,홍대땡땡거리,775105.0,350639.0,424467.0,79872.0,256778.0,137759.0,92235.0,90124.0,118337.0,179875.0,153483.0,103222.0,106531.0,139975.0,92021.0,108924.0,110075.0,110373.0,110715.0,112620.0,114135.0,108265.0
20202,A,골목상권,3110570,KB국민은행 서강지점,192988.0,91110.0,101879.0,35703.0,23540.0,29928.0,38134.0,27559.0,38125.0,43430.0,41091.0,26274.0,26328.0,33246.0,22618.0,28047.0,27744.0,27890.0,27972.0,27574.0,26629.0,27132.0
20202,A,골목상권,3110571,신수동주민센터,623091.0,290640.0,332453.0,116218.0,79972.0,96541.0,108042.0,87028.0,135292.0,159012.0,131048.0,76554.0,78299.0,102730.0,75448.0,88621.0,87856.0,87450.0,87017.0,86620.0,90737.0,94791.0
20202,A,골목상권,3110572,서강대역 1번,1724305.0,865530.0,858774.0,220011.0,482966.0,295474.0,236850.0,195135.0,293871.0,409670.0,357473.0,223781.0,221919.0,300755.0,210705.0,245340.0,245416.0,246896.0,246895.0,245560.0,248627.0,245570.0
20202,A,골목상권,3110579,마포역 4번,407474.0,197973.0,209500.0,43189.0,57489.0,85769.0,73269.0,63247.0,84512.0,89195.0,85223.0,54943.0,56591.0,73199.0,48325.0,60402.0,60016.0,60085.0,60084.0,59644.0,53990.0,53253.0
20202,A,골목상권,3110574,서강대학교,73954.0,39562.0,34391.0,8974.0,22904.0,12177.0,10753.0,8327.0,10818.0,10341.0,14136.0,12118.0,13586.0,15834.0,7941.0,10895.0,10899.0,10867.0,10938.0,10727.0,9903.0,9726.0
20202,A,골목상권,3110575,대흥동주민센터,1135196.0,470027.0,665169.0,111490.0,415548.0,184500.0,131135.0,108695.0,183827.0,353586.0,242506.0,126215.0,118227.0,155616.0,139045.0,163023.0,164177.0,169614.0,165535.0,162030.0,157549.0,153267.0
20202,A,골목상권,3110576,대흥역 3번,1131564.0,556866.0,574698.0,209675.0,211761.0,176127.0,188973.0,142874.0,202153.0,215137.0,222323.0,157937.0,167542.0,232153.0,136472.0,165242.0,163679.0,165417.0,166494.0,165432.0,156822.0,148475.0
20202,A,골목상권,3110577,용강동주민센터,600107.0,272567.0,327540.0,163868.0,60306.0,82642.0,105350.0,70203.0,117737.0,142720.0,116833.0,72070.0,77593.0,114316.0,76576.0,85575.0,85523.0,85143.0,84452.0,84736.0,87331.0,87347.0
20202,A,골목상권,3110578,대흥역 2번,1559833.0,743323.0,816511.0,271289.0,255842.0,244125.0,282025.0,227976.0,278578.0,338214.0,315182.0,210026.0,211773.0,285886.0,198755.0,231994.0,231136.0,231961.0,231584.0,228503.0,205270.0,199386.0
20202,A,골목상권,3110585,마포경찰서,270102.0,125803.0,144300.0,38075.0,42005.0,57240.0,46623.0,38137.0,48023.0,59992.0,55744.0,35565.0,37956.0,47716.0,33131.0,39889.0,39933.0,40234.0,39776.0,39438.0,35260.0,35572.0
20202,A,골목상권,3110581,염리초등학교,134105.0,66164.0,67941.0,19719.0,19502.0,29250.0,27752.0,18448.0,19435.0,17490.0,28023.0,23923.0,23934.0,27713.0,13023.0,20633.0,20620.0,20818.0,21002.0,20334.0,16008.0,14692.0
20202,A,골목상권,3110582,이대역 5번,631400.0,269809.0,361590.0,65192.0,215692.0,87774.0,77878.0,82603.0,102260.0,170467.0,134884.0,80546.0,75665.0,94010.0,75827.0,90530.0,90140.0,90977.0,90156.0,90335.0,89466.0,89796.0
20202,A,골목상권,3110583,공덕래미안3차아파트,370158.0,174954.0,195203.0,48733.0,53359.0,79176.0,68058.0,53935.0,66898.0,60404.0,77195.0,63228.0,63618.0,70101.0,35612.0,57748.0,57941.0,57655.0,57683.0,56498.0,42750.0,39882.0
20202,A,골목상권,3110584,아현역 4번,151798.0,68097.0,83701.0,25479.0,22868.0,26832.0,23776.0,22783.0,30061.0,39074.0,31556.0,18594.0,19142.0,25319.0,18112.0,21311.0,21540.0,21473.0,21531.0,21332.0,22557.0,22054.0
20202,A,골목상권,3110587,공덕동주민센터,751302.0,346045.0,405259.0,110747.0,124056.0,134304.0,125524.0,111370.0,145302.0,189767.0,160198.0,92046.0,93011.0,125459.0,90823.0,106283.0,105312.0,105689.0,105760.0,103426.0,108762.0,116071.0
20202,A,골목상권,3110754,삼성산자연공원(서울금천초등학교),1075202.0,496931.0,578271.0,151862.0,139866.0,168969.0,160311.0,176505.0,277690.0,333463.0,221042.0,108256.0,105885.0,156960.0,149596.0,152694.0,153183.0,152722.0,151196.0,151024.0,154469.0,159916.0
20202,D,발달상권,3120054,어린이대공원역,1409469.0,691518.0,717951.0,115415.0,589658.0,246025.0,147378.0,136872.0,174121.0,350983.0,287598.0,170834.0,169657.0,244031.0,186365.0,198308.0,199637.0,201656.0,200569.0,199473.0,206454.0,203370.0
20202,D,발달상권,3120099,월드컵경기장역(월드컵경기장),10222.0,4676.0,5546.0,916.0,1511.0,1794.0,1827.0,1445.0,2729.0,1345.0,1961.0,1650.0,1922.0,2275.0,1069.0,1411.0,1429.0,1429.0,1446.0,1432.0,1592.0,1483.0
20202,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",5892481.0,2732933.0,3159548.0,503089.0,2715442.0,976571.0,562573.0,520075.0,614733.0,923837.0,978165.0,891491.0,992363.0,1397248.0,709378.0,827933.0,837226.0,845722.0,846640.0,878414.0,884432.0,772114.0
20202,D,발달상권,3120096,"이화여대(이대역, 이대)",1189098.0,438045.0,751052.0,120302.0,511917.0,169963.0,128859.0,115916.0,142141.0,265040.0,233806.0,163051.0,168598.0,216787.0,141815.0,169714.0,171604.0,173239.0,172844.0,172322.0,169523.0,159851.0
20202,D,발달상권,3120105,상수역(홍대),1145103.0,524820.0,620283.0,111887.0,411850.0,240458.0,147325.0,95600.0,137984.0,232916.0,207309.0,155994.0,167733.0,234785.0,146367.0,159536.0,162376.0,164060.0,164569.0,168374.0,168509.0,157680.0
20202,D,발달상권,3120100,망원역,595268.0,259115.0,336152.0,64464.0,127265.0,130887.0,98103.0,69386.0,105165.0,119895.0,114528.0,83498.0,88667.0,117293.0,71388.0,86534.0,87394.0,87451.0,87364.0,87462.0,82583.0,76478.0
20202,D,발달상권,3120101,합정역,1725452.0,786845.0,938608.0,119470.0,451618.0,429109.0,285477.0,209103.0,230676.0,296437.0,318981.0,259696.0,272814.0,373289.0,204235.0,247595.0,251710.0,254076.0,253995.0,259103.0,241359.0,217617.0
20202,D,발달상권,3120102,서교동(홍대),2245747.0,1067955.0,1177792.0,176204.0,584160.0,518032.0,399113.0,244065.0,324172.0,414046.0,430593.0,344935.0,367315.0,441094.0,247766.0,329721.0,332091.0,334136.0,334275.0,334732.0,303508.0,277284.0
