quarter,dong_code,dong_name,golmok_avg_sales,industry_code,industry_name
20203,11440555,아현동,21036077.5,CS100002,중식
20204,11440565,공덕동,4373916.238095238,CS100002,중식
20203,11440565,공덕동,3902754.4,CS100002,중식
20204,11440585,도화동,76952486.16666667,CS100002,중식
20203,11440585,도화동,69226262.4736842,CS100002,중식
20204,11440590,용강동,20354020.5,CS100002,중식
20203,11440590,용강동,20236354.1875,CS100002,중식
20204,11440600,대흥동,12847700.9,CS100002,중식
20203,11440600,대흥동,11000777.6,CS100002,중식
20204,11440610,염리동,5845748.333333333,CS100002,중식
20203,11440610,염리동,4108554.0,CS100002,중식
20204,11440630,신수동,38433909.571428575,CS100002,중식
20203,11440630,신수동,35288061.71428572,CS100002,중식
20204,11440655,서강동,21560713.4375,CS100002,중식
20203,11440655,서강동,18604468.055555556,CS100002,중식
20204,11440660,서교동,33870492.27835052,CS100002,중식
20203,11440660,서교동,34705357.551020406,CS100002,중식
20204,11440680,합정동,46067025.52380952,CS100002,중식
20203,11440680,합정동,49971373.75,CS100002,중식
20204,11440690,망원1동,22895236.923076924,CS100002,중식
20203,11440690,망원1동,22857114.230769232,CS100002,중식
20204,11440700,망원2동,54474789.0,CS100002,중식
20203,11440700,망원2동,52953616.25,CS100002,중식
20204,11440710,연남동,62905769.5,CS100002,중식
20203,11440710,연남동,61455299.692307696,CS100002,중식
20204,11440720,성산1동,46774446.625,CS100002,중식
20203,11440720,성산1동,54813855.14285714,CS100002,중식
20204,11440730,성산2동,39293408.5,CS100002,중식
20203,11440730,성산2동,38328035.2,CS100002,중식
20204,11440740,상암동,19455568.67647059,CS100002,중식
20203,11440740,상암동,20742504.1875,CS100002,중식
20204,11440555,아현동,,CS100003,일식
20203,11440555,아현동,,CS100003,일식
20204,11440565,공덕동,28611498.958333332,CS100003,일식
20203,11440565,공덕동,25094971.13043478,CS100003,일식
20204,11440585,도화동,35955896.92307692,CS100003,일식
20203,11440585,도화동,33012718.03846154,CS100003,일식
20204,11440590,용강동,32114887.962962963,CS100003,일식
20203,11440590,용강동,28708893.62962963,CS100003,일식
20204,11440600,대흥동,17792516.8,CS100003,일식
20203,11440600,대흥동,18455754.6,CS100003,일식
20204,11440610,염리동,22665142.916666668,CS100003,일식
20203,11440610,염리동,26978544.9,CS100003,일식
20204,11440630,신수동,,CS100003,일식
20203,11440630,신수동,,CS100003,일식
20204,11440655,서강동,37303038.03030303,CS100003,일식
20203,11440655,서강동,39205717.45454545,CS100003,일식
20204,11440660,서교동,31012803.78504673,CS100003,일식
20203,11440660,서교동,33584481.822115384,CS100003,일식
20204,11440680,합정동,22292313.673469387,CS100003,일식
20203,11440680,합정동,24608654.866666667,CS100003,일식
20204,11440690,망원1동,6602999.038461538,CS100003,일식
20203,11440690,망원1동,5575263.875,CS100003,일식
20204,11440700,망원2동,,CS100003,일식
20203,11440700,망원2동,,CS100003,일식
20204,11440710,연남동,22971367.370967742,CS100003,일식
20203,11440710,연남동,26505956.419354837,CS100003,일식
20204,11440720,성산1동,7003058.666666667,CS100003,일식
20203,11440720,성산1동,9877668.0,CS100003,일식
20204,11440730,성산2동,6728760.142857143,CS100003,일식
20203,11440730,성산2동,6828394.428571428,CS100003,일식
20204,11440740,상암동,42811581.475409836,CS100003,일식
20203,11440740,상암동,40428331.50819672,CS100003,일식
20204,11440555,아현동,,CS100004,양식
20203,11440555,아현동,,CS100004,양식
20204,11440565,공덕동,35266534.28571428,CS100004,양식
20203,11440565,공덕동,34817097.0,CS100004,양식
20204,11440585,도화동,3276538.3076923075,CS100004,양식
20203,11440585,도화동,3229600.037037037,CS100004,양식
20204,11440590,용강동,6241491.19047619,CS100004,양식
20203,11440590,용강동,5576625.045454546,CS100004,양식
20204,11440600,대흥동,7105988.571428572,CS100004,양식
20203,11440600,대흥동,7606712.615384615,CS100004,양식
20204,11440610,염리동,111023995.77777778,CS100004,양식
20203,11440610,염리동,83804069.22222222,CS100004,양식
20204,11440630,신수동,8628300.076923076,CS100004,양식
20203,11440630,신수동,6424195.866666666,CS100004,양식
20204,11440655,서강동,25393768.91044776,CS100004,양식
20203,11440655,서강동,20858979.458333332,CS100004,양식
20204,11440660,서교동,24639698.182389937,CS100004,양식
20203,11440660,서교동,25484561.187702265,CS100004,양식
20204,11440680,합정동,23985042.8852459,CS100004,양식
20203,11440680,합정동,25528171.22033898,CS100004,양식
20204,11440690,망원1동,13386344.557692308,CS100004,양식
20203,11440690,망원1동,13037217.37254902,CS100004,양식
20204,11440700,망원2동,,CS100004,양식
20203,11440700,망원2동,,CS100004,양식
20204,11440710,연남동,21669812.510948904,CS100004,양식
20203,11440710,연남동,21857169.38028169,CS100004,양식
20204,11440720,성산1동,6302355.692307692,CS100004,양식
20203,11440720,성산1동,8641367.384615384,CS100004,양식
20204,11440730,성산2동,,CS100004,양식
20203,11440730,성산2동,,CS100004,양식
20204,11440740,상암동,48495778.4680851,CS100004,양식
20203,11440740,상암동,48725621.97826087,CS100004,양식
20204,11440555,아현동,21176534.315789472,CS100005,제과
20203,11440555,아현동,24668420.555555556,CS100005,제과
20204,11440565,공덕동,32499789.692307692,CS100005,제과
20203,11440565,공덕동,32912954.583333332,CS100005,제과
20204,11440585,도화동,23062500.0,CS100005,제과
20203,11440585,도화동,24308615.866666667,CS100005,제과
20204,11440590,용강동,15150312.818181818,CS100005,제과
20203,11440590,용강동,15856861.818181818,CS100005,제과
20204,11440600,대흥동,40095760.166666664,CS100005,제과
20203,11440600,대흥동,45206686.0,CS100005,제과
20204,11440610,염리동,53793173.9375,CS100005,제과
20203,11440610,염리동,59136203.928571425,CS100005,제과
20204,11440630,신수동,47800877.5,CS100005,제과
20203,11440630,신수동,40910964.76923077,CS100005,제과
20204,11440655,서강동,28373831.066666666,CS100005,제과
20203,11440655,서강동,28933791.862068966,CS100005,제과
20204,11440660,서교동,29058239.17171717,CS100005,제과
20203,11440660,서교동,29112235.198019803,CS100005,제과
20204,11440680,합정동,17433965.730769232,CS100005,제과
20203,11440680,합정동,17377659.576923076,CS100005,제과
20204,11440690,망원1동,19886439.0,CS100005,제과
20203,11440690,망원1동,18434569.291666668,CS100005,제과
20204,11440700,망원2동,44001890.31818182,CS100005,제과
20203,11440700,망원2동,46131282.63636363,CS100005,제과
20204,11440710,연남동,4937328.2272727275,CS100005,제과
20203,11440710,연남동,6037328.162790698,CS100005,제과
20204,11440720,성산1동,1940123.875,CS100005,제과
20203,11440720,성산1동,1858770.0,CS100005,제과
20204,11440730,성산2동,29880374.92857143,CS100005,제과
20203,11440730,성산2동,30150709.076923076,CS100005,제과
20204,11440740,상암동,42207424.428571425,CS100005,제과
20203,11440740,상암동,44264720.809523806,CS100005,제과
20204,11440555,아현동,,CS100006,패스트푸드
20203,11440555,아현동,,CS100006,패스트푸드
20204,11440565,공덕동,21657220.181818184,CS100006,패스트푸드
20203,11440565,공덕동,21303095.333333332,CS100006,패스트푸드
20204,11440585,도화동,10039253.76923077,CS100006,패스트푸드
20203,11440585,도화동,10721354.615384616,CS100006,패스트푸드
20204,11440590,용강동,8298660.2727272725,CS100006,패스트푸드
20203,11440590,용강동,8973873.8,CS100006,패스트푸드
20204,11440600,대흥동,12321236.333333334,CS100006,패스트푸드
20203,11440600,대흥동,10285697.555555556,CS100006,패스트푸드
20204,11440610,염리동,5510659.142857143,CS100006,패스트푸드
20203,11440610,염리동,6588644.5,CS100006,패스트푸드
20204,11440630,신수동,5668961.363636363,CS100006,패스트푸드
20203,11440630,신수동,4374289.636363637,CS100006,패스트푸드
20204,11440655,서강동,8986932.066666666,CS100006,패스트푸드
20203,11440655,서강동,7586637.214285715,CS100006,패스트푸드
20204,11440660,서교동,16986817.25862069,CS100006,패스트푸드
20203,11440660,서교동,20312926.9009009,CS100006,패스트푸드
20204,11440680,합정동,10535859.818181818,CS100006,패스트푸드
20203,11440680,합정동,11313328.8,CS100006,패스트푸드
20204,11440690,망원1동,52888452.461538464,CS100006,패스트푸드
20203,11440690,망원1동,48716436.0,CS100006,패스트푸드
20204,11440700,망원2동,16952413.4,CS100006,패스트푸드
20203,11440700,망원2동,17065586.636363637,CS100006,패스트푸드
20204,11440710,연남동,831695.6842105263,CS100006,패스트푸드
20203,11440710,연남동,948694.1052631579,CS100006,패스트푸드
20204,11440720,성산1동,36721853.384615384,CS100006,패스트푸드
20203,11440720,성산1동,32715830.0,CS100006,패스트푸드
20204,11440730,성산2동,5824931.285714285,CS100006,패스트푸드
20203,11440730,성산2동,5609116.214285715,CS100006,패스트푸드
20204,11440740,상암동,60202334.875,CS100006,패스트푸드
20203,11440740,상암동,59950151.35483871,CS100006,패스트푸드
20204,11440555,아현동,12550038.153846154,CS100007,치킨
20203,11440555,아현동,12773342.75,CS100007,치킨
20204,11440565,공덕동,8514711.52,CS100007,치킨
20203,11440565,공덕동,12279500.38095238,CS100007,치킨
20204,11440585,도화동,40399726.26086956,CS100007,치킨
20203,11440585,도화동,33809986.16,CS100007,치킨
20204,11440590,용강동,19136335.0,CS100007,치킨
20203,11440590,용강동,19829804.125,CS100007,치킨
20204,11440600,대흥동,,CS100007,치킨
20203,11440600,대흥동,,CS100007,치킨
20204,11440610,염리동,68260979.16666667,CS100007,치킨
20203,11440610,염리동,48933037.625,CS100007,치킨
20204,11440630,신수동,9429402.533333333,CS100007,치킨
20203,11440630,신수동,9017852.0,CS100007,치킨
20204,11440655,서강동,2846868.882352941,CS100007,치킨
20203,11440655,서강동,5791508.785714285,CS100007,치킨
20204,11440660,서교동,22818536.395833332,CS100007,치킨
20203,11440660,서교동,22950133.666666668,CS100007,치킨
20204,11440680,합정동,18888172.666666668,CS100007,치킨
20203,11440680,합정동,17150386.9,CS100007,치킨
20204,11440690,망원1동,18863929.666666668,CS100007,치킨
20203,11440690,망원1동,15694717.0,CS100007,치킨
20204,11440700,망원2동,14768796.222222222,CS100007,치킨
20203,11440700,망원2동,18678869.388888888,CS100007,치킨
20204,11440710,연남동,25724191.0,CS100007,치킨
20203,11440710,연남동,19767543.666666668,CS100007,치킨
20204,11440720,성산1동,48465529.75,CS100007,치킨
20203,11440720,성산1동,36155586.25,CS100007,치킨
20204,11440730,성산2동,54139792.294117644,CS100007,치킨
20203,11440730,성산2동,43879632.833333336,CS100007,치킨
20204,11440740,상암동,23139146.5,CS100007,치킨
20203,11440740,상암동,19729492.681818184,CS100007,치킨
20204,11440555,아현동,9208078.344827587,CS100008,분식
20203,11440555,아현동,8205323.766666667,CS100008,분식
20204,11440565,공덕동,8928901.224489795,CS100008,분식
20203,11440565,공덕동,9715301.26,CS100008,분식
20204,11440585,도화동,35034050.55813953,CS100008,분식
20203,11440585,도화동,32349066.931818184,CS100008,분식
20204,11440590,용강동,18564566.5,CS100008,분식
20203,11440590,용강동,18537330.914285716,CS100008,분식
20204,11440600,대흥동,11518515.176470589,CS100008,분식
20203,11440600,대흥동,11243882.228571428,CS100008,분식
20204,11440610,염리동,14127927.9,CS100008,분식
20203,11440610,염리동,10929984.714285715,CS100008,분식
20204,11440630,신수동,6826368.611111111,CS100008,분식
20203,11440630,신수동,6790665.5,CS100008,분식
20204,11440655,서강동,6259656.69047619,CS100008,분식
20203,11440655,서강동,6438541.846153846,CS100008,분식
20204,11440660,서교동,14799417.88425926,CS100008,분식
20203,11440660,서교동,14579278.128571428,CS100008,분식
20204,11440680,합정동,18211535.82051282,CS100008,분식
20203,11440680,합정동,17026296.37837838,CS100008,분식
20204,11440690,망원1동,28224970.92857143,CS100008,분식
20203,11440690,망원1동,25605598.41860465,CS100008,분식
20204,11440700,망원2동,6338893.357142857,CS100008,분식
20203,11440700,망원2동,4958636.392857143,CS100008,분식
20204,11440710,연남동,8301513.366666666,CS100008,분식
20203,11440710,연남동,7135186.3125,CS100008,분식
20204,11440720,성산1동,1637478.45,CS100008,분식
20203,11440720,성산1동,1832127.611111111,CS100008,분식
20204,11440730,성산2동,13650640.418604651,CS100008,분식
20203,11440730,성산2동,13528429.53488372,CS100008,분식
20204,11440740,상암동,40618817.81355932,CS100008,분식
20203,11440740,상암동,36076784.451612905,CS100008,분식
20204,11440555,아현동,10511491.866666667,CS100009,호프
20203,11440555,아현동,18696253.57142857,CS100009,호프
20204,11440565,공덕동,30071731.243902437,CS100009,호프
20203,11440565,공덕동,29339635.166666668,CS100009,호프
20204,11440585,도화동,53927501.34883721,CS100009,호프
20203,11440585,도화동,48318963.093023255,CS100009,호프
20204,11440590,용강동,52336054.22857143,CS100009,호프
20203,11440590,용강동,53285283.34375,CS100009,호프
20204,11440600,대흥동,6618057.428571428,CS100009,호프
20203,11440600,대흥동,10316892.76,CS100009,호프
20204,11440610,염리동,14351723.75,CS100009,호프
20203,11440610,염리동,14512696.466666667,CS100009,호프
20204,11440630,신수동,4619986.818181818,CS100009,호프
20203,11440630,신수동,5458596.333333333,CS100009,호프
20204,11440655,서강동,29074327.863636363,CS100009,호프
20203,11440655,서강동,30528847.04761905,CS100009,호프
20204,11440660,서교동,34973409.535620056,CS100009,호프
20203,11440660,서교동,37289637.23262032,CS100009,호프
20204,11440680,합정동,21707559.56862745,CS100009,호프
20203,11440680,합정동,22676831.040816326,CS100009,호프
20204,11440690,망원1동,32217088.885714285,CS100009,호프
20203,11440690,망원1동,30293574.588235293,CS100009,호프
20204,11440700,망원2동,2206763.9375,CS100009,호프
20203,11440700,망원2동,4784517.6875,CS100009,호프
20204,11440710,연남동,20697442.802469134,CS100009,호프
20203,11440710,연남동,21875352.116883118,CS100009,호프
20204,11440720,성산1동,18822766.714285713,CS100009,호프
20203,11440720,성산1동,13484078.25,CS100009,호프
20204,11440730,성산2동,2077729.6666666667,CS100009,호프
20203,11440730,성산2동,2066897.8235294118,CS100009,호프
20204,11440740,상암동,61054249.0,CS100009,호프
20203,11440740,상암동,54049110.41935484,CS100009,호프
20204,11440555,아현동,27825760.622222222,CS100010,커피
20203,11440555,아현동,20313363.260869566,CS100010,커피
20204,11440565,공덕동,13705260.653846154,CS100010,커피
20203,11440565,공덕동,13639746.909090908,CS100010,커피
20204,11440585,도화동,44909997.6122449,CS100010,커피
20203,11440585,도화동,39374760.15686274,CS100010,커피
20204,11440590,용강동,10614316.830188679,CS100010,커피
20203,11440590,용강동,9484465.01923077,CS100010,커피
20204,11440600,대흥동,13892786.083333334,CS100010,커피
20203,11440600,대흥동,15329006.142857144,CS100010,커피
20204,11440610,염리동,23943696.4375,CS100010,커피
20203,11440610,염리동,21521417.911764707,CS100010,커피
20204,11440630,신수동,27991713.80645161,CS100010,커피
20203,11440630,신수동,27544986.875,CS100010,커피
20204,11440655,서강동,15075846.586956521,CS100010,커피
20203,11440655,서강동,13736460.521276595,CS100010,커피
20204,11440660,서교동,22337893.285714287,CS100010,커피
20203,11440660,서교동,22300666.803088803,CS100010,커피
20204,11440680,합정동,46980618.09821428,CS100010,커피
20203,11440680,합정동,42585631.973684214,CS100010,커피
20204,11440690,망원1동,5878212.455555555,CS100010,커피
20203,11440690,망원1동,7564590.112359551,CS100010,커피
20204,11440700,망원2동,5406188.317073171,CS100010,커피
20203,11440700,망원2동,4912081.857142857,CS100010,커피
20204,11440710,연남동,17432975.872222222,CS100010,커피
20203,11440710,연남동,16090776.127659574,CS100010,커피
20204,11440720,성산1동,12959323.918367347,CS100010,커피
20203,11440720,성산1동,12956062.333333334,CS100010,커피
20204,11440730,성산2동,85095222.22222222,CS100010,커피
20203,11440730,성산2동,43133153.77142857,CS100010,커피
20204,11440740,상암동,41202007.60810811,CS100010,커피
20203,11440740,상암동,43483554.684563756,CS100010,커피
20213,11440555,아현동,20024848.85185185,CS100001,한식
20212,11440555,아현동,25678158.28440367,CS100001,한식
20211,11440555,아현동,22994015.972972974,CS100001,한식
20213,11440565,공덕동,37194321.41777778,CS100001,한식
20212,11440565,공덕동,43679421.237668164,CS100001,한식
20211,11440565,공덕동,33610605.2907489,CS100001,한식
20213,11440585,도화동,69888204.06470588,CS100001,한식
20212,11440585,도화동,80963724.04705882,CS100001,한식
20211,11440585,도화동,59535178.329341315,CS100001,한식
20213,11440590,용강동,75525478.38265306,CS100001,한식
20212,11440590,용강동,88495959.72361809,CS100001,한식
20211,11440590,용강동,69033149.09045227,CS100001,한식
20213,11440600,대흥동,28339728.8671875,CS100001,한식
20212,11440600,대흥동,34220456.78571428,CS100001,한식
20211,11440600,대흥동,28982828.201612905,CS100001,한식
20213,11440610,염리동,37309237.69863014,CS100001,한식
20212,11440610,염리동,46136984.63013699,CS100001,한식
20211,11440610,염리동,37619750.7972973,CS100001,한식
20213,11440630,신수동,25860185.407894738,CS100001,한식
20212,11440630,신수동,27318006.77922078,CS100001,한식
20211,11440630,신수동,23970737.769230768,CS100001,한식
20213,11440655,서강동,22898455.339743588,CS100001,한식
20212,11440655,서강동,28723725.33125,CS100001,한식
20211,11440655,서강동,21798040.141935483,CS100001,한식
20213,11440660,서교동,41343134.17045455,CS100001,한식
20212,11440660,서교동,49928087.39213198,CS100001,한식
20211,11440660,서교동,38549175.343629345,CS100001,한식
20213,11440680,합정동,46995039.661290325,CS100001,한식
20212,11440680,합정동,60001179.26373626,CS100001,한식
20211,11440680,합정동,43893186.71428572,CS100001,한식
20213,11440690,망원1동,42029068.69863014,CS100001,한식
20212,11440690,망원1동,51961009.05405405,CS100001,한식
20211,11440690,망원1동,44452620.81506849,CS100001,한식
20213,11440700,망원2동,25333412.601941746,CS100001,한식
20212,11440700,망원2동,28276015.50485437,CS100001,한식
20211,11440700,망원2동,22240242.58878505,CS100001,한식
20213,11440710,연남동,61315991.8125,CS100001,한식
20212,11440710,연남동,65584768.58940397,CS100001,한식
20211,11440710,연남동,55576214.02649007,CS100001,한식
20213,11440720,성산1동,43537123.81318682,CS100001,한식
20212,11440720,성산1동,56836696.76136363,CS100001,한식
20211,11440720,성산1동,50880354.21111111,CS100001,한식
20213,11440730,성산2동,35578902.450980395,CS100001,한식
20212,11440730,성산2동,44505932.84761905,CS100001,한식
20211,11440730,성산2동,38842050.320754714,CS100001,한식
20213,11440740,상암동,39089296.19749216,CS100001,한식
20212,11440740,상암동,45399143.05555555,CS100001,한식
20211,11440740,상암동,37303705.28706624,CS100001,한식
20213,11440555,아현동,55750149.666666664,CS100002,중식
20212,11440555,아현동,51614728.833333336,CS100002,중식
20211,11440555,아현동,35458374.14285714,CS100002,중식
20213,11440565,공덕동,14509184.888888888,CS100002,중식
20212,11440565,공덕동,17131235.375,CS100002,중식
20211,11440565,공덕동,19954829.9375,CS100002,중식
20213,11440585,도화동,75830705.73684211,CS100002,중식
20212,11440585,도화동,85504400.63157895,CS100002,중식
20211,11440585,도화동,71090527.63157895,CS100002,중식
20213,11440590,용강동,34779015.52941176,CS100002,중식
20212,11440590,용강동,37722042.294117644,CS100002,중식
20211,11440590,용강동,37456658.88235294,CS100002,중식
20213,11440600,대흥동,18468724.14285714,CS100002,중식
20212,11440600,대흥동,22319426.307692308,CS100002,중식
20211,11440600,대흥동,17875975.153846152,CS100002,중식
20213,11440610,염리동,3647206.0,CS100002,중식
20212,11440610,염리동,3553659.0,CS100002,중식
20211,11440610,염리동,12318068.2,CS100002,중식
20213,11440630,신수동,36220337.88888889,CS100002,중식
20212,11440630,신수동,33771150.11111111,CS100002,중식
20211,11440630,신수동,33064946.625,CS100002,중식
20213,11440655,서강동,31773357.583333332,CS100002,중식
20212,11440655,서강동,36462953.916666664,CS100002,중식
20211,11440655,서강동,35638700.0,CS100002,중식
20213,11440660,서교동,33413719.019230768,CS100002,중식
20212,11440660,서교동,37696833.058252424,CS100002,중식
20211,11440660,서교동,30507693.31067961,CS100002,중식
20213,11440680,합정동,94648665.5625,CS100002,중식
20212,11440680,합정동,99654525.88235295,CS100002,중식
20211,11440680,합정동,78727000.5625,CS100002,중식
20213,11440690,망원1동,32768835.53846154,CS100002,중식
20212,11440690,망원1동,33443054.4,CS100002,중식
20211,11440690,망원1동,28901802.466666665,CS100002,중식
20213,11440700,망원2동,31256557.53846154,CS100002,중식
20212,11440700,망원2동,37153517.083333336,CS100002,중식
20211,11440700,망원2동,31509871.25,CS100002,중식
20213,11440710,연남동,52048798.58064516,CS100002,중식
20212,11440710,연남동,56286836.3125,CS100002,중식
20211,11440710,연남동,49104695.258064516,CS100002,중식
20213,11440720,성산1동,39120044.11111111,CS100002,중식
20212,11440720,성산1동,36965045.777777776,CS100002,중식
20211,11440720,성산1동,37106630.1,CS100002,중식
20213,11440730,성산2동,42066449.36363637,CS100002,중식
20212,11440730,성산2동,41974966.36363637,CS100002,중식
20211,11440730,성산2동,33443609.333333332,CS100002,중식
20213,11440740,상암동,38185117.13513514,CS100002,중식
20212,11440740,상암동,41199380.7631579,CS100002,중식
20211,11440740,상암동,33586396.41025641,CS100002,중식
20213,11440555,아현동,4252915.928571428,CS100003,일식
20212,11440555,아현동,4263268.0,CS100003,일식
20211,11440555,아현동,3909148.285714286,CS100003,일식
20213,11440565,공덕동,38915161.65,CS100003,일식
20212,11440565,공덕동,40280382.43478261,CS100003,일식
20211,11440565,공덕동,26637177.083333332,CS100003,일식
20213,11440585,도화동,25182851.89473684,CS100003,일식
20212,11440585,도화동,41728484.5,CS100003,일식
20211,11440585,도화동,35723627.85,CS100003,일식
20213,11440590,용강동,39013976.5,CS100003,일식
20212,11440590,용강동,41581821.777777776,CS100003,일식
20211,11440590,용강동,38903545.2962963,CS100003,일식
20213,11440600,대흥동,9706993.625,CS100003,일식
20212,11440600,대흥동,11166342.888888888,CS100003,일식
20211,11440600,대흥동,10896839.8,CS100003,일식
20213,11440610,염리동,68895524.4,CS100003,일식
20212,11440610,염리동,67271240.8,CS100003,일식
20211,11440610,염리동,64420191.0,CS100003,일식
20213,11440630,신수동,,CS100003,일식
20212,11440630,신수동,,CS100003,일식
20211,11440630,신수동,,CS100003,일식
20213,11440655,서강동,30772716.87804878,CS100003,일식
20212,11440655,서강동,33316078.05,CS100003,일식
20211,11440655,서강동,28815696.685714286,CS100003,일식
20213,11440660,서교동,45425872.91052631,CS100003,일식
20212,11440660,서교동,57101869.8994709,CS100003,일식
20211,11440660,서교동,44627085.81313131,CS100003,일식
20213,11440680,합정동,28113025.73809524,CS100003,일식
20212,11440680,합정동,35790036.725,CS100003,일식
20211,11440680,합정동,32823439.69767442,CS100003,일식
20213,11440690,망원1동,18460987.769230768,CS100003,일식
20212,11440690,망원1동,21551356.923076924,CS100003,일식
20211,11440690,망원1동,18567165.103448275,CS100003,일식
20213,11440700,망원2동,,CS100003,일식
20212,11440700,망원2동,,CS100003,일식
20211,11440700,망원2동,,CS100003,일식
20213,11440710,연남동,32007740.89552239,CS100003,일식
20212,11440710,연남동,37582672.81081081,CS100003,일식
20211,11440710,연남동,34178529.04054054,CS100003,일식
20213,11440720,성산1동,11497671.76923077,CS100003,일식
20212,11440720,성산1동,12929963.642857144,CS100003,일식
20211,11440720,성산1동,10910818.4,CS100003,일식
20213,11440730,성산2동,22537500.785714287,CS100003,일식
20212,11440730,성산2동,28056903.866666667,CS100003,일식
20211,11440730,성산2동,30939224.0,CS100003,일식
20213,11440740,상암동,50737478.190476194,CS100003,일식
20212,11440740,상암동,52997336.65671642,CS100003,일식
20211,11440740,상암동,42622025.08955224,CS100003,일식
20213,11440555,아현동,,CS100004,양식
20212,11440555,아현동,,CS100004,양식
20211,11440555,아현동,,CS100004,양식
20213,11440565,공덕동,12474068.2,CS100004,양식
20212,11440565,공덕동,15248548.7,CS100004,양식
20211,11440565,공덕동,15499918.05882353,CS100004,양식
20213,11440585,도화동,14546312.764705881,CS100004,양식
20212,11440585,도화동,14562323.8125,CS100004,양식
20211,11440585,도화동,1543091.0,CS100004,양식
20213,11440590,용강동,7845368.894736842,CS100004,양식
20212,11440590,용강동,9312890.761904761,CS100004,양식
20211,11440590,용강동,7883323.090909091,CS100004,양식
20213,11440600,대흥동,9500074.529411765,CS100004,양식
20212,11440600,대흥동,17224060.333333332,CS100004,양식
20211,11440600,대흥동,12964246.086956521,CS100004,양식
20213,11440610,염리동,28089355.2,CS100004,양식
20212,11440610,염리동,41213611.0,CS100004,양식
20211,11440610,염리동,24362504.0,CS100004,양식
20213,11440630,신수동,4301873.166666667,CS100004,양식
20212,11440630,신수동,5154993.0,CS100004,양식
20211,11440630,신수동,5445776.076923077,CS100004,양식
20213,11440655,서강동,23189330.68627451,CS100004,양식
20212,11440655,서강동,26655582.269230768,CS100004,양식
20211,11440655,서강동,20968600.77966102,CS100004,양식
20213,11440660,서교동,30657587.33088235,CS100004,양식
20212,11440660,서교동,39263486.71886121,CS100004,양식
20211,11440660,서교동,30562550.051282052,CS100004,양식
20213,11440680,합정동,24190867.704918034,CS100004,양식
20212,11440680,합정동,27367504.573770493,CS100004,양식
20211,11440680,합정동,22839186.36923077,CS100004,양식
20213,11440690,망원1동,14075339.980392156,CS100004,양식
20212,11440690,망원1동,18473159.019230768,CS100004,양식
20211,11440690,망원1동,17526046.75,CS100004,양식
20213,11440700,망원2동,,CS100004,양식
20212,11440700,망원2동,,CS100004,양식
20211,11440700,망원2동,,CS100004,양식
20213,11440710,연남동,37902738.16935484,CS100004,양식
20212,11440710,연남동,42370009.371212125,CS100004,양식
20211,11440710,연남동,30048363.94890511,CS100004,양식
20213,11440720,성산1동,3948496.411764706,CS100004,양식
20212,11440720,성산1동,4519459.666666667,CS100004,양식
20211,11440720,성산1동,4007288.263157895,CS100004,양식
20213,11440730,성산2동,,CS100004,양식
20212,11440730,성산2동,,CS100004,양식
20211,11440730,성산2동,,CS100004,양식
20213,11440740,상암동,46232562.65789474,CS100004,양식
20212,11440740,상암동,58066207.1,CS100004,양식
20211,11440740,상암동,44971224.63414634,CS100004,양식
20213,11440555,아현동,29305829.166666668,CS100005,제과
20212,11440555,아현동,33858931.666666664,CS100005,제과
20211,11440555,아현동,31575846.166666668,CS100005,제과
20213,11440565,공덕동,58549011.277777776,CS100005,제과
20212,11440565,공덕동,57093715.05263158,CS100005,제과
20211,11440565,공덕동,51151831.65,CS100005,제과
20213,11440585,도화동,22740343.333333332,CS100005,제과
20212,11440585,도화동,23507048.913043477,CS100005,제과
20211,11440585,도화동,24463122.42857143,CS100005,제과
20213,11440590,용강동,37900649.45454545,CS100005,제과
20212,11440590,용강동,41882456.63636363,CS100005,제과
20211,11440590,용강동,48256886.11111111,CS100005,제과
20213,11440600,대흥동,26072549.82352941,CS100005,제과
20212,11440600,대흥동,29755006.555555556,CS100005,제과
20211,11440600,대흥동,26858812.333333332,CS100005,제과
20213,11440610,염리동,55598600.294117644,CS100005,제과
20212,11440610,염리동,66824695.88888889,CS100005,제과
20211,11440610,염리동,58261666.84210526,CS100005,제과
20213,11440630,신수동,59351094.9,CS100005,제과
20212,11440630,신수동,65767626.6,CS100005,제과
20211,11440630,신수동,63731885.1,CS100005,제과
20213,11440655,서강동,34266644.75,CS100005,제과
20212,11440655,서강동,34057990.333333336,CS100005,제과
20211,11440655,서강동,26627677.333333332,CS100005,제과
20213,11440660,서교동,35402006.854700856,CS100005,제과
20212,11440660,서교동,34542952.61666667,CS100005,제과
20211,11440660,서교동,27676228.408,CS100005,제과
20213,11440680,합정동,17560861.266666666,CS100005,제과
20212,11440680,합정동,16213994.21875,CS100005,제과
20211,11440680,합정동,13915078.53125,CS100005,제과
20213,11440690,망원1동,6178294.65625,CS100005,제과
20212,11440690,망원1동,6045640.454545454,CS100005,제과
20211,11440690,망원1동,5206042.142857143,CS100005,제과
20213,11440700,망원2동,31359440.681818184,CS100005,제과
20212,11440700,망원2동,36028093.52380952,CS100005,제과
20211,11440700,망원2동,38171569.15789474,CS100005,제과
20213,11440710,연남동,5391910.606557377,CS100005,제과
20212,11440710,연남동,5540312.463768116,CS100005,제과
20211,11440710,연남동,4475071.8533333335,CS100005,제과
20213,11440720,성산1동,6499001.736842105,CS100005,제과
