quarter,dong_code,dong_name,surv2_1y,surv2_3y,surv2_5y,industry_code,industry_name
20194,11440610,염리동,66.7,66.7,33.3,CS100008,분식
20202,11440630,신수동,33.3,33.3,0.0,CS100008,분식
20201,11440630,신수동,75.0,25.0,25.0,CS100008,분식
20194,11440630,신수동,75.0,25.0,25.0,CS100008,분식
20202,11440655,서강동,81.3,50.0,31.3,CS100008,분식
20201,11440655,서강동,85.7,42.9,28.6,CS100008,분식
20194,11440655,서강동,85.7,42.9,28.6,CS100008,분식
20202,11440660,서교동,68.3,31.7,17.1,CS100008,분식
20201,11440660,서교동,70.0,42.5,25.0,CS100008,분식
20194,11440660,서교동,70.0,42.5,25.0,CS100008,분식
20202,11440680,합정동,61.5,38.5,23.1,CS100008,분식
20201,11440680,합정동,57.1,42.9,28.6,CS100008,분식
20194,11440680,합정동,57.1,42.9,28.6,CS100008,분식
20202,11440690,망원1동,50.0,50.0,0.0,CS100008,분식
20201,11440690,망원1동,71.4,71.4,57.1,CS100008,분식
20194,11440690,망원1동,71.4,71.4,57.1,CS100008,분식
20202,11440700,망원2동,80.0,40.0,40.0,CS100008,분식
20201,11440700,망원2동,80.0,80.0,40.0,CS100008,분식
20194,11440700,망원2동,80.0,80.0,40.0,CS100008,분식
20202,11440710,연남동,57.1,42.9,14.3,CS100008,분식
20201,11440710,연남동,100.0,25.0,25.0,CS100008,분식
20194,11440710,연남동,100.0,25.0,25.0,CS100008,분식
20202,11440720,성산1동,66.7,50.0,16.7,CS100008,분식
20201,11440720,성산1동,100.0,100.0,50.0,CS100008,분식
20194,11440720,성산1동,100.0,100.0,50.0,CS100008,분식
20202,11440730,성산2동,66.7,33.3,33.3,CS100008,분식
20201,11440730,성산2동,100.0,83.3,66.7,CS100008,분식
20194,11440730,성산2동,100.0,83.3,66.7,CS100008,분식
20202,11440740,상암동,62.5,37.5,25.0,CS100008,분식
20201,11440740,상암동,71.4,28.6,14.3,CS100008,분식
20194,11440740,상암동,71.4,28.6,14.3,CS100008,분식
20202,11440555,아현동,66.7,33.3,22.2,CS100009,호프
20201,11440555,아현동,60.0,10.0,10.0,CS100009,호프
20194,11440555,아현동,60.0,10.0,10.0,CS100009,호프
20202,11440565,공덕동,77.8,44.4,22.2,CS100009,호프
20201,11440565,공덕동,83.3,66.7,66.7,CS100009,호프
20194,11440565,공덕동,83.3,66.7,66.7,CS100009,호프
20202,11440585,도화동,53.3,40.0,26.7,CS100009,호프
20201,11440585,도화동,53.8,30.8,23.1,CS100009,호프
20194,11440585,도화동,53.8,30.8,23.1,CS100009,호프
20202,11440590,용강동,100.0,100.0,60.0,CS100009,호프
20201,11440590,용강동,90.9,54.5,54.5,CS100009,호프
20194,11440590,용강동,90.9,54.5,54.5,CS100009,호프
20202,11440600,대흥동,83.3,33.3,0.0,CS100009,호프
20201,11440600,대흥동,100.0,60.0,40.0,CS100009,호프
20194,11440600,대흥동,100.0,60.0,40.0,CS100009,호프
20202,11440610,염리동,75.0,25.0,25.0,CS100009,호프
20201,11440610,염리동,42.9,28.6,28.6,CS100009,호프
20194,11440610,염리동,42.9,28.6,28.6,CS100009,호프
20202,11440630,신수동,80.0,60.0,40.0,CS100009,호프
20201,11440630,신수동,60.0,20.0,20.0,CS100009,호프
20194,11440630,신수동,60.0,20.0,20.0,CS100009,호프
20202,11440655,서강동,78.6,35.7,28.6,CS100009,호프
20201,11440655,서강동,52.0,32.0,28.0,CS100009,호프
20194,11440655,서강동,52.0,32.0,28.0,CS100009,호프
20202,11440660,서교동,75.0,40.1,23.7,CS100009,호프
20201,11440660,서교동,67.2,39.8,23.4,CS100009,호프
20194,11440660,서교동,67.2,39.8,23.4,CS100009,호프
20202,11440680,합정동,65.2,43.5,34.8,CS100009,호프
20201,11440680,합정동,81.5,55.6,40.7,CS100009,호프
20194,11440680,합정동,81.5,55.6,40.7,CS100009,호프
20202,11440690,망원1동,66.7,50.0,16.7,CS100009,호프
20201,11440690,망원1동,37.5,25.0,25.0,CS100009,호프
20194,11440690,망원1동,37.5,25.0,25.0,CS100009,호프
20202,11440700,망원2동,50.0,21.4,7.1,CS100009,호프
20201,11440700,망원2동,73.3,40.0,26.7,CS100009,호프
20194,11440700,망원2동,73.3,40.0,26.7,CS100009,호프
20202,11440710,연남동,85.7,38.1,23.8,CS100009,호프
20201,11440710,연남동,88.9,70.4,63.0,CS100009,호프
20194,11440710,연남동,88.9,70.4,63.0,CS100009,호프
20202,11440720,성산1동,62.5,25.0,25.0,CS100009,호프
20201,11440720,성산1동,0.0,0.0,0.0,CS100009,호프
20194,11440720,성산1동,0.0,0.0,0.0,CS100009,호프
20202,11440730,성산2동,66.7,33.3,33.3,CS100009,호프
20201,11440730,성산2동,83.3,66.7,50.0,CS100009,호프
20194,11440730,성산2동,83.3,66.7,50.0,CS100009,호프
20202,11440740,상암동,78.6,57.1,42.9,CS100009,호프
20201,11440740,상암동,86.7,86.7,60.0,CS100009,호프
20194,11440740,상암동,86.7,86.7,60.0,CS100009,호프
20202,11440555,아현동,87.5,62.5,37.5,CS100010,커피
20201,11440555,아현동,100.0,50.0,40.0,CS100010,커피
20194,11440555,아현동,100.0,50.0,40.0,CS100010,커피
20202,11440565,공덕동,71.4,57.1,42.9,CS100010,커피
20201,11440565,공덕동,91.7,50.0,41.7,CS100010,커피
20194,11440565,공덕동,91.7,50.0,41.7,CS100010,커피
20202,11440585,도화동,85.7,57.1,42.9,CS100010,커피
20201,11440585,도화동,84.6,61.5,46.2,CS100010,커피
20194,11440585,도화동,84.6,61.5,46.2,CS100010,커피
20202,11440590,용강동,90.9,45.5,18.2,CS100010,커피
20201,11440590,용강동,81.8,63.6,54.5,CS100010,커피
20194,11440590,용강동,81.8,63.6,54.5,CS100010,커피
20202,11440600,대흥동,76.9,53.8,38.5,CS100010,커피
20201,11440600,대흥동,91.7,83.3,50.0,CS100010,커피
20194,11440600,대흥동,91.7,83.3,50.0,CS100010,커피
20202,11440610,염리동,100.0,50.0,0.0,CS100010,커피
20201,11440610,염리동,87.5,75.0,62.5,CS100010,커피
20194,11440610,염리동,87.5,75.0,62.5,CS100010,커피
20202,11440630,신수동,83.3,83.3,50.0,CS100010,커피
20201,11440630,신수동,66.7,66.7,33.3,CS100010,커피
20194,11440630,신수동,66.7,66.7,33.3,CS100010,커피
20202,11440655,서강동,85.7,47.6,28.6,CS100010,커피
20201,11440655,서강동,76.9,46.2,30.8,CS100010,커피
20194,11440655,서강동,76.9,46.2,30.8,CS100010,커피
20202,11440660,서교동,74.0,43.8,29.2,CS100010,커피
20201,11440660,서교동,78.5,60.2,35.5,CS100010,커피
20194,11440660,서교동,78.5,60.2,35.5,CS100010,커피
20202,11440680,합정동,77.8,72.2,61.1,CS100010,커피
20201,11440680,합정동,76.5,58.8,41.2,CS100010,커피
20194,11440680,합정동,76.5,58.8,41.2,CS100010,커피
20202,11440690,망원1동,100.0,75.0,75.0,CS100010,커피
20201,11440690,망원1동,88.2,76.5,52.9,CS100010,커피
20194,11440690,망원1동,88.2,76.5,52.9,CS100010,커피
20202,11440700,망원2동,25.0,25.0,12.5,CS100010,커피
20201,11440700,망원2동,62.5,50.0,37.5,CS100010,커피
20194,11440700,망원2동,62.5,50.0,37.5,CS100010,커피
20202,11440710,연남동,88.9,72.2,55.6,CS100010,커피
20201,11440710,연남동,78.6,42.9,28.6,CS100010,커피
20194,11440710,연남동,78.6,42.9,28.6,CS100010,커피
20202,11440720,성산1동,100.0,75.0,50.0,CS100010,커피
20201,11440720,성산1동,40.0,40.0,0.0,CS100010,커피
20194,11440720,성산1동,40.0,40.0,0.0,CS100010,커피
20202,11440730,성산2동,75.0,75.0,75.0,CS100010,커피
20201,11440730,성산2동,81.8,72.7,36.4,CS100010,커피
20194,11440730,성산2동,81.8,72.7,36.4,CS100010,커피
20202,11440740,상암동,85.3,64.7,41.2,CS100010,커피
20201,11440740,상암동,82.8,51.7,41.4,CS100010,커피
20194,11440740,상암동,82.8,51.7,41.4,CS100010,커피
20204,11440555,아현동,70.6,41.2,35.3,CS100001,한식
20203,11440555,아현동,70.6,41.2,35.3,CS100001,한식
20204,11440565,공덕동,66.7,44.4,30.6,CS100001,한식
20203,11440565,공덕동,66.7,44.4,30.6,CS100001,한식
20204,11440585,도화동,60.0,26.7,17.8,CS100001,한식
20203,11440585,도화동,60.0,26.7,17.8,CS100001,한식
20204,11440590,용강동,56.8,36.4,27.3,CS100001,한식
20203,11440590,용강동,56.8,36.4,27.3,CS100001,한식
20204,11440600,대흥동,48.3,24.1,17.2,CS100001,한식
20203,11440600,대흥동,48.3,24.1,17.2,CS100001,한식
20204,11440610,염리동,50.0,21.4,14.3,CS100001,한식
20203,11440610,염리동,50.0,21.4,14.3,CS100001,한식
20204,11440630,신수동,57.1,14.3,7.1,CS100001,한식
20203,11440630,신수동,57.1,14.3,7.1,CS100001,한식
20204,11440655,서강동,60.0,35.7,22.9,CS100001,한식
20203,11440655,서강동,60.0,35.7,22.9,CS100001,한식
20204,11440660,서교동,63.6,24.4,16.5,CS100001,한식
20203,11440660,서교동,63.6,24.4,16.5,CS100001,한식
20204,11440680,합정동,66.7,42.2,28.9,CS100001,한식
20203,11440680,합정동,66.7,42.2,28.9,CS100001,한식
20204,11440690,망원1동,61.5,28.2,20.5,CS100001,한식
20203,11440690,망원1동,61.5,28.2,20.5,CS100001,한식
20204,11440700,망원2동,62.9,37.1,25.7,CS100001,한식
20203,11440700,망원2동,62.9,37.1,25.7,CS100001,한식
20204,11440710,연남동,56.4,21.8,10.9,CS100001,한식
20203,11440710,연남동,56.4,21.8,10.9,CS100001,한식
20204,11440720,성산1동,53.8,30.8,23.1,CS100001,한식
20203,11440720,성산1동,53.8,30.8,23.1,CS100001,한식
20204,11440730,성산2동,80.0,44.0,40.0,CS100001,한식
20203,11440730,성산2동,80.0,44.0,40.0,CS100001,한식
20204,11440740,상암동,65.1,28.9,15.7,CS100001,한식
20203,11440740,상암동,65.1,28.9,15.7,CS100001,한식
20204,11440555,아현동,,,,CS100002,중식
20203,11440555,아현동,,,,CS100002,중식
20204,11440565,공덕동,33.3,33.3,0.0,CS100002,중식
20203,11440565,공덕동,33.3,33.3,0.0,CS100002,중식
20204,11440585,도화동,33.3,33.3,33.3,CS100002,중식
20203,11440585,도화동,33.3,33.3,33.3,CS100002,중식
20204,11440590,용강동,25.0,0.0,0.0,CS100002,중식
20203,11440590,용강동,25.0,0.0,0.0,CS100002,중식
20204,11440600,대흥동,50.0,50.0,50.0,CS100002,중식
20203,11440600,대흥동,50.0,50.0,50.0,CS100002,중식
20204,11440610,염리동,100.0,0.0,0.0,CS100002,중식
20203,11440610,염리동,100.0,0.0,0.0,CS100002,중식
20204,11440630,신수동,,,,CS100002,중식
20203,11440630,신수동,,,,CS100002,중식
20204,11440655,서강동,71.4,57.1,28.6,CS100002,중식
20203,11440655,서강동,71.4,57.1,28.6,CS100002,중식
20204,11440660,서교동,77.8,44.4,33.3,CS100002,중식
20203,11440660,서교동,77.8,44.4,33.3,CS100002,중식
20204,11440680,합정동,100.0,100.0,100.0,CS100002,중식
20203,11440680,합정동,100.0,100.0,100.0,CS100002,중식
20204,11440690,망원1동,100.0,100.0,0.0,CS100002,중식
20203,11440690,망원1동,100.0,100.0,0.0,CS100002,중식
20204,11440700,망원2동,100.0,66.7,66.7,CS100002,중식
20203,11440700,망원2동,100.0,66.7,66.7,CS100002,중식
20204,11440710,연남동,66.7,66.7,33.3,CS100002,중식
20203,11440710,연남동,66.7,66.7,33.3,CS100002,중식
20204,11440720,성산1동,66.7,66.7,33.3,CS100002,중식
20203,11440720,성산1동,66.7,66.7,33.3,CS100002,중식
20204,11440730,성산2동,100.0,100.0,66.7,CS100002,중식
20203,11440730,성산2동,100.0,100.0,66.7,CS100002,중식
20204,11440740,상암동,100.0,14.3,0.0,CS100002,중식
20203,11440740,상암동,100.0,14.3,0.0,CS100002,중식
20204,11440555,아현동,100.0,100.0,0.0,CS100003,일식
20203,11440555,아현동,100.0,100.0,0.0,CS100003,일식
20204,11440565,공덕동,100.0,50.0,50.0,CS100003,일식
20203,11440565,공덕동,100.0,50.0,50.0,CS100003,일식
20204,11440585,도화동,100.0,60.0,40.0,CS100003,일식
20203,11440585,도화동,100.0,60.0,40.0,CS100003,일식
20204,11440590,용강동,80.0,40.0,20.0,CS100003,일식
20203,11440590,용강동,80.0,40.0,20.0,CS100003,일식
20204,11440600,대흥동,100.0,0.0,0.0,CS100003,일식
20203,11440600,대흥동,100.0,0.0,0.0,CS100003,일식
20204,11440610,염리동,75.0,50.0,25.0,CS100003,일식
20203,11440610,염리동,75.0,50.0,25.0,CS100003,일식
20204,11440630,신수동,100.0,100.0,0.0,CS100003,일식
20203,11440630,신수동,100.0,100.0,0.0,CS100003,일식
20204,11440655,서강동,88.9,66.7,33.3,CS100003,일식
20203,11440655,서강동,88.9,66.7,33.3,CS100003,일식
20204,11440660,서교동,73.9,47.8,32.6,CS100003,일식
20203,11440660,서교동,73.9,47.8,32.6,CS100003,일식
20204,11440680,합정동,100.0,60.0,40.0,CS100003,일식
20203,11440680,합정동,100.0,60.0,40.0,CS100003,일식
20204,11440690,망원1동,85.7,57.1,14.3,CS100003,일식
20203,11440690,망원1동,85.7,57.1,14.3,CS100003,일식
20204,11440700,망원2동,50.0,0.0,0.0,CS100003,일식
20203,11440700,망원2동,50.0,0.0,0.0,CS100003,일식
20204,11440710,연남동,63.6,36.4,27.3,CS100003,일식
20203,11440710,연남동,63.6,36.4,27.3,CS100003,일식
20204,11440720,성산1동,66.7,33.3,33.3,CS100003,일식
20203,11440720,성산1동,66.7,33.3,33.3,CS100003,일식
20204,11440730,성산2동,,,,CS100003,일식
20203,11440730,성산2동,,,,CS100003,일식
20204,11440740,상암동,73.3,46.7,20.0,CS100003,일식
20203,11440740,상암동,73.3,46.7,20.0,CS100003,일식
20204,11440555,아현동,100.0,0.0,0.0,CS100004,양식
20203,11440555,아현동,100.0,0.0,0.0,CS100004,양식
20204,11440565,공덕동,50.0,50.0,50.0,CS100004,양식
20203,11440565,공덕동,50.0,50.0,50.0,CS100004,양식
20204,11440585,도화동,50.0,50.0,50.0,CS100004,양식
20203,11440585,도화동,50.0,50.0,50.0,CS100004,양식
20204,11440590,용강동,75.0,50.0,25.0,CS100004,양식
20203,11440590,용강동,75.0,50.0,25.0,CS100004,양식
20204,11440600,대흥동,100.0,100.0,100.0,CS100004,양식
20203,11440600,대흥동,100.0,100.0,100.0,CS100004,양식
20204,11440610,염리동,100.0,50.0,50.0,CS100004,양식
20203,11440610,염리동,100.0,50.0,50.0,CS100004,양식
20204,11440630,신수동,,,,CS100004,양식
20203,11440630,신수동,,,,CS100004,양식
20204,11440655,서강동,72.2,61.1,33.3,CS100004,양식
20203,11440655,서강동,72.2,61.1,33.3,CS100004,양식
20204,11440660,서교동,60.8,34.2,21.5,CS100004,양식
20203,11440660,서교동,60.8,34.2,21.5,CS100004,양식
20204,11440680,합정동,70.0,40.0,30.0,CS100004,양식
20203,11440680,합정동,70.0,40.0,30.0,CS100004,양식
20204,11440690,망원1동,100.0,83.3,66.7,CS100004,양식
20203,11440690,망원1동,100.0,83.3,66.7,CS100004,양식
20204,11440700,망원2동,100.0,100.0,100.0,CS100004,양식
20203,11440700,망원2동,100.0,100.0,100.0,CS100004,양식
20204,11440710,연남동,95.0,55.0,40.0,CS100004,양식
20203,11440710,연남동,95.0,55.0,40.0,CS100004,양식
20204,11440720,성산1동,75.0,75.0,50.0,CS100004,양식
20203,11440720,성산1동,75.0,75.0,50.0,CS100004,양식
20204,11440730,성산2동,,,,CS100004,양식
20203,11440730,성산2동,,,,CS100004,양식
20204,11440740,상암동,100.0,66.7,16.7,CS100004,양식
20203,11440740,상암동,100.0,66.7,16.7,CS100004,양식
20204,11440555,아현동,66.7,66.7,33.3,CS100005,제과
20203,11440555,아현동,66.7,66.7,33.3,CS100005,제과
20204,11440565,공덕동,0.0,0.0,0.0,CS100005,제과
20203,11440565,공덕동,0.0,0.0,0.0,CS100005,제과
20204,11440585,도화동,75.0,50.0,50.0,CS100005,제과
20203,11440585,도화동,75.0,50.0,50.0,CS100005,제과
20204,11440590,용강동,100.0,50.0,50.0,CS100005,제과
20203,11440590,용강동,100.0,50.0,50.0,CS100005,제과
20204,11440600,대흥동,,,,CS100005,제과
20203,11440600,대흥동,,,,CS100005,제과
20204,11440610,염리동,80.0,40.0,40.0,CS100005,제과
20203,11440610,염리동,80.0,40.0,40.0,CS100005,제과
20204,11440630,신수동,0.0,0.0,0.0,CS100005,제과
20203,11440630,신수동,0.0,0.0,0.0,CS100005,제과
20204,11440655,서강동,100.0,80.0,20.0,CS100005,제과
20203,11440655,서강동,100.0,80.0,20.0,CS100005,제과
20204,11440660,서교동,60.0,40.0,33.3,CS100005,제과
20203,11440660,서교동,60.0,40.0,33.3,CS100005,제과
20204,11440680,합정동,100.0,57.1,57.1,CS100005,제과
20203,11440680,합정동,100.0,57.1,57.1,CS100005,제과
20204,11440690,망원1동,100.0,100.0,50.0,CS100005,제과
20203,11440690,망원1동,100.0,100.0,50.0,CS100005,제과
20204,11440700,망원2동,50.0,50.0,0.0,CS100005,제과
20203,11440700,망원2동,50.0,50.0,0.0,CS100005,제과
20204,11440710,연남동,80.0,60.0,40.0,CS100005,제과
20203,11440710,연남동,80.0,60.0,40.0,CS100005,제과
20204,11440720,성산1동,100.0,100.0,100.0,CS100005,제과
20203,11440720,성산1동,100.0,100.0,100.0,CS100005,제과
20204,11440730,성산2동,100.0,100.0,100.0,CS100005,제과
20203,11440730,성산2동,100.0,100.0,100.0,CS100005,제과
20204,11440740,상암동,57.1,28.6,28.6,CS100005,제과
20203,11440740,상암동,57.1,28.6,28.6,CS100005,제과
20204,11440555,아현동,100.0,0.0,0.0,CS100006,패스트푸드
20203,11440555,아현동,100.0,0.0,0.0,CS100006,패스트푸드
20204,11440565,공덕동,66.7,33.3,0.0,CS100006,패스트푸드
20203,11440565,공덕동,66.7,33.3,0.0,CS100006,패스트푸드
20204,11440585,도화동,100.0,100.0,100.0,CS100006,패스트푸드
20203,11440585,도화동,100.0,100.0,100.0,CS100006,패스트푸드
20204,11440590,용강동,,,,CS100006,패스트푸드
20203,11440590,용강동,,,,CS100006,패스트푸드
20204,11440600,대흥동,100.0,0.0,0.0,CS100006,패스트푸드
20203,11440600,대흥동,100.0,0.0,0.0,CS100006,패스트푸드
20204,11440610,염리동,100.0,0.0,0.0,CS100006,패스트푸드
20203,11440610,염리동,100.0,0.0,0.0,CS100006,패스트푸드
20204,11440630,신수동,100.0,100.0,100.0,CS100006,패스트푸드
20203,11440630,신수동,100.0,100.0,100.0,CS100006,패스트푸드
20204,11440655,서강동,50.0,50.0,50.0,CS100006,패스트푸드
20203,11440655,서강동,50.0,50.0,50.0,CS100006,패스트푸드
20204,11440660,서교동,100.0,84.6,46.2,CS100006,패스트푸드
20203,11440660,서교동,100.0,84.6,46.2,CS100006,패스트푸드
20204,11440680,합정동,0.0,0.0,0.0,CS100006,패스트푸드
20203,11440680,합정동,0.0,0.0,0.0,CS100006,패스트푸드
20204,11440690,망원1동,0.0,0.0,0.0,CS100006,패스트푸드
20203,11440690,망원1동,0.0,0.0,0.0,CS100006,패스트푸드
20204,11440700,망원2동,100.0,100.0,100.0,CS100006,패스트푸드
20203,11440700,망원2동,100.0,100.0,100.0,CS100006,패스트푸드
20204,11440710,연남동,100.0,100.0,100.0,CS100006,패스트푸드
20203,11440710,연남동,100.0,100.0,100.0,CS100006,패스트푸드
20204,11440720,성산1동,100.0,100.0,0.0,CS100006,패스트푸드
20203,11440720,성산1동,100.0,100.0,0.0,CS100006,패스트푸드
20204,11440730,성산2동,100.0,100.0,0.0,CS100006,패스트푸드
20203,11440730,성산2동,100.0,100.0,0.0,CS100006,패스트푸드
20204,11440740,상암동,100.0,100.0,100.0,CS100006,패스트푸드
20203,11440740,상암동,100.0,100.0,100.0,CS100006,패스트푸드
20204,11440555,아현동,100.0,75.0,25.0,CS100007,치킨
20203,11440555,아현동,100.0,75.0,25.0,CS100007,치킨
20204,11440565,공덕동,66.7,33.3,33.3,CS100007,치킨
20203,11440565,공덕동,66.7,33.3,33.3,CS100007,치킨
20204,11440585,도화동,100.0,50.0,0.0,CS100007,치킨
20203,11440585,도화동,100.0,50.0,0.0,CS100007,치킨
20204,11440590,용강동,100.0,100.0,100.0,CS100007,치킨
20203,11440590,용강동,100.0,100.0,100.0,CS100007,치킨
20204,11440600,대흥동,100.0,0.0,0.0,CS100007,치킨
20203,11440600,대흥동,100.0,0.0,0.0,CS100007,치킨
20204,11440610,염리동,100.0,75.0,50.0,CS100007,치킨
20203,11440610,염리동,100.0,75.0,50.0,CS100007,치킨
20204,11440630,신수동,66.7,66.7,66.7,CS100007,치킨
20203,11440630,신수동,66.7,66.7,66.7,CS100007,치킨
20204,11440655,서강동,80.0,60.0,20.0,CS100007,치킨
20203,11440655,서강동,80.0,60.0,20.0,CS100007,치킨
20204,11440660,서교동,85.7,50.0,21.4,CS100007,치킨
20203,11440660,서교동,85.7,50.0,21.4,CS100007,치킨
20204,11440680,합정동,100.0,100.0,50.0,CS100007,치킨
20203,11440680,합정동,100.0,100.0,50.0,CS100007,치킨
20204,11440690,망원1동,33.3,33.3,16.7,CS100007,치킨
20203,11440690,망원1동,33.3,33.3,16.7,CS100007,치킨
20204,11440700,망원2동,100.0,100.0,0.0,CS100007,치킨
20203,11440700,망원2동,100.0,100.0,0.0,CS100007,치킨
20204,11440710,연남동,100.0,0.0,0.0,CS100007,치킨
20203,11440710,연남동,100.0,0.0,0.0,CS100007,치킨
20204,11440720,성산1동,100.0,100.0,100.0,CS100007,치킨
20203,11440720,성산1동,100.0,100.0,100.0,CS100007,치킨
20204,11440730,성산2동,100.0,100.0,0.0,CS100007,치킨
20203,11440730,성산2동,100.0,100.0,0.0,CS100007,치킨
20204,11440740,상암동,100.0,87.5,87.5,CS100007,치킨
20203,11440740,상암동,100.0,87.5,87.5,CS100007,치킨
20204,11440555,아현동,100.0,83.3,66.7,CS100008,분식
20203,11440555,아현동,100.0,83.3,66.7,CS100008,분식
20204,11440565,공덕동,100.0,66.7,50.0,CS100008,분식
20203,11440565,공덕동,100.0,66.7,50.0,CS100008,분식
20204,11440585,도화동,83.3,0.0,0.0,CS100008,분식
20203,11440585,도화동,83.3,0.0,0.0,CS100008,분식
20204,11440590,용강동,100.0,40.0,20.0,CS100008,분식
20203,11440590,용강동,100.0,40.0,20.0,CS100008,분식
20204,11440600,대흥동,83.3,66.7,66.7,CS100008,분식
20203,11440600,대흥동,83.3,66.7,66.7,CS100008,분식
20204,11440610,염리동,66.7,66.7,33.3,CS100008,분식
20203,11440610,염리동,66.7,66.7,33.3,CS100008,분식
20204,11440630,신수동,75.0,25.0,25.0,CS100008,분식
20203,11440630,신수동,75.0,25.0,25.0,CS100008,분식
20204,11440655,서강동,85.7,42.9,28.6,CS100008,분식
20203,11440655,서강동,85.7,42.9,28.6,CS100008,분식
20204,11440660,서교동,70.0,42.5,25.0,CS100008,분식
20203,11440660,서교동,70.0,42.5,25.0,CS100008,분식
20204,11440680,합정동,57.1,42.9,28.6,CS100008,분식
20203,11440680,합정동,57.1,42.9,28.6,CS100008,분식
20204,11440690,망원1동,71.4,71.4,57.1,CS100008,분식
20203,11440690,망원1동,71.4,71.4,57.1,CS100008,분식
20204,11440700,망원2동,80.0,80.0,40.0,CS100008,분식
20203,11440700,망원2동,80.0,80.0,40.0,CS100008,분식
20204,11440710,연남동,100.0,25.0,25.0,CS100008,분식
20203,11440710,연남동,100.0,25.0,25.0,CS100008,분식
20204,11440720,성산1동,100.0,100.0,50.0,CS100008,분식
20203,11440720,성산1동,100.0,100.0,50.0,CS100008,분식
20204,11440730,성산2동,100.0,83.3,66.7,CS100008,분식
20203,11440730,성산2동,100.0,83.3,66.7,CS100008,분식
20204,11440740,상암동,71.4,28.6,14.3,CS100008,분식
20203,11440740,상암동,71.4,28.6,14.3,CS100008,분식
20204,11440555,아현동,60.0,10.0,10.0,CS100009,호프
20203,11440555,아현동,60.0,10.0,10.0,CS100009,호프
20204,11440565,공덕동,83.3,66.7,66.7,CS100009,호프
20203,11440565,공덕동,83.3,66.7,66.7,CS100009,호프
20204,11440585,도화동,53.8,30.8,23.1,CS100009,호프
20203,11440585,도화동,53.8,30.8,23.1,CS100009,호프
20204,11440590,용강동,90.9,54.5,54.5,CS100009,호프
20203,11440590,용강동,90.9,54.5,54.5,CS100009,호프
20204,11440600,대흥동,100.0,60.0,40.0,CS100009,호프
20203,11440600,대흥동,100.0,60.0,40.0,CS100009,호프
20204,11440610,염리동,42.9,28.6,28.6,CS100009,호프
20203,11440610,염리동,42.9,28.6,28.6,CS100009,호프
20204,11440630,신수동,60.0,20.0,20.0,CS100009,호프
20203,11440630,신수동,60.0,20.0,20.0,CS100009,호프
20204,11440655,서강동,52.0,32.0,28.0,CS100009,호프
20203,11440655,서강동,52.0,32.0,28.0,CS100009,호프
20204,11440660,서교동,67.2,39.8,23.4,CS100009,호프
20203,11440660,서교동,67.2,39.8,23.4,CS100009,호프
20204,11440680,합정동,81.5,55.6,40.7,CS100009,호프
20203,11440680,합정동,81.5,55.6,40.7,CS100009,호프
20204,11440690,망원1동,37.5,25.0,25.0,CS100009,호프
20203,11440690,망원1동,37.5,25.0,25.0,CS100009,호프
20204,11440700,망원2동,73.3,40.0,26.7,CS100009,호프
20203,11440700,망원2동,73.3,40.0,26.7,CS100009,호프
20204,11440710,연남동,88.9,70.4,63.0,CS100009,호프
20203,11440710,연남동,88.9,70.4,63.0,CS100009,호프
20204,11440720,성산1동,0.0,0.0,0.0,CS100009,호프
20203,11440720,성산1동,0.0,0.0,0.0,CS100009,호프
20204,11440730,성산2동,83.3,66.7,50.0,CS100009,호프
20203,11440730,성산2동,83.3,66.7,50.0,CS100009,호프
20204,11440740,상암동,86.7,86.7,60.0,CS100009,호프
20203,11440740,상암동,86.7,86.7,60.0,CS100009,호프
20204,11440555,아현동,100.0,50.0,40.0,CS100010,커피
20203,11440555,아현동,100.0,50.0,40.0,CS100010,커피
20204,11440565,공덕동,91.7,50.0,41.7,CS100010,커피
20203,11440565,공덕동,91.7,50.0,41.7,CS100010,커피
20204,11440585,도화동,84.6,61.5,46.2,CS100010,커피
20203,11440585,도화동,84.6,61.5,46.2,CS100010,커피
20204,11440590,용강동,81.8,63.6,54.5,CS100010,커피
20203,11440590,용강동,81.8,63.6,54.5,CS100010,커피
20204,11440600,대흥동,91.7,83.3,50.0,CS100010,커피
20203,11440600,대흥동,91.7,83.3,50.0,CS100010,커피
20204,11440610,염리동,87.5,75.0,62.5,CS100010,커피
20203,11440610,염리동,87.5,75.0,62.5,CS100010,커피
20204,11440630,신수동,66.7,66.7,33.3,CS100010,커피
20203,11440630,신수동,66.7,66.7,33.3,CS100010,커피
20204,11440655,서강동,76.9,46.2,30.8,CS100010,커피
20203,11440655,서강동,76.9,46.2,30.8,CS100010,커피
20204,11440660,서교동,78.5,60.2,35.5,CS100010,커피
20203,11440660,서교동,78.5,60.2,35.5,CS100010,커피
20204,11440680,합정동,76.5,58.8,41.2,CS100010,커피
20203,11440680,합정동,76.5,58.8,41.2,CS100010,커피
20204,11440690,망원1동,88.2,76.5,52.9,CS100010,커피
20203,11440690,망원1동,88.2,76.5,52.9,CS100010,커피
20204,11440700,망원2동,62.5,50.0,37.5,CS100010,커피
20203,11440700,망원2동,62.5,50.0,37.5,CS100010,커피
20204,11440710,연남동,78.6,42.9,28.6,CS100010,커피
20203,11440710,연남동,78.6,42.9,28.6,CS100010,커피
20204,11440720,성산1동,40.0,40.0,0.0,CS100010,커피
20203,11440720,성산1동,40.0,40.0,0.0,CS100010,커피
