quarter,trdar_code,industry_code,monthly_sales,monthly_count,weekday_sales,weekend_sales,mon_sales,tue_sales,wed_sales,thu_sales,fri_sales,sat_sales,sun_sales,time_00_06_sales,time_06_11_sales,time_11_14_sales,time_14_17_sales,time_17_21_sales,time_21_24_sales,male_sales,female_sales,age_10_sales,age_20_sales,age_30_sales,age_40_sales,age_50_sales,age_60_above_sales,weekday_count,weekend_count,mon_count,tue_count,wed_count,thu_count,fri_count,sat_count,sun_count,time_00_06_count,time_06_11_count,time_11_14_count,time_14_17_count,time_17_21_count,time_21_24_count,male_count,female_count,age_10_count,age_20_count,age_30_count,age_40_count,age_50_count,age_60_above_count
20203,3110577,CS100008,223880187,25233,149564488,74315699,10232875,33349029,37110197,34746164,34126223,36699475,37616224,330166,18991916,87301092,38688413,75221557,3347043,103655367,110003292,1558398,16229726,54081654,77978625,43461342,20348913,17088,8145,975,3903,4233,3994,3983,3960,4185,57,1725,9462,4539,8883,567,11811,12945,183,2273,6276,8384,5109,2531
20203,3110564,CS100008,151357538,3514,100523041,50834497,12636047,14805719,18778359,25776313,28526603,29275292,21559205,24615081,0,0,0,54654343,72088114,90427964,52693988,739976,74834755,44371874,8888835,12496187,1790324,2261,1253,260,352,473,519,657,703,550,611,0,0,0,1283,1620,2052,1355,30,1819,1065,215,231,47
20203,3120107,CS100004,464625579,8095,338372148,126253431,48665527,72389114,75055379,65950249,76311879,68724388,57529043,0,1745673,179528714,70373857,193466080,19511255,158038557,193505076,366317,69516502,109947890,68623204,66986608,36103115,5900,2195,943,1185,1240,1212,1320,1178,1017,0,52,3155,1298,3412,178,2748,4248,17,1624,2350,1230,1161,617
20203,3120094,CS100005,311118829,44197,231577161,79541668,41758286,44993472,47828353,49819480,47177570,45059710,34481958,0,59786365,62572299,67308067,103686481,17765617,83524131,214619301,3487645,101237680,57634107,64290041,45516536,25977424,34109,10088,6210,6865,7470,7000,6564,5540,4548,0,9149,9752,9115,13797,2384,11440,32220,491,16252,9076,8458,6330,3054
20203,3130196,CS100001,929027632,27443,697229824,231797808,103283126,130479550,143405919,144539948,175521281,155443772,76354036,63667334,21476399,153238066,77363362,394939078,218343393,585141414,212703258,1734168,159956503,181257538,158056713,182721778,114117972,20877,6566,3546,3975,4267,4104,4985,4216,2350,1465,1180,7790,2787,9958,4263,17599,7035,70,4295,5093,5187,5869,4119
20203,3110587,CS100001,281140837,6153,224298508,56842329,37729810,51578074,44175496,43421838,47393290,34623457,22218872,9522173,2129483,49166045,7683455,137032661,75607020,164722277,72973042,99531,28116108,46288776,53686888,83495619,26008398,5013,1140,844,1092,1052,978,1047,682,458,193,29,1815,190,2429,1497,3736,1793,8,775,943,1261,1912,631
20203,3120100,CS100008,394055979,38261,268110728,125945251,46572319,52767252,54557272,51655923,62557962,80564099,45381152,24923949,3424802,83213794,65915389,153989153,62588892,182648520,185809257,2032110,95444689,124229264,84270183,44910691,17570841,26103,12158,4872,5504,4336,5411,5980,7338,4820,1638,462,7328,7150,16212,5471,16257,20557,255,10098,11888,8154,4472,1949
20203,3110578,CS100006,94031433,8465,65212127,28819306,8822627,12935834,15257834,15544074,12651758,16605566,12213740,0,940287,17832827,21712710,43421960,10123649,44726050,37721552,3473062,20833232,14939435,21116873,15659204,6425799,6122,2343,1015,1231,1302,1303,1271,1243,1100,0,137,1859,2313,3407,749,3923,3968,410,2081,1486,1898,1538,477
20203,3120106,CS100004,29769311,1890,25996471,3772840,5173085,5002941,4110232,4968188,6742025,3772840,0,0,0,14119734,4257206,11341690,50681,13394996,13319697,0,6599394,7041766,9277524,2787457,1008553,1673,217,355,347,254,311,406,217,0,0,0,935,304,644,7,890,869,0,507,456,550,151,94
20203,3110578,CS100007,155786168,7084,112908076,42878092,16478883,22854882,26394297,19726211,27453803,22554372,20323720,23215774,0,235212,6931732,67720694,57682756,86090398,56936047,2906799,28620034,26189977,48439629,25439406,11430601,5026,2058,717,976,1123,948,1262,1096,962,850,0,14,421,3426,2373,3939,2795,147,1263,1201,2170,1340,611
20203,3120054,CS100003,350881906,19549,279638679,71243227,48405950,54805023,53666662,63177680,59583364,37304425,33938802,8258462,0,138362230,45068413,136372416,22820385,196676322,93940529,2924782,158322106,50223185,21969632,34542255,22634895,15771,3778,2776,3299,3135,3359,3202,1879,1899,164,0,7794,3102,7794,695,11907,5779,258,11050,2825,994,1813,746
20203,3110557,CS100007,40174119,1780,26494817,13679302,1531305,4097859,6744215,7483984,6637454,6464911,7214391,0,0,997505,8664816,21480331,9031467,13571463,21496507,1838645,10099067,2927813,13231772,6027088,943586,1155,625,87,151,334,269,314,323,302,0,0,75,291,972,442,637,1035,76,583,172,539,259,44
20203,3110285,CS100007,32788919,754,20823293,11965626,3169171,2914885,4478280,3461131,6799826,5236433,6729193,6992897,0,0,235451,9719421,15841150,18228623,11132127,0,3993250,6776282,8099518,6611467,3880234,485,269,90,75,94,94,132,128,141,133,0,0,5,259,357,420,255,0,117,151,184,141,79
20203,3120094,CS100009,3585869041,95936,2275632665,1310236376,377103235,389516385,467485390,437024057,604503598,772701051,537535325,1011022354,6558260,13131266,50878862,823755275,1680523024,1930821690,1625247203,128052829,2363570637,554180002,235919855,239991458,34354112,60169,35767,9872,9962,12037,11523,16775,21260,14507,26597,84,401,1446,22831,44577,48977,46772,3449,65191,13903,6257,6058,892
20203,3130175,CS100001,162696747,11231,121847337,40849410,25839592,24451618,24977506,24311150,22267471,20790840,20058570,7080917,6151187,62345466,27208282,46077200,13833695,104507434,58189313,3451749,75686490,33553963,20976077,21228634,7799834,8623,2608,1934,1847,1508,1745,1589,1295,1313,93,277,4511,2337,3310,703,6803,4428,316,5411,2263,1329,1356,556
20203,3130195,CS100010,1690680000,177531,1238745357,451934643,207644469,244819758,248477585,259593104,278210441,250879120,201055523,27286437,200752552,542568716,361248758,411985542,146837995,678516199,792650151,15973873,423669093,453716440,280585463,205417861,91803620,131835,45696,23247,26534,25895,26786,29373,24649,21047,2067,28945,51971,38266,41519,14763,77259,88035,2975,52660,50063,30040,21873,7689
20203,3130195,CS100001,8598129991,204399,6734179767,1863950224,1112953614,1298276392,1427189490,1402827145,1492933126,1113614577,750335647,297912363,117542120,1635359412,506875215,4091283468,1949157413,4411282946,2291105532,15042333,1082065481,1738811286,1650899752,1400999167,814570461,163089,41310,29032,32196,33111,33247,35503,23846,17464,5003,5552,73907,16212,73954,29771,109157,67022,692,30270,44001,42048,36247,22911
20203,3130195,CS100006,106670010,4474,76143941,30526069,12806770,12072086,21070212,18046950,12147923,13836847,16689222,0,7019581,27482501,20270834,47170819,4726275,36179701,45348030,48833,6008217,19719787,27069438,14940787,13740670,3284,1190,613,587,852,688,544,546,644,0,124,1423,859,1877,191,1784,2141,6,480,962,1197,774,503
20203,3110561,CS100010,166954698,19235,111579697,55375001,22996450,21959931,22083787,22412325,22127204,28931844,26443157,3978310,977449,32870083,39774968,54215918,35137970,75825362,86038452,876915,73677868,47236599,13884773,22602015,3585646,12994,6241,2823,2610,2504,2566,2491,3199,3042,296,194,3806,5372,6328,3239,9265,9514,150,9081,5557,1637,1878,477
20203,3110561,CS100001,606552554,15007,432794021,173758533,61633523,90738994,86849634,88966953,104604917,97987870,75770663,41572111,0,103758847,42834592,274160617,144226387,254760490,246791678,959868,219357046,150062721,65509268,49539810,16123454,10659,4348,1701,2270,2049,2068,2571,2411,1937,851,0,4037,1603,6097,2419,6463,7042,43,6023,4145,1743,1176,376
20203,3110569,CS100001,778279930,21415,546524293,231755637,102460727,108318212,105288593,94124199,136332562,127418441,104337196,75270700,3433796,102354344,38394157,343441592,215385341,439496955,242538187,4187276,132649908,183176716,183366644,104944507,73710088,16289,5126,3287,3194,3199,3074,3535,3215,1911,1293,184,6132,2186,7887,3733,12303,7307,269,4371,4481,4614,3705,2175
20203,3130183,CS100001,5081211338,122358,4242838257,838373081,692318730,823179877,879489361,939205178,908645111,519845878,318527203,263464698,45815424,1074346008,243754347,2074743784,1379087077,2383789923,1059541618,9518709,654280439,994742844,998184138,574132795,212472601,104051,18307,18261,21173,21433,21646,21538,11067,7240,4801,2171,48475,8417,38181,20313,64924,33626,312,20369,28537,27678,15562,6086
20203,3120105,CS100003,1178038367,61054,818430508,359607859,152254684,165752569,165440015,153811752,181171488,197978426,161629433,41058619,762798,351679225,146446572,515156900,122934253,624151809,505015556,24775185,626598810,277737016,94036773,84385335,21634246,44143,16911,8401,8907,8803,8425,9607,9137,7774,653,10,21843,8631,26675,3242,31308,28018,1675,33675,13941,4449,4552,1033
20203,3120103,CS100003,3894655216,130565,2481388082,1413267134,438011490,444621173,496283042,487555313,614917064,786406349,626860785,274650151,4347176,606016690,412164923,1795397942,802078334,2064959259,1583618596,76225405,1930636463,1017117958,332042159,222574831,69981036,84063,46502,14276,15974,16904,16466,20443,25640,20862,13193,180,29689,18503,50347,18653,65069,61327,4027,71959,28444,11133,8601,2241
20203,3110569,CS100005,482679327,55277,332408784,150270543,63564391,64207152,66025836,66945391,71666014,86659850,63610693,163675,94248004,124196059,118068380,111616614,34386595,188114305,271981760,3565926,108957968,102499895,103187637,90249745,51634892,38839,16438,7284,7663,7952,7785,8155,9649,6789,5,11498,13765,12365,13208,4436,21392,32322,410,13863,12158,11905,9732,5645
20203,3110560,CS100001,236217997,15046,188702039,47515958,38429307,42904113,38349440,37124619,31894560,30749873,16766085,271383,7436885,98737105,31257962,80064739,18449923,115197154,69440974,300301,28107129,37240756,35541787,47022311,36425840,11969,3077,2522,2441,2392,2283,2331,1893,1184,21,814,6719,2090,4605,797,9174,4122,32,2022,2367,1909,3286,3678
20203,3110561,CS100002,268184225,4233,174318410,93865815,29954015,27152169,48121465,34691413,34399348,45418623,48447192,0,0,68166547,37730871,145663838,16622969,126855328,73733114,0,42980621,67310153,33025651,34792893,22479125,2647,1586,485,456,603,534,569,768,818,0,0,1440,733,1866,194,2168,1391,0,1019,1024,653,505,357
20203,3110570,CS100010,621000000,94418,456815467,164184533,78337744,96089149,83620349,98993358,99774867,87143339,77041194,0,125984117,179111917,173444824,119000092,23459050,315275095,238735177,1226298,113642261,152414531,142698808,113149778,30878594,70128,24290,13906,14608,13371,14097,14146,12659,11631,0,22424,26566,25178,17194,3056,54106,34407,280,19651,24988,20759,18800,4034
20203,3130194,CS100001,5455730679,73710,4054575236,1401155443,702455662,735863666,865675171,856293117,894287620,877730651,523424792,144131573,125379767,949888352,458112861,2928822903,849395223,2367289319,1133209582,2717614,281021676,827841710,955054698,908686956,525176253,52299,21411,9050,9806,11000,10509,11934,12802,8609,2189,3769,19973,7341,31054,9384,37963,19490,136,5557,13196,15651,13644,9264
20203,3110582,CS100010,11229574,1154,8290578,2938996,177606,2781105,2265759,137052,2929056,2938996,0,0,0,4678988,3778938,2771648,0,2300616,8928958,295412,6338439,2507977,683096,1298679,105971,910,244,22,337,247,16,288,244,0,0,0,452,403,299,0,224,930,38,741,215,53,97,10
20203,3110582,CS100008,4860936,583,4383808,477128,925435,1085544,906222,861392,605215,477128,0,0,1905307,2392042,249771,313816,0,3903599,957337,44831,446306,2041696,351560,1902892,73651,525,58,109,134,116,102,64,58,0,0,218,295,38,32,0,442,141,13,77,240,38,209,6
20203,3120054,CS100010,323240392,70496,229146205,94094187,44334060,45933158,47467140,43941180,47470667,50505763,43588424,13043029,35508552,74941850,80901537,81468019,37377405,173795432,142088451,5563493,170571266,70157760,33197876,29058834,7334653,51711,18785,9812,10691,10581,10024,10603,9803,8982,1702,11185,17598,16663,17123,6225,40462,29402,1405,38637,14456,7677,6290,1399
20203,3130183,CS100003,1674146983,31129,1391405762,282741221,191844532,281786341,322278994,259017301,336478594,197279906,85461315,161230256,95478,454771529,51949538,552688987,453411195,641676873,345881009,1197935,219874047,297114160,287297780,138779229,43294736,26891,4238,3992,5436,5928,5586,5949,2768,1470,1345,5,14667,1457,9443,4212,13670,9806,47,6535,7649,5573,2734,938
20203,3120104,CS100009,2975855307,67383,1907445099,1068410208,320450824,322021039,407156158,342525046,515292032,640260548,428149660,869464038,2672963,3897258,20849327,749649200,1329322521,1531534706,1301241580,20592504,1491265605,786124490,311125143,175117677,48550863,42220,25163,6984,7048,8970,7883,11335,14638,10525,18593,89,358,970,17415,29958,33514,32491,641,36392,17283,6495,4087,1115
20203,3110576,CS100001,1139567992,46528,862033900,277534092,147847403,173531510,182904000,161810359,195940628,168952509,108581583,48628785,20081271,311251247,86826348,484154174,188626167,644913551,353907019,9020898,180315130,198651554,213191826,231348703,166292457,36817,9711,7072,7144,7573,7211,7817,5544,4167,1759,1064,18999,4967,15533,4206,27698,15947,1050,8228,8989,9810,8665,6902
20203,3110576,CS100004,1144608593,14252,937659960,206948633,171300810,116876587,230251470,174747139,244483954,206948633,0,0,0,194565532,42015941,573277477,334749643,329491057,666718402,377315,307364149,494717523,137454701,26724021,29571751,10755,3497,1648,1888,1958,2077,3184,3497,0,0,0,3587,1292,7645,1728,4480,8356,55,5066,5640,1306,456,312
20203,3110542,CS100002,223443047,9821,131856912,91586135,21271608,11818139,28965483,31621575,38180107,44556109,47030026,0,1388650,92219810,38307352,91527235,0,111957894,86669474,890104,31871660,47977227,57165757,39884231,20838390,6108,3713,1013,603,1388,1393,1711,1823,1890,0,93,4202,1781,3745,0,5518,3625,56,1602,2216,2401,1751,1119
20203,3130178,CS100001,48287596,4581,37440486,10847110,6960177,6889762,6975825,7248098,9366624,6016218,4830892,0,136919,24308982,10824029,13017666,0,13977664,31266419,1619555,26188095,7057585,4165466,4208888,2004494,3635,946,677,684,728,720,826,520,426,0,4,2148,1048,1381,0,1232,3235,156,2777,653,360,360,161
20203,3130195,CS100002,1269526855,31968,971159101,298367754,163590668,184701623,200785320,203229509,218851981,180099216,118268538,36625516,35698,325196499,137905246,569538208,200225688,596086344,349940027,8269708,171073608,283601549,220218204,153693757,109169537,25354,6614,4726,4830,5231,4862,5705,4060,2554,561,5,13311,3813,11337,2941,15980,11565,662,6078,7871,5920,4546,2478
20203,3120105,CS100010,874667834,116079,643171200,231496634,114755514,121105796,130146111,139545105,137618674,130481575,101015059,21631351,42662656,286073534,208939040,218353273,97007980,347583595,453060546,12289179,376116711,209277264,116924209,67540042,18496735,88536,27543,15812,17836,18412,17993,18483,15412,12131,1536,8221,40387,29640,27177,9118,47758,65261,1984,55740,28010,15844,9176,2272
20203,3120105,CS100004,999218544,30997,638085251,361133293,62162283,132028436,123681060,126764699,193448773,232284562,128848731,27469778,0,236260291,155775230,467066420,112646825,457619589,468520533,11759507,379812257,288868011,110481657,107384334,27834359,19519,11478,2026,4078,3974,3974,5467,7105,4373,358,0,8711,5619,14278,2031,14020,15878,638,13895,8971,2964,2826,603
20203,3110550,CS100001,3383636403,88175,2489502618,894133785,393046177,451763444,507282221,472977403,664433373,579568941,314564844,229465931,11546863,587847741,222242047,1483803485,848730336,1749501706,1179131644,4932551,662541396,863760813,600818048,511576063,285004474,66101,22074,10844,12961,13466,13193,15637,13708,8366,4030,2010,25746,9311,32661,14417,45640,34764,242,20441,23748,14782,12887,8309
20203,3110148,CS100001,509771411,31798,442799814,66971597,91842850,84341394,106499855,81341475,78774240,37304370,29667227,6957102,6960983,203123749,49789178,195124461,47815938,245725284,94825611,4354741,197198336,64332283,30954472,30576047,13135010,27380,4418,5409,5790,5570,5357,5254,2065,2353,174,1043,14626,4543,10400,1012,20801,8153,425,19061,4985,1540,2111,839
20203,3110148,CS100002,74202246,3296,60929948,13272298,9808591,15744127,13099113,9168330,13109787,9771854,3500444,1238538,1779087,38714805,8144962,18992664,5332190,46235429,12212194,750470,33430206,13419244,1695117,6098224,3054360,2729,567,493,715,556,493,472,420,147,31,94,1618,367,913,273,2382,504,41,1648,671,146,314,62
20203,3110285,CS100010,81780031,10033,49207079,32572952,578857,11049759,12387206,13377845,11813412,16005486,16567466,0,4969227,24995492,22696095,23290985,5828232,29117112,50172820,852474,9920761,23602006,29506647,11036700,4371344,6153,3880,68,1342,1578,1621,1544,2068,1812,0,718,3105,2793,2759,658,3628,6253,111,1496,2883,3546,1398,446
20203,3110569,CS100010,188418191,25010,126418944,61999247,13934482,22844763,33431406,23627256,32581037,33871812,28127435,0,8025164,54305527,54659223,55582067,15846210,81361617,97499443,895742,59932088,46470721,31508650,31601014,8452842,17077,7933,2582,2988,3675,3596,4236,4143,3790,0,1618,7933,7468,6885,1106,12207,11941,133,8648,6404,5278,2694,991
20203,3110569,CS100004,194310817,4676,120298189,74012628,2521546,25337967,33980220,26475139,31983317,52701205,21311423,14449330,25377,6077873,18967914,89352706,65437617,79011800,107361626,814987,97552044,55635680,15977524,13033195,3359997,2971,1705,148,602,715,610,896,1034,671,272,7,542,908,2001,946,2068,2448,27,2266,1367,410,380,67
20203,3130183,CS100008,29016169,3405,23611108,5405061,4129276,4313153,4751279,5121302,5296098,3175842,2229219,1125960,4378986,14360529,6605934,2544760,0,18421703,7237017,0,3194003,6846563,8156399,6079276,1382479,2837,568,473,516,640,594,614,327,241,172,645,1566,768,254,0,2243,907,0,527,858,853,763,150
20203,3110754,CS100009,20282293,1650,12873135,7409158,2629575,1621270,2839095,2830822,2952373,4072799,3336359,758109,0,473260,2201809,10265482,6583633,12884920,7397373,222692,3263471,4027642,4153958,6275095,2339435,1065,585,209,129,261,233,233,309,276,59,0,32,143,898,518,1033,617,10,223,342,346,579,150
20203,3110148,CS100008,79046939,7237,67121381,11925558,11975957,14167535,10019665,14254539,16703685,8270275,3655283,0,1324178,37922892,10642229,28928456,229184,37940929,21856095,1503228,37138253,10471933,3829824,5959861,893926,5841,1396,1092,1210,1045,1152,1342,849,547,0,186,2876,1385,2769,21,4222,2562,143,4574,981,361,657,69
20203,3110520,CS100001,2177935965,93444,1520246286,657689679,245742797,269333994,367435562,331248804,306485129,360896377,296793302,202787049,468887,406175145,305172662,937813919,325518303,1122903106,881505184,49372316,1167513763,233207282,306188250,183941325,64185357,65833,27611,11283,12242,14581,12947,14780,13694,13917,769,26,26100,16760,46417,3372,45371,46511,2983,60260,10442,6033,9751,2417
20203,3110532,CS100005,82465584,8897,65831705,16633879,14575817,11009771,12767727,11437483,16040907,14823854,1810025,96346,8368944,19652995,18787754,27655204,7904341,32305594,42351290,389598,12137185,16096021,16980066,19494820,9559194,7035,1862,1531,1268,1423,1246,1567,1562,300,10,893,1824,2011,3200,959,3655,4965,59,1633,1770,1787,2174,1197
20203,3120094,CS100003,2095779616,83021,1429262921,666516695,230481404,276361474,286771135,286545043,349103865,395632896,270883799,76977537,662606,467405775,281148171,868839723,400745804,1126909338,877839613,43048936,956203344,451119049,207041647,245534798,101801174,59571,23450,10355,11906,12271,11899,13140,13071,10379,1394,47,26696,14007,33706,7171,42763,39158,2078,44048,16065,6961,9725,3045
20203,3110530,CS100001,285149997,10082,204158588,80991409,30375527,48985182,26918161,43347427,54532291,56471079,24520330,180497,22332595,66797097,29006193,128348915,38484700,141281030,112964281,228665,22242498,32130592,68660661,71398333,59584564,7655,2427,1390,1665,1039,1571,1990,1905,522,10,1282,3426,1202,3251,911,5496,3775,16,973,1233,2150,3016,1883
20203,3120107,CS100010,1403575679,198753,1120233467,283342212,206621033,216123605,234996676,232299950,230192203,150795233,132546979,0,199092036,500136246,310337570,309441072,84568755,499167167,563728163,18809525,322808548,316166896,192558500,150028863,62523005,159893,38860,29262,31412,33799,33143,32277,21036,17824,0,42131,64999,44297,38135,9191,83340,88962,3213,53519,53050,30771,22969,8777
20203,3120107,CS100001,3310397683,97411,2679638972,630758711,472868177,537246006,529376659,545884517,594263613,365526911,265231800,46381450,57739504,869039087,243480735,1543292336,550464571,1564008679,880747349,4265930,384004150,681490356,590399880,512128622,272467089,82777,14634,15087,17028,16502,17074,17086,8669,5965,740,4797,43525,9475,30590,8284,47614,35676,476,17504,23574,18195,14455,9083
20203,3130194,CS100009,1449895151,15297,1312971384,136923767,149548214,304427432,258525402,283110023,317360313,122990547,13933220,342546525,0,0,2339176,172798466,932210984,708549149,131120159,430654,86797460,224631327,281471617,212029681,34308565,13566,1731,1785,2818,2700,3156,3107,1503,228,2396,0,0,72,2912,9917,8382,2160,18,1029,2373,3441,2982,698
20203,3130198,CS100008,69440611,7603,53540212,15900399,7406868,11548002,11667906,12110986,10806450,11929330,3971069,0,3894871,28168303,10184443,26983800,209194,30218175,37242065,741269,7172887,15404521,20090655,15526105,8524803,6002,1601,760,1379,1318,1337,1208,1218,383,0,450,3045,1261,2826,21,3282,4251,162,946,1709,2073,1681,962
20203,3120096,CS100010,878318789,143484,614712080,263606709,116330812,120108977,129471327,119244182,129556782,146123340,117483369,351861,118011642,227561710,237559087,240711718,54122771,286385023,577490998,13977089,420081962,199328046,98464571,100593064,31431285,104376,39108,19912,20562,22099,20662,21141,21298,17810,59,24390,39097,38217,34635,7086,49132,93436,2821,74555,30495,14444,16138,4117
20203,3120096,CS100001,1647118221,91689,1267265116,379853105,223823813,260637713,256678351,250463519,275661720,223827598,156025507,95531054,41255337,480300422,200572632,625991841,203466935,702448800,727336008,19324271,498288964,263767999,227452655,300060773,120890152,73543,18146,13782,14971,15132,14506,15152,9854,8292,2162,2599,35045,14290,31929,5664,35178,51760,2251,41552,14093,11067,12276,5709
20203,3120094,CS100008,592605263,59184,404302403,188302860,75669630,77641694,82121011,79300940,89569128,103646540,84656320,3677873,25641248,161464747,117590521,222957157,61273717,264183416,326424757,12806119,280191147,114065695,77730331,74767868,31047013,41256,17928,7825,7917,8496,7985,9033,10060,7868,400,3446,14947,12276,20634,7481,25379,33720,1607,29528,11307,7015,7075,2567
20203,3120096,CS100003,33487276,1333,26470093,7017183,3657062,824402,8279181,6571145,7138303,4055588,2961595,0,0,13119475,3407006,14737646,2223149,12338675,16585087,50793,13037425,6763220,2918616,4840918,1312792,1082,251,156,35,317,320,254,149,102,0,0,587,176,508,62,434,774,4,645,238,105,169,47
20203,3120101,CS100001,6640778264,248624,4934386402,1706391862,892884708,973235966,975233836,932486927,1160544965,1024237708,682154154,262968045,79531082,1258995331,598255465,3084623495,1356404846,3502058887,2288240720,33478163,1954836851,1622146782,943836730,824487184,411513901,193191,55433,36407,37865,40246,37782,40891,33458,21975,6623,9503,79328,32881,88785,31504,128419,101342,2117,79561,64811,37069,30282,15918
20203,3120101,CS100003,597238770,20916,407621924,189616846,39531657,84934740,85374423,91126858,106654246,98201515,91415331,9326015,0,177068328,82965845,267392967,60485615,270646207,234191767,3042708,183721031,157364387,74047182,60658909,26003752,14205,6711,1007,3157,3290,3019,3732,3383,3328,107,0,7653,3479,8916,761,9303,9913,176,7920,5642,2367,2205,909
20203,3110550,CS100003,250913295,3692,178758410,72154885,26198905,35515986,30696743,30875801,55470975,60632541,11522344,42938839,0,4055432,1214933,74709360,127994731,152420987,72156870,103673,81435015,85442020,32156155,20660570,4780430,2748,944,448,504,517,498,781,781,163,640,0,239,47,984,1782,2183,1236,5,1176,1295,489,350,104
20203,3120103,CS100001,11763251432,470189,7789355215,3973896217,1356280369,1391197865,1584981190,1525372976,1931522815,2265656951,1708239266,1838006985,255436814,1672560342,1086234194,3914289853,2996723244,6299352747,4629802786,280911638,5892635076,2371665051,1128019485,920200161,335724113,320467,149722,56150,61020,65094,63263,74940,83313,66409,57967,10920,103145,68842,146212,83103,247600,203858,15589,247663,89042,46645,39668,12846
20203,3120102,CS100009,147709653,2917,114426138,33283515,18155858,21740769,17033519,26891301,30604691,14981313,18302202,39990351,0,5153111,420041,18222819,83923331,75292768,36856953,257794,24685330,28697359,32813936,20776672,4918629,2349,568,349,469,458,409,664,332,236,643,0,591,36,447,1200,1618,973,12,729,620,610,447,173
20203,3120102,CS100007,109066485,5161,75913839,33152646,10106713,14132673,15297454,17011772,19365227,15728721,17423925,6743782,0,8691057,14204353,47110899,32316394,54345752,48532462,2487252,26567784,20193221,18907772,27398666,7323522,3524,1637,478,585,753,835,873,765,872,311,0,465,562,2270,1553,2762,2231,121,1689,1028,727,1112,316
20203,3110583,CS100001,788621919,18201,762239819,26382100,136427596,159672255,167372781,149329941,149437246,25702491,679609,9412324,0,362037214,10970825,259784224,146417332,232589660,146693263,735817,56070265,117010208,114506388,75722707,15237540,17527,674,3219,3312,4067,3455,3474,654,20,203,0,10907,337,4905,1849,6050,4823,40,2012,3188,3169,1830,634
20203,3130197,CS100001,1868214221,45767,1462238168,405976053,228428376,286853744,343919628,291636518,311399902,263013553,142962500,33746658,16977445,431845306,174616153,966986503,244042156,971331709,470793107,3319679,156167544,297809097,326198184,389981657,268648656,36494,9273,6227,7547,8297,7194,7229,5939,3334,1048,587,15445,4632,18902,5153,25893,13427,78,5174,8013,8727,10285,7041
20203,3120100,CS100010,381022717,57610,257538834,123483883,50344533,49442375,54017846,47758846,55975234,69738123,53745760,9094430,36152453,76067244,96895393,113576120,49237077,143682425,223285492,5864893,161349575,99184132,57330924,33399727,9838665,40169,17441,7647,8002,8345,7638,8537,9863,7578,1383,7803,12790,14276,15167,6191,22548,34394,997,25756,16497,7985,4582,1125
20203,3110557,CS100006,334915206,11312,196968786,137946420,16933051,44326821,39532492,35860508,60315914,73043315,64903105,5169032,5717063,78393595,54628739,142101542,48905235,131374221,124663344,4985493,57047745,53863797,69107706,49083405,21949421,6161,5151,585,1299,1415,1191,1671,2843,2308,230,102,1987,1851,5145,1997,4914,4909,208,2142,2165,2599,1857,852
20203,3130191,CS100003,744522960,38570,443771760,300751200,88157729,57964377,88054979,104748210,104846465,158115921,142635279,25886958,0,191487284,160531688,281330740,85286290,414718356,310401222,22668887,384614103,174874662,80428296,49846301,12687327,24181,14389,4890,3398,4623,5594,5676,7492,6897,420,0,11063,9071,15517,2499,20868,17280,1746,20461,8623,3908,2734,677
20203,3110548,CS100002,114669588,4575,81973437,32696151,16135620,17308092,14318309,14453646,19757770,15540626,17155525,26911123,0,25235942,11011462,28516894,22994167,76281029,28851263,77688,25455707,25193356,28470578,18845307,7089658,3595,980,771,770,689,685,680,482,498,622,0,1649,554,1067,683,2937,1309,6,1112,808,1125,882,312
20203,3110554,CS100009,37549587,1114,26097463,11452124,4434408,5490220,4925291,4438247,6809297,7113700,4338424,12244669,0,0,0,4708644,20596274,20863592,15665835,0,8846432,13295749,6833628,6430728,1122889,790,324,143,165,163,143,176,198,126,324,0,0,0,170,620,623,464,0,294,359,212,194,28
20203,3130190,CS100004,835518465,25575,486537847,348980618,76605785,83939187,97948850,99956038,128087987,203826280,145154338,131873493,17130444,81891018,132190534,312745950,159687026,404643989,416547947,40394489,553822630,115397639,53924464,48925684,8727030,14361,11214,2311,2296,2899,2813,4042,6589,4625,3423,246,2803,4496,9889,4718,12205,13216,1506,16706,3645,1655,1596,313
20203,3110564,CS100006,5748046,439,3583374,2164672,345337,748534,727296,652954,1109253,1470337,694335,1435547,0,0,31860,1663696,2616943,2982422,2579223,329955,1989990,1039673,1276979,754395,170654,266,173,11,54,47,56,98,118,55,78,0,0,8,171,182,238,198,26,230,81,44,40,15
20203,3110545,CS100001,1057341846,47386,798743874,258597972,147430795,158338510,168728375,149661819,174584375,131329752,127268220,47803753,31405058,271510241,106593895,434733247,165295652,595797195,356443456,4609516,182028167,219624437,251302678,167261122,127414731,37318,10068,7184,7446,7339,7418,7931,5346,4722,2005,2218,14694,5446,18348,4675,22958,21134,289,10920,11034,8951,7649,5252
20203,3110550,CS100004,396403549,9179,263386685,133016864,36984699,46092084,57567993,46740272,76001637,84649152,48367712,1762195,1195193,63113867,45250820,213426865,71654609,194088315,170335582,1354177,166736477,135365823,30716447,23916573,6334399,6148,3031,714,1080,1221,1312,1821,1828,1203,14,40,2248,1347,4664,866,4190,4597,74,4415,2872,690,612,124
