quarter,trdar_code,industry_code,store_count,similar_store_count,open_rate,open_count,close_rate,close_count,franchise_count
20204,3130195,CS100009,57,64,6,4,3,2,7
20204,3110570,CS100010,3,3,0,0,0,0,0
20204,3110545,CS100001,20,24,4,1,4,1,4
20204,3110563,CS100007,1,1,0,0,0,0,0
20204,3110581,CS100009,1,1,100,1,0,0,0
20204,3110754,CS100006,1,2,0,0,0,0,1
20204,3110530,CS100003,1,1,0,0,0,0,0
20204,3120102,CS100007,1,5,0,0,0,0,4
20204,3130190,CS100008,12,12,0,0,8,1,0
20204,3110559,CS100003,7,7,0,0,0,0,0
20204,3110550,CS100002,6,7,0,0,14,1,1
20204,3130190,CS100003,10,12,8,1,8,1,2
20204,3120099,CS100004,1,2,0,0,0,0,1
20204,3130186,CS100005,3,3,0,0,0,0,0
20204,3110587,CS100003,2,4,0,0,0,0,2
20204,3110562,CS100006,1,1,100,1,0,0,0
20204,3130191,CS100008,10,16,19,3,13,2,6
20204,3110754,CS100005,1,1,0,0,0,0,0
20204,3120099,CS100008,6,9,0,0,0,0,3
20204,3110576,CS100008,9,9,22,2,11,1,0
20204,3110564,CS100005,3,3,0,0,33,1,0
20204,3130196,CS100008,2,3,0,0,0,0,1
20204,3110547,CS100007,1,6,0,0,0,0,5
20204,3110569,CS100002,1,1,0,0,0,0,0
20204,3110587,CS100008,2,2,0,0,0,0,0
20204,3110581,CS100001,1,2,0,0,0,0,1
20204,3120107,CS100010,26,42,7,3,12,5,16
20204,3110550,CS100009,29,32,0,0,0,0,3
20204,3130181,CS100006,0,1,0,0,0,0,1
20204,3130197,CS100009,9,9,0,0,0,0,0
20204,3110542,CS100009,7,8,13,1,0,0,1
20204,3110570,CS100001,6,6,17,1,0,0,0
20204,3110548,CS100003,1,1,0,0,0,0,0
20204,3110576,CS100002,1,1,0,0,0,0,0
20204,3130195,CS100008,15,23,4,1,13,3,8
20204,3130190,CS100004,14,18,0,0,0,0,4
20204,3110563,CS100004,1,1,0,0,0,0,0
20204,3110562,CS100001,7,7,14,1,29,2,0
20204,3110570,CS100004,1,1,0,0,0,0,0
20204,3110565,CS100004,2,2,0,0,0,0,0
20204,3110532,CS100002,1,1,0,0,0,0,0
20204,3120104,CS100003,65,75,8,6,5,4,10
20204,3110582,CS100008,5,6,0,0,0,0,1
20204,3110530,CS100010,4,5,0,0,0,0,1
20204,3110574,CS100010,3,3,0,0,0,0,0
20204,3110144,CS100006,1,2,0,0,0,0,1
20204,3110578,CS100006,0,7,0,0,0,0,7
20204,3110561,CS100003,2,2,0,0,50,1,0
20204,3120103,CS100006,34,46,0,0,4,2,12
20204,3110562,CS100005,12,13,8,1,8,1,1
20204,3120107,CS100006,3,10,0,0,0,0,7
20204,3120099,CS100010,5,7,0,0,0,0,2
20204,3110569,CS100005,6,8,13,1,0,0,2
20204,3110550,CS100007,0,6,0,0,0,0,6
20204,3120104,CS100002,33,33,9,3,6,2,0
20204,3110557,CS100006,5,6,0,0,0,0,1
20204,3110548,CS100010,7,7,0,0,0,0,0
20204,3110144,CS100001,5,7,0,0,0,0,2
20204,3120103,CS100004,109,121,5,6,2,2,12
20204,3110559,CS100010,33,35,6,2,0,0,2
20204,3110554,CS100010,26,26,0,0,12,3,0
20204,3110547,CS100009,11,13,8,1,0,0,2
20204,3110561,CS100010,11,11,0,0,18,2,0
20204,3120105,CS100006,8,13,8,1,0,0,5
20204,3110561,CS100008,2,2,0,0,0,0,0
20204,3130197,CS100007,2,3,0,0,0,0,1
20204,3130184,CS100008,3,3,0,0,0,0,0
20204,3110532,CS100010,3,3,0,0,33,1,0
20204,3110582,CS100007,1,2,0,0,0,0,1
20204,3110572,CS100007,0,1,0,0,0,0,1
20204,3110562,CS100008,4,4,0,0,0,0,0
20204,3110547,CS100001,36,41,5,2,5,2,5
20204,3120054,CS100004,6,8,0,0,13,1,2
20204,3110577,CS100001,7,8,0,0,0,0,1
20204,3120101,CS100006,13,21,0,0,0,0,8
20204,3110548,CS100005,0,1,0,0,0,0,1
20204,3120099,CS100006,0,4,50,2,0,0,4
20204,3110560,CS100008,1,2,0,0,0,0,1
20204,3110573,CS100010,2,3,0,0,0,0,1
20204,3130193,CS100005,1,1,0,0,0,0,0
20204,3130190,CS100001,46,53,0,0,0,0,7
20204,3130183,CS100001,119,137,9,12,4,6,18
20204,3130191,CS100001,67,88,2,2,7,6,21
20204,3120094,CS100010,87,120,5,6,3,4,33
20204,3110557,CS100009,6,7,0,0,0,0,1
20204,3110559,CS100004,12,12,8,1,0,0,0
20204,3120100,CS100003,8,8,13,1,0,0,0
20204,3130195,CS100003,10,12,8,1,8,1,2
20204,3110581,CS100004,1,1,0,0,0,0,0
20204,3120054,CS100003,7,9,0,0,0,0,2
20204,3110532,CS100009,8,9,0,0,0,0,1
20204,3110540,CS100001,7,7,0,0,0,0,0
20204,3110569,CS100010,31,33,0,0,3,1,2
20204,3120100,CS100010,16,18,6,1,0,0,2
20204,3110285,CS100008,1,1,0,0,0,0,0
20204,3130195,CS100002,10,13,8,1,0,0,3
20204,3110532,CS100001,9,10,0,0,0,0,1
20204,3110563,CS100010,1,2,0,0,0,0,1
20204,3120096,CS100001,39,43,2,1,2,1,4
20204,3110572,CS100004,7,7,0,0,0,0,0
20204,3110578,CS100004,3,3,0,0,0,0,0
20204,3110554,CS100003,4,4,25,1,0,0,0
20204,3110583,CS100005,2,2,0,0,0,0,0
20204,3110582,CS100010,4,4,0,0,25,1,0
20204,3110585,CS100007,0,1,0,0,0,0,1
20204,3120101,CS100007,1,4,0,0,0,0,3
20204,3110540,CS100010,2,2,0,0,0,0,0
20204,3120096,CS100008,18,24,4,1,8,2,6
20204,3120101,CS100008,13,22,9,2,14,3,9
20204,3130178,CS100003,7,7,0,0,0,0,0
20204,3120094,CS100003,46,52,4,2,4,2,6
20204,3110144,CS100002,2,2,0,0,0,0,0
20204,3110550,CS100003,12,12,0,0,0,0,0
20204,3110554,CS100006,2,2,0,0,0,0,0
20204,3110532,CS100008,3,4,0,0,0,0,1
20204,3130186,CS100002,2,3,33,1,33,1,1
20204,3110573,CS100008,0,1,0,0,0,0,1
20204,3120101,CS100001,81,103,4,4,4,4,22
20204,3120100,CS100004,6,7,0,0,0,0,1
20204,3110576,CS100009,9,10,0,0,0,0,1
20204,3110569,CS100008,6,8,0,0,13,1,2
20204,3110554,CS100001,12,12,0,0,0,0,0
20204,3130183,CS100005,6,6,33,2,0,0,0
20204,3110545,CS100003,4,5,0,0,0,0,1
20204,3110575,CS100006,1,2,0,0,0,0,1
20204,3110548,CS100002,3,3,0,0,0,0,0
20204,3110587,CS100005,1,1,0,0,0,0,0
20204,3110754,CS100001,15,16,0,0,0,0,1
20204,3120106,CS100009,18,20,5,1,5,1,2
20204,3130191,CS100003,14,17,0,0,0,0,3
20204,3120107,CS100008,15,20,25,5,0,0,5
20204,3110565,CS100007,0,1,100,1,100,1,1
20204,3130183,CS100006,4,9,11,1,0,0,5
20204,3120096,CS100010,35,51,6,3,2,1,16
20204,3110579,CS100009,2,2,0,0,0,0,0
20204,3110550,CS100010,25,28,4,1,4,1,3
20204,3110578,CS100007,4,5,0,0,20,1,1
20204,3120105,CS100007,1,1,0,0,0,0,0
20204,3110530,CS100009,2,2,0,0,0,0,0
20204,3110585,CS100005,0,1,0,0,0,0,1
20204,3110144,CS100007,0,0,0,0,0,1,0
20204,3110520,CS100009,6,6,0,0,17,1,0
20204,3120054,CS100009,39,42,2,1,0,0,3
20204,3110554,CS100009,5,9,0,0,0,0,4
20204,3110520,CS100007,0,1,0,0,0,0,1
20204,3120104,CS100001,169,180,9,16,6,10,11
20204,3110148,CS100003,2,2,0,0,0,0,0
20204,3110570,CS100007,0,1,0,0,0,0,1
20204,3110579,CS100002,1,1,0,0,0,0,0
20204,3120094,CS100001,306,356,1,4,4,15,50
20204,3110569,CS100009,19,21,0,0,5,1,2
20204,3120103,CS100007,4,17,12,2,12,2,13
20204,3120102,CS100003,13,15,7,1,7,1,2
20204,3110545,CS100002,3,3,0,0,33,1,0
20204,3120054,CS100008,13,16,6,1,19,3,3
20204,3110557,CS100002,3,3,0,0,0,0,0
20204,3110547,CS100006,0,2,0,0,0,0,2
20204,3110285,CS100006,2,2,0,0,50,1,0
20204,3130178,CS100002,4,4,0,0,0,0,0
20204,3130175,CS100004,1,1,0,0,0,0,0
20204,3130194,CS100003,3,4,0,0,0,0,1
20204,3120103,CS100009,284,316,7,21,7,21,32
20204,3120101,CS100003,22,27,4,1,7,2,5
20204,3130186,CS100004,5,6,17,1,17,1,1
20204,3120096,CS100004,8,9,11,1,11,1,1
20204,3110148,CS100009,6,6,0,0,17,1,0
20204,3110561,CS100009,21,24,0,0,4,1,3
20204,3120094,CS100008,24,35,6,2,3,1,11
20204,3110562,CS100004,11,12,8,1,8,1,1
20204,3120107,CS100005,4,13,8,1,8,1,9
20204,3120054,CS100002,6,7,14,1,14,1,1
20204,3110555,CS100003,1,2,0,0,0,0,1
20204,3110547,CS100003,3,3,0,0,0,0,0
20204,3110545,CS100005,1,3,33,1,0,0,2
20204,3110550,CS100004,13,14,7,1,7,1,1
20204,3130197,CS100008,7,7,0,0,0,0,0
20204,3130183,CS100007,7,15,7,1,0,0,8
20204,3110578,CS100009,6,9,0,0,0,0,3
20204,3130196,CS100001,23,25,0,0,4,1,2
20204,3130194,CS100010,5,5,0,0,0,0,0
20204,3120099,CS100003,5,6,0,0,0,0,1
20204,3110148,CS100001,19,22,5,1,0,0,3
20204,3130198,CS100008,9,11,9,1,9,1,2
20204,3110560,CS100004,1,2,0,0,0,0,1
20204,3110532,CS100007,0,4,0,0,0,0,4
20204,3120054,CS100001,65,86,9,8,9,8,21
20204,3130183,CS100010,46,51,8,4,2,1,5
20204,3110520,CS100001,10,11,0,0,0,0,1
20204,3120104,CS100008,26,30,10,3,7,2,4
20204,3110569,CS100007,2,6,0,0,0,0,4
20204,3110542,CS100010,13,14,14,2,0,0,1
20204,3110576,CS100007,4,4,50,2,25,1,0
20204,3120096,CS100002,6,6,0,0,0,0,0
20204,3110571,CS100009,0,1,0,0,0,0,1
20204,3110148,CS100007,0,1,0,0,0,0,1
20204,3110548,CS100009,2,2,0,0,0,0,0
20204,3120106,CS100003,7,9,0,0,0,0,2
20204,3110564,CS100003,2,3,0,0,33,1,1
20204,3130198,CS100001,36,36,8,3,3,1,0
20204,3110578,CS100008,16,19,5,1,11,2,3
20204,3110542,CS100005,4,6,33,2,17,1,2
20204,3110582,CS100009,7,7,0,0,0,0,0
20204,3110550,CS100008,2,2,0,0,50,1,0
20204,3110569,CS100003,5,6,17,1,0,0,1
20204,3120102,CS100004,14,15,0,0,7,1,1
20204,3120096,CS100006,8,13,0,0,0,0,5
20204,3120105,CS100003,27,32,0,0,3,1,5
20204,3130175,CS100001,3,4,25,1,0,0,1
20204,3110547,CS100002,3,3,0,0,0,0,0
20204,3110540,CS100009,1,1,0,0,0,0,0
20204,3130198,CS100002,2,2,0,0,0,0,0
20204,3130186,CS100003,2,2,0,0,0,0,0
20204,3110561,CS100006,1,1,0,0,0,0,0
20204,3130190,CS100005,5,7,0,0,0,0,2
20204,3120105,CS100002,14,14,14,2,7,1,0
20204,3110576,CS100006,2,5,0,0,0,0,3
20204,3110559,CS100006,3,3,0,0,0,0,0
20204,3110575,CS100008,1,1,0,0,100,1,0
20204,3130184,CS100003,1,1,0,0,0,0,0
20204,3130193,CS100004,0,1,0,0,0,0,1
20204,3120104,CS100009,151,161,6,9,6,10,10
20204,3130185,CS100009,1,1,0,0,0,0,0
20204,3130194,CS100001,56,66,2,1,6,4,10
20204,3120099,CS100005,1,3,0,0,0,0,2
20204,3130186,CS100001,14,14,7,1,14,2,0
20204,3110579,CS100008,2,2,0,0,0,0,0
20204,3110572,CS100006,3,3,0,0,0,0,0
20204,3110754,CS100010,3,3,0,0,0,0,0
20204,3120096,CS100009,11,12,0,0,0,0,1
20204,3130183,CS100008,4,6,0,0,0,0,2
20204,3110144,CS100008,3,3,33,1,33,1,0
20204,3130190,CS100007,3,4,0,0,0,0,1
20204,3110520,CS100006,1,1,0,0,0,0,0
20204,3130189,CS100008,1,1,0,0,0,0,0
20204,3130175,CS100010,3,5,20,1,0,0,2
20204,3120102,CS100005,6,7,0,0,0,0,1
20204,3110578,CS100005,5,8,0,0,0,0,3
20204,3110571,CS100007,2,3,0,0,0,0,1
20204,3130178,CS100005,1,1,0,0,0,0,0
20204,3120103,CS100001,251,296,8,24,7,22,45
20204,3130189,CS100005,1,1,0,0,0,0,0
20204,3110578,CS100001,41,44,0,0,7,3,3
20204,3120101,CS100004,29,38,0,0,3,1,9
20204,3110587,CS100001,17,18,17,3,0,0,1
20204,3130194,CS100007,0,6,33,2,17,1,6
20204,3110577,CS100009,3,3,0,0,0,0,0
20204,3110577,CS100005,2,2,0,0,0,0,0
20204,3110587,CS100007,2,3,0,0,0,0,1
20204,3110563,CS100009,2,2,0,0,0,0,0
20204,3110583,CS100006,1,1,0,0,0,0,0
20204,3120103,CS100005,27,33,9,3,6,2,6
20204,3110557,CS100004,4,4,0,0,0,0,0
20204,3130195,CS100006,3,6,0,0,0,0,3
20204,3130178,CS100006,3,3,0,0,33,1,0
20204,3120102,CS100010,57,66,2,1,0,0,9
20204,3110562,CS100010,50,51,6,3,2,1,1
20204,3130183,CS100004,17,17,18,3,6,1,0
20204,3110561,CS100005,1,1,0,0,0,0,0
20204,3110561,CS100004,5,5,0,0,0,0,0
20204,3130184,CS100001,16,16,6,1,0,0,0
20204,3110583,CS100002,2,2,50,1,0,0,0
20204,3130185,CS100007,1,3,0,0,0,0,2
20204,3110587,CS100002,2,2,0,0,0,0,0
20204,3130188,CS100009,1,2,0,0,0,0,1
20204,3130178,CS100010,10,11,0,0,9,1,1
20204,3130195,CS100004,11,14,7,1,14,2,3
20204,3110530,CS100001,8,8,13,1,13,1,0
20204,3110571,CS100001,9,9,0,0,0,0,0
20204,3110565,CS100006,1,1,0,0,0,0,0
20204,3130198,CS100005,1,1,0,0,100,1,0
20204,3110545,CS100010,3,7,0,0,0,0,4
20204,3130184,CS100005,1,1,0,0,0,0,0
20204,3110545,CS100008,2,4,0,0,0,0,2
20204,3110570,CS100009,0,0,0,0,0,1,0
20204,3130191,CS100002,9,15,0,0,0,0,6
20204,3130178,CS100001,10,11,0,0,0,0,1
20204,3120106,CS100002,8,9,22,2,11,1,1
20204,3110548,CS100008,1,2,0,0,0,0,1
20204,3110564,CS100008,5,6,33,2,0,0,1
20204,3110557,CS100007,2,3,0,0,0,0,1
20204,3110564,CS100007,2,4,0,0,0,0,2
20204,3110532,CS100004,1,1,0,0,0,0,0
20204,3110562,CS100002,3,3,0,0,0,0,0
20204,3120101,CS100010,52,73,4,3,7,5,21
20204,3120104,CS100004,131,141,4,6,4,6,10
20204,3120106,CS100010,20,29,0,0,0,0,9
20204,3110572,CS100003,3,4,0,0,0,0,1
20204,3110561,CS100007,0,1,0,0,100,1,1
20204,3110545,CS100004,4,4,0,0,0,0,0
20204,3130198,CS100010,4,4,25,1,0,0,0
20204,3110573,CS100001,4,4,0,0,0,0,0
20204,3110548,CS100004,1,1,0,0,0,0,0
20204,3130193,CS100009,1,1,0,0,0,0,0
20204,3110560,CS100007,1,1,0,0,0,0,0
20204,3110573,CS100009,1,2,0,0,0,0,1
20204,3130185,CS100008,1,1,0,0,0,0,0
20204,3110559,CS100001,17,20,5,1,0,0,3
20204,3110555,CS100005,2,2,0,0,0,0,0
20204,3120103,CS100003,75,93,2,2,3,3,18
20204,3110285,CS100005,3,4,0,0,0,0,1
20204,3120100,CS100009,8,11,0,0,9,1,3
20204,3130178,CS100008,2,3,0,0,0,0,1
20204,3110754,CS100008,4,4,0,0,0,0,0
20204,3110550,CS100006,3,3,0,0,0,0,0
20204,3130191,CS100005,3,4,0,0,0,0,1
20204,3130197,CS100001,30,31,0,0,0,0,1
20204,3110572,CS100008,8,9,0,0,0,0,1
20211,3110564,CS100001,16,17,6,1,6,1,1
20211,3130195,CS100009,57,64,0,0,0,0,7
20211,3120104,CS100003,61,71,1,1,7,5,10
20211,3120099,CS100008,6,9,0,0,0,0,3
20211,3110569,CS100005,6,8,0,0,0,0,2
20211,3110542,CS100009,7,8,0,0,0,0,1
20211,3130197,CS100007,2,3,0,0,0,0,1
20211,3110587,CS100003,2,3,0,0,33,1,1
20211,3110587,CS100008,2,2,0,0,0,0,0
20211,3110578,CS100006,0,7,0,0,0,0,7
20211,3120105,CS100006,9,14,7,1,0,0,5
20211,3130191,CS100008,10,16,0,0,0,0,6
20211,3120101,CS100002,10,13,0,0,0,0,3
20211,3110576,CS100008,9,9,0,0,0,0,0
20211,3110545,CS100001,19,23,4,1,9,2,4
20211,3110561,CS100010,11,11,0,0,0,0,0
20211,3130186,CS100005,3,3,0,0,0,0,0
20211,3110562,CS100006,1,1,0,0,0,0,0
20211,3120107,CS100010,28,44,5,2,0,0,16
20211,3120103,CS100004,109,121,3,4,3,4,12
20211,3110570,CS100010,2,2,0,0,50,1,0
20211,3110562,CS100005,12,13,0,0,0,0,1
20211,3110582,CS100008,5,6,0,0,0,0,1
20211,3120099,CS100004,1,2,0,0,0,0,1
20211,3110565,CS100004,2,2,0,0,0,0,0
20211,3110144,CS100006,1,2,0,0,0,0,1
20211,3110530,CS100003,1,1,0,0,0,0,0
20211,3130190,CS100008,12,12,8,1,8,1,0
20211,3110570,CS100004,2,2,50,1,0,0,0
20211,3110561,CS100008,3,3,33,1,0,0,0
20211,3110548,CS100010,7,7,0,0,0,0,0
20211,3110581,CS100009,1,1,0,0,0,0,0
20211,3110144,CS100001,5,8,13,1,0,0,3
20211,3110548,CS100003,1,1,0,0,0,0,0
20211,3110581,CS100001,1,2,0,0,0,0,1
20211,3120102,CS100006,2,4,0,0,0,0,2
20211,3110559,CS100003,7,7,0,0,0,0,0
20211,3110550,CS100007,0,6,0,0,0,0,6
20211,3110532,CS100010,3,3,0,0,0,0,0
20211,3110576,CS100002,1,1,0,0,0,0,0
20211,3110562,CS100001,7,7,0,0,0,0,0
20211,3120103,CS100006,35,47,4,2,2,1,12
20211,3110554,CS100010,25,25,0,0,4,1,0
20211,3120102,CS100007,1,5,0,0,0,0,4
20211,3110559,CS100010,33,35,0,0,0,0,2
20211,3120099,CS100010,5,7,0,0,0,0,2
20211,3120104,CS100002,32,32,0,0,3,1,0
20211,3110563,CS100007,1,1,0,0,0,0,0
20211,3110754,CS100005,1,1,0,0,0,0,0
20211,3120107,CS100006,3,10,0,0,0,0,7
20211,3110547,CS100009,12,14,7,1,0,0,2
20211,3110550,CS100002,6,7,0,0,0,0,1
20211,3130197,CS100009,9,9,0,0,0,0,0
20211,3130196,CS100008,3,4,25,1,0,0,1
20211,3130190,CS100003,9,11,9,1,18,2,2
20211,3110530,CS100010,5,6,17,1,0,0,1
20211,3110557,CS100006,5,6,0,0,0,0,1
20211,3110569,CS100002,1,2,50,1,0,0,1
20211,3110574,CS100010,2,2,0,0,50,1,0
20211,3110561,CS100003,2,2,0,0,0,0,0
20211,3110582,CS100007,1,2,0,0,0,0,1
20211,3130184,CS100008,3,3,33,1,33,1,0
20211,3110754,CS100006,1,2,0,0,0,0,1
20211,3110563,CS100004,1,1,0,0,0,0,0
20211,3130195,CS100008,15,23,0,0,0,0,8
20211,3130190,CS100004,14,18,0,0,0,0,4
20211,3110550,CS100009,29,32,3,1,3,1,3
20211,3130181,CS100006,0,1,0,0,0,0,1
20211,3110564,CS100005,3,3,33,1,33,1,0
20211,3110547,CS100007,1,6,17,1,17,1,5
20211,3110570,CS100001,6,6,0,0,0,0,0
20211,3110572,CS100007,0,1,0,0,0,0,1
20211,3110532,CS100002,1,1,0,0,0,0,0
20211,3110562,CS100008,4,4,0,0,0,0,0
20211,3110569,CS100010,34,36,8,3,0,0,2
20211,3120054,CS100004,8,11,27,3,0,0,3
20211,3110285,CS100008,1,1,0,0,0,0,0
20211,3120101,CS100006,13,21,0,0,0,0,8
20211,3120054,CS100003,7,9,0,0,0,0,2
20211,3110582,CS100010,4,4,0,0,0,0,0
20211,3110585,CS100007,0,1,0,0,0,0,1
20211,3120101,CS100001,83,104,3,3,2,2,21
20211,3130191,CS100001,68,89,3,3,2,2,21
20211,3110754,CS100001,15,16,0,0,0,0,1
20211,3120106,CS100009,18,20,0,0,0,0,2
20211,3110559,CS100004,13,13,8,1,0,0,0
20211,3130195,CS100003,11,13,8,1,0,0,2
20211,3130175,CS100002,1,1,100,1,0,0,0
20211,3110565,CS100007,0,1,0,0,0,0,1
20211,3110554,CS100006,2,2,0,0,0,0,0
20211,3110572,CS100004,8,8,13,1,0,0,0
20211,3110548,CS100005,0,1,0,0,0,0,1
20211,3120099,CS100006,0,4,0,0,0,0,4
20211,3110560,CS100008,1,2,0,0,0,0,1
20211,3110548,CS100002,3,3,0,0,0,0,0
20211,3110583,CS100005,2,2,0,0,0,0,0
20211,3130183,CS100001,122,140,4,6,2,3,18
20211,3120096,CS100008,18,24,4,1,4,1,6
20211,3130191,CS100003,12,15,7,1,20,3,3
20211,3110545,CS100003,4,5,0,0,0,0,1
20211,3110569,CS100008,5,7,0,0,14,1,2
20211,3120096,CS100001,41,45,4,2,0,0,4
20211,3110547,CS100001,35,40,0,0,3,1,5
20211,3110550,CS100010,26,29,3,1,0,0,3
20211,3130195,CS100002,10,13,0,0,0,0,3
20211,3110573,CS100010,2,3,0,0,0,0,1
20211,3110587,CS100005,1,1,0,0,0,0,0
20211,3110576,CS100009,10,11,9,1,0,0,1
20211,3110579,CS100009,2,2,0,0,0,0,0
20211,3110144,CS100002,2,2,0,0,0,0,0
20211,3110578,CS100004,3,3,0,0,0,0,0
20211,3110575,CS100006,1,2,0,0,0,0,1
20211,3110585,CS100005,0,1,0,0,0,0,1
20211,3130190,CS100001,46,53,6,3,6,3,7
20211,3120101,CS100008,12,21,0,0,5,1,9
20211,3120094,CS100003,45,52,6,3,6,3,7
20211,3130178,CS100003,7,7,0,0,0,0,0
20211,3110577,CS100001,7,8,0,0,0,0,1
20211,3120100,CS100010,15,17,0,0,6,1,2
20211,3110550,CS100003,13,14,14,2,0,0,1
20211,3120100,CS100003,7,7,0,0,14,1,0
20211,3120105,CS100007,2,2,50,1,0,0,0
20211,3130186,CS100002,2,3,0,0,0,0,1
20211,3110532,CS100009,8,9,0,0,0,0,1
20211,3120094,CS100010,89,121,4,5,3,4,32
20211,3110554,CS100001,12,12,8,1,8,1,0
20211,3110557,CS100009,6,7,0,0,0,0,1
20211,3130183,CS100005,6,6,0,0,0,0,0
20211,3130183,CS100006,4,9,0,0,0,0,5
20211,3110532,CS100008,3,4,0,0,0,0,1
20211,3110578,CS100007,4,5,0,0,0,0,1
20211,3110554,CS100003,4,4,0,0,0,0,0
20211,3110581,CS100004,1,1,0,0,0,0,0
20211,3110532,CS100001,9,9,0,0,11,1,0
20211,3110540,CS100001,7,7,0,0,0,0,0
20211,3120101,CS100007,1,4,0,0,0,0,3
20211,3130193,CS100005,1,1,0,0,0,0,0
20211,3120107,CS100008,15,20,10,2,10,2,5
20211,3120100,CS100004,5,6,0,0,17,1,1
20211,3120096,CS100010,29,45,0,0,13,6,16
20211,3110563,CS100010,1,2,0,0,0,0,1
20211,3110530,CS100009,2,2,0,0,0,0,0
20211,3110573,CS100008,0,1,0,0,0,0,1
20211,3110540,CS100010,2,2,0,0,0,0,0
20211,3120054,CS100002,8,9,22,2,0,0,1
20211,3120096,CS100004,7,8,0,0,13,1,1
20211,3110576,CS100007,4,4,0,0,0,0,0
20211,3110520,CS100007,0,1,0,0,0,0,1
20211,3120054,CS100001,71,92,12,11,5,5,21
20211,3110561,CS100009,22,25,8,2,4,1,3
20211,3130186,CS100004,5,6,0,0,0,0,1
20211,3120099,CS100003,5,6,0,0,0,0,1
20211,3120102,CS100003,13,15,0,0,0,0,2
20211,3110545,CS100002,3,3,0,0,0,0,0
20211,3110148,CS100009,6,6,0,0,0,0,0
20211,3110570,CS100007,0,1,0,0,0,0,1
20211,3110557,CS100002,3,3,33,1,33,1,0
20211,3130183,CS100007,6,14,0,0,7,1,8
20211,3110562,CS100004,11,12,8,1,8,1,1
20211,3110554,CS100002,1,1,100,1,0,0,0
20211,3110569,CS100009,19,21,0,0,0,0,2
20211,3130198,CS100008,9,10,0,0,10,1,1
20211,3130178,CS100002,4,4,0,0,0,0,0
20211,3110569,CS100003,5,6,0,0,0,0,1
20211,3110564,CS100003,2,3,0,0,0,0,1
20211,3110579,CS100002,1,1,0,0,0,0,0
20211,3120104,CS100001,174,188,6,12,2,4,14
20211,3110578,CS100009,6,9,0,0,0,0,3
20211,3120107,CS100005,4,13,8,1,8,1,9
20211,3110569,CS100007,2,6,0,0,0,0,4
20211,3110582,CS100009,6,6,0,0,17,1,0
20211,3110550,CS100004,13,14,0,0,0,0,1
20211,3110148,CS100007,0,1,0,0,0,0,1
20211,3110550,CS100008,2,2,0,0,0,0,0
20211,3120094,CS100008,24,36,8,3,6,2,12
20211,3110520,CS100009,6,6,0,0,0,0,0
20211,3130198,CS100001,37,37,3,1,0,0,0
20211,3120096,CS100002,4,4,0,0,50,2,0
20211,3110285,CS100006,2,2,0,0,0,0,0
20211,3110548,CS100009,2,2,0,0,0,0,0
20211,3130194,CS100003,3,4,0,0,0,0,1
20211,3120094,CS100001,301,351,2,7,3,12,50
20211,3120103,CS100009,284,316,4,11,4,11,32
20211,3110520,CS100001,11,12,8,1,0,0,1
20211,3130196,CS100001,25,28,11,3,0,0,3
20211,3120104,CS100008,26,30,3,1,3,1,4
20211,3120054,CS100008,14,17,6,1,0,0,3
20211,3110532,CS100007,0,4,0,0,0,0,4
20211,3110542,CS100010,11,13,8,1,15,2,2
20211,3120106,CS100003,8,10,10,1,0,0,2
20211,3110578,CS100008,16,19,0,0,0,0,3
20211,3120103,CS100007,4,17,0,0,0,0,13
20211,3110148,CS100001,19,22,0,0,0,0,3
20211,3110547,CS100003,3,3,0,0,0,0,0
20211,3110545,CS100005,1,3,0,0,0,0,2
20211,3110560,CS100004,1,2,0,0,0,0,1
20211,3110571,CS100009,0,1,0,0,0,0,1
20211,3110571,CS100003,1,1,100,1,0,0,0
20211,3130175,CS100004,2,2,50,1,0,0,0
20211,3130183,CS100010,47,52,2,1,0,0,5
20211,3120054,CS100009,39,42,5,2,5,2,3
20211,3120101,CS100003,22,27,0,0,0,0,5
20211,3130194,CS100010,5,5,0,0,0,0,0
20211,3110555,CS100003,2,3,33,1,0,0,1
20211,3110542,CS100005,4,6,0,0,0,0,2
20211,3110554,CS100009,5,9,0,0,0,0,4
20211,3110148,CS100003,2,2,0,0,0,0,0
20211,3130197,CS100008,7,7,0,0,0,0,0
20211,3110547,CS100006,0,1,0,0,100,1,1
20211,3120103,CS100001,250,296,4,12,4,12,46
20211,3130175,CS100001,4,5,20,1,0,0,1
20211,3130185,CS100009,1,1,0,0,0,0,0
20211,3130184,CS100001,16,16,0,0,0,0,0
20211,3130194,CS100007,0,6,0,0,0,0,6
20211,3130183,CS100008,5,7,14,1,0,0,2
20211,3110144,CS100008,4,4,25,1,0,0,0
20211,3110583,CS100002,1,1,0,0,100,1,0
20211,3130193,CS100004,0,1,0,0,0,0,1
20211,3130197,CS100002,1,1,100,1,0,0,0
20211,3130189,CS100005,1,1,0,0,0,0,0
20211,3110578,CS100005,5,8,0,0,0,0,3
20211,3120096,CS100006,8,13,0,0,0,0,5
20211,3130194,CS100001,56,66,3,2,3,2,10
20211,3110561,CS100004,5,5,0,0,0,0,0
20211,3110547,CS100002,3,3,0,0,0,0,0
20211,3110570,CS100003,1,1,100,1,0,0,0
20211,3130195,CS100004,10,13,0,0,8,1,3
20211,3110530,CS100001,8,8,0,0,0,0,0
20211,3130175,CS100010,3,5,0,0,0,0,2
