query_id,law,user_query,current_gt,current_f1,candidate_rank,candidate_article,candidate_title,candidate_text,relevance_score,is_current_gt,is_legal_match,legal_reason
22,가맹사업법,가맹본부 수익 보장 과장 정보 가맹사업법,제8조 / 제9조,0.571,7,제5조의2,제5조의2,"[제5조의2] ② 가맹본부는 법 제6조의2제1항에 따라 정보공개서를 등록하려는 경우에는 별지 제1호서식의 정보공개서 신규등 록 신청서에 다음 각 호의 서류를 첨부하여 공정거래위원회 또는 특별시장ㆍ광역시장ㆍ특별자치시장ㆍ도지사ㆍ특 별자치도지사(이하 “시ㆍ도지사”라 한다)에게 제출해야 한다. <개정 2010. 10. 13. , 2012. 5. 7. , 2018.",0.400,,1,정보공개서 등록 의무 규정
22,가맹사업법,가맹본부 수익 보장 과장 정보 가맹사업법,제8조 / 제9조,0.571,8,제10조,제10조(가맹금 반환의 요구),제10조(가맹금 반환의 요구) 법 제10조제1항에 따라 가맹금의 반환을 요구하고자 하는 가맹점사업자 또는 가맹희망자 는 다음 각 호의 사항이 기재된 서면으로 요구하여야 한다. <개정 2008. 1. 31.> 1. 가맹금의 반환을 요구하는 가맹점사업자 또는 가맹희망자의 주소ㆍ성명 2. 가맹본부가 허위 또는 과장된 정보를 제공하거나 중요사항을 누락한 사실 3.,0.400,,1,가맹금 반환 요구 규정
23,가맹사업법,월 매출 5000만원 보장한다고 했는데 실제 1500만원,제9조,0.333,1,제8조,제8조(허위ㆍ과장의 정보제공행위 등의 유형),제8조(허위ㆍ과장의 정보제공행위 등의 유형),0.750,,1,허위 정보 제공 규정
23,가맹사업법,월 매출 5000만원 보장한다고 했는데 실제 1500만원,제9조,0.333,2,제9조,제9조(허위ㆍ과장된 정보제공 등의 금지),제9조(허위ㆍ과장된 정보제공 등의 금지),0.749,1,,
23,가맹사업법,월 매출 5000만원 보장한다고 했는데 실제 1500만원,제9조,0.333,4,제41조,제41조,"[제41조] ①제9조제1항의 규정에 위반하여 허위ㆍ과장의 정보제공행위나 기만적인 정보제공행위를 한 자는 5년 이하의 징역 또는 3억원 이하의 벌금에 처한다. <개정 2007. 8. 3., 2013. 8. 13.>",0.400,,1,허위 정보 제공에 대한 벌칙
23,가맹사업법,월 매출 5000만원 보장한다고 했는데 실제 1500만원,제9조,0.333,9,제35조,제35조,"[제35조] ① 공정거래위원회는 제6조의5제1항ㆍ제4항, 제7조제3항, 제9조제1항, 제10조제1항, 제11조제1항ㆍ제 2항, 제12조제1항, 제12조의2제1항ㆍ제2항, 제12조의3제1항ㆍ제2항, 제12조의4, 제12조의5, 제12조의6제1항, 제 14조의2제5항, 제15조의2제3항ㆍ제6항을 위반한 가맹본부에 대하여 대통령령으로 정하는 매출액(대통령령으로",0.400,,1,위반에 대한 벌칙 규정
23,가맹사업법,월 매출 5000만원 보장한다고 했는데 실제 1500만원,제9조,0.333,10,제43조,제43조,"[제43조] ⑥다음 각 호의 어느 하나에 해당하는 자에게는 1천만원 이하의 과태료를 부과한다.<개정 2007. 8. 3., 2013. 8. 13., 2022. 1. 4.> 1. 제6조의2제2항 본문을 위반하여 기한 내에 변경등록을 하지 아니하거나 거짓으로 변경등록을 한 자 2. 제9조제3항을 위반하여 같은 항 각 호의 어느 하나에 해당하는 정보를 서면으로",0.400,,1,위반에 대한 벌칙 규정
24,가맹사업법,가맹 상담 시 매출 과장 법적 책임,제8조 / 제9조,0.286,1,제8조,제8조,"[제8조] ② 법 제9조제1항제2호에 따른 기만적인 정보제공행위의 유형은 다음 각 호와 같다. 1. 중요사항을 적지 아니한 정보공개서를 가맹희망자에게 제공하는 행위 2. 가맹본부가 가맹점사업자에게 지원하는 금전, 상품 또는 용역 등이 일정 요건이 충족되는 경우에만 지원됨에도 불구하고 해당 요건을 제시하지 아니하면서 모든 경우에 지원되는 것처럼 정보를 제공하",0.669,1,,
24,가맹사업법,가맹 상담 시 매출 과장 법적 책임,제8조 / 제9조,0.286,2,제11조,제11조,[제11조] 10. 가맹희망자가 정보공개서에 대하여 변호사 또는 제27조에 따른 가맹거래사의 자문을 받은 경우 이에 관한 사항 11. 가맹본부 또는 가맹본부 임원의 위법행위 또는 가맹사업의 명성이나 신용을 훼손하는 등 사회상규에 반하는 행 위로 인하여 가맹점사업자에게 발생한 손해에 대한 배상의무에 관한 사항 12. 가맹본부가 가맹점사업자에게 가맹본부 또는,0.662,,1,가맹본부의 배상 책임 규정
24,가맹사업법,가맹 상담 시 매출 과장 법적 책임,제8조 / 제9조,0.286,3,제2조,제2조,"4. “가맹희망자”란 가맹계약을 체결하기 위하여 가맹본부나 가맹지역본부와 상담하거나 협의하는 자를 말한다. 5. “가맹점운영권”이란 가맹점사업자가 가맹본부의 가맹사업과 관련하여 가맹점을 운영할 수 있는 계약상의 권리를 말한다. 6. “가맹금”이란 명칭이나 지급형태가 어떻든 간에 다음 각 목의 어느 하나에 해당하는 대가를 말한다. 다만, 가맹본 부에 귀속되지",0.400,,0,RECHECK->0 (규칙 미해당)
24,가맹사업법,가맹 상담 시 매출 과장 법적 책임,제8조 / 제9조,0.286,5,제14조의2,제14조의2,[제14조의2] ② 특정 가맹본부와 가맹계약을 체결ㆍ유지하고 있는 가맹점사업자(복수의 영업표지를 보유한 가맹본부와 계약 중 인 가맹점사업자의 경우에는 동일한 영업표지를 사용하는 가맹점사업자로 한정한다)로만 구성된 가맹점사업자단체 는 그 가맹본부에 대하여 가맹계약의 변경 등 거래조건(이하 이 조에서 “거래조건”이라 한다)에 대한 협의를 요청할 수 있다.,0.400,,0,질문과 관련 없는 조문
24,가맹사업법,가맹 상담 시 매출 과장 법적 책임,제8조 / 제9조,0.286,6,제23조,제23조,쟁점(가맹사업거래 당사자의 의견을 기술한다) 3. 조정신청의 각하사유 또는 조정절차의 종료사유(법 제23조제3항 각 호 및 같은 조 제4항 각 호에 규정된 사유별 로 상세하게 기술한다) [전문개정 2018. 12. 18.],0.661,,0,RECHECK->0 (규칙 미해당)
24,가맹사업법,가맹 상담 시 매출 과장 법적 책임,제8조 / 제9조,0.286,7,제34조,제34조,[제34조] ① 법 제35조제1항 본문에서 “대통령령으로 정하는 매출액”이란 해당 가맹본부가 위반 기간(위반행위의 개시일부터 종료일까지의 기간을 말한다. 이하 이 조에서 같다) 동안 관련 가맹점사업자 또는 가맹 희망자에게 판매한 상품이나 용역의 매출액 또는 이에 준하는 금액(이하 “관련매출액”이라 한다)을 말한다. <개정 2014. 2. 11.>,0.661,,1,제재 연결 (벌칙/과태료/영업정지)
25,가맹사업법,허위 매출 정보 손해배상 가맹사업법,제10조 / 제9조,0.571,1,제8조,제8조(허위ㆍ과장의 정보제공행위 등의 유형),제8조(허위ㆍ과장의 정보제공행위 등의 유형),0.792,,1,허위 정보 제공 유형 규정
25,가맹사업법,허위 매출 정보 손해배상 가맹사업법,제10조 / 제9조,0.571,2,제9조,제9조(허위ㆍ과장된 정보제공 등의 금지),제9조(허위ㆍ과장된 정보제공 등의 금지),0.791,1,,
25,가맹사업법,허위 매출 정보 손해배상 가맹사업법,제10조 / 제9조,0.571,3,제12조의5,제12조의5(제15조의6에서 준용하는 경우를 포함한다),"제12조의5(제15조의6에서 준용하는 경우를 포함한다), 제12조의6제1항, 제14조의2제4항ㆍ제6항, 제 15조의2제3항ㆍ제6항을 위반한 가맹본부에 대하여 가맹금의 예치, 정보공개서등의 제공, 점포환경개선 비용의 지급 가맹사업거래의 공정화에 관한 법률 , 가맹금 반환, 위반행위의 중지, 위반내용의 시정을 위한 필요한 계획 또는 행위의 보고 그 밖에 위반행",0.777,,1,허위 매출 정보 관련 조문
25,가맹사업법,허위 매출 정보 손해배상 가맹사업법,제10조 / 제9조,0.571,4,제41조,제41조,"[제41조] ①제9조제1항의 규정에 위반하여 허위ㆍ과장의 정보제공행위나 기만적인 정보제공행위를 한 자는 5년 이하의 징역 또는 3억원 이하의 벌금에 처한다. <개정 2007. 8. 3., 2013. 8. 13.>",0.400,,1,허위 정보 제공에 대한 벌칙 규정
25,가맹사업법,허위 매출 정보 손해배상 가맹사업법,제10조 / 제9조,0.571,5,제35조,제35조(과징금),"제35조(과징금) ① 공정거래위원회는 제6조의5제1항ㆍ제4항, 제7조제3항, 제9조제1항, 제10조제1항, 제11조제1항ㆍ제 2항, 제12조제1항(제15조의6에서 준용하는 경우를 포함한다), 제12조의2제1항ㆍ제2항, 제12조의3제1항ㆍ제2항, 제 12조의4,",0.400,,1,과징금 관련 조문 적합
25,가맹사업법,허위 매출 정보 손해배상 가맹사업법,제10조 / 제9조,0.571,10,제10조,제10조(가맹금 반환의 요구),제10조(가맹금 반환의 요구) 법 제10조제1항에 따라 가맹금의 반환을 요구하고자 하는 가맹점사업자 또는 가맹희망자 는 다음 각 호의 사항이 기재된 서면으로 요구하여야 한다. <개정 2008. 1. 31.> 1. 가맹금의 반환을 요구하는 가맹점사업자 또는 가맹희망자의 주소ㆍ성명 2. 가맹본부가 허위 또는 과장된 정보를 제공하거나 중요사항을 누락한 사실 3.,0.400,1,,
26,가맹사업법,정보공개서 등록 의무 가맹본부 가맹사업법,제5조의2 / 제6조의2 / 제6조의3 / 제7조,0.444,1,제31조,제31조(가맹거래사의 등록취소와 자격정지),제31조(가맹거래사의 등록취소와 자격정지),0.818,,0,질문과 주제 불일치
26,가맹사업법,정보공개서 등록 의무 가맹본부 가맹사업법,제5조의2 / 제6조의2 / 제6조의3 / 제7조,0.444,2,제14조의3,제14조의3(가맹점사업자단체의 등록 등),제14조의3(가맹점사업자단체의 등록 등),0.789,,0,질문과 주제 불일치
26,가맹사업법,정보공개서 등록 의무 가맹본부 가맹사업법,제5조의2 / 제6조의2 / 제6조의3 / 제7조,0.444,3,제2조,제2조,9. “가맹계약서”라 함은 가맹사업의 구체적 내용과 조건 등에 있어 가맹본부 또는 가맹점사업자(이하 “가맹사업당사 자”라 한다)의 권리와 의무에 관한 사항(특수한 거래조건이나 유의사항이 있는 경우에는 이를 포함한다)을 기재 가맹사업거래의 공정화에 관한 법률 가. 가맹본부의 일반 현황 나. 가맹본부의 가맹사업 현황(가맹점사업자의 매출에 관한 사항을 포함한다),0.759,,0,RECHECK->0 (규칙 미해당)
26,가맹사업법,정보공개서 등록 의무 가맹본부 가맹사업법,제5조의2 / 제6조의2 / 제6조의3 / 제7조,0.444,4,제6조의3,제6조의3,"바에 따라 임 원이 운영한 기간도 직영점 운영기간으로 본다)이 1년 미만인 경우. 다만, 가맹본부가 가맹사업의 영위를 위하여 관련 법령에 따라 허가ㆍ면허를 받아야 하는 등 직영점 운영이 불필요하다고 인정되는 사유로 대통령령으로 정 하는 경우에는 이 규정을 적용하지 아니한다. ②공정거래위원회 및 시ㆍ도지사는 정보공개서의 등록을 하였을 때에는 가맹본부에게 등록",0.787,1,,
26,가맹사업법,정보공개서 등록 의무 가맹본부 가맹사업법,제5조의2 / 제6조의2 / 제6조의3 / 제7조,0.444,6,제5조의2,제5조의2,"[제5조의2] ④ 공정거래위원회 또는 시ㆍ도지사는 제2항에 따른 등록신청이 있으면 등록신청일부터 30일(법 제6조의4에 따라 등록이 취소된 가맹본부가 다시 등록을 신청한 경우에는 2개월) 이내에 가맹본부에 별지 제2호서식의 정보공개서 등록증(이하 “등록증”이라 한다)을 내주어야 하며, 법 제6조의2제5항에 따른 가맹사업정보제공시스템(이하 “가맹정 보시스템”",0.400,1,,
26,가맹사업법,정보공개서 등록 의무 가맹본부 가맹사업법,제5조의2 / 제6조의2 / 제6조의3 / 제7조,0.444,7,제5조의5,제5조의5(정보공개서 등록의 거부 등),제5조의5(정보공개서 등록의 거부 등) ① 법 제6조의3제1항제3호 본문에 따라 가맹본부의 직영점 운영기간으로 보는 임원의 직영점 운영기간은 가맹본부의 정보공개서 등록 신청 당시 해당 가맹본부의 임원으로 재직 중인 임원이 직 영점을 운영한 모든 기간으로 한다. ② 법 제6조의3제1항제3호 단서에서 “대통령령으로 정하는 경우”란 다음 각 호의 경우를 말한다.,0.400,,1,정보공개서 등록 관련 조문
26,가맹사업법,정보공개서 등록 의무 가맹본부 가맹사업법,제5조의2 / 제6조의2 / 제6조의3 / 제7조,0.444,8,제6조의4,제6조의4(정보공개서 등록의 취소),"제6조의4(정보공개서 등록의 취소) ①공정거래위원회 및 시ㆍ도지사는 정보공개서가 다음 각 호의 어느 하나에 해당하 는 경우에는 그 등록을 취소할 수 있다. 다만, 제1호 및 제2호에 해당하는 경우에는 등록을 취소하여야 한다. <개정 2013. 8. 13., 2016. 12. 20., 2018. 1. 16.> 1. 거짓이나 그 밖의 부정한 방법으로 정보공개서",0.400,,1,등록 취소 규정 포함
26,가맹사업법,정보공개서 등록 의무 가맹본부 가맹사업법,제5조의2 / 제6조의2 / 제6조의3 / 제7조,0.444,9,제6조,제6조,[제6조] 가맹희망자의 서명 또는 기명날인 라. 가맹본부의 서명 또는 기명날인 2. 가맹희망자에게 정보공개서의 제공시점을 확인할 수 있는 내용증명우편으로 제공하는 방법 3. 정보통신망을 이용하여 정보공개서의 내용을 게시한 후 게시사실을 가맹희망자에게 알리는 방법. 이 경우 가맹 본부는 특정 가맹희망자가 정보공개서의 내용을 읽어 본 시간을 그 가맹희망자 및,0.400,,1,정보공개서 등록 의무 규정
26,가맹사업법,정보공개서 등록 의무 가맹본부 가맹사업법,제5조의2 / 제6조의2 / 제6조의3 / 제7조,0.444,10,제5조의4,제5조의4,"[제5조의4] ② 공정거래위원회 또는 시ㆍ도지사는 정보공개서를 공개하는 경우에는 법 제6조의2제4항에 따라 다음 각 호의 사 항을 적은 서면으로 공개일 10일 전까지 가맹본부에 이를 미리 알려야 한다.<개정 2014. 2. 11., 2018. 12. 18.> 1. 공개 목적과 공개 기간 2. 공개 내용 3. 공개 방법 4. 가맹본부의 정정 또는 비공개 요구",0.400,,1,정보공개서 관련 규정
27,가맹사업법,정보공개서 제공 시기 14일 숙고기간,제7조,0.000,1,제9조,제9조,[제9조] ⑥ 가맹본부는 예상매출액 산정서를 가맹계약 체결일부터 5년간 보관하여야 한다.<신설 2013. 8. 13.>,0.888,,0,질문과 관련 없는 조문
27,가맹사업법,정보공개서 제공 시기 14일 숙고기간,제7조,0.000,2,제41조,제41조,"[제41조] ①제9조제1항의 규정에 위반하여 허위ㆍ과장의 정보제공행위나 기만적인 정보제공행위를 한 자는 5년 이하의 징역 또는 3억원 이하의 벌금에 처한다. <개정 2007. 8. 3., 2013. 8. 13.>",0.845,,0,질문과 다른 주제의 조문
27,가맹사업법,정보공개서 제공 시기 14일 숙고기간,제7조,0.000,3,제13조,제13조,[제13조] 그 밖에 가맹점사업자가 가맹사업을 정상적으로 유지하기 위하여 필요하다고 인정되는 것으로서 대통령령으 로 정하는 사항,0.843,,0,질문과 관련 없는 조문
27,가맹사업법,정보공개서 제공 시기 14일 숙고기간,제7조,0.000,4,제37조의2,제37조의2,행위에 따른 벌금 및 과징금 5. 위반행위의 기간ㆍ횟수 6. 가맹본부의 재산상태 7. 가맹본부의 피해구제 노력의 정도 ④ 제1항 또는 제2항에 따라 손해배상청구의 소가 제기된 경우 「독점규제 및 공정거래에 관한 법률」,0.864,,1,벌칙/제재 조문 (벌금)
27,가맹사업법,정보공개서 제공 시기 14일 숙고기간,제7조,0.000,5,제7조,제7조,[제7조] ③가맹본부는 등록된 정보공개서 및 인근가맹점 현황문서(이하 “정보공개서등”이라 한다)를 제1항의 방법에 따라 제공하지 아니하였거나 정보공개서등을 제공한 날부터 14일(가맹희망자가 정보공개서에 대하여 변호사 또는 제 27조에 따른 가맹거래사의 자문을 받은 경우에는 7일로 한다)이 지나지 아니한 경우에는 다음 각 호의 어느 하나에 해당하는 행위를 하,0.400,1,,
27,가맹사업법,정보공개서 제공 시기 14일 숙고기간,제7조,0.000,7,제10조,제10조(가맹금 반환의 요구),제10조(가맹금 반환의 요구) 법 제10조제1항에 따라 가맹금의 반환을 요구하고자 하는 가맹점사업자 또는 가맹희망자 는 다음 각 호의 사항이 기재된 서면으로 요구하여야 한다. <개정 2008. 1. 31.> 1. 가맹금의 반환을 요구하는 가맹점사업자 또는 가맹희망자의 주소ㆍ성명 2. 가맹본부가 허위 또는 과장된 정보를 제공하거나 중요사항을 누락한 사실 3.,0.400,,0,질문과 다른 주제의 조문
27,가맹사업법,정보공개서 제공 시기 14일 숙고기간,제7조,0.000,8,제6조,제6조,[제6조] 가맹희망자의 서명 또는 기명날인 라. 가맹본부의 서명 또는 기명날인 2. 가맹희망자에게 정보공개서의 제공시점을 확인할 수 있는 내용증명우편으로 제공하는 방법 3. 정보통신망을 이용하여 정보공개서의 내용을 게시한 후 게시사실을 가맹희망자에게 알리는 방법. 이 경우 가맹 본부는 특정 가맹희망자가 정보공개서의 내용을 읽어 본 시간을 그 가맹희망자 및,0.400,,1,정보공개서 제공 규정 포함
27,가맹사업법,정보공개서 제공 시기 14일 숙고기간,제7조,0.000,10,제4조,제4조(정보공개서의 기재사항),제4조(정보공개서의 기재사항) ①법 제2조제10호 각 목 외의 부분에서 “대통령령으로 정하는 사항”이란 별표 1의 기재 사항(이하 “정보공개사항”이라 한다)을 말한다. <개정 2008. 1. 31.> ②정보공개서는 표지ㆍ목차 및 정보공개사항으로 구성하되 그 내용이 명확하고 구체적이며 가맹희망자가 이해하 기 쉽도록 영업표지별로 별도의 문서로 작성되어야 한다.,0.400,,0,질문과 관련 없는 조문
28,가맹사업법,정보공개서 미제공 가맹계약 효력,제7조,0.000,1,제9조,제9조,[제9조] ⑥ 가맹본부는 예상매출액 산정서를 가맹계약 체결일부터 5년간 보관하여야 한다.<신설 2013. 8. 13.>,0.892,,0,질문과 관련 없음
28,가맹사업법,정보공개서 미제공 가맹계약 효력,제7조,0.000,2,제41조,제41조,"[제41조] ①제9조제1항의 규정에 위반하여 허위ㆍ과장의 정보제공행위나 기만적인 정보제공행위를 한 자는 5년 이하의 징역 또는 3억원 이하의 벌금에 처한다. <개정 2007. 8. 3., 2013. 8. 13.>",0.859,,1,정보제공 위반에 대한 벌칙 규정
28,가맹사업법,정보공개서 미제공 가맹계약 효력,제7조,0.000,3,제6조의2,제6조의2,"[제6조의2] ⑥그 밖에 정보공개서의 등록, 변경등록, 신고 및 공개의 방법과 절차는 대통령령으로 정한다.<개정 2013. 8. 13.> [본조신설 2007. 8. 3.]",0.841,,1,정보공개서 관련 절차 규정
28,가맹사업법,정보공개서 미제공 가맹계약 효력,제7조,0.000,4,제14조의2,제14조의2,[제14조의2] ② 특정 가맹본부와 가맹계약을 체결ㆍ유지하고 있는 가맹점사업자(복수의 영업표지를 보유한 가맹본부와 계약 중 인 가맹점사업자의 경우에는 동일한 영업표지를 사용하는 가맹점사업자로 한정한다)로만 구성된 가맹점사업자단체 는 그 가맹본부에 대하여 가맹계약의 변경 등 거래조건(이하 이 조에서 “거래조건”이라 한다)에 대한 협의를 요청할 수 있다.,0.400,,0,질문과 주제 불일치
28,가맹사업법,정보공개서 미제공 가맹계약 효력,제7조,0.000,5,제37조의2,제37조의2,행위에 따른 벌금 및 과징금 5. 위반행위의 기간ㆍ횟수 6. 가맹본부의 재산상태 7. 가맹본부의 피해구제 노력의 정도 ④ 제1항 또는 제2항에 따라 손해배상청구의 소가 제기된 경우 「독점규제 및 공정거래에 관한 법률」,0.857,,1,벌칙/제재 조문 (벌금)
28,가맹사업법,정보공개서 미제공 가맹계약 효력,제7조,0.000,6,제7조,제7조,[제7조] ③가맹본부는 등록된 정보공개서 및 인근가맹점 현황문서(이하 “정보공개서등”이라 한다)를 제1항의 방법에 따라 제공하지 아니하였거나 정보공개서등을 제공한 날부터 14일(가맹희망자가 정보공개서에 대하여 변호사 또는 제 27조에 따른 가맹거래사의 자문을 받은 경우에는 7일로 한다)이 지나지 아니한 경우에는 다음 각 호의 어느 하나에 해당하는 행위를 하,0.400,1,,
28,가맹사업법,정보공개서 미제공 가맹계약 효력,제7조,0.000,7,제14조,제14조(가맹계약해지의 제한),"제14조(가맹계약해지의 제한) ①가맹본부는 가맹계약을 해지하려는 경우에는 가맹점사업자에게 2개월 이상의 유예기 간을 두고 계약의 위반 사실을 구체적으로 밝히고 이를 시정하지 아니하면 그 계약을 해지한다는 사실을 서면으로 2회 이상 통지하여야 한다. 다만, 가맹사업의 거래를 지속하기 어려운 경우로서 대통령령이 정하는 경우에는 그러하 지 아니하다. <개정 20",0.400,,0,가맹계약 해지 관련 조문
28,가맹사업법,정보공개서 미제공 가맹계약 효력,제7조,0.000,8,제13조,제13조,"[제13조] ④가맹본부가 제3항의 거절 통지를 하지 아니하거나 가맹계약기간 만료 전 180일부터 90일까지 사이에 가맹점사 업자에게 조건의 변경에 대한 통지나 가맹계약을 갱신하지 아니한다는 사실의 통지를 서면으로 하지 아니하는 경 우에는 계약 만료 전의 가맹계약과 같은 조건으로 다시 가맹계약을 체결한 것으로 본다. 다만, 가맹점사업자가 계약 이 만료되는 날",0.400,,1,가맹계약 효력 관련 규정
28,가맹사업법,정보공개서 미제공 가맹계약 효력,제7조,0.000,9,제11조의2,제11조의2(표준가맹계약서),"제11조의2(표준가맹계약서) ① 공정거래위원회는 건전한 가맹사업거래질서를 확립하고 불공정한 내용의 가맹계약이 통용되는 것을 방지하기 위하여 일정한 가맹사업거래에서 표준이 되는 가맹계약서(이하 “표준가맹계약서”라 한다)를 마련하고, 가맹본부, 가맹본부로 구성된 사업자단체, 가맹점사업자 및 제14조의2에 따른 가맹점사업자단체에 이를 사용하도록 권장할 수 있다.",0.400,,0,RECHECK->0 (규칙 미해당)
28,가맹사업법,정보공개서 미제공 가맹계약 효력,제7조,0.000,10,제17조,제17조,[가맹사업법 제17조] 위원장의 심사를 거쳐 비영리 목적의 업무를 겸할 수 있다.<신설 2024. 1. 2.>,0.892,,0,질문과 관련 없는 조문
29,가맹사업법,정보공개서 등록 취소 사유,제6조의4,0.000,1,제31조,제31조,[제31조] ③ 제1항에 따라 가맹거래사 등록이 취소된 사람은 지체 없이 등록증을 공정거래위원회에 반납하여야 한다.<신설 2022. 1. 4.>,0.759,,0,RECHECK->0 (규칙 미해당)
29,가맹사업법,정보공개서 등록 취소 사유,제6조의4,0.000,3,제32조,제32조,[제32조] ③가맹거래사등록을 한 자가 제2항에 따라 교부받은 등록증을 잃어버리거나 그 등록증이 못쓰게 된 때에는 재교부 신청서를 공정거래위원회에 제출하여야 한다.<개정 2008. 1. 31.>,0.752,,0,등록 취소 사유와 무관
29,가맹사업법,정보공개서 등록 취소 사유,제6조의4,0.000,4,제6조의4,제6조의4(정보공개서 등록의 취소),"제6조의4(정보공개서 등록의 취소) ①공정거래위원회 및 시ㆍ도지사는 정보공개서가 다음 각 호의 어느 하나에 해당하 는 경우에는 그 등록을 취소할 수 있다. 다만, 제1호 및 제2호에 해당하는 경우에는 등록을 취소하여야 한다. <개정 2013. 8. 13., 2016. 12. 20., 2018. 1. 16.> 1. 거짓이나 그 밖의 부정한 방법으로 정보공개서",0.400,1,,
29,가맹사업법,정보공개서 등록 취소 사유,제6조의4,0.000,5,제5조의6,제5조의6,"[제5조의6] ① 공정거래위원회 또는 시ㆍ도지사는 법 제6조의4제1항제1호 또는 제2호에 해 당하는 사유로 정보공개서의 등록을 취소한 경우에는 취소한 날 부터 7일 이내에 해당 가맹본부에 서면으로 그 사실 과 취소 사유를 알려야 한다. <개정 2014. 2. 11., 2017. 3. 20., 2018. 12. 18.>",0.400,,1,등록 취소 절차 규정
29,가맹사업법,정보공개서 등록 취소 사유,제6조의4,0.000,6,제14조의3,제14조의3,"[제14조의3] ④ 공정거래위원회는 등록가맹점사업자단체가 다음 각 호의 어느 하나에 해당하는 경우 대통령령으로 정하는 바에 따라 그 등록을 취소할 수 있다. 다만, 제1호에 해당하는 경우에는 그 등록을 취소하여야 한다. 1. 거짓이나 그 밖의 부정한 방법으로 등록한 경우 2. 제1항 각 호의 등록 요건을 갖추지 못한 경우 3. 스스로 등록 취소를 요청하는",0.400,,1,등록 취소 사유 규정
29,가맹사업법,정보공개서 등록 취소 사유,제6조의4,0.000,7,제5조의2,제5조의2,"[제5조의2] ④ 공정거래위원회 또는 시ㆍ도지사는 제2항에 따른 등록신청이 있으면 등록신청일부터 30일(법 제6조의4에 따라 등록이 취소된 가맹본부가 다시 등록을 신청한 경우에는 2개월) 이내에 가맹본부에 별지 제2호서식의 정보공개서 등록증(이하 “등록증”이라 한다)을 내주어야 하며, 법 제6조의2제5항에 따른 가맹사업정보제공시스템(이하 “가맹정 보시스템”",0.400,,1,절차적 완결성 (세부 시행규칙)
29,가맹사업법,정보공개서 등록 취소 사유,제6조의4,0.000,8,제6조의3,제6조의3,"[제6조의3] <개 정 2016. 12. 20., 2018. 1. 16., 2021. 5. 18.> 1. 정보공개서나 그 밖의 신청서류에 거짓이 있거나 필요한 내용을 적지 아니한 경우 2. 정보공개서에 기재된 가맹사업의 내용에 다른 법률에서 금지하고 있는 사항이 포함되어 있는 경우 3. 제6조의2제1항에 따라 정보공개서를 신규로 등록하는 경우 등록 신청일",0.400,,1,등록 취소 사유 규정
29,가맹사업법,정보공개서 등록 취소 사유,제6조의4,0.000,9,제5조의7,제5조의7(정보공개서의 등록 등에 관한 사무처리지침),"제5조의7(정보공개서의 등록 등에 관한 사무처리지침) 공정거래위원회는 공정거래위원회와 시ㆍ도지사 간 정보공개서 의 등록ㆍ공개 및 등록취소 등에 관한 일관된 사무처리를 위하여 제5조의2부터 제5조의6까지의 규정의 시행에 필요 한 세부사항을 정할 수 있다. <개정 2021. 11. 19.> [본조신설 2018. 12. 18.] [제5조의6에서 이동, 종전 제5",0.400,,1,등록 취소 사무처리 규정
29,가맹사업법,정보공개서 등록 취소 사유,제6조의4,0.000,10,제6조의2,제6조의2,"제6조의2 및 제6조의3에 따른 정보공개서의 등록, 등록 거부 및 공개 등에 관한 업무 2. 제14조의3에 따른 등록가맹점사업자단체의 등록ㆍ변경등록에 관한 업무 3. 제27조제1항에 따른 가맹거래사 자격시험의 시행 및 관리 업무 가맹사업거래의 공정화에 관한 법률 [시행일: 2026. 12. 31.]",0.400,,0,등록 취소 사유와 무관
30,가맹사업법,정보공개서 허위 기재 처벌,제41조 / 제4조 / 제6조의2 / 제6조의3 / 제9조,0.600,1,제37조의2,제37조의2,[제37조의2] ③ 법원은 제2항의 배상액을 정할 때에는 다음 각 호의 사항을 고려하여야 한다. 1. 고의 또는 손해 발생의 우려를 인식한 정도 2. 위반행위로 인하여 가맹점사업자가 입은 피해 규모 3. 위법행위로 인하여 가맹본부가 취득한 경제적 이익 4. 위반행위에 따른 벌금 및 과징금 5. 위반행위의 기간ㆍ횟수 6. 가맹본부의 재산상태 7. 가맹본부의,0.772,,0,허위 기재 처벌 관련 없음
30,가맹사업법,정보공개서 허위 기재 처벌,제41조 / 제4조 / 제6조의2 / 제6조의3 / 제9조,0.600,2,제41조,제41조,[제41조] ④ 제29조의2를 위반하여 가맹거래사 등록증을 빌려주거나 빌린 자 또는 이를 알선한 자는 1년 이하의 징역 또는 1천만원 이하의 벌금에 처한다.<신설 2022. 1. 4.>,0.740,1,,
30,가맹사업법,정보공개서 허위 기재 처벌,제41조 / 제4조 / 제6조의2 / 제6조의3 / 제9조,0.600,3,제12조의5,제12조의5,또는 이와 유사한 표지를 제작하거나 사용한 자 ④ 제29조의2를 위반하여 가맹거래사 등록증을 빌려주거나 빌린 자 또는 이를 알선한 자는 1년 이하의 징역 또는 1천만원 이하의 벌금에 처한다.<신설 2022. 1. 4.> ⑤제6조의5제4항을 위반하여 거짓이나 그 밖의 부정한 방법으로 예치가맹금의 지급을 요청한 자는 예치가맹금의 2배에 상당하는 금액 이하의 벌,0.774,,0,허위 기재와 관련 없음
