law,query,expected_articles,returned_article,match,snippet,f1,human_verdict,action
가맹사업법,가맹점사업자 단체 구성 권리,제14조의2,제2조,,8. “가맹중개인”이라 함은 가맹본부 또는 가맹지역본부로부터 가맹점사업자를 모집하거나 가맹계약을 준비 또는 체 결하는 업무를 위탁받은 자를 말한다. 9. “가맹계약서”라 함은 가맹사업의 구체적 내용과 조건 등에 있어,0.5,O,정답에 추가
가맹사업법,가맹점사업자 단체 구성 권리,제14조의2,제14조의2,정답,[제14조의2] ① 가맹점사업자는 권익보호 및 경제적 지위 향상을 도모하기 위하여 단체(이하 “가맹점사업자단체”라 한다)를 구성할 수 있다. 가맹사업거래의 공정화에 관한 법률,0.5,O,
가맹사업법,가맹점사업자 단체 구성 권리,제14조의2,제14조의3,,제14조의3(가맹점사업자단체의 등록 등),0.5,X,무관 (전문가)
가맹사업법,가맹계약서 필수 기재 사항,제11조,제14조의2,,제14조의2(가맹점사업자단체의 거래조건 변경 협의 등),0.0,X,무관 (전문가)
가맹사업법,가맹계약서 필수 기재 사항,제11조,제4조,,제4조(정보공개서의 기재사항) ①법 제2조제10호 각 목 외의 부분에서 “대통령령으로 정하는 사항”이란 별표 1의 기재 사항(이하 “정보공개사항”이라 한다)을 말한다. <개정 2008. 1. 31.> ②정보공개서는,0.0,X,무관 (전문가)
가맹사업법,가맹계약서 필수 기재 사항,제11조,제11조의2,,제11조의2(표준가맹계약서) ① 공정거래위원회는 건전한 가맹사업거래질서를 확립하고 불공정한 내용의 가맹계약이 통용되는 것을 방지하기 위하여 일정한 가맹사업거래에서 표준이 되는 가맹계약서(이하 “표준가맹계약서”라 한다,0.0,O,정답에 추가 (전문가)
가맹사업법,가맹계약서 필수 기재 사항,제11조,제6조의2,,[제6조의2] ② 가맹본부는 제1항에 따라 등록한 정보공개서의 기재사항 중 대통령령으로 정하는 사항을 변경하려는 경우에는 대통령령으로 정하는 기한 이내에 공정거래위원회 또는 시ㆍ도지사에게 기재사항의 변경등록을 하여야,0.0,X,무관 (전문가)
가맹사업법,가맹계약서 필수 기재 사항,제11조,제2조,,9. “가맹계약서”라 함은 가맹사업의 구체적 내용과 조건 등에 있어 가맹본부 또는 가맹점사업자(이하 “가맹사업당사 자”라 한다)의 권리와 의무에 관한 사항(특수한 거래조건이나 유의사항이 있는 경우에는 이를 포함한다),0.0,X,무관 (전문가)
가맹사업법,가맹계약서 필수 기재 사항,제11조,,MISS,[미반환] 기대 조문: 제11조,0.0,,정답 유지
가맹사업법,가맹본부 의무 사항 총칙,제5조,제13조,,[제13조] 그 밖에 가맹점사업자가 가맹사업을 정상적으로 유지하기 위하여 필요하다고 인정되는 것으로서 대통령령으 로 정하는 사항,0.0,O,정답에 추가
가맹사업법,가맹본부 의무 사항 총칙,제5조,제9조,,[제9조] ⑥ 가맹본부는 예상매출액 산정서를 가맹계약 체결일부터 5년간 보관하여야 한다.<신설 2013. 8. 13.>,0.0,X,무관 (전문가)
가맹사업법,가맹본부 의무 사항 총칙,제5조,제2조,,4. “가맹희망자”란 가맹계약을 체결하기 위하여 가맹본부나 가맹지역본부와 상담하거나 협의하는 자를 말한다. 5. “가맹점운영권”이란 가맹점사업자가 가맹본부의 가맹사업과 관련하여 가맹점을 운영할 수 있는 계약상의 권리,0.0,O,정답에 추가
가맹사업법,가맹본부 의무 사항 총칙,제5조,,MISS,[미반환] 기대 조문: 제5조,0.0,,정답 유지
상가임대차보호법,권리금 회수 기회 보호 상가임대차보호법,제10조의4 / 제10조의5,제10조의4,정답,제10조의4(권리금 회수기회 보호 등),0.333,O,
상가임대차보호법,권리금 회수 기회 보호 상가임대차보호법,제10조의4 / 제10조의5,제5조,,"[제5조] ① 임차인이 임차건물에 대하여 보증금반환청구소송의 확정판결, 그 밖에 이에 준하는 집행권원 에 의하여 경매를 신청하는 경우에는 「민사집행법」 제41조에도 불구하고 반대의무의 이행이나 이행의 제공을 집행 상",0.333,X,무관
상가임대차보호법,권리금 회수 기회 보호 상가임대차보호법,제10조의4 / 제10조의5,제10조의3,,"제10조의3(권리금의 정의 등) ① 권리금이란 임대차 목적물인 상가건물에서 영업을 하는 자 또는 영업을 하려는 자가 영업시설ㆍ비품, 거래처, 신용, 영업상의 노하우, 상가건물의 위치에 따른 영업상의 이점 등 유형ㆍ무",0.333,O,정답에 추가
상가임대차보호법,권리금 회수 기회 보호 상가임대차보호법,제10조의4 / 제10조의5,제10조의6,,제10조의6(표준권리금계약서의 작성 등) 국토교통부장관은 법무부장관과 협의를 거쳐 임차인과 신규임차인이 되려는 자의 권리금 계약 체결을 위한 표준권리금계약서를 정하여 그 사용을 권장할 수 있다. <개정 2020. 7,0.333,O,정답에 추가
상가임대차보호법,권리금 회수 기회 보호 상가임대차보호법,제10조의4 / 제10조의5,,MISS,[미반환] 기대 조문: 제10조의5,0.333,,정답 유지
상가임대차보호법,권리금 정의 유형 상가임대차보호법,제10조의3,제18조,,제18조(「소액사건심판법」의 준용) 임차인이 임대인에게 제기하는 보증금반환청구소송에 관하여는 「소액사건심판법」 제6조ㆍ제7조ㆍ,0.333,X,무관 (미매핑)
상가임대차보호법,권리금 정의 유형 상가임대차보호법,제10조의3,제6조,,"그에 대한 재판 또는 임차권등기명령의 집행 등에 관하여는 「민사집행법」 제280조제 상가건물 임대차보호법 1항, 제281조, 제283조, 제285조, 제286조, 제288조제1항ㆍ제2항 본문, 제289조, 제290조",0.333,X,무관
상가임대차보호법,권리금 정의 유형 상가임대차보호법,제10조의3,제5조,,"제5조(보증금의 회수) ① 임차인이 임차건물에 대하여 보증금반환청구소송의 확정판결, 그 밖에 이에 준하는 집행권원 에 의하여 경매를 신청하는 경우에는 「민사집행법」 제41조에도 불구하고 반대의무의 이행이나 이행의 제",0.333,X,무관
상가임대차보호법,권리금 정의 유형 상가임대차보호법,제10조의3,제10조의4,,제10조의4(권리금 회수기회 보호 등),0.333,O,정답에 추가
상가임대차보호법,권리금 정의 유형 상가임대차보호법,제10조의3,제10조의3,정답,"제10조의3(권리금의 정의 등) ① 권리금이란 임대차 목적물인 상가건물에서 영업을 하는 자 또는 영업을 하려는 자가 영업시설ㆍ비품, 거래처, 신용, 영업상의 노하우, 상가건물의 위치에 따른 영업상의 이점 등 유형ㆍ무",0.333,O,
상가임대차보호법,임대인 권리금 방해 행위 금지,제10조의4,제10조,,[제10조] 다른 법령에 따라 철거 또는 재건축이 이루어지는 경우 8. 그 밖에 임차인이 임차인으로서의 의무를 현저히 위반하거나 임대차를 계속하기 어려운 중대한 사유가 있는 경 우,0.333,O,정답에 추가 (전문가)
상가임대차보호법,임대인 권리금 방해 행위 금지,제10조의4,제7조,,[제7조] ②임차인의 보증금중 일정액이 상가건물의 가액의 2분의 1을 초과하는 경우에는 상가건물의 가액의 2분의 1에 해 당하는 금액에 한하여 우선변제권이 있다.<개정 2013. 12. 30.>,0.333,X,무관
상가임대차보호법,임대인 권리금 방해 행위 금지,제10조의4,제6조,,[제6조] ⑨ 금융기관등은 임차인을 대위하여 제1항의 임차권등기명령을 신청할 수 있다. 이 경우 제3항ㆍ제4항 및 제8항의 “임차인”은 “금융기관등”으로 본다.<신설 2013. 8. 13.> [전문개정 2009. 1,0.333,X,무관
상가임대차보호법,임대인 권리금 방해 행위 금지,제10조의4,제10조의3,,"제10조의3(권리금의 정의 등) ① 권리금이란 임대차 목적물인 상가건물에서 영업을 하는 자 또는 영업을 하려는 자가 영업시설ㆍ비품, 거래처, 신용, 영업상의 노하우, 상가건물의 위치에 따른 영업상의 이점 등 유형ㆍ무",0.333,O,정답에 추가
상가임대차보호법,임대인 권리금 방해 행위 금지,제10조의4,제10조의4,정답,[제10조의4] ① 임대인은 임대차기간이 끝나기 6개월 전부터 임대차 종료 시까지 다음 각 호의 어느 하나에 해당하는 행위를 함으로써 권리금 계약에 따라 임차인이 주선한 신규임차인이 되려는 자로부터 권리금 을 지급받,0.333,O,
상가임대차보호법,권리금 손해배상 청구,제10조의4,제10조의4,정답,제10조의4(권리금 회수기회 보호 등),0.333,O,
상가임대차보호법,권리금 손해배상 청구,제10조의4,제7조,,[제7조] ②임차인의 보증금중 일정액이 상가건물의 가액의 2분의 1을 초과하는 경우에는 상가건물의 가액의 2분의 1에 해 당하는 금액에 한하여 우선변제권이 있다.<개정 2013. 12. 30.>,0.333,X,무관
상가임대차보호법,권리금 손해배상 청구,제10조의4,제11조,,금액에 달할 때 까지는 같은 항 단서를 적용하지 아니한다.<신설 2020. 9. 29.> [전문개정 2009. 1. 30.],0.333,X,무관 (전문가)
상가임대차보호법,권리금 손해배상 청구,제10조의4,제10조의3,,"제10조의3(권리금의 정의 등) ① 권리금이란 임대차 목적물인 상가건물에서 영업을 하는 자 또는 영업을 하려는 자가 영업시설ㆍ비품, 거래처, 신용, 영업상의 노하우, 상가건물의 위치에 따른 영업상의 이점 등 유형ㆍ무",0.333,O,정답에 추가
상가임대차보호법,권리금 손해배상 청구,제10조의4,제10조의6,,제10조의6(표준권리금계약서의 작성 등) 국토교통부장관은 법무부장관과 협의를 거쳐 임차인과 신규임차인이 되려는 자의 권리금 계약 체결을 위한 표준권리금계약서를 정하여 그 사용을 권장할 수 있다. <개정 2020. 7,0.333,O,정답에 추가
상가임대차보호법,표준권리금계약서 작성,제10조의6,제19조,,"제19조(표준계약서의 작성 등) 법무부장관은 국토교통부장관과 협의를 거쳐 보증금, 차임액, 임대차기간, 수선비 분담 등의 내용이 기재된 상가건물임대차표준계약서를 정하여 그 사용을 권장할 수 있다. <개정 2020.",0.4,X,무관 (미매핑)
상가임대차보호법,표준권리금계약서 작성,제10조의6,제10조의6,정답,제10조의6(표준권리금계약서의 작성 등) 국토교통부장관은 법무부장관과 협의를 거쳐 임차인과 신규임차인이 되려는 자의 권리금 계약 체결을 위한 표준권리금계약서를 정하여 그 사용을 권장할 수 있다. <개정 2020. 7,0.4,O,
상가임대차보호법,표준권리금계약서 작성,제10조의6,제10조의4,,[제10조의4] ① 임대인은 임대차기간이 끝나기 6개월 전부터 임대차 종료 시까지 다음 각 호의 어느 하나에 해당하는 행위를 함으로써 권리금 계약에 따라 임차인이 주선한 신규임차인이 되려는 자로부터 권리금 을 지급받,0.4,O,정답에 추가
상가임대차보호법,표준권리금계약서 작성,제10조의6,제4조,,"제4조(확정일자 부여 및 임대차정보의 제공 등) ① 제5조제2항의 확정일자는 상가건물의 소재지 관할 세무서장이 부여 한다. ② 관할 세무서장은 해당 상가건물의 소재지, 확정일자 부여일, 차임 및 보증금 등을 기재한",0.4,X,무관 (전문가)
상가임대차보호법,권리금 회수 거부 사유,제10조의4,제5조,,[제5조] ③ 임차인은 임차건물을 양수인에게 인도하지 아니하면 제2항에 따른 보증금을 받을 수 없다.,0.5,X,무관
상가임대차보호법,권리금 회수 거부 사유,제10조의4,제10조,,[제10조] <개정 2013. 8. 13.> 1. 임차인이 3기의 차임액에 해당하는 금액에 이르도록 차임을 연체한 사실이 있는 경우 2. 임차인이 거짓이나 그 밖의 부정한 방법으로 임차한 경우 3. 서로 합의하여 임,0.5,X,무관 (전문가)
상가임대차보호법,권리금 회수 거부 사유,제10조의4,제10조의4,정답,제10조의4(권리금 회수기회 보호 등),0.5,O,
상가임대차보호법,신규 임차인 주선 권리금,제10조의4,제7조,,제7조(우선변제를 받을 보증금의 범위 등),0.4,X,무관
상가임대차보호법,신규 임차인 주선 권리금,제10조의4,제10조의4,정답,[제10조의4] ⑤ 임차인은 임대인에게 임차인이 주선한 신규임차인이 되려는 자의 보증금 및 차임을 지급할 자력 또는 그 밖에 임차인으로서의 의무를 이행할 의사 및 능력에 관하여 자신이 알고 있는 정보를 제공하여야 한,0.4,O,
상가임대차보호법,신규 임차인 주선 권리금,제10조의4,제6조,,[제6조] ⑨ 금융기관등은 임차인을 대위하여 제1항의 임차권등기명령을 신청할 수 있다. 이 경우 제3항ㆍ제4항 및 제8항의 “임차인”은 “금융기관등”으로 본다.<신설 2013. 8. 13.> [전문개정 2009. 1,0.4,X,무관
상가임대차보호법,신규 임차인 주선 권리금,제10조의4,제10조,,[제10조] 다른 법령에 따라 철거 또는 재건축이 이루어지는 경우 8. 그 밖에 임차인이 임차인으로서의 의무를 현저히 위반하거나 임대차를 계속하기 어려운 중대한 사유가 있는 경 우,0.4,X,무관 (전문가)
상가임대차보호법,권리금 반환 청구 기간,제10조의4,제18조,,제18조(「소액사건심판법」의 준용) 임차인이 임대인에게 제기하는 보증금반환청구소송에 관하여는 「소액사건심판법」 제6조ㆍ제7조ㆍ,0.0,X,무관 (미매핑)
상가임대차보호법,권리금 반환 청구 기간,제10조의4,제5조,,[제5조] ⑥ 제4항에 따라 이의신청을 받은 체납처분청은 이해관계인이 이의신청일부터 7일 이내에 임차인 또는 제7항에 따 라 우선변제권을 승계한 금융기관 등을 상대로 소(訴)를 제기한 것을 증명한 때에는 그 소송이,0.0,X,무관
상가임대차보호법,권리금 반환 청구 기간,제10조의4,제10조의3,,"제10조의3(권리금의 정의 등) ① 권리금이란 임대차 목적물인 상가건물에서 영업을 하는 자 또는 영업을 하려는 자가 영업시설ㆍ비품, 거래처, 신용, 영업상의 노하우, 상가건물의 위치에 따른 영업상의 이점 등 유형ㆍ무",0.0,O,정답에 추가
상가임대차보호법,권리금 반환 청구 기간,제10조의4,제10조의6,,제10조의6(표준권리금계약서의 작성 등) 국토교통부장관은 법무부장관과 협의를 거쳐 임차인과 신규임차인이 되려는 자의 권리금 계약 체결을 위한 표준권리금계약서를 정하여 그 사용을 권장할 수 있다. <개정 2020. 7,0.0,O,정답에 추가
상가임대차보호법,권리금 반환 청구 기간,제10조의4,,MISS,[미반환] 기대 조문: 제10조의4,0.0,,정답 유지
상가임대차보호법,계약갱신요구권 갱신거절 임대차기간 10년 상가건물 임대차보호법,제10조 / 제10조의2 / 제9조,제10조의9,,"제10조의9(계약 갱신요구 등에 관한 임시 특례) 임차인이 이 법(법률 제17490호 상가건물 임대차보호법 일부개정법률 을 말한다) 시행일부터 6개월까지의 기간 동안 연체한 차임액은 제10조제1항제1호, 제10조의4",0.25,O,정답에 추가
상가임대차보호법,계약갱신요구권 갱신거절 임대차기간 10년 상가건물 임대차보호법,제10조 / 제10조의2 / 제9조,제11조,,[제11조] ② 제1항에 따른 증액 청구는 임대차계약 또는 약정한 차임 등의 증액이 있은 후 1년 이내에는 하지 못한다. 상가건물 임대차보호법,0.25,X,무관 (전문가)
상가임대차보호법,계약갱신요구권 갱신거절 임대차기간 10년 상가건물 임대차보호법,제10조 / 제10조의2 / 제9조,제14조의2,,"[제14조의2] ④ 위원회의 위원은 다음 각 호의 어느 하나에 해당하는 사람 중에서 위원장이 임명하거나 위촉하되, 제1호부터 제 6호까지에 해당하는 위원을 각각 1명 이상 임명하거나 위촉하여야 하고, 위원 중 2분의",0.25,X,무관 (미매핑)
상가임대차보호법,계약갱신요구권 갱신거절 임대차기간 10년 상가건물 임대차보호법,제10조 / 제10조의2 / 제9조,제10조,정답,[제10조] ② 임차인의 계약갱신요구권은 최초의 임대차기간을 포함한 전체 임대차기간이 10년을 초과하지 아니하는 범위에 서만 행사할 수 있다.<개정 2018. 10. 16.>,0.25,O,
상가임대차보호법,계약갱신요구권 갱신거절 임대차기간 10년 상가건물 임대차보호법,제10조 / 제10조의2 / 제9조,제3조의2,,제3조의2(이해관계인의 범위) 법 제4조제3항에 따라 정보의 제공을 요청할 수 있는 상가건물의 임대차에 이해관계가 있는 자(이하 “이해관계인”이라 한다)는 다음 각 호의 어느 하나에 해당하는 자로 한다. 상가건물 임,0.25,X,무관 (미매핑)
상가임대차보호법,계약갱신요구권 갱신거절 임대차기간 10년 상가건물 임대차보호법,제10조 / 제10조의2 / 제9조,,MISS,[미반환] 기대 조문: 제10조의2,0.25,,정답 유지
상가임대차보호법,계약갱신요구권 갱신거절 임대차기간 10년 상가건물 임대차보호법,제10조 / 제10조의2 / 제9조,,MISS,[미반환] 기대 조문: 제9조,0.25,,정답 유지
상가임대차보호법,임대차 기간 최소 보장 상가건물,제9조,제2조,,"[제2조] ① 이 법은 상가건물(제3조제1항에 따른 사업자등록의 대상이 되는 건물을 말한다)의 임대차(임대차 목적물의 주된 부분을 영업용으로 사용하는 경우를 포함한다)에 대하여 적용한다. 다만, 제14조의2에 따른",0.0,X,무관 (전문가)
상가임대차보호법,임대차 기간 최소 보장 상가건물,제9조,제6조,,"[제6조] ① 임대차가 종료된 후 보증금이 반환되지 아니한 경우 임차인은 임차건물의 소재지를 관할하 는 지방법원, 지방법원지원 또는 시ㆍ군법원에 임차권등기명령을 신청할 수 있다. <개정 2013. 8. 13.>",0.0,X,무관
상가임대차보호법,임대차 기간 최소 보장 상가건물,제9조,제21조,,제21조(주택임대차분쟁조정위원회 준용) 조정위원회에 대하여는 이 법에 규정한 사항 외에는 주택임대차분쟁조정위원 회에 관한 「주택임대차보호법」 제14조부터 제29조까지의 규정을 준용한다. 이 경우 “주택임대차분쟁조정위,0.0,X,무관
상가임대차보호법,임대차 기간 최소 보장 상가건물,제9조,,MISS,[미반환] 기대 조문: 제9조,0.0,,정답 유지
상가임대차보호법,계약갱신 거절 사유,제10조,제11조의2,,제11조의2(폐업으로 인한 임차인의 해지권) ① 임차인은 「감염병의 예방 및 관리에 관한 법률」 제49조제1항제2호에 따른 집합 제한 또는 금지 조치(같은 항 제2호의2에 따라 운영시간을 제한한 조치를 포함한다)를,0.4,X,무관 (미매핑)
상가임대차보호법,계약갱신 거절 사유,제10조,제10조의2,,"제10조의2(계약갱신의 특례) 제2조제1항 단서에 따른 보증금액을 초과하는 임대차의 계약갱신의 경우에는 당사자는 상가건물에 관한 조세, 공과금, 주변 상가건물의 차임 및 보증금, 그 밖의 부담이나 경제사정의 변동 등",0.4,O,정답에 추가
상가임대차보호법,계약갱신 거절 사유,제10조,제10조,정답,"[제10조] ① 임대인은 임차인이 임대차기간이 만료되기 6개월 전부터 1개월 전까지 사이에 계약갱신 을 요구할 경우 정당한 사유 없이 거절하지 못한다. 다만, 다음 각 호의 어느 하나의 경우에는 그러하지 아니하다.",0.4,O,
상가임대차보호법,계약갱신 거절 사유,제10조,제11조,,"제11조 및 제12조는 전대인(轉貸人)과 전차인(轉借人)의 전대차관계에 적용한다. <개정 2015. 5. 13., 2020. 9. 29.> ② 임대인의 동의를 받고 전대차계약을 체결한 전차인은 임차인의 계약갱신요구권",0.4,X,무관 (전문가)
상가임대차보호법,10년 계약갱신 기간 상가건물,제10조,제10조,정답,[제10조] 다른 법령에 따라 철거 또는 재건축이 이루어지는 경우 8. 그 밖에 임차인이 임차인으로서의 의무를 현저히 위반하거나 임대차를 계속하기 어려운 중대한 사유가 있는 경 우,0.5,O,
상가임대차보호법,10년 계약갱신 기간 상가건물,제10조,제7조,,[제7조] ②임차인의 보증금중 일정액이 상가건물의 가액의 2분의 1을 초과하는 경우에는 상가건물의 가액의 2분의 1에 해 당하는 금액에 한하여 우선변제권이 있다.<개정 2013. 12. 30.>,0.5,X,무관
상가임대차보호법,10년 계약갱신 기간 상가건물,제10조,제10조의2,,"제10조의2(계약갱신의 특례) 제2조제1항 단서에 따른 보증금액을 초과하는 임대차의 계약갱신의 경우에는 당사자는 상가건물에 관한 조세, 공과금, 주변 상가건물의 차임 및 보증금, 그 밖의 부담이나 경제사정의 변동 등",0.5,O,정답에 추가
상가임대차보호법,임대차 계약갱신 특례,제10조의2,제11조의2,,제11조의2(폐업으로 인한 임차인의 해지권) ① 임차인은 「감염병의 예방 및 관리에 관한 법률」 제49조제1항제2호에 따른 집합 제한 또는 금지 조치(같은 항 제2호의2에 따라 운영시간을 제한한 조치를 포함한다)를,0.333,X,무관 (미매핑)
상가임대차보호법,임대차 계약갱신 특례,제10조의2,제11조,,"제11조 및 제12조는 전대인(轉貸人)과 전차인(轉借人)의 전대차관계에 적용한다. <개정 2015. 5. 13., 2020. 9. 29.> ② 임대인의 동의를 받고 전대차계약을 체결한 전차인은 임차인의 계약갱신요구권",0.333,X,무관 (전문가)
상가임대차보호법,임대차 계약갱신 특례,제10조의2,제10조,,[제10조] ② 임차인의 계약갱신요구권은 최초의 임대차기간을 포함한 전체 임대차기간이 10년을 초과하지 아니하는 범위에 서만 행사할 수 있다.<개정 2018. 10. 16.>,0.333,O,정답에 추가
상가임대차보호법,임대차 계약갱신 특례,제10조의2,제21조,,제21조(주택임대차분쟁조정위원회 준용) 조정위원회에 대하여는 이 법에 규정한 사항 외에는 주택임대차분쟁조정위원 회에 관한 「주택임대차보호법」 제14조부터 제29조까지의 규정을 준용한다. 이 경우 “주택임대차분쟁조정위,0.333,X,무관
상가임대차보호법,임대차 계약갱신 특례,제10조의2,제10조의2,정답,"제10조의2(계약갱신의 특례) 제2조제1항 단서에 따른 보증금액을 초과하는 임대차의 계약갱신의 경우에는 당사자는 상가건물에 관한 조세, 공과금, 주변 상가건물의 차임 및 보증금, 그 밖의 부담이나 경제사정의 변동 등",0.333,O,
상가임대차보호법,묵시적 갱신 상가 임대차,제10조,제7조,,[제7조] ②임차인의 보증금중 일정액이 상가건물의 가액의 2분의 1을 초과하는 경우에는 상가건물의 가액의 2분의 1에 해 당하는 금액에 한하여 우선변제권이 있다.<개정 2013. 12. 30.>,0.0,X,무관
상가임대차보호법,묵시적 갱신 상가 임대차,제10조,제6조,,[제6조] ⑨ 금융기관등은 임차인을 대위하여 제1항의 임차권등기명령을 신청할 수 있다. 이 경우 제3항ㆍ제4항 및 제8항의 “임차인”은 “금융기관등”으로 본다.<신설 2013. 8. 13.> [전문개정 2009. 1,0.0,X,무관
상가임대차보호법,묵시적 갱신 상가 임대차,제10조,제5조,,조에 따른 임대차등기가 말소된 경우 ⑨ 금융기관등은 우선변제권을 행사하기 위하여 임차인을 대리하거나 대위하여 임대차를 해지할 수 없다.<신설 2013. 8. 13.> [전문개정 2009. 1. 30.],0.0,X,무관
상가임대차보호법,묵시적 갱신 상가 임대차,제10조,제3조의3,,"[제3조의3] ② 임대차계약의 당사자가 아닌 이해관계인 또는 임대차계약을 체결하려는 자는 관할 세무서장에게 다음 각 호의 사항이 기재된 서면의 열람 또는 교부를 요청할 수 있다. 1. 상가건물의 소재지, 임대차 목적",0.0,X,무관
상가임대차보호법,묵시적 갱신 상가 임대차,제10조,,MISS,[미반환] 기대 조문: 제10조,0.0,,정답 유지
상가임대차보호법,임대인 갱신거절 통지 기간,제10조,제11조의2,,제11조의2(폐업으로 인한 임차인의 해지권) ① 임차인은 「감염병의 예방 및 관리에 관한 법률」 제49조제1항제2호에 따른 집합 제한 또는 금지 조치(같은 항 제2호의2에 따라 운영시간을 제한한 조치를 포함한다)를,0.333,X,무관 (미매핑)
상가임대차보호법,임대인 갱신거절 통지 기간,제10조,제10조,정답,[제10조] ④ 임대인이 제1항의 기간 이내에 임차인에게 갱신 거절의 통지 또는 조건 변경의 통지를 하지 아니한 경우에는 그 기간이 만료된 때에 전 임대차와 동일한 조건으로 다시 임대차한 것으로 본다. 이 경우에 임,0.333,O,
상가임대차보호법,임대인 갱신거절 통지 기간,제10조,제9조,,"제9조(임대차기간 등) ① 기간을 정하지 아니하거나 기간을 1년 미만으로 정한 임대차는 그 기간을 1년으로 본다. 다만, 임차인은 1년 미만으로 정한 기간이 유효함을 주장할 수 있다. ② 임대차가 종료한 경우에도 임",0.333,O,정답에 추가
상가임대차보호법,임대인 갱신거절 통지 기간,제10조,제19조의2,,제19조의2(관리비 내역의 제공) ① 임대차계약 시 합의로 임차인이 임대인에게 상가건물의 유지관리를 위하여 필요한 관리비를 납부하는 경우 임차인은 임대인에게 그 부과된 관리비 내역의 제공을 요청할 수 있다. ② 제1,0.333,X,무관 (미매핑)
상가임대차보호법,임대인 갱신거절 통지 기간,제10조,제11조,,"제11조 및 제12조는 전대인(轉貸人)과 전차인(轉借人)의 전대차관계에 적용한다. <개정 2015. 5. 13., 2020. 9. 29.> ② 임대인의 동의를 받고 전대차계약을 체결한 전차인은 임차인의 계약갱신요구권",0.333,X,무관 (전문가)
상가임대차보호법,환산보증금 차임 증감청구 보증금 보호,제11조 / 제12조 / 제2조,제6조,,제6조(우선변제를 받을 임차인의 범위) 법 제14조의 규정에 의하여 우선변제를 받을 임차인은 보증금과 차임이 있는 경우 법 제2조제2항의 규정에 의하여 환산한 금액의 합계가 다음 각호의 구분에 의한 금액 이하인 임차,0.25,O,정답에 추가
상가임대차보호법,환산보증금 차임 증감청구 보증금 보호,제11조 / 제12조 / 제2조,제7조,,제7조(우선변제를 받을 보증금의 범위 등),0.25,O,정답에 추가
상가임대차보호법,환산보증금 차임 증감청구 보증금 보호,제11조 / 제12조 / 제2조,제10조의2,,"제10조의2(계약갱신의 특례) 제2조제1항 단서에 따른 보증금액을 초과하는 임대차의 계약갱신의 경우에는 당사자는 상가건물에 관한 조세, 공과금, 주변 상가건물의 차임 및 보증금, 그 밖의 부담이나 경제사정의 변동 등",0.25,O,정답에 추가
상가임대차보호법,환산보증금 차임 증감청구 보증금 보호,제11조 / 제12조 / 제2조,제2조,정답,"[제2조] ② 제1항 단서에 따른 보증금액을 정할 때에는 해당 지역의 경제 여건 및 임대차 목적물의 규모 등을 고려하여 지 역별로 구분하여 규정하되, 보증금 외에 차임이 있는 경우에는 그 차임액에 「은행법」에 따른",0.25,O,
상가임대차보호법,환산보증금 차임 증감청구 보증금 보호,제11조 / 제12조 / 제2조,제14조,,제14조(보증금 중 일정액의 보호) ① 임차인은 보증금 중 일정액을 다른 담보물권자보다 우선하여 변제받을 권리가 있 다. 이 경우 임차인은 건물에 대한 경매신청의 등기 전에 제3조제1항의 요건을 갖추어야 한다. ②,0.25,O,정답에 추가
상가임대차보호법,환산보증금 차임 증감청구 보증금 보호,제11조 / 제12조 / 제2조,,MISS,[미반환] 기대 조문: 제11조,0.25,,정답 유지
상가임대차보호법,환산보증금 차임 증감청구 보증금 보호,제11조 / 제12조 / 제2조,,MISS,[미반환] 기대 조문: 제12조,0.25,,정답 유지
상가임대차보호법,보증금 우선변제 상가건물,제14조 / 제5조,제7조,,[제7조] ②임차인의 보증금중 일정액이 상가건물의 가액의 2분의 1을 초과하는 경우에는 상가건물의 가액의 2분의 1에 해 당하는 금액에 한하여 우선변제권이 있다.<개정 2013. 12. 30.>,0.0,O,정답에 추가
상가임대차보호법,보증금 우선변제 상가건물,제14조 / 제5조,제6조,,[제6조] ⑨ 금융기관등은 임차인을 대위하여 제1항의 임차권등기명령을 신청할 수 있다. 이 경우 제3항ㆍ제4항 및 제8항의 “임차인”은 “금융기관등”으로 본다.<신설 2013. 8. 13.> [전문개정 2009. 1,0.0,O,정답에 추가
상가임대차보호법,보증금 우선변제 상가건물,제14조 / 제5조,제10조의2,,"제10조의2(계약갱신의 특례) 제2조제1항 단서에 따른 보증금액을 초과하는 임대차의 계약갱신의 경우에는 당사자는 상가건물에 관한 조세, 공과금, 주변 상가건물의 차임 및 보증금, 그 밖의 부담이나 경제사정의 변동 등",0.0,O,정답에 추가
상가임대차보호법,보증금 우선변제 상가건물,제14조 / 제5조,제14조의2,,[제14조의2] ① 상가건물 임대차에 관한 다음 각 호의 사항을 심의하기 위하여 법무부에 상가건 물임대차위원회(이하 “위원회”라 한다)를 둔다. 1. 제2조제1항 단서에 따른 보증금액 2. 제14조에 따라 우선변제를,0.0,X,무관 (미매핑)
상가임대차보호법,보증금 우선변제 상가건물,제14조 / 제5조,,MISS,[미반환] 기대 조문: 제14조,0.0,,정답 유지
상가임대차보호법,보증금 우선변제 상가건물,제14조 / 제5조,,MISS,[미반환] 기대 조문: 제5조,0.0,,정답 유지
