station_id,station_name,sigungu_code,dong_code,lat,lon,opened_at
1809,1809. LG전자 별관동(호서대 벤처타워 맞은편),,,,,
181,181. 망원초록길 입구,,,,,
1812,1812. 갑을그레이트밸리 앞,,,,,
1814,1814. 두산위브아파트 옆 상가건물 앞,,,,,
1819,1819. 금천구청 앞 자전거거치대,,,,,
182,182. 망원2빗물펌프장 앞,,,,,
1820,1820. 신한은행 시흥대로금융센터지점,,,,,
1821,1821. 홈플러스 시흥점 맞은편 다비치안경 앞,,,,,
1822,1822. 서울 시흥동우체국 앞,,,,,
1823,1823. W컨템포오피스텔앞,,,,,
1824,1824. 독산근린공원 입구,,,,,
1825,1825. 한신아파트 앞 육교 아래,,,,,
1826,1826. 한신코아 앞,,,,,
1827,1827. 독산보도육교 앞 자전거 보관소,,,,,
1828,1828. 한양수자인아파트 앞,,,,,
1829,1829. 홈플러스 금천점 앞,,,,,
183,183. 하늘채코오롱아파트 건너편,,,,,
1830,1830. 빅마켓 금천점 앞,,,,,
1831,1831. 한국전력 구로금천지사 앞,,,,,
1833,1833. 독산역 1번출구 A,,,,,
1834,1834. 월드메르디앙 벤처센터 2차,,,,,
1835,1835. STX V타워,,,,,
1836,1836. 금천구립 독산도서관,,,,,
1839,1839. 수출의 다리 아래,,,,,
184,184.망원우체국사거리 인근,,,,,
1840,1840. 솔브레인이엔지 뒤편,,,,,
1841,1841. 가산동 주민센터,,,,,
1842,1842. 한울중학교,,,,,
1843,1843. 독산고등학교,,,,,
1845,1845. 롯데캐슬골드파크1차 서문,,,,,
1846,1846. 롯데캐슬골드파크1차 동문,,,,,
1847,1847. 독산주공 14단지 버스정류소,,,,,
1848,1848. 벽산 디지털밸리 5차,,,,,
1849,1849. 대륭포스트타워5차,,,,,
185,185. 마포 신수공원 앞,,,,,
1850,1850. 코오롱테크노밸리,,,,,
1851,1851. 가산디지털단지 9번출구 인근,,,,,
1853,1853. 서울디자인직업전문학교 앞,,,,,
1854,1854. 가산아네스트 오피스텔 앞,,,,,
1855,1855. 성지아파트 옆 도로변,,,,,
1856,1856. 모두의학교,,,,,
1857,1857. 주공14단지,,,,,
1858,"1858. 500번,507번 버스 종점 앞",,,,,
1859,1859. 대륭테크노타운 18차,,,,,
186,186. 월드컵공원,,,,,
1861,1861.IBK기업은행 석수역 지점 앞,,,,,
1862,1862.스타즈호텔독산 빌딩 앞,,,,,
1863,1863.위너스 스포츠클럽 골프연습장옆,,,,,
1864,1864.산호시티빌 옆,,,,,
1865,1865.금천구청앞(M빌딩),,,,,
1866,1866.서울안천초등학교 옆,,,,,
1867,1867.대륭포스트타워6차 앞,,,,,
1868,1868.우리은행 시흥남자동화점 앞,,,,,
1869,1869.롯데캐슬골드파크3차 301동 앞,,,,,
1870,1870.독산3동주민센터 앞,,,,,
188,188. 홍은동 정원여중 입구,,,,,
1901,1901. 신도림동주민센터 앞,,,,,
1904,1904. 도림천역 1번 출구 앞,,,,,
1906,1906. 신도림역 1번 출구 앞,,,,,
1907,1907. 구일우성(아) 육교 밑,,,,,
1908,1908. 해원리바파크 육교 밑,,,,,
191,191. 서우빌딩,,,,,
1910,1910. 낙원교회 맞은편,,,,,
1911,1911. 구로디지털단지역 앞,,,,,
1912,1912. 한신휴아파트 앞,,,,,
1914,1914. 대림역4번출구,,,,,
1916,1916. 구로중학교앞,,,,,
192,192. 연서어린이공원,,,,,
1920,1920. 서울미래초등학교 사거리,,,,,
1924,1924. 삼부르네상스파크빌,,,,,
1925,1925. 동양미래대학교 정문 옆,,,,,
1928,1928. 고척스카이돔구장 광장,,,,,
1929,1929. 고척근린공원 고척도서관 앞,,,,,
1930,1930. 개봉지구대 개봉치안센터,,,,,
1931,1931. 개봉역2번출구 A,,,,,
1933,1933. 개봉푸르지오아파트 상가,,,,,
1936,1936. 개봉역 1번 출구 자전거보관서쪽,,,,,
1937,1937. 한진아파트 입구,,,,,
194,194. 증산교 앞,,,,,
1941,1941. 오류동역 2번출구,,,,,
1943,1943. 온수역 북측,,,,,
1946,1946. 구로역 광장,,,,,
195,195. 모래내고가차도,,,,,
1951,1951. 천왕이펜하우스 4단지 후문,,,,,
1952,1952. 천왕연지타운2단지 앞,,,,,
1953,1953. 천왕역 4번출구 뒤,,,,,
1955,1955. 디지털입구 교차로,,,,,
1956,1956. 동아1차APT105동 버스정류장(신도림중학교 방면),,,,,
1957,1957. 구일고등학교 정문,,,,,
1958,1958. 강서수도사업소민원센터,,,,,
196,196. 연희교차로 인근,,,,,
1960,1960. 구로거리공원 동측(신도림역 방면),,,,,
1961,1961. 신도림테크노근린공원,,,,,
1962,1962. 가리봉동주민센터,,,,,
1964,1964. 원메디타운 앞,,,,,
1965,1965. 삼환로즈빌아파트 105동 옆,,,,,
1966,1966. 한마을아파트 정문상가,,,,,
1967,1967. 참새공원(백곡경노당),,,,,
1969,1969. 궁동생태공원,,,,,
1971,1971. 오정초교 앞 보도육교,,,,,
1973,1973. 오리로와 서해안도로 교차로 앞,,,,,
1974,1974. 신도림2차e편한세상아파트 203동 앞,,,,,
1975,1975. 대림역 1번 출입구 밑,,,,,
1976,1976. 남구로역 5번 출입구 앞,,,,,
1977,1977. 천왕역 1번 출입구 앞,,,,,
1979,1979. 구로1동우체국 앞,,,,,
198,198. 충정2교,,,,,
1981,1981. 천왕지구삼거리 앞,,,,,
1983,1983. 구로동롯데아파트,,,,,
1985,1985. 구로도서관,,,,,
1986,1986. 태평양물산,,,,,
1987,1987. 개봉아이파크아파트 앞,,,,,
1988,1988. 고척LIGA아파트 앞,,,,,
199,199. 서울 월드컵 경기장,,,,,
1991,1991. 오류동역 맞은편,,,,,
1992,1992. 구로구배드민턴실내체육관 앞,,,,,
1993,1993. 금강수목원아파트 앞,,,,,
1994,1994. 삼성전자 물류센터 앞,,,,,
1996,1996. 구일역 1번 출입구 앞,,,,,
1998,1998. 고척교 교차로,,,,,
1999,1999. 수궁동 성당 주변,,,,,
200,200. 국회의원회관,,,,,
2000,2000. 신도림4차 e편한세상 아파트 1109동 앞,,,,,
2002,2002. 노들역 1번출구,,,,,
2003,2003. 사육신공원앞,,,,,
2007,2007. 유한양행앞,,,,,
2008,2008. 노량진근린공원 대방공원,,,,,
2009,2009. 보라매역 8번출구,,,,,
201,201. 진미파라곤 앞,,,,,
2012,2012. 대림사거리(동작상떼빌아파트),,,,,
2013,2013. 장승배기역 5번출구,,,,,
2015,2015. 신대방삼거리역 6번출구쪽,,,,,
2016,2016. 신대방삼거리역 3번출구쪽,,,,,
202,202. 국민일보 앞,,,,,
2020,2020. 장승배기역2번출구뒷편쪽,,,,,
2024,2024. 상도역 1번출구,,,,,
2025,2025. 흑석역 1번출구,,,,,
2026,2026. 흑석역 4번출구,,,,,
2027,2027. 중앙대학교 정문 1,,,,,
203,203. 국회의사당역 3번출구 옆,,,,,
2032,2032. 이수역 11번출구쪽,,,,,
2033,2033. 사당동 아르테스 웨딩앞,,,,,
2034,2034. 사당역 7번출구쪽,,,,,
2036,2036. 정금마을 마을버스정류장,,,,,
2037,2037. 동작역 5번출구 동작주차공원,,,,,
2038,2038. 동작역 7번출구,,,,,
204,204. 국회의사당역 5번출구 옆,,,,,
2040,2040. 비계 버스정류소,,,,,
2041,2041. 사당중학교 버스정류소,,,,,
2048,2048. 삼일초등학교 인근,,,,,
205,205. 산업은행 앞,,,,,
2050,2050. 노량진역 5번출구,,,,,
2054,2054. 삼익아파트,,,,,
2056,2056. 동작구민 체육센터,,,,,
2057,2057. 상도 아이파크 아파트,,,,,
2058,2058. 동작경찰서,,,,,
2059,2059. 보라매공원 정문,,,,,
206,206. KBS 앞,,,,,
2060,2060. 남성역3번출구 뒤,,,,,
2062,2062. 사당새마을금고,,,,,
2064,2064. 흑석한강푸르지오 106동앞,,,,,
2065,2065. 서울시여성가족재단,,,,,
2066,2066. 양문교회 앞,,,,,
2067,2067. 보라매역?동작세무서 버스정류장(강남중학교방면),,,,,
2068,2068. 총신대 앞(육교),,,,,
2069,2069. 숭실대 입구역3번 출구 앞,,,,,
207,207. 여의나루역 1번출구 앞,,,,,
2070,2070. 노량진역 2번 출구 앞,,,,,
2071,2071. 대림아파트 후문 상가 옆,,,,,
2077,2077.노들역 3번출구,,,,,
2078,2078.흑석 아크로리버하임(103동),,,,,
2079,2079.중앙대학교 중앙광장,,,,,
2080,2080. 대방지하보도(대방동경남아너스빌아파트),,,,,
2082,2082.7호선 이수역7번출구,,,,,
2083,2083.흑석롯데캐슬에듀포레(107동),,,,,
2084,2084.e편한세상 상도노빌리티 앞,,,,,
2085,2085.강남중학교 앞,,,,,
2086,2086.삼일수영장 앞,,,,,
2088,2088.상도중앙하이츠빌 입구,,,,,
2089,2089.사당역10번출구(금강빌딩),,,,,
209,209. 유진투자증권빌딩 앞,,,,,
2090,2090.기아자동차 사당점 앞,,,,,
2091,2091. 이수역9번출구,,,,,
2092,2092.흑석한강푸르지오(110동),,,,,
2093,2093.상도SH빌아파트 입구,,,,,
2094,2094.숭실대학교(중문),,,,,
2095,2095.경문고등학교 앞,,,,,
2096,2096.서울특별시 동작관악교육지원청,,,,,
2102,2102. 봉림교 교통섬,,,,,
2103,2103. 신림동 우방아파트,,,,,
2104,2104. 사당역 5번출구,,,,,
2105,2105. 미성동 신림체육센터,,,,,
2106,2106. 세이브마트,,,,,
2108,2108. 은천치안센터,,,,,
2109,2109. 은천로입구 가로공원,,,,,
2110,2110. 조원동 미성아파트,,,,,
2111,2111. 서울대입구역 1번출구,,,,,
2112,2112. 서울대입구역 마에스트로,,,,,
2115,2115. 관악구시설관리공단,,,,,
2116,2116. 에이스에이존빌딩,,,,,
2119,2119. 중앙동 동진빌딩,,,,,
2122,2122. 낙성대로 입구,,,,,
2127,2127. 난곡종점,,,,,
2128,2128. 관악구청교차로,,,,,
2129,2129. 낙성대 과학전시관,,,,,
213,213. KT앞,,,,,
2130,2130. 영어마을 관악캠프,,,,,
2136,2136. 신림역 8번출구,,,,,
2137,2137. KT&G 관악지점,,,,,
2139,2139. 서울신성초등학교,,,,,
214,214. 금융감독원 앞,,,,,
2140,2140. 신림1교 교차로,,,,,
2143,2143. 서울산업정보학교,,,,,
2144,2144. 난우길입구,,,,,
2145,2145. 은천초등학교 육교,,,,,
2148,2148. 낙성대역 3번출구 뒤,,,,,
215,215. 여의도고교 앞,,,,,
2156,2156. 신림푸르지오아파트,,,,,
2159,2159. 인헌초교,,,,,
2164,2164. 관악우체국,,,,,
2165,2165. JK장평타워,,,,,
2167,2167. 낙성대역 1번출구,,,,,
2169,2169. 봉천역 2번출구,,,,,
217,217. NH농협은행 앞,,,,,
2170,2170. 조원동 강남힐병원,,,,,
2171,2171. 서울대입구역 5번출구,,,,,
2172,2172. 나들목공원,,,,,
2173,2173. 당곡사거리,,,,,
2174,2174. 삼성디지털프라자관악점,,,,,
2175,2175. 신림동걷고싶은문화의거리입구,,,,,
2176,2176. 보라매공원 보도육교,,,,,
2177,2177. 신대방역 2번 출구,,,,,
2178,2178. 서울대학교 정문,,,,,
2179,2179. 양녕로 입구,,,,,
2183,2183. 동방1교,,,,,
2184,2184. 구암초등학교 버스정류장,,,,,
2185,2185. 대학동 고시촌,,,,,
2186,2186. 낙성대입구삼거리,,,,,
2187,2187. 현대시장사거리,,,,,
2189,2189. 봉천역 4번출구,,,,,
219,219. 롯데캐슬엠파이어 옆,,,,,
2190,2190.도원맨션,,,,,
2191,2191.대학동주민센터,,,,,
2195,2195.은천교회,,,,,
2196,2196. 봉천역 3번출구,,,,,
2198,2198.사랑의병원,,,,,
2199,2199.신봉천주유소 A,,,,,
220,220. 미성아파트 A동 앞,,,,,
2202,2202.청계산입구역 1번출구,,,,,
2203,2203. 청계산입구역 2번출구,,,,,
2205,2205. 내곡3단지 어린이공원 앞,,,,,
2206,2206. 언남초등학교 앞,,,,,
2207,2207. 내곡파출소 뒤 정자,,,,,
221,221. 여의도초교 앞,,,,,
2210,2210. 반포1동 주민센터 앞,,,,,
2211,2211. 서초구립반포도서관 앞,,,,,
2212,2212.서초현대4차아파트 201동 맞은편,,,,,
2213,2213. 고속터미널역 5번출구 앞,,,,,
2214,2214. 신반포역 2번출구 앞,,,,,
2215,2215. 반포종합운동장 입구,,,,,
2217,2217.아크로리버뷰 부지 앞,,,,,
2219,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",,,,,
222,222. 시범아파트버스정류장 옆,,,,,
2221,2221. 방일초교 마을버스 정류장,,,,,
2222,2222.사당역 12번출구 뒤,,,,,
2223,2223. 방배래미안 정문 앞,,,,,
2225,2225.백석예술대학교 제3캠퍼스 앞,,,,,
2226,2226. 신동아럭스빌아파트 앞,,,,,
2227,2227.방배열린문화센터 앞,,,,,
2228,2228.뒷벌공원 옆,,,,,
2229,2229.로고스교회 맞은 편,,,,,
223,223. 진주아파트상가 앞,,,,,
2230,2230.이수역 4번 출구,,,,,
2231,2231. 삼성타운(삼성생명) A동 맞은편,,,,,
2233,2233. 서초신동아1차아파트 옆,,,,,
2235,2235.KT 서초지사 앞,,,,,
2237,2237.서울남부터미널 대합실 입구,,,,,
2239,2239.교대역 6번출구,,,,,
224,224. 롯데캐슬 앞,,,,,
2241,2241.양재전화국 사거리,,,,,
2242,2242.양재역 10번 출구 앞,,,,,
2243,2243.서울가정법원,,,,,
2244,2244. 말죽거리공원 사거리,,,,,
2245,2245.양재초등학교 맞은편,,,,,
2246,2246. 서울시 품질시험소 앞,,,,,
2247,2247.섬들근린공원,,,,,
2248,2248. 서초리슈빌S 글로벌 앞,,,,,
2249,2249. 우솔초등학교 맞은편,,,,,
225,225. 앙카라공원 앞,,,,,
2250,2250. 서초유치원 맞은편,,,,,
2251,2251. 더케이호텔 입구(양재2),,,,,
2252,2252. 잔디마을 마을버스 정류장,,,,,
2255,2255. 양재시민의숲역 1번출구,,,,,
2256,2256.양재동 꽃시장 입구,,,,,
2257,2257. 청계산 입구 삼거리,,,,,
2258,2258.구룡사 삼거리,,,,,
2259,2259. 잠원역 3번-4번 출구사이,,,,,
226,226. 샛강역 1번출구 앞,,,,,
2263,2263. 바우뫼문화복지회관,,,,,
2264,2264. 이수역 1번출구,,,,,
2265,2265. 이수고가차도 남단,,,,,
2266,2266. 서초역 3번출구,,,,,
2269,2269. 주홍교 하부,,,,,
227,227. 양평1나들목 보행통로 입구,,,,,
2270,2270. 서초포레스타 7단지,,,,,
2271,2271. 내방역 8번출구 앞,,,,,
2272,2272. 교대입구 교차로,,,,,
2273,2273. 일동제약 사거리,,,,,
2274,2274. 양재시민의숲역 3번출구,,,,,
2276,2276. 영동1교 (양재천근린공원),,,,,
2277,2277. 길마중4교 하부,,,,,
2279,2279. 교대역 5번출구뒤,,,,,
228,228. 선유도역 3번출구 앞,,,,,
2280,2280. 서울서초고용센터앞,,,,,
2281,2281. 서울교통공사 사당별관 건너편,,,,,
2283,2283. 그룹한빌딩옆,,,,,
2284,2284. CJ오쇼핑앞,,,,,
2285,2285. LH서초3단지 301동 맞은편,,,,,
2286,2286. 탑성마을입구,,,,,
2287,2287. 능안마을입구,,,,,
2288,2288. 안골마을입구,,,,,
2289,2289. 남태령역 2번출구,,,,,
229,229. 양평1 보행육교 앞,,,,,
2293,2293. SPC 앞,,,,,
2294,2294. 두상빌딩 앞,,,,,
2297,2297. 남부터미널역 1번출구,,,,,
2299,2299. 한전아트센터 앞,,,,,
230,230. 영등포구청역 7번출구,,,,,
2301,2301. 현대고등학교 건너편,,,,,
2302,2302. 교보타워 버스정류장(신논현역 3번출구 후면),,,,,
2303,2303. 논현역 10번출구,,,,,
2304,2304. 대현그린타워,,,,,
2305,2305. MCM 본사 직영점 앞,,,,,
2306,2306. 압구정역 2번 출구 옆,,,,,
2307,2307. 압구정 한양 3차 아파트,,,,,
2308,2308. 압구정파출소 앞,,,,,
2309,2309. 청담역(우리들병원 앞),,,,,
231,231. 남부고용노동지청 남측,,,,,
2310,2310. 청담동 맥도날드 옆(위치),,,,,
2311,2311. 학동로 래미안 아파트 앞,,,,,
2312,2312. 청담역 13번 출구 앞,,,,,
2313,2313. 금원빌딩 앞,,,,,
2314,2314. 청담나들목입구,,,,,
2315,2315. 봉은사역 5번출구 옆,,,,,
2317,2317. 삼성도로공원,,,,,
2318,2318. 삼성중앙역4번출구(문화센터더 리빌),,,,,
2319,2319. 포스코사거리 서측(수협 삼성동 지점),,,,,
232,232. 양평우림 이비즈센타 앞,,,,,
2320,2320. 도곡역 대치지구대 방향,,,,,
2321,2321. 학여울역 사거리,,,,,
2323,2323. 주식회사 오뚜기 정문 앞,,,,,
2324,2324. 천주교 대치 2동 교회 옆,,,,,
2325,2325. 대치삼성아파트 앞 교차로,,,,,
2326,2326. 대치동 삼성로,,,,,
2327,2327. 뱅뱅사거리 랜드마크타워 앞,,,,,
2328,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,,,,,
2329,2329. 르네상스호텔사거리 역삼지하보도 2번출구,,,,,
233,233. 양평1동 YP센터 앞,,,,,
2330,2330. 역삼월드메르디앙아파트 앞,,,,,
2331,2331. 동영문화센터앞,,,,,
2332,2332. 선릉역3번출구,,,,,
2333,2333. 양재역 3번출구 주변,,,,,
2334,2334. 삼호아파트 2동 ( 간선도로),,,,,
2335,2335. 3호선 매봉역 3번출구앞,,,,,
2336,2336. 강남세브란스교차로  래미안그레이튼 104동 앞,,,,,
2337,2337. 대모산입구역 2번출구 앞,,,,,
2339,2339. 현대아파트 정문 앞,,,,,
2340,2340. 삼호물산버스정류장(23370) 옆,,,,,
2341,2341. 일원역 4~5번 출구 사이,,,,,
2342,2342. 대청역 1번출구  뒤,,,,,
2344,2344. 리엔파크 2단지 앞,,,,,
2347,2347. 두산건설 본사,,,,,
2348,2348. 포스코사거리(기업은행),,,,,
2349,2349. 역삼빌딩 앞(하나은행 옆),,,,,
235,235. 신길동 우리은행 옆,,,,,
2350,2350. 래미안그레이튼102동앞,,,,,
2351,2351. 청소년수련관(수영장)앞,,,,,
2352,2352. 서울본부세관(건설회관 앞),,,,,
2353,2353. 강남구청역 2번출구 뒤,,,,,
2354,2354. 청담역 2번출구,,,,,
2356,2356. 강남구청,,,,,
2357,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),,,,,
2358,2358. 구룡초사거리 (현대아파트10동 앞 ),,,,,
2359,"2359. 국립국악중,고교 정문 맞은편",,,,,
236,236. 문래동자이아파트 앞,,,,,
2360,2360. 도곡1동 주민센터 교차로,,,,,
2362,2362. 신사동 가로수길 입구,,,,,
2363,2363. 강남 을지병원 교차로,,,,,
2364,2364. 도산공원교차로,,,,,
2365,2365. K+ 타워 앞,,,,,
2368,2368. 도곡동 경남아파트 건너편,,,,,
2369,2369. KT선릉타워,,,,,
237,237. 보라매 두산위브 건너편,,,,,
2370,2370. 한티역 3번출구,,,,,
2371,2371. 한국우편사업진흥원,,,,,
2372,2372. 대치역 사거리,,,,,
2373,2373. 개포동역 사거리,,,,,
2375,2375. 수서역 1번출구 앞,,,,,
2376,2376. 수서역 7번출구 앞,,,,,
2377,2377. 수서역 5번출구,,,,,
238,238. 제2구민체육센타 앞,,,,,
2380,2380. 봉은사로68길 북측,,,,,
2381,2381. 언주역 3번출구앞,,,,,
2382,2382. 역삼동 sk뷰 501동앞,,,,,
2383,2383. 보금자리정원,,,,,
2384,2384. 자곡사거리,,,,,
2385,2385. 학동역,,,,,
2386,2386. 크린랩 본사,,,,,
2387,2387. 래미안강남힐즈 사거리,,,,,
2388,2388. 강남구 도시관리공단,,,,,
2389,2389. 경기여자고등학교 후문 (삼성로3길 입구),,,,,
239,239. 유스호스텔 앞,,,,,
2390,2390. 구룡마을 입구 (래미안블레스티지 아파트),,,,,
2391,2391. 구룡터널 입구(개포1단지아파트),,,,,
2392,2392. 구룡산 입구 (구룡산 서울둘레길 입구),,,,,
2394,2394. 개포래미안포레스트아파트 107동 앞,,,,,
2396,2396. 영동3교 북단(우성캐릭터 앞 보도),,,,,
2398,2398. 더라움,,,,,
240,240. 문래역 4번출구 앞,,,,,
2401,2401. 밀알학교 입구 (삼성서울병원 입구),,,,,
2403,2403. 공무원연금매점 교차로 (개포주공9단지 입구),,,,,
2404,2404. 대모산입구역 4번 출구 앞,,,,,
2405,2405. 청담공원앞 교차로,,,,,
2406,2406. 논현동 광명빌딩 앞,,,,,
2407,2407. 역삼서초삼성 세무서 앞 (역삼빌딩 앞),,,,,
2408,2408. 강남한양수자인아파트,,,,,
2409,2409. 역삼동 디오슈페리움 (우성아파트 사거리),,,,,
241,241. 신길우성1차아파트 앞 공원,,,,,
2410,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),,,,,
2411,2411. 세곡동 성당,,,,,
2413,2413.도곡역 1번 출구,,,,,
2414,2414. 도곡역 아카데미스위트 앞,,,,,
2415,2415.한티역 롯데백화점 앞,,,,,
2416,2416.한티역 6번 출구,,,,,
2417,"2417.선정릉 디캠프(D,CAMP)앞",,,,,
2418,2418.봉은사역 7번 출구,,,,,
2419,"2419.봉은사역 1,2번 출구",,,,,
242,242. 신길선원가와인아파트 앞,,,,,
2420,2420.학여울역 사거리(LG베스트샵 앞),,,,,
2422,2422.수서동 성당 맞은편,,,,,
2423,2423.영희초교 사거리(래미안개포루체하임),,,,,
2425,2425.세곡동 사거리(대왕초등학교 정류장),,,,,
2426,2426.강남한신휴플러스 6단지,,,,,
2427,2427.개포고등학교 정문앞,,,,,
2429,2429.압구정로데오역 6번출구,,,,,
243,243. 이앤씨드림타워 앞,,,,,
2430,2430.강남파이낸스센터앞(역삼역2번출구),,,,,
2431,2431.대치역 7번출구,,,,,
244,244. 영등포삼환아파트 앞,,,,,
245,245. 삼성생명 당산사옥 앞,,,,,
247,247. 당산역 10번출구 앞,,,,,
248,248. 초원아파트 앞,,,,,
249,249. 여의도중학교 옆,,,,,
250,250. 대림아파트 사거리,,,,,
2501,2501. 서초 포레스타5단지,,,,,
2502,2502. 서초역1번출구 앞,,,,,
2503,2503. 반포1동 서초빌딩 앞,,,,,
2504,2504. 신사역 4번출구 뒤,,,,,
2505,2505. 우성아파트사거리 (기업은행앞),,,,,
2506,2506. LG유플러스 (방배사옥),,,,,
2508,2508. 양재이스타빌 앞,,,,,
2509,2509. 심산기념문화센터,,,,,
251,251. 서울지방병무청 버스정류장,,,,,
2510,2510. JW타워,,,,,
2511,2511. 이수역 6번출구 앞,,,,,
2514,2514.사평역 2번출구,,,,,
2515,2515.서초초등학교 후문,,,,,
2516,2516.본마을 노인복지센터 앞,,,,,
2517,2517. 서초그랑자이 앞,,,,,
2518,2518. 서초동 현대아파트 앞,,,,,
2519,2519.서초2교(사임당로 방면),,,,,
252,252. 보라매역4번출구,,,,,
2520,2520.서초1교 (진흥아파트 방면),,,,,
2521,2521.서초 크로바타워 앞,,,,,
2523,2523.뉴코아 킴스클럽 앞,,,,,
2524,2524.반포쇼핑타운 8동 앞,,,,,
2525,2525.반포쇼핑타운 2동 앞,,,,,
2529,2529.우리은행 방배동지점 앞,,,,,
2530,2530.삼호3차아파트 앞,,,,,
2531,2531.멤피스아파트 앞,,,,,
2532,2532.국립국악원 앞,,,,,
2533,2533.한가람미술관 앞,,,,,
2535,2535.신반포역 3번출구 뒤,,,,,
2536,2536.서초종합체육관 입구,,,,,
2537,2537.양재역 8번출구 앞,,,,,
2538,2538.사평리근린공원,,,,,
2539,2539.대한무역투자진흥공사 KOTRA 앞,,,,,
254,254. 도림신협 앞,,,,,
2540,2540.반포천 앞,,,,,
2541,2541.옛골 입구,,,,,
2542,2542.신논현타워 앞,,,,,
2545,2545.국립중앙도서관(국제회의장옆),,,,,
2547,2547. 반포래미안 리오센트,,,,,
2548,2548.반포1동 자율방범초소 옆,,,,,
2549,2549.LH 서초 4단지 403동,,,,,
255,255. 도림사거리,,,,,
2550,2550.양재동 꽃시장 건너편,,,,,
256,256. 동아에코빌입구,,,,,
258,258. 신길역3번출구,,,,,
259,259. 대방역6번출구,,,,,
260,260. 여의도 마리나선착장 앞,,,,,
2601,2601. 석촌호수 아뜰리에,,,,,
2603,2603. 송파 글마루 도서관,,,,,
2604,2604. 풍납토성 서성벽터A,,,,,
2605,2605. 복정역 1번 출구 앞,,,,,
2606,2606. 위례동주민센터,,,,,
2608,2608. 송파구청,,,,,
2609,2609. 보성중고등학교 후문 앞,,,,,
2611,2611. 송파지역자활센터 뒤,,,,,
2612,2612. 광평교사거리 인근,,,,,
2613,2613. 잠실나들목,,,,,
2614,2614. 가락고등학교 앞,,,,,
2615,2615. 테라타워2,,,,,
2616,2616. 거여동 사거리,,,,,
2617,2617. 가락삼환아파트 앞,,,,,
2618,2618. 삼전역 1번출구,,,,,
2619,2619. 석촌고분역 4번출구,,,,,
2620,2620. 송파나루역 4번 출구옆,,,,,
2621,2621. 한성백제역 2번 출구,,,,,
2622,2622. 올림픽공원역 3번출구,,,,,
2623,2623.석촌동 주민센터,,,,,
2625,2625.가락종합 사회복지관,,,,,
2626,"2626.경찰병원역 1,2번 출구 사이",,,,,
2627,2627.문정시영아파트 5동 앞 공원,,,,,
2628,2628.문정역 1번출구,,,,,
263,263. 근로자회관 사거리,,,,,
2630,2630.서울방이동 고분군,,,,,
2631,2631.배명고등학교,,,,,
2632,2632.석촌고분역 2번 출구,,,,,
2633,2633.송파학사 옆,,,,,
2634,2634.위례포레샤인아파트 2318동,,,,,
2635,2635.잠실새내역 1번출구,,,,,
2637,2637. 아시아지하보도 14번 출구,,,,,
2639,2639.석촌역 8번출구,,,,,
264,264. 교보생명보험 앞,,,,,
2641,2641.송파역 4번출구,,,,,
2642,2642.마천동 성내천 쉼터,,,,,
2643,2643.풍납중학교 측면,,,,,
2644,2644. 성내5교,,,,,
2645,2645.잠실나들목2(엘스아파트136동),,,,,
2646,2646.레이크펠리스101동앞,,,,,
2647,2647.잠실 자전거 수리센터 앞,,,,,
2648,2648.헬리오시티 112동 앞,,,,,
2649,2649.오금공원사거리2,,,,,
265,265. 영등포유통상가 사거리,,,,,
2650,2650.위례22단지 2208동 다리앞,,,,,
2651,2651.경찰병원역 3번출구 앞,,,,,
2652,2652.송파 레미니스1단지 102동 앞,,,,,
2653,2653.올림픽공원사거리(선수촌아파트),,,,,
2654,2654.올림픽선수촌아파트 136동 앞,,,,,
2655,2655.송이공원,,,,,
2656,2656.풍납동 아이파크 107동 앞,,,,,
2657,2657.송파 파인타운 11단지,,,,,
2658,2658.가락몰 업무동,,,,,
2659,2659.서울친환경유통센터,,,,,
266,266. 영등포청과시장 사거리,,,,,
267,267. 삼성화재 사옥 옆,,,,,
268,268. 그랜드컨벤션센터 앞,,,,,
270,270. 증권거래소후문교차로,,,,,
2701,2701. 마곡나루역 5번출구 뒤편,,,,,
2702,2702. 마곡 엠밸리2단지,,,,,
2703,2703.서울도시가스 앞,,,,,
2704,2704.홈플러스(강서점),,,,,
2706,2706.강서공업고등학교 앞,,,,,
2707,2707.한강아파트,,,,,
2708,2708.강서한강자이타워 앞,,,,,
2709,2709.강변아파트 310동 앞,,,,,
271,271. 샛강생태공원방문자센터 앞,,,,,
2710,2710.라이품 공영주차장 앞,,,,,
2711,2711.가로공원공영주차장 1번 출구,,,,,
2712,2712.화곡터널입구교차로,,,,,
2713,2713.우장초등학교 앞,,,,,
2715,2715.마곡나루역 2번 출구,,,,,
2716,2716.롯데 R&D 센터,,,,,
2717,2717.LG유플러스 마곡사옥,,,,,
2718,2718.마곡수명산파크1단지,,,,,
2719,2719.마곡문화공원,,,,,
272,272. 당산육갑문,,,,,
2720,2720.힐스테이트에코,,,,,
2721,2721.등촌1-10단지 교차로,,,,,
2723,2723.마곡 필네이처,,,,,
2724,2724.(재)FITI시험연구원,,,,,
2725,2725.서울식물원 식물문화센터,,,,,
2727,2727.서울식물원 잔디마당 앞,,,,,
