직업사전_세세분류_코드,,,,,,,,,,
,,,,,,,,,,
대분류코드,중분류코드,소분류코드,직업코드,일련번호,대분류명,중분류명,소분류명,직업명,관련직업,유사직업명칭
 , , ,2221,4, , , ,전산시스템분석원, , 
 , , ,2222,4, , , ,내비게이션항법지도개발자, , 
 , , ,2223,4, , , ,게임서버프로그래머, , 
 , , ,2224,4, , , ,게임시스템디자이너, , 
 , , ,2229,4, , , ,스마트물류통합관리자, , 
 , , ,2221,5, , , ,정보기술컨설턴트, , 
 , , ,2222,5, , , ,반도체장비시스템소프트웨어개발자,반도체장비연구원,"반도체장비설계연구원, 반도체장비소프트웨어연구원"
 , , ,2223,5, , , ,게임클라이언트프로그래머,게임로직프로그래머, 
 , , ,2224,5, , , ,게임운영자,"게임관리자, 게임마스터, 게임매니저, GM", 
 , , ,2221,6, , , ,정보보안감리기술자, , 
 , , ,2222,6, , , ,소형컴퓨터시스템연구원,임베디드시스템연구원, 
 , , ,2223,6, , , ,게임프로그래머, ,"온라인게임프로그래머, 네트워크게임프로그래머, 아케이드게임프로그래머"
 , , ,2224,6, , , ,게임월드빌더, , 
 , , ,2221,7, , , ,정보보호컨설턴트,"컴퓨터보안전문가, 정보보안컨설턴트, 보안컨설턴트, 컴퓨터시스템보안컨설턴트","정보보호프로그래머, 보안프로그램개발원"
 , , ,2222,7, , , ,시스템소프트웨어엔지니어,"시스템소프트웨어개발자, 시스템프로그래머","펌웨어프로그래머, 임베디드프로그래머"
 , , ,2223,7, , , ,경영정보시스템개발자,MIS개발자, 
 , , ,2224,7, , , ,게임콘셉트디자이너, , 
 , , ,2221,8, , , ,정보시스템감리원,"컴퓨터시스템감리기술자, 컴퓨터시스템감리사, 전산감리사, 정보시스템감리사",정보시스템감사사
 , , ,2222,8, , , ,신발생산관리전산시스템개발자, , 
 , , ,2223,8, , , ,고객관계관리시스템전문가,CRM(Customer Relationship Management)전문가, 
 , , ,2224,8, , , ,멀티미디어분석가, , 
 , , ,2221,9, , , ,정보처리기술자, , 
 , , ,2222,9, , , ,이동통신단말미들웨어개발자,미들웨어전문가, 
 , , ,2223,9, , , ,네트워크통신게임개발원, ,네트워크게임인프라기획원
 , , ,2224,9, , , ,애니메이션기획자, , 
 , , ,2221,10, , , ,컴퓨터시스템엔지니어,"시스템설계가, 시스템엔지니어(S.E)","시스템분석가(S.A), 시스템통합(SI)전문가"
 , , ,2222,10, , , ,이동통신단말소프트웨어개발관리자, , 
 , , ,2223,10, , , ,디지털영상처리시스템개발자, , 
 , , ,2224,10, , , ,엔(N)스크린서비스개발자,"N스크린서비스개발자, 엔스크린서비스개발자", 
 , , ,2221,11, , , ,컴퓨터시스템연구원, , 
 , , ,2222,11, , , ,이동통신단말플랫폼응용개발자, , 
 , , ,2223,11, , , ,디지털음성처리전문가, , 
 , , ,2224,11, , , ,웹서비스기획원,웹기획자,"하는 일에 따라 키워드광고전문가, 키워드에디터, 웹사이트테스터, 커뮤니티운영자, 웹광고기획자, 검색기획자"
 , , ,2221,12, , , ,컴퓨터시스템컨설턴트,"IT컨설턴트, 정보통신컨설턴트","네트워크컨설턴트, 데이터베이스컨설턴트, 정보보안컨설턴트, 웹컨설턴트, 응용시스템컨설턴트, 고객관계관리(CRM:Customer Relationship Management)컨설턴트, 전사적자원관리(ERP:Enterprise Resource Planning)컨설턴트, 지식관리시스템(KMS:Knowledge Management System)컨설턴트, RPA(Robotic Process Automation)컨설턴트"
 , , ,2222,12, , , ,임베디드소프트웨어개발자,펌웨어소프트웨어개발자, 
 , , ,2223,12, , , ,모바일프로그래머, ,"모바일게임개발전문가, 모바일콘텐츠개발자"
 , , ,2224,12, , , ,웹엔지니어,"프론트앤드개발자, 백엔드개발자, 풀스택개발자", 
 , , ,2221,13, , , ,클라우드시스템엔지니어,"클라우드엔지니어, 클라우드운영엔지니어, 클라우드인프라엔지니어","클라우드보안엔지니어, 클라우드DB엔지니어, 클라우드네트워크엔지니어, 클라우드소프트웨어엔지니어"
 , , ,2222,13, , , ,항공기상정보지원전문가, , 
 , , ,2223,13, , , ,반도체장비자동화소프트웨어개발자,반도체장비연구원,"반도체장비설계연구원, 반도체장비소프트웨어연구원, 반도체장비통신소트프웨어연구원"
 , , ,2224,13, , , ,웹퍼블리셔,마크업개발자,프론트엔드개발자
 , , ,2221,14, , , ,탄소배출관리시스템개발원, , 
 , , ,2222,14, , , ,IoT시스템엔지니어,시스템엔지니어(S.E), 
 , , ,2223,14, , , ,블록체인개발자, , 
 , , ,2224,14, , , ,웹프로그래머,웹개발자,"프로그램에 따라 JAVA프로그래머, JSP프로그래머, ASP프로그래머, PHP프로그래머, XML프로그래머, EJB프로그래머, Servlet프로그래머, Net프로그래머, HTML/DHTML프로그래머, GI/PERL프로그래머"
 , , ,2221,15, , , ,핀테크시스템엔지니어, , 
 , , ,2222,15, , , ,IoT시스템운영자,컴퓨터운영관리자, 
 , , ,2223,15, , , ,소프트웨어정의네트워크개발자, , 
 , , ,2224,15, , , ,웹프로듀서,"웹피디(PD), 웹기획자",CD-ROM관련 일을 하는 경우 CD-ROM프로듀서
 , , ,2221,16, , , ,핀테크에반젤리스트,핀테크신기술전도사, 
 , , ,2222,16, , , ,IoT융합서비스기획자, IT시스템기획자, 
 , , ,2223,16, , , ,수자원시스템연구원, , 
 , , ,2224,16, , , ,이스포츠맵제작자,"E-Sports맵디자이너, E-Sports맵제작자, 이스포츠맵디자이너", 
 , , ,2221,17, , , ,데브옵스관리자,데브옵스PM,데브옵스엔지니어
 , , ,2222,17, , , ,디지털트윈엔지니어, , 
 , , ,2223,17, , , ,애플리케이션엔지니어,"애플리케이션개발자, 애플리케이션개발자, 앱개발자","스마트폰애플리케이션개발자(앱개발자), 모바일콘텐츠개발자, 안드로이드앱개발자, IOS앱개발자"
 , , ,2224,17, , , ,인터넷기획원,웹기획원,전자상거래기획원
 , , ,2221,18, , , ,데브옵스엔지니어,DevOps엔지니어,데브옵스관리자
 , , ,2222,18, , , ,자율주행소프트웨어개발자,"자율주행소프트웨어프로그래머, 자율주행소프트웨어설계자", 
 , , ,2223,18, , , ,응용소프트웨어엔지니어,응용소프트웨어개발자,"응용소프트웨어프로그래머, C프로그래머, 자바프로그래머"
 , , ,2224,18, , , ,인터넷복권개발원,"전자복권개발자, 인터넷복권개발자, 전자복권개발원", 
 , , ,2221,19, , , ,스마트물류플랫폼설계자, , 
 , , ,2222,19, , , ,차량용 데이터 플랫폼·응용 개발자, , 
 , , ,2223,19, , , ,이동통신단말애플리케이션개발자, , 
 , , ,2224,19, , , ,인포그래픽정보기획자, , 
 , , ,2221,20, , , ,커넥티드카소프트웨어개발자, , 
 , , ,2222,20, , , ,클라우드플랫폼엔지니어,클라우드엔지니어, 
 , , ,2223,20, , , ,인공지능엔지니어, ,"머신러닝엔지니어, 딥러닝엔지니어"
 , , ,2224,20, , , ,최적검색엔지니어,SEO엔지니어, 
 , , ,2221,21, , , ,커넥티드카콘텐츠·서비스개발자, , 
 , , ,2223,21, , , ,인공지능연구원, , 
 , , ,2224,21, , , ,콘텐츠제공자관리원,정보제공자관리원, 
 , , ,2221,22, , , ,클라우드아키텍트, ,"클라우드데이터아키텍트, 클라우드보안아키텍트, 클라우드DB아키텍트"
 , , ,2223,22, , , ,인공지능플랫폼설계개발전문가, , 
 , , ,2224,22, , , ,테크니컬아티스트 , ,TD(Technical Director)
 , , ,2223,23, , , ,증강현실전문가,"AR전문가, 혼합현실전문가", 
 , , ,2224,23, , , ,에이치티엠엘(HTML)코딩원,"HTML코더, HTML퍼블리셔, 퍼블리셔, 웹코더", 
 , , ,2223,24, , , ,지식관리시스템전문가,KMS(Knowledge Management System)전문가, 
 , , ,2224,24, , , ,VR·AR게임기획자,VR·AR게임프로듀서,"가상현실전문가, 증강현실전문가"
 , , ,2223,25, , , ,휴대폰UI/UX소프트웨어개발자, , 
 , , ,2224,25, , , ,메타버스게임기획자, , 
 , , ,2223,26, , , ,휴대폰응용소프트웨어개발자, , 
 , , ,2223,27, , , ,프로젝트게임엔진개발자, , 
 , , ,2223,28, , , ,RPA개발자,"응용소프트웨어개발자, 로봇과정자동화개발자", 
 , ,223, , , , ,데이터 및 네트워크 관련 전문가, , , 
 , , ,2231,1, , , ,공간정보데이터베이스관리자, , 
 , , ,2232,1, , , ,네트워크설계자, , 
 , , ,2233,1, , , ,개인정보보호전문가, , 
 , , ,2239,1, , , ,모의해킹전문가,해킹컨설턴트, 
 , , ,2231,2, , , ,데이터베이스관리자,"데이터베이스전문가, 데이터베이스매니저, DB매니저, DB전문가","프로그램에 따라 OracleDB전문가, MS-SQL전문가, MySQL전문가, DBA전문가, mSQL전문가"
 , , ,2232,2, , , ,네트워크엔지니어,네트워크시스템개발자,"하는 일에 따라 네트워크분석엔지니어, 네트워크개발엔지니어"
 , , ,2233,2, , , ,국가사이버안전요원, ,화이트해커
 , , ,2239,2, , , ,사이버포렌식전문가,디지털포렌식전문가, 
 , , ,2231,3, , , ,데이터베이스운영원,"데이터베이스설계가, DB설계가, 데이터베이스개발자, DB개발자", 
 , , ,2233,3, , , ,보안프로그램개발자,보안프로그램개발자,"인터넷보안전문가, 정보보호컨설턴트"
 , , ,2233,4, , , ,암호알고리즘개발원,암호알고리즘연구원, 
 , , ,2231,5, , , ,데이터시각화전문가,Data Visualization Specialist, 
 , , ,2233,5, , , ,전산보안관제원,"보안관제요원, 전산보안관제요원", 
 , , ,2231,6, , , ,데이터엔지니어,"데이터운영관리원, 빅데이터엔지니어", 
 , , ,2233,6, , , ,정보보호프로그래머 , , 
 , , ,2231,7, , , ,데이터품질관리자, , 
 , , ,2233,7, , , ,침입탐지시스템엔지니어,컨트롤시스템엔지니어(Control System Engineer), 
 , , ,2231,8, , , ,빅데이터아키텍처전문가,빅데이터엔지니어, 
 , , ,2233,8, , , ,컴퓨터바이러스치료사,컴퓨터바이러스기술자, 
 , , ,2231,9, , , ,빅데이터전문가, ,"데이터사이언티스트, 빅데이터분석가, 자연어처리전문가"
 , , ,2233,9, , , ,클라우드시스템정보보안전문가,클라우드보안전문가, 
 , , ,2231,10, , , ,데이터분석가(일반),"빅데이터분석컨설턴트, 데이터컨설턴트, 빅데이터분석가",미디어콘텐츠데이터분석가
 , , ,2233,10, , , ,침해사고대응엔지니어, , 
 , , ,2231,11, , , ,정보개발제공자,데이터베이스관리자, 
 , , ,2233,11, , , ,클라우드보안담당자, , 
 , , ,2231,12, , , ,콘텐츠관리원, , 
 , , ,2233,12, , , ,IoT보안전문가, , 
 , , ,2231,13, , , ,콘텐츠구조관리원,서비스메뉴관리원, 
 , , ,2231,14, , , ,통신정보관리원, ,인터넷정보관리원
 , , ,2231,15, , , ,임상데이터매니저,"DBA, CDA, DMA, Data Manager", 
 , , ,2231,16, , , ,미디어콘텐츠데이터분석가,"뉴미디어컨설턴트, 뉴미디어데이터분석가, 콘텐츠데이터분석가, 뉴미디어빅데이터", 
 , ,224, , , , ,정보 시스템 및 웹 운영자, , , 
 , , ,2241,1, , , ,전보시설운영원, , 
 , , ,2242,1, , , ,애드마스터,광고서버관리자, 
 , , ,2241,2, , , ,가스계통관리원, , 
 , , ,2242,2, , , ,웹마스터, , 
 , , ,2241,3, , , ,네트워크관리자, , 
 , , ,2242,3, , , ,웹서버관리원,"서버운영원, 서버관리자, 서버엔지니어","UNIX계열서버운영원, LINUX계열서버운영원, NT계열서버운영원, 게임서버운영관리자, 웹호스팅기술자"
 , , ,2241,4, , , ,대학전산운영원,"대학전산시스템운영원, 대학전산시스템오퍼레이터, 대학전산실운영원", 
 , , ,2242,4, , , ,커뮤니티서비스관리원,"비비에스서비스관리원, BBS서비스관리원, BBS관리원, 커뮤니티관리원", 
 , , ,2241,5, , , ,물류전산조작원,바코드조작원, 
 , , ,2241,6, , , ,씨티아이운영원,"CTI운영원, 컴퓨터전화통합시스템운영원, 콜센터씨티아이운영원, 콜센터CTI운영원, 콜센터컴퓨터전화통합시스템운영원, CTI콜시스템운영원, 씨티아이콜시스템운영원", 
 , , ,2241,7, , , ,유비쿼터스도시서비스운영원,U-City서비스운영원, 
 , , ,2241,8, , , ,인터넷데이터센터서버관리원, , 
 , , ,2241,9, , , ,인터넷데이터센터운용원, , 
 , , ,2241,10, , , ,전보전산시스템운용원,"전보시스템운영원, 전보시설운영원", 
 , , ,2241,11, , , ,전산관리원,전산실운영원,전산사무원
 , , ,2241,12, , , ,전산시스템운영원,전산시스템오퍼레이터, 
 , , ,2241,13, , , ,정보제공시스템관리원,인터넷정보제공자관리원, 
 , , ,2241,14, , , ,컴퓨터시스템관리원,"시스템운영관리자, 시스템관리자, 컴퓨터시스템관리자, 전산시스템관리자","IT장비기술지원원, 전산장비운영자, 전산장비관리자"
 , , ,2241,15, , , ,컴퓨터시스템오퍼레이터,컴퓨터시스템운영원, 
 , , ,2241,16, , , ,컴퓨터운영지원원, , 
 , , ,2241,17, , , ,컴퓨터하드웨어기술지원원, , 
 , , ,2241,18, , , ,클라우드기술지원엔지니어, , 
 , ,225, , , , ,통신 및 방송 송출 장비 기사, , , 
 , , ,2250,1, , , ,전화교환원, ,"국제전화교환원, 시외전화교환원"
 , , ,2250,2, , , ,공중기업망운용원,CO-LAN운용원, 
 , , ,2250,3, , , ,교환기운용원,"전자식교환시스템운용원, 교환설비운용원", 
 , , ,2250,4, , , ,디지털회선분배장치운용원, , 
 , , ,2250,5, , , ,무선기기감시원,불법무선통신관리원, 
 , , ,2250,6, , , ,무선기지국운용원,"무선중계기시스템운영원, 무선호출기지국운용원, 중계기운용원", 
 , , ,2250,7, , , ,발전통신원,"발전통신엔지니어, 발전통신기사", 
 , , ,2250,8, , , ,방송송출기사,"방송송출장비기사, 방송송출기술자",라디오를 송출하면 라디오송출기사
 , , ,2250,9, , , ,방송주조감독,"주조기술감독, 주조정실감독","하는 일에 따라 라디오주조기술감독, 텔레비전주조기술감독, 케이블TV주조기술감독"
 , , ,2250,10, , , ,방송중계회선기사,"중계방송회선설치기사, 중계방송회선엔지니어", 
 , , ,2250,11, , , ,부가서비스장비운용원, ,"통신유형에 따라 유선통신부가서비스장비운용원, 무선통신부가서비스장비운용원"
 , , ,2250,12, , , ,선박통신사,"선박통신원, 선박통신엔지니어, 선박통신기사","선박통신시스템엔지니어, 선박통신장비엔지니어"
 , , ,2250,13, , , ,위성통신설비관리원,"위성통신망운용원, 위성통신망관리원",인공위성관제원
 , , ,2250,14, , , ,유선통신망관리원,"초고속통신망관제원, 유선통신망관제원, 유선통신설비관리원", 
 , , ,2250,15, , , ,인공위성제어시스템유지보수원, , 
 , , ,2250,16, , , ,전동차통신사령원, , 
 , , ,2250,17, , , ,전송설비운용원, ,"광전송설비운용원, 동축전송설비운용원, 해저전송설비운용원"
 , , ,2250,18, , , ,전용회선관리기술자,"델몬스운용원, 전용회선집중운용시스템관리원", 
 , , ,2250,19, , , ,전용회선운용기술자,"선로집중운용시스템관리원, 선로집중운용원", 
 , , ,2250,20, , , ,중계방송기술자,중계방송엔지니어,경기장통신원
 , , ,2250,21, , , ,지상파DMB멀티플랙서시스템운용원, , 
 , , ,2250,22, , , ,지상파DMB방송망운영원, , 
 , , ,2250,23, , , ,지상파DMB송중계시스템운용원, , 
 , , ,2250,24, , , ,케이블방송네트워크시스템운용원, , 
 , , ,2250,25, , , ,통신시설운용기술자, , 
 , , ,2250,26, , , ,통신장애처리원, ,인터넷장애처리원
 , , ,2250,27, , , ,통신품질관리사무원,통신품질관리원,"무선통신품질관리사무원, 통화품질관리원, 통화품질관리사무원"
 , , ,2250,28, , , ,항공무선통신사, , 
 , , ,2250,29, , , ,항행안전무선시설운영관리원, , 
 ,23, , , , ,공학 전문가 및 기술직, , , , 
 , ,231, , , , ,건축·토목 공학 기술자 및 시험원, , , 
 , , ,2311,1, , , ,건축사, ,"건축가, 건축설계기술자, 건축도면설계기술자"
 , , ,2312,1, , , ,건설구조기술자,"구조연구기술자, 건설기술엔지니어, 건설구조연구원","건축구조연구원, 토목구조연구원"
 , , ,2313,1, , , ,건설재료연구원,"건설자재연구원, 건설자재시험연구원", 
 , , ,2314,1, , , ,수경연출디자이너,"분수설계기술자, 수경연출기술자", 
 , , ,2315,1, , , ,교통사고개선요원,안전연구원, 
 , , ,2316,1, , , ,공간정보데이터분석원,GIS데이터분석자, 
 , , ,2317,1, , , ,콘크리트시험원,"피시테스트원, 해머테스트원",콘크리트강도시험기사
 , , ,2311,2, , , ,건축설계사,"건축가, 건축사, 건축설계기술자, 건축도면설계기술자", 
 , , ,2313,2, , , ,도로공항설계기술자, ,"공항활주로설계원, 고속도로설계원, 국도설계원, 업무에 따라 공항토목설계기술자, 도로토목설계기술자, 교량토목설계기술자"
 , , ,2314,2, , , ,위락놀이시설디자이너,"테마파크 놀이시설 설계기술자, 테마파크 놀이시설 디자이너 ", 
 , , ,2315,2, , , ,교통사고조사원,"교통사고조사연구원, 도로교통사고감정사, 교통사고현장조사원, 교통사고감정사","교통사고조사연구원, 경찰(교통조사계)"
 , , ,2316,2, , , ,공간정보영상처리원,"위성영상처리원, 항공영상처리원, 원격영상처리원", 
 , , ,2317,2, , , ,콘크리트재료시험원, , 
 , , ,2311,3, , , ,문화재실측설계기술자, ,한옥건축설계사
 , , ,2312,3, , , ,건설코디네이터, , 
 , , ,2313,3, , , ,도로포장기술자,도로포장관리자,활주로를 포장하는 경우 활주로포장기술자
 , , ,2314,3, , , ,정원디자이너, ,"식재디자이너, 수직정원디자이너, 실내정원디자이너 "
 , , ,2315,3, , , ,교통설계기술자,"안전연구원, 교통기술자, 교통계획기술자",친환경교통설계전문가
 , , ,2316,3, , , ,광산측량기술자, , 
 , , ,2312,4, , , ,건축감리원,"감리원, 감리자, 건축감리기술자",컨스트럭션매니저(CM)
 , , ,2313,4, , , ,매립가스플랜트시공기술자,"매립가스소각시설시공기술자, 매립가스소각로시공기술자", 
 , , ,2314,4, , , ,조경감리원,조경기술관리자,국가유산조경수리기술자(조경)
 , , ,2315,4, , , ,교통심리연구원, , 
 , , ,2316,4, , , ,광산측량사, , 
 , , ,2312,5, , , ,건축견적원,"견적원, 적산원, 건축적산원", 
 , , ,2313,5, , , ,상하수도설비기술자,상하수도기술자,"상수도계획기술자, 수자원개발설비기술자"
 , , ,2314,5, , , ,조경공무기술자,조경건설공무기술자, 
 , , ,2315,5, , , ,교통안전시설기술자,교통안전시설물설계가,교통신호설계가
 , , ,2316,5, , , ,내비게이션도로조사원, , 
 , , ,2312,6, , , ,건축공무기술자,건설공무기술자, 
 , , ,2313,6, , , ,상하수도연구원,"설계용역, 개발연구", 
 , , ,2314,6, , , ,조경설계사,"조경설계가, 조경설계기술자, 조경시설물설계사","문화재조경설계사, 조경건축가, 조경설계건축가, 공원설계기술자, 골프장조경설계기술자, 공원시설물설계기술자, 녹화설계기술자, 수목원식물원조성설계기술자, 숲조성설계기술자, 자원재활용조경시설물디자인기술자"
 , , ,2315,6, , , ,교통안전연구원, ,"교통정책연구원, 교통법규연구원, 교통안전시설연구원"
 , , ,2316,6, , , ,도화사, , 
 , , ,2312,7, , , ,건축구조설계기술자,"건축구조기술자, 건축구조공학기술자",철골설계기술자
 , , ,2313,7, , , ,유역수리연구원,"수리시설물연구원, 수문공학연구원","연안수리시설연구원, 농업수리시설연구원"
 , , ,2314,7, , , ,조경시공기술자,"조경시공자, 조경작업자","생태복원기술자, 친환경조경기술자, 문화재보수조경기술자"
 , , ,2315,7, , , ,교통영향평가기술자,교통계획가,교통설계 전문가
 , , ,2316,7, , , ,지도제작기술자, ,"해도제작기술자, GPS지도제작원, 지리모형제작원"
 , , ,2312,8, , , ,건축시공기술자,"건축공정관리기사, 건축시공기사", 
 , , ,2313,8, , , ,유역수생태연구원,수리시설물시험연구원,"연안수리시설시험연구원, 농업수리시설시험연구원"
 , , ,2314,8, , , ,조경관리기술자,"관리기사, 시설기사","조경관리자, 조경수리자"
 , , ,2315,8, , , ,교통종합관리자, , 
 , , ,2316,8, , , ,공간정보시스템설계분석가,"지리정보시스템전문가, GIS전문가, 지리정보시스템분석가, GIS기술자, 지리정보전문가","지리정보시스템프로젝트매니저, 광산지리정보시스템개발자, 산림지리정보시스템설계분석가"
 , , ,2312,9, , , ,건축시공연구원, , 
 , , ,2313,9, , , ,수자원개발기술자, ,"댐토목설계기술자, 배수관로토목설계기술자"
 , , ,2315,9, , , ,교통체계연구원,교통운영연구원,"교통안전연구원, 도로교통연구원, 도시교통연구원, 철도교통연구원, 항공교통연구원"
 , , ,2316,9, , , ,공간정보시스템연구원, , 
 , , ,2312,10, , , ,공사견적관리자,"공사입찰관리자, 견적관리자", 
 , , ,2313,10, , , ,수자원시설지반구조연구원, , 
 , , ,2315,10, , , ,도로교통안전진단사,교통안전조사전문가, 
 , , ,2316,10, , , ,측량기술자(일반),"토지측량기술자, 측지기술자","측지측량기술자, 항공측량기술자, 해양측량기술자, 지적기술자, 지적측량기술자, 토목측량기술자, 수로측량기술자, 광파기측량기술자"
 , , ,2312,11, , , ,녹색건축인증컨설턴트,"그린빌딩인증컨설턴트, 친환경건축물인증컨설턴트", 
 , , ,2313,11, , , ,원전토건기술연구원, , 
 , , ,2315,11, , , ,도시계획가,"도시계획기술사, 도시계획기사","친환경생태도시계획가, 안전건강도시계획가, 단지계획 및 설계기술자"
 , , ,2316,11, , , ,측량사(일반),"측지사, 계측기사, 측량기사","항공측량사, 해양측량사, 토목계측기사, 토목측량기사"
 , , ,2312,12, , , ,녹색건축인증심사전문가,"녹색건축인증심사위원, , 그린빌딩인증심사위원, 그린빌딩평가전문가", 
 , , ,2313,12, , , ,전력구조물연구원, ,전력구조물안전성연구원
 , , ,2315,12, , , ,도시재생기획운영가,"도시계획사, 도시계획기술사", 
 , , ,2316,12, , , ,항공사진측량기술자,항공측량사, 
 , , ,2312,13, , , ,국가유산보수감리원, , 
 , , ,2313,13, , , ,지열시스템천공기술자, ,지열시스템그라우팅원
 , , ,2315,13, , , ,도시재생코디네이터,"도시재생활동가, 도시재생기획자",마을만들기코디네이터
 , , ,2316,13, , , ,해양관측사, , 
 , , ,2312,14, , , ,빌딩정보모델링(BIM)매니저,BIM컨설턴트, 
 , , ,2313,14, , , ,철도설계기술자, ,"고속철도설계기술자, 일반철도설계기술자, 지하철도설계기술자, 경량철도설계기술자"
 , , ,2315,14, , , ,스마트도시계획가,"U-City기획자, U-City프로젝트관리자, U-City설계기술자", 
 , , ,2316,14, , , ,해양측량사, , 
 , , ,2312,15, , , ,빌딩정보모델링(BIM)엔지니어, ,"BIM모델러, BIM테크니션, 건설정보관리자, BIM엔지니어(건축구조, 토목), BIM엔지니어(전기), BIM엔지니어(설비)"
 , , ,2313,15, , , ,토목감리원,"토목감리기술자, 감리원", 
 , , ,2315,15, , , ,지능형첨단교통망연구원,"지능형교통시스템(ITS)전문가, ITS연구원", 
 , , ,2312,16, , , ,빌딩정보모델링(BIM)코디네이터,BIM기술협업총괄관리자,BIM컨설턴트
 , , ,2313,16, , , ,토목견적원,"견적원, 적산원, 건축견적원, 건축적산원", 
 , , ,2312,17, , , ,익스테리어디자이너, , 
 , , ,2313,17, , , ,토목공무기술자,건설공무기술자, 
 , , ,2312,18, , , ,인공암벽시설설계기술자, , 
 , , ,2313,18, , , ,토목구조연구원,구조연구기술자, 
 , , ,2312,19, , , ,친환경건설연구원,친환경건축생산연구원, 
 , , ,2313,19, , , ,토목시공기술자,"토목공학기술자, 토목기술자","대상에 따라 APT토목시공기술자, 부지조성토목시공기술자, 도로건설토목시공기술자, 공항건설토목시공기술자, 교량건설토목시공기술자"
 , , ,2312,20, , , ,친환경건축연구원,"친환경건축연구개발자, 친환경건축물연구원","그린홈연구원, 친환경건축프로젝트관리자"
 , , ,2313,20, , , ,토질기초설계기술자,토목설계기술자, 
 , , ,2313,21, , , ,항만해안설계기술자,항만토목설계기술자,수자원해양시설설계기술자
 , , ,2312,22, , , ,건설사업관리사,"Construction Manager, CM, 건설사업관리기술인", 
 , , ,2313,22, , , ,해상기초설계기술자, ,"수력구조물토목설계기술자, 하천구조물설계기술자"
 , , ,2312,23, , , ,플랜트프로젝트사업관리자, , 
 , , ,2313,23, , , ,상수도관망시설운영관리사,상수도관망관리사,"상수도관망시설기계기술자, 상수도관망시설전기기술자, 상수도관망시설계측제어기술자, 상수도관망시설관로시설점검원"
 , , ,2313,52, , , ,화약류관리기술자,화약관리원,화약발파기술자
 , ,232, , , , ,화학공학 기술자 및 시험원, , , 
 , , ,2322,1, , , ,건물용연료전지품질검사원, , 
 , , ,2321,2, , , ,가스공급설비기계관리원, , 
 , , ,2322,2, , , ,고무제품검사원,고무시험원, 
 , , ,2321,3, , , ,가스생산설비계기관리원, ,제어시스템관리원
 , , ,2322,3, , , ,고무제품시험분석원, , 
 , , ,2321,4, , , ,가스제조연구원,가스제조기술자, 
 , , ,2322,4, , , ,농약품질관리원,농약품질보증원,농약효과검사원
 , , ,2321,5, , , ,건물용연료전지스택개발자, , 
 , , ,2322,5, , , ,도료감리원,"도장감리사, 도장감리원", 
 , , ,2321,6, , , ,가스공급상황실운영관리자, , 
 , , ,2321,7, , , ,고무제품연구원,고무제품기술자, 
 , , ,2322,7, , , ,비료품질관리원,"비료시험분석원, 비료품질시험원",비료효과검사원
 , , ,2321,8, , , ,고분자공정연구원, , 
 , , ,2322,8, , , ,석유및석유대체연료제품품질검사원, , 
 , , ,2321,9, , , ,농약안전성연구원, ,"환경농약잔류연구원, 농약안전성평가연구원, 작물농약잔류연구원"
 , , ,2322,9, , , ,석유화학제품시험분석원, , 
 , , ,2321,10, , , ,농약연구원(일반), ,"환경농약잔류연구원, 농약안전성평가연구원, 작물농약잔류연구원"
 , , ,2322,10, , , ,원유품질검사원, , 
 , , ,2321,11, , , ,농약잔류연구원, , 
 , , ,2322,11, , , ,유기용제분석원, , 
 , , ,2321,12, , , ,농약활성연구원, , 
 , , ,2322,12, , , ,의약품시험분석원,의약품품질관리원, 
 , , ,2321,13, , , ,도료연구원, , 
 , , ,2322,13, , , ,잉크검사원, , 
 , , ,2321,14, , , ,리튬이온전지개발자, , 
 , , ,2321,15, , , ,리튬이온전지패키지설계기술자, ,리튬이온전지모듈설계원
 , , ,2322,15, , , ,타이어시험원,타이어성능검사원, 
 , , ,2321,16, , , ,무기폭약감정관, , 
 , , ,2322,16, , , ,플라스틱제품시험원, , 
 , , ,2321,17, , , ,바이오농약연구원,생물농약연구원,"미생물농약연구원, 생화학농약연구원"
 , , ,2322,17, , , ,화장품시험원,화장품시험검사원,화장품미생물시험원
 , , ,2322,18, , , ,화학분석시험원,"화학분석원, 화학실험실시험원","기기분석시험원, 습식분석시험원, 화학견본시험원, 화학공정분석원, 화학제품분석원"
 , , ,2321,19, , , ,바이오의약품분석법개발원, , 
 , , ,2322,19, , , ,고무배합설계자, , 
 , , ,2321,20, , , ,바이오플라스틱연구원, , 
 , , ,2322,20, , , ,고무배합시험원, , 
 , , ,2321,21, , , ,비료제조연구원,비료제조기술자, 
 , , ,2322,21, , , ,고무성능시험원, , 
 , , ,2322,22, , , ,고무품질검사원,고무시험원, 
 , , ,2321,23, , , ,석탄가스정제기술연구원, , 
 , , ,2322,23, , , ,석유화학고객지원기술자, , 
 , , ,2321,24, , , ,석탄가스화기술연구원, , 
 , , ,2322,24, , , ,석유화학물질분석원,석유화학제품시험분석원, 
 , , ,2321,25, , , ,수돗물전과정평가연구원, , 
 , , ,2322,25, , , ,석유화학품질검사원, , 
 , , ,2321,26, , , ,수소생산시스템연구원, , 
 , , ,2322,26, , , ,정밀화학안전유효성시험원, , 
 , , ,2321,27, , , ,수소에너지연구원, , 
 , , ,2322,27, , , ,정밀화학품질검사원, , 
 , , ,2321,28, , , ,신발화공전문가,"배합사, 신발 CE",신발CE
